person_id,person_name,person_qid,dcb_url,event_type,event_year,census_year,geonames_id,geonames_name,tcpuid_csd,csd_name,place_id,match_strategy,confidence
lincs:O5ZhUqoPDAA,James Crosskill Mackintosh,,http://www.biographi.ca/en/bio/mackintosh_james_crosskill_15E.html,birth,1839,1851,,"Halifax, N.S",NS996999,NO DATA,PLACE_NS996999,pip,high
lincs:O5ZhUqoPDAA,James Crosskill Mackintosh,,http://www.biographi.ca/en/bio/mackintosh_james_crosskill_15E.html,death,1924,1921,,"Halifax, N.S",NS011043,"Halifax, C",PLACE_NS011043,pip,high
lincs:O9hSNBP2cQE,Thomas-Ferruce Picard Destroismaisons,,http://www.biographi.ca/en/bio/picard_destroismaisons_thomas_ferruce_9E.html,birth,1796,1851,8673644,Saint-Pierre-de-la-Rivière-du-Sud,QC060009,St. Pierre,PLACE_QC074012,pip,high
lincs:O9hSNBP2cQE,Thomas-Ferruce Picard Destroismaisons,,http://www.biographi.ca/en/bio/picard_destroismaisons_thomas_ferruce_9E.html,death,1866,1861,10128396,Saint-François-de-l'Île-d'Orléans,QC036007,St. François,PLACE_QC075007_1851,pip,high
lincs:OASbrKzZf11,Ella Hobday Webster,,http://www.biographi.ca/en/bio/webster_ella_hobday_15E.html,death,1925,1921,,"Ottawa, Ontario",ON105011,"Ottawa, C",PLACE_ON105011_1921,pip,high
lincs:OBiByO5H5R2,Donald Currie,,http://www.biographi.ca/en/bio/currie_donald_10E.html,birth,1831,1851,6179399,West River,PE997999,NO DATA,PLACE_PE997999,pip,high
lincs:OBiByO5H5R2,Donald Currie,,http://www.biographi.ca/en/bio/currie_donald_10E.html,death,1880,1881,,Charlottetown,PE002001,Charlottetown Royalty,PLACE_PE003025,pip,high
lincs:OCtc6En7qMg,John Noel Cope,,http://www.biographi.ca/en/bio/cope_john_noel_14E.html,birth,1847,1851,6091530,"Halifax, N.S",NS996999,NO DATA,PLACE_NS996999,pip,high
lincs:OCtc6En7qMg,John Noel Cope,,http://www.biographi.ca/en/bio/cope_john_noel_14E.html,death,1918,1921,6172480,Upper Musquodoboit,NS011023,Musquodoboit Upper,PLACE_NS011023,pip,high
lincs:ODYyk3YJOnG,Jacob Gill Gaudaur,,http://www.biographi.ca/en/bio/gaudaur_jacob_gill_16E.html,birth,1858,1861,,Centre de l'Ontario,ON089012,"Whitby, West",PLACE_ON098007,pip,high
lincs:ODYyk3YJOnG,Jacob Gill Gaudaur,,http://www.biographi.ca/en/bio/gaudaur_jacob_gill_16E.html,death,1937,1921,6094325,Orillia,ON144022,"Orillia, T-V",PLACE_ON144022,pip,high
lincs:OHh7NFYJZ36,Isaac Halpern,,http://www.biographi.ca/en/bio/halpern_isaac_15E.html,death,1922,1921,,Toronto,ON154011,"Toronto, C",PLACE_ON154011,pip,high
lincs:OIGHFHOCbC3,Alexander Carlisle Buchanan,,http://www.biographi.ca/en/bio/buchanan_alexander_carlisle_9E.html,death,1868,1871,6115047,péninsule de la Gaspésie,QC171999,NO DATA,PLACE_QC171999,pip,high
lincs:OKWhD90r47A,Linus Woolverton,,http://www.biographi.ca/en/bio/woolverton_linus_14E.html,birth,1846,1851,6087884,Niagara,ON022007,Niagara,PLACE_ON085007,pip,high
lincs:OKWhD90r47A,Linus Woolverton,,http://www.biographi.ca/en/bio/woolverton_linus_14E.html,death,1914,1911,5967149,Grimsby,ON093012,Grimsby vl,PLACE_ON126013,pip,high
lincs:OLGOYp3U80t,Samuel Maynard Rogers,,http://www.biographi.ca/en/bio/rogers_samuel_maynard_16E.html,death,1940,1921,,"Ottawa, Ontario",ON105011,"Ottawa, C",PLACE_ON105011_1921,pip,high
lincs:OLxpRmTPZai,Charles-Amédée Vallée,,http://www.biographi.ca/en/bio/vallee_charles_amedee_15E.html,birth,1850,1851,6325494,Québec,QC084000,"Québec, cité",PLACE_QC084000,pip,high
lincs:OLxpRmTPZai,Charles-Amédée Vallée,,http://www.biographi.ca/en/bio/vallee_charles_amedee_15E.html,death,1924,1921,6138269,Saint-Gabriel-de-Brandon,QC043016,"St. Gabriel de Brandon, VL",PLACE_QC043016,pip,high
lincs:ONka0Ja7VxZ,William Cameron Chewett,,http://www.biographi.ca/en/bio/chewett_william_cameron_12E.html,birth,1828,1851,,Centre de l'Ontario,ON026001,Whitby,PLACE_ON026001,pip,high
lincs:ONka0Ja7VxZ,William Cameron Chewett,,http://www.biographi.ca/en/bio/chewett_william_cameron_12E.html,death,1897,1901,,Toronto,ON129007,"Toronto, Ward—Quartier 2 (part)",PLACE_ON129007,pip,high
lincs:ONvkTtJFXvd,John Quirk,,http://www.biographi.ca/en/bio/quirk_john_8E.html,death,1853,1851,,Bridgetown,NS996999,NO DATA,PLACE_NS996999,pip,high
lincs:OPz1skDS3bk,Alexandre Fraser,,http://www.biographi.ca/en/bio/fraser_alexandre_16E.html,birth,1881,1881,6325494,Québec,QC079008,"Québec, Montcalm Ward—Quartier (Centre)",PLACE_QC187002,pip,high
lincs:OPz1skDS3bk,Alexandre Fraser,,http://www.biographi.ca/en/bio/fraser_alexandre_16E.html,death,1932,1921,6050610,Laval,QC076046,St. Vincent de Paul,PLACE_QC076046,pip,high
lincs:OSDjknpzaDN,Peter Vasil’Evich Verigin,,http://www.biographi.ca/en/bio/verigin_peter_vasil_evich_15E.html,death,1924,1921,5951724,Farron,BC211004,Ymir,PLACE_BC211004,pip,high
lincs:OTuvBsHFo1l,Robert Cassels,,http://www.biographi.ca/en/bio/cassels_robert_11E.html,death,1882,1881,6077243,Montreal,QC091999,NO DATA,PLACE_QC162999,pip,high
lincs:OXrkb0AYyaS,Peenaquim,,http://www.biographi.ca/en/bio/peenaquim_9E.html,birth,1810,1881,,Southern Alberta,NT193007,Bow River,PLACE_NT193007,pip,high
lincs:OXrkb0AYyaS,Peenaquim,,http://www.biographi.ca/en/bio/peenaquim_9E.html,death,1869,1881,6053154,Lethbridge,NT193007,Bow River,PLACE_NT193007,pip,high
lincs:ObZwNZVCdzD,Duncan Milloy,,http://www.biographi.ca/en/bio/milloy_duncan_10E.html,death,1871,1871,6087905,Niagara-on-the-Lake,ON020002,"Niagara, West Ward—Quartier",PLACE_ON020002,pip,high
lincs:OcrwhX1lkmz,Peter Erasmus,,http://www.biographi.ca/en/bio/erasmus_peter_16E.html,birth,1833,1881,6065171,Manitoba,NT193999,NO DATA,PLACE_NT202999,pip,high
lincs:OcrwhX1lkmz,Peter Erasmus,,http://www.biographi.ca/en/bio/erasmus_peter_16E.html,death,1931,1921,6180397,Whitefish Lake,AB201019,635. L.I.D.- D.A.L.,PLACE_AB201019,pip,high
lincs:OgrxjoafvEH,Mary Heaviside,,http://www.biographi.ca/en/bio/heaviside_mary_9E.html,birth,1806,1851,,"Halifax, N.S",NS996999,NO DATA,PLACE_NS996999,pip,high
lincs:OiOJqdGSULU,John Joseph,,http://www.biographi.ca/en/bio/joseph_john_8E.html,death,1851,1851,,Toronto,ON042005,York,PLACE_ON105011,pip,high
lincs:OkR5WLeFUzp,Richard Knight,,http://www.biographi.ca/en/bio/knight_richard_8E.html,death,1860,1861,6137063,Sackville,NB995999,NO DATA,PLACE_NB995999,pip,high
lincs:OmzXtCBAeK6,James Edward Wells,,http://www.biographi.ca/en/bio/wells_james_edward_12E.html,birth,1836,1851,5971696,Harvey,NB995999,NO DATA,PLACE_NB995999,pip,high
lincs:OmzXtCBAeK6,James Edward Wells,,http://www.biographi.ca/en/bio/wells_james_edward_12E.html,death,1898,1901,,Toronto,ON129007,"Toronto, Ward—Quartier 2 (part)",PLACE_ON129007,pip,high
lincs:OoEJ5IWGYNf,William Hyman,,http://www.biographi.ca/en/bio/hyman_william_11E.html,death,1882,1881,6077243,Montreal,QC091999,NO DATA,PLACE_QC162999,pip,high
lincs:OpiyNvZlyWU,Roderick George MacBeth,,http://www.biographi.ca/en/bio/macbeth_roderick_george_16E.html,birth,1858,1881,,"Kildonan (Winnipeg), Red River settlement (Man.)",MB183002,Kildonan,PLACE_MB006006,pip,high
lincs:OpiyNvZlyWU,Roderick George MacBeth,,http://www.biographi.ca/en/bio/macbeth_roderick_george_16E.html,death,1934,1921,6173331,Vancouver,BC216001,Point Grey,PLACE_BC216001,pip,high
lincs:OsQuvYv7QBn,Daniel Morrison,,http://www.biographi.ca/en/bio/morrison_daniel_9E.html,death,1870,1871,,Toronto,ON045002,"Yorkville, Village",PLACE_ON135004,pip,high
lincs:Otnwjj8D9Bv,Reginald Walter Brock,,http://www.biographi.ca/en/bio/brock_reginald_walter_16E.html,birth,1874,1871,,Eastern Ontario,ON072001,Osnabrock,PLACE_ON145003,pip,high
lincs:Otnwjj8D9Bv,Reginald Walter Brock,,http://www.biographi.ca/en/bio/brock_reginald_walter_16E.html,death,1935,1921,5884233,Alta Lake,BC208003,Richmond (pt),PLACE_BC208003,pip,high
lincs:OuVrWUxI3J4,Omer-Edmond Dalaire,,http://www.biographi.ca/en/bio/dalaire_omer_edmond_14E.html,death,1919,1921,6138374,Saint-Hyacinthe,QC091012,"St. Hyacinthe, C",PLACE_QC091012,pip,high
lincs:OuwDbnxHSDK,Anson McKim,,http://www.biographi.ca/en/bio/mckim_anson_14E.html,birth,1855,1851,12022553,Ernestown Township,ON001003,Earnestown,PLACE_ON125003,pip,high
lincs:OuwDbnxHSDK,Anson McKim,,http://www.biographi.ca/en/bio/mckim_anson_14E.html,death,1917,1921,5928366,Coteau-Station,QC089004,St. Polycarpe,PLACE_QC089004,pip,high
lincs:OvKDiufXVDx,Hume Blake Cronyn,,http://www.biographi.ca/en/bio/cronyn_hume_blake_16E.html,birth,1864,1861,6058560,London,ON110005,Ward No. 5,PLACE_ON086004,pip,high
lincs:OvKDiufXVDx,Hume Blake Cronyn,,http://www.biographi.ca/en/bio/cronyn_hume_blake_16E.html,death,1933,1921,6058560,London,ON128016,"London, C",PLACE_ON128016,pip,high
lincs:OvPz8un4D8L,Howard Douglas Graves,,http://www.biographi.ca/en/bio/graves_howard_douglas_13E.html,birth,1838,1851,6087430,"Bathurst, New Brunswick",NB995999,NO DATA,PLACE_NB995999,pip,high
lincs:OvPz8un4D8L,Howard Douglas Graves,,http://www.biographi.ca/en/bio/graves_howard_douglas_13E.html,death,1910,1911,5913490,Calgary,AB001006,Calgary c,PLACE_AB194026,pip,high
lincs:Ox6hPYikUyz,Nicolas Dufresne,,http://www.biographi.ca/en/bio/dufresne_nicolas_9E.html,birth,1789,1851,6077243,Montreal,QC065010,St. Louis,PLACE_QC065010,pip,high
lincs:Ox6hPYikUyz,Nicolas Dufresne,,http://www.biographi.ca/en/bio/dufresne_nicolas_9E.html,death,1863,1861,6077243,Montreal,QC020003,"Côte St. Louis, Village",PLACE_QC107004,pip,high
lincs:OyqEiaChRqS,Laurent Vivant,,http://www.biographi.ca/en/bio/vivant_laurent_8E.html,death,1860,1861,6077243,Montreal,QC020003,"Côte St. Louis, Village",PLACE_QC107004,pip,high
lincs:P14XuZnrh9t,John Thomas Bulmer,,http://www.biographi.ca/en/bio/bulmer_john_thomas_13E.html,birth,1845,1851,6085972,Nappan,NS996999,NO DATA,PLACE_NS996999,pip,high
lincs:P14XuZnrh9t,John Thomas Bulmer,,http://www.biographi.ca/en/bio/bulmer_john_thomas_13E.html,death,1901,1901,,"Halifax, N.S",NS033002,"Halifax, Ward—Quartier No. 2",PLACE_NS045044,pip,high
lincs:P2ynjwIKlWb,John McClary,,http://www.biographi.ca/en/bio/mcclary_john_15E.html,birth,1829,1851,6955983,Southwestern Ontario,ON008005,Maidstone,PLACE_ON110006,pip,high
lincs:P2ynjwIKlWb,John McClary,,http://www.biographi.ca/en/bio/mcclary_john_15E.html,death,1921,1921,,London,ON128016,"London, C",PLACE_ON128016,pip,high
lincs:P3qrZqFDFwJ,Daniel Cronan,,http://www.biographi.ca/en/bio/cronan_daniel_12E.html,death,1892,1891,,"Halifax, N.S",NS033002,"Halifax, Ward—Quartier No. 2",PLACE_NS045044,pip,high
lincs:P69O0vJQ8XX,Peter Paterson,,http://www.biographi.ca/en/bio/paterson_peter_11E.html,death,1883,1881,,Toronto,ON135004,"Yorkville, Village",PLACE_ON135004,pip,high
lincs:PAwBGOEEbgB,Joseph Wilson Lawrence,,http://www.biographi.ca/en/bio/lawrence_joseph_wilson_12E.html,birth,1818,1851,6138517,Saint John,NB995999,NO DATA,PLACE_NB995999,pip,high
lincs:PAwBGOEEbgB,Joseph Wilson Lawrence,,http://www.biographi.ca/en/bio/lawrence_joseph_wilson_12E.html,death,1892,1891,6138517,Saint John,NB020003,"St. John, Duke’s, Ward—Quartier",PLACE_NB032007,pip,high
lincs:PFtQZT4Awx8,John Boles Gaggin,,http://www.biographi.ca/en/bio/gaggin_john_boles_9E.html,death,1867,1881,7302645,Kootenay,BC190005,Kootenai,PLACE_BC190005,pip,high
lincs:PHRm3qITSaS,Louis Guiboche,,http://www.biographi.ca/en/bio/guiboche_louis_8E.html,death,1859,1881,6065171,Manitoba,NT193999,NO DATA,PLACE_NT202999,pip,high
lincs:PJcCtn0s8Lq,Augustus Frederick Welsford,,http://www.biographi.ca/en/bio/welsford_augustus_frederick_8E.html,birth,1811,1851,,"Windsor, N.S",NS996999,NO DATA,PLACE_NS996999,pip,high
lincs:PKjT1OUzMZJ,Walter Sutherland Lee,,http://www.biographi.ca/en/bio/lee_walter_sutherland_13E.html,birth,1836,1851,,Toronto,ON042005,York,PLACE_ON105011,pip,high
lincs:PKjT1OUzMZJ,Walter Sutherland Lee,,http://www.biographi.ca/en/bio/lee_walter_sutherland_13E.html,death,1902,1901,,Toronto,ON129007,"Toronto, Ward—Quartier 2 (part)",PLACE_ON129007,pip,high
lincs:POqLZNvACOo,Joseph-Alphonse Couture,,http://www.biographi.ca/en/bio/couture_joseph_alphonse_15E.html,birth,1850,1851,11696023,Sainte-Claire,QC054009,Ste. Claire,PLACE_QC053004_1851,pip,high
lincs:POqLZNvACOo,Joseph-Alphonse Couture,,http://www.biographi.ca/en/bio/couture_joseph_alphonse_15E.html,death,1922,1921,6115047,péninsule de la Gaspésie,QC056999,NO DATA,PLACE_QC056999,pip,high
lincs:PRLoqfYYiRC,Ralph Cecil Horner,,http://www.biographi.ca/en/bio/horner_ralph_cecil_15E.html,death,1921,1921,5984804,Ivanhoe,ON146064,Ivanhoe,PLACE_ON146064,pip,high
lincs:PRriPbxfnBL,Dyce Willcocks Saunders,,http://www.biographi.ca/en/bio/saunders_dyce_willcocks_15E.html,birth,1862,1861,,"Guelph, Upper Canada",ON103009,"Guelph, Town of",PLACE_ON151003_1851,pip,high
lincs:PSwoBW2epqv,Donald McLeod,,http://www.biographi.ca/en/bio/mcleod_donald_12E.html,death,1894,1891,5946768,Edmonton,NT198002,Edmonton,PLACE_NT198002,pip,high
lincs:Pbr1zHaNtIr,Joseph-Stanislas-Zéphirin Phaneuf,,http://www.biographi.ca/en/bio/phaneuf_joseph_stanislas_zephirin_15E.html,death,1929,1921,6077243,Montreal,QC076013,"Montréal, C",PLACE_QC076013_1921,pip,high
lincs:PcgKzadUzii,Matilda Moore Faulkner,,http://www.biographi.ca/en/bio/faulkner_matilda_moore_15E.html,birth,1840,1851,6156586,Stewiacke,NS996999,NO DATA,PLACE_NS996999,pip,high
lincs:PcgKzadUzii,Matilda Moore Faulkner,,http://www.biographi.ca/en/bio/faulkner_matilda_moore_15E.html,death,1924,1921,,Toronto,ON154011,"Toronto, C",PLACE_ON154011,pip,high
lincs:PfIGmrAXXCe,Mark Butcher,,http://www.biographi.ca/en/bio/butcher_mark_11E.html,death,1883,1881,,Charlottetown,PE002001,Charlottetown Royalty,PLACE_PE003025,pip,high
lincs:PfZ7Sc374UY,Augustin-René Langlois,,http://www.biographi.ca/en/bio/langlois_augustin_rene_8E.html,birth,1770,1851,6325494,Québec,QC084000,"Québec, cité",PLACE_QC084000,pip,high
lincs:PgJ9abGQqHR,Francis Ross,,http://www.biographi.ca/en/bio/ross_francis_14E.html,death,1915,1911,6115047,péninsule de la Gaspésie,QC159999,NO DATA,PLACE_QC056999,pip,high
lincs:PgOYeXZMm33,Jean-Marie Madran,,http://www.biographi.ca/en/bio/madran_jean_marie_8E.html,birth,1783,1851,8674102,Saint-Ours,QC070002,"St. Ours, Parish",PLACE_QC082006,pip,high
lincs:PgOYeXZMm33,Jean-Marie Madran,,http://www.biographi.ca/en/bio/madran_jean_marie_8E.html,death,1857,1861,8593690,Petit-Rocher,NB995999,NO DATA,PLACE_NB995999,pip,high
lincs:PkWlZAEDJfL,George Futvoye,,http://www.biographi.ca/en/bio/futvoye_george_12E.html,death,1891,1891,6138495,Saint-Jean-sur-Richelieu,QC186003,"St. Jean, Town—Ville",PLACE_QC092009_1861,pip,high
lincs:PmCA5JzSVfH,James Daniel Bain Fraser,,http://www.biographi.ca/en/bio/fraser_james_daniel_bain_9E.html,birth,1807,1851,6104221,Pictou,NS996999,NO DATA,PLACE_NS996999,pip,high
lincs:PmCA5JzSVfH,James Daniel Bain Fraser,,http://www.biographi.ca/en/bio/fraser_james_daniel_bain_9E.html,death,1869,1871,6104223,Pictou,NS200017,McLennans Mountain,PLACE_NS016021,pip,high
lincs:Pnh12Hxebey,Cléophée Têtu,,http://www.biographi.ca/en/bio/tetu_cleophee_12E.html,death,1891,1891,6077243,Montreal,QC155999,NO DATA,PLACE_QC162999,pip,high
lincs:PqiUJcjgSqF,Paskwāw,,http://www.biographi.ca/en/bio/paskwaw_11E.html,death,1889,1891,6098984,Pasqua 79,NT199002,Qu'Appelle,PLACE_NT203081,pip,high
lincs:PrQXpYQsD7C,Janvier-Domptail Lacroix,,http://www.biographi.ca/en/bio/lacroix_janvier_domptail_8E.html,birth,1778,1851,6139184,Saint-Vincent-de-Paul,QC079011,St. Vincent de Paul,PLACE_QC163006,pip,high
lincs:PrQXpYQsD7C,Janvier-Domptail Lacroix,,http://www.biographi.ca/en/bio/lacroix_janvier_domptail_8E.html,death,1856,1851,6077243,Montreal,QC065010,St. Louis,PLACE_QC065010,pip,high
lincs:PtbbLK4wsCr,George Richard Robinson,,http://www.biographi.ca/en/bio/robinson_george_richard_14E.html,death,1917,1921,5969782,Hamilton,ON153009,"Hamilton, C",PLACE_ON153009,pip,high
lincs:Puc9xCTiNU2,Victor William Horwood,,http://www.biographi.ca/en/bio/horwood_victor_william_16E.html,death,1939,1921,,Matlock,MB163005,St. Andrews,PLACE_MB163005,pip,high
lincs:PxNZdFf7e0U,Dugald Lorn MacDougall,,http://www.biographi.ca/en/bio/macdougall_dugald_lorn_11E.html,death,1885,1881,6077243,Montreal,QC091999,NO DATA,PLACE_QC162999,pip,high
lincs:Q7E60h6Gsmd,Peter Stevens Hamilton,,http://www.biographi.ca/en/bio/hamilton_peter_stevens_12E.html,birth,1826,1851,6091530,"Halifax, N.S",NS996999,NO DATA,PLACE_NS996999,pip,high
lincs:Q7E60h6Gsmd,Peter Stevens Hamilton,,http://www.biographi.ca/en/bio/hamilton_peter_stevens_12E.html,death,1893,1891,,"Halifax, N.S",NS033002,"Halifax, Ward—Quartier No. 2",PLACE_NS045044,pip,high
lincs:QBMd9HuyYiG,John Gilmour,,http://www.biographi.ca/en/bio/gilmour_john_10E.html,death,1877,1881,6077243,Montreal,QC091999,NO DATA,PLACE_QC162999,pip,high
lincs:QCF4Yuzns4T,Harrison Stephens,,http://www.biographi.ca/en/bio/stephens_harrison_11E.html,death,1881,1881,6077243,Montreal,QC091999,NO DATA,PLACE_QC162999,pip,high
lincs:QD6ygV7fHBn,Hormisdas Magnan,,http://www.biographi.ca/en/bio/magnan_hormisdas_16E.html,birth,1861,1861,6138171,Sainte-Ursule,QC031008,Ste. Ursule,PLACE_QC069013,pip,high
lincs:QD6ygV7fHBn,Hormisdas Magnan,,http://www.biographi.ca/en/bio/magnan_hormisdas_16E.html,death,1935,1921,6325494,Québec,QC081017,"Québec, C",PLACE_QC081017,pip,high
lincs:QHMeWS9tFXo,Sarah Ann Dale,,http://www.biographi.ca/en/bio/dale_sarah_ann_14E.html,birth,1848,1851,,Pickering,ON026002,Pickering,PLACE_ON133003,pip,high
lincs:QHMeWS9tFXo,Sarah Ann Dale,,http://www.biographi.ca/en/bio/dale_sarah_ann_14E.html,death,1915,1911,6104111,Pickering,ON104001,Pickering,PLACE_ON133003,pip,high
lincs:QJq2zz8ldUL,Isaac Murray,,http://www.biographi.ca/en/bio/murray_isaac_13E.html,birth,1824,1851,6091530,"Halifax, N.S",NS996999,NO DATA,PLACE_NS996999,pip,high
lincs:QJq2zz8ldUL,Isaac Murray,,http://www.biographi.ca/en/bio/murray_isaac_13E.html,death,1906,1901,6087579,New Glasgow,NS038025,New Glasgow,PLACE_NS016036,pip,high
lincs:QJrbkqvhbOD,Benjamin Wolhaupter,,http://www.biographi.ca/en/bio/wolhaupter_benjamin_8E.html,birth,1800,1851,6138517,Saint John,NB995999,NO DATA,PLACE_NB995999,pip,high
lincs:QJrbkqvhbOD,Benjamin Wolhaupter,,http://www.biographi.ca/en/bio/wolhaupter_benjamin_8E.html,death,1857,1861,,"Fredericton, N.B",NB995999,NO DATA,PLACE_NB995999,pip,high
lincs:QLlnyaMEPSB,Allan MacDonell,,http://www.biographi.ca/en/bio/macdonell_allan_11E.html,birth,1808,1851,6167865,"Yorkville, Toronto",ON042005,York,PLACE_ON105011,pip,high
lincs:QLlnyaMEPSB,Allan MacDonell,,http://www.biographi.ca/en/bio/macdonell_allan_11E.html,death,1888,1891,,Toronto,ON131003,"Toronto, St. Paul & St. Mathew’s, Ward—Quartier",PLACE_ON131003_1891,pip,high
lincs:QLxitNPMSsL,George Crookshank,,http://www.biographi.ca/en/bio/crookshank_george_8E.html,death,1859,1861,,Toronto,ON105012,"Yorkville, Village",PLACE_ON135004,pip,high
lincs:QM5uSCiGk2H,Ferdinand-Edmond Gauvreau,,http://www.biographi.ca/en/bio/gauvreau_ferdinand_edmond_10E.html,birth,1806,1851,6115047,péninsule de la Gaspésie,QC056999,NO DATA,PLACE_QC019999,pip,high
lincs:QM5uSCiGk2H,Ferdinand-Edmond Gauvreau,,http://www.biographi.ca/en/bio/gauvreau_ferdinand_edmond_10E.html,death,1875,1871,12076655,Saint-Flavien,QC155006,St. Flavien,PLACE_QC171008,pip,high
lincs:QOVmaBXax1r,Thomas George William Eaststaff,,http://www.biographi.ca/en/bio/eaststaff_thomas_george_william_8E.html,death,1854,1851,6325494,Québec,QC084000,"Québec, cité",PLACE_QC084000,pip,high
lincs:QQjfYczeu93,Mary Jane Baker,,http://www.biographi.ca/en/bio/baker_mary_jane_16E.html,birth,1849,1851,6955983,Southwestern Ontario,ON008005,Maidstone,PLACE_ON110006,pip,high
lincs:QQjfYczeu93,Mary Jane Baker,,http://www.biographi.ca/en/bio/baker_mary_jane_16E.html,death,1934,1921,5969782,Hamilton,ON153009,"Hamilton, C",PLACE_ON153009,pip,high
lincs:QSEaaY9qJQB,Philander Smith,,http://www.biographi.ca/en/bio/smith_philander_9E.html,death,1870,1871,,Brooklin,ON048002,"Whitby, W-O",PLACE_ON098007,pip,high
lincs:QTRLH9gOUHh,William Warren Lord,,http://www.biographi.ca/en/bio/lord_william_warren_11E.html,birth,1798,1851,6169611,Tryon,PE997999,NO DATA,PLACE_PE997999,pip,high
lincs:QTRLH9gOUHh,William Warren Lord,,http://www.biographi.ca/en/bio/lord_william_warren_11E.html,death,1890,1891,,Charlottetown,PE136001,Charlottetown Royalty,PLACE_PE003025,pip,high
lincs:QUFsts3ZBNP, Sotai-na,,http://www.biographi.ca/en/bio/sotai_na_10E.html,birth,1809,1881,,Southern Alberta,NT193007,Bow River,PLACE_NT193007,pip,high
lincs:QZLsRNPkdzl,Francis-Dominic Shallow,,http://www.biographi.ca/en/bio/shallow_francis_dominic_16E.html,death,1932,1921,6077243,Montreal,QC076013,"Montréal, C",PLACE_QC076013_1921,pip,high
lincs:QaAzq2ViKRJ,Clarence Nelson Cox,,http://www.biographi.ca/en/bio/cox_clarence_nelson_13E.html,birth,1862,1861,6064485,Maitland,NS996999,NO DATA,PLACE_NS996999,pip,high
lincs:QaAzq2ViKRJ,Clarence Nelson Cox,,http://www.biographi.ca/en/bio/cox_clarence_nelson_13E.html,death,1901,1901,6174041,Victoria,BC004004,"Victoria, City—Cité",PLACE_BC217001,pip,high
lincs:Qc2rzxujh3v,Francis Stephens Spence,,http://www.biographi.ca/en/bio/spence_francis_stephens_14E.html,death,1917,1921,,Toronto,ON154011,"Toronto, C",PLACE_ON154011,pip,high
lincs:QjGxBVLYWmf,Walter Edward Hart Massey,,http://www.biographi.ca/en/bio/massey_walter_edward_hart_13E.html,birth,1864,1861,,Centre de l'Ontario,ON089012,"Whitby, West",PLACE_ON098007,pip,high
lincs:QjGxBVLYWmf,Walter Edward Hart Massey,,http://www.biographi.ca/en/bio/massey_walter_edward_hart_13E.html,death,1901,1901,,Dentonia Park,ON129010,York (part) ,PLACE_ON129010_1901,pip,high
lincs:QkK9V9GDuAv,Jedediah Hubbell Dorwin,,http://www.biographi.ca/en/bio/dorwin_jedediah_hubbell_11E.html,death,1883,1881,6077243,Montreal,QC091999,NO DATA,PLACE_QC162999,pip,high
lincs:QsEzie8wldV,Archibald William Campbell,,http://www.biographi.ca/en/bio/campbell_archibald_william_15E.html,birth,1863,1861,6176184,Wardsville,ON070001,Aldborough,PLACE_ON109001,pip,high
lincs:QsEzie8wldV,Archibald William Campbell,,http://www.biographi.ca/en/bio/campbell_archibald_william_15E.html,death,1927,1921,,"Ottawa, Ontario",ON105011,"Ottawa, C",PLACE_ON105011_1921,pip,high
lincs:Qvd1a6947No,Sarah Forbes,,http://www.biographi.ca/en/bio/forbes_sarah_13E.html,birth,1860,1861,6091530,"Halifax, N.S",NS996999,NO DATA,PLACE_NS996999,pip,high
lincs:Qvd1a6947No,Sarah Forbes,,http://www.biographi.ca/en/bio/forbes_sarah_13E.html,death,1902,1901,,Liverpool,NS040026,"Liverpool, Town—Ville",PLACE_NS017013,pip,high
lincs:QwfjaUXMLXR,Hezekiah Robinson,,http://www.biographi.ca/en/bio/robinson_hezekiah_8E.html,death,1851,1851,6176821,Waterloo,QC075005,Shefford,PLACE_QC087010,pip,high
lincs:R2AwjT3niQ4,John Palmer Litchfield,,http://www.biographi.ca/en/bio/litchfield_john_palmer_9E.html,death,1868,1871,5992500,Kingston,ON066005,"Kingston, Ontario Ward—Quartier",PLACE_ON077003,pip,high
lincs:R3EmHI1hURU,Nicolas-Benjamin Doucet,,http://www.biographi.ca/en/bio/doucet_nicolas_benjamin_8E.html,birth,1781,1851,6169141,Trois-Rivières,QC073001,"Three Rivers, Gaol of Three Rivers, Friar’s School, Ursulines",PLACE_QC073001,pip,high
lincs:R3EmHI1hURU,Nicolas-Benjamin Doucet,,http://www.biographi.ca/en/bio/doucet_nicolas_benjamin_8E.html,death,1858,1861,6077243,Montreal,QC020003,"Côte St. Louis, Village",PLACE_QC107004,pip,high
lincs:R5U1b5S05dr,Robert Francis Forster,,http://www.biographi.ca/en/bio/forster_robert_francis_15E.html,birth,1873,1871,6955983,Southwestern Ontario,ON001012,Maidstone,PLACE_ON110006,pip,high
lincs:R5U1b5S05dr,Robert Francis Forster,,http://www.biographi.ca/en/bio/forster_robert_francis_15E.html,death,1929,1921,6077243,Montreal,QC076013,"Montréal, C",PLACE_QC076013_1921,pip,high
lincs:R5Z4ow4rTFB,James Dove,,http://www.biographi.ca/en/bio/dove_james_13E.html,death,1908,1911,6324733,St. John's,NL998999,NO DATA,PLACE_NL998999,pip,high
lincs:R5crj1CPT2V,Gérard Raymond,,http://www.biographi.ca/en/bio/raymond_gerard_16E.html,birth,1912,1911,6325494,Québec,QC187002,"Québec, Montcalm (Centre) ward-quartier",PLACE_QC187002,pip,high
