identifier_id:ID,:LABEL,identifier_value,identifier_type,uri,label,retrieved_date
IDENT_WIKIDATA_Q7417162,E42_Identifier,Q7417162,WIKIDATA,http://www.wikidata.org/entity/Q7417162,Wikidata ID for Sandy Beach,2025-10-01
IDENT_WIKIDATA_Q5501101,E42_Identifier,Q5501101,WIKIDATA,http://www.wikidata.org/entity/Q5501101,Wikidata ID for Freeport,2025-10-01
IDENT_GEONAMES_5957883,E42_Identifier,5957883,GEONAMES,https://www.geonames.org/5957883,GeoNames ID for Freeport,2025-10-01
IDENT_WIKIDATA_Q4831385,E42_Identifier,Q4831385,WIKIDATA,http://www.wikidata.org/entity/Q4831385,Wikidata ID for Aylesford,2025-10-01
IDENT_GEONAMES_5888703,E42_Identifier,5888703,GEONAMES,https://www.geonames.org/5888703,GeoNames ID for Aylesford,2025-10-01
IDENT_WIKIDATA_Q12645344,E42_Identifier,Q12645344,WIKIDATA,http://www.wikidata.org/entity/Q12645344,Wikidata ID for Yahksis,2025-10-01
IDENT_WIKIDATA_Q3464442,E42_Identifier,Q3464442,WIKIDATA,http://www.wikidata.org/entity/Q3464442,Wikidata ID for Sainte-Élisabeth-de-Proulx,2025-10-01
IDENT_WIKIDATA_Q5656530,E42_Identifier,Q5656530,WIKIDATA,http://www.wikidata.org/entity/Q5656530,Wikidata ID for Hardy,2025-10-01
IDENT_WIKIDATA_Q6737132,E42_Identifier,Q6737132,WIKIDATA,http://www.wikidata.org/entity/Q6737132,Wikidata ID for Maitland,2025-10-01
IDENT_WIKIDATA_Q4864794,E42_Identifier,Q4864794,WIKIDATA,http://www.wikidata.org/entity/Q4864794,Wikidata ID for Oil Springs,2025-10-01
IDENT_GEONAMES_6092857,E42_Identifier,6092857,GEONAMES,https://www.geonames.org/6092857,GeoNames ID for Oil Springs,2025-10-01
IDENT_WIKIDATA_Q6467791,E42_Identifier,Q6467791,WIKIDATA,http://www.wikidata.org/entity/Q6467791,Wikidata ID for Lac-des-Loups,2025-10-01
IDENT_WIKIDATA_Q5418196,E42_Identifier,Q5418196,WIKIDATA,http://www.wikidata.org/entity/Q5418196,Wikidata ID for Evesham,2025-10-01
IDENT_GEONAMES_5950609,E42_Identifier,5950609,GEONAMES,https://www.geonames.org/5950609,GeoNames ID for Evesham,2025-10-01
IDENT_WIKIDATA_Q6521523,E42_Identifier,Q6521523,WIKIDATA,http://www.wikidata.org/entity/Q6521523,Wikidata ID for Lemsford,2025-10-01
IDENT_WIKIDATA_Q3567587,E42_Identifier,Q3567587,WIKIDATA,http://www.wikidata.org/entity/Q3567587,Wikidata ID for Weymouth,2025-10-01
IDENT_GEONAMES_6179663,E42_Identifier,6179663,GEONAMES,https://www.geonames.org/6179663,GeoNames ID for Weymouth,2025-10-01
IDENT_WIKIDATA_Q5524285,E42_Identifier,Q5524285,WIKIDATA,http://www.wikidata.org/entity/Q5524285,Wikidata ID for Garson,2025-10-01
IDENT_WIKIDATA_Q5024058,E42_Identifier,Q5024058,WIKIDATA,http://www.wikidata.org/entity/Q5024058,Wikidata ID for Calumet,2025-10-01
IDENT_GEONAMES_5913628,E42_Identifier,5913628,GEONAMES,https://www.geonames.org/5913628,GeoNames ID for Calumet,2025-10-01
IDENT_WIKIDATA_Q7231043,E42_Identifier,Q7231043,WIKIDATA,http://www.wikidata.org/entity/Q7231043,Wikidata ID for Port Williams,2025-10-01
IDENT_GEONAMES_6112057,E42_Identifier,6112057,GEONAMES,https://www.geonames.org/6112057,GeoNames ID for Port Williams,2025-10-01
IDENT_WIKIDATA_Q3463029,E42_Identifier,Q3463029,WIKIDATA,http://www.wikidata.org/entity/Q3463029,Wikidata ID for Saint-Méthode,2025-10-01
IDENT_WIKIDATA_Q4916579,E42_Identifier,Q4916579,WIKIDATA,http://www.wikidata.org/entity/Q4916579,Wikidata ID for Birmingham,2025-10-01
IDENT_WIKIDATA_Q10983651,E42_Identifier,Q10983651,WIKIDATA,http://www.wikidata.org/entity/Q10983651,Wikidata ID for Killaloe,2025-10-01
IDENT_GEONAMES_5991882,E42_Identifier,5991882,GEONAMES,https://www.geonames.org/5991882,GeoNames ID for Killaloe,2025-10-01
IDENT_WIKIDATA_Q5604945,E42_Identifier,Q5604945,WIKIDATA,http://www.wikidata.org/entity/Q5604945,Wikidata ID for Greenwood,2025-10-01
IDENT_GEONAMES_5966689,E42_Identifier,5966689,GEONAMES,https://www.geonames.org/5966689,GeoNames ID for Greenwood,2025-10-01
IDENT_WIKIDATA_Q5533651,E42_Identifier,Q5533651,WIKIDATA,http://www.wikidata.org/entity/Q5533651,Wikidata ID for Gentilly,2025-10-01
IDENT_GEONAMES_5960304,E42_Identifier,5960304,GEONAMES,https://www.geonames.org/5960304,GeoNames ID for Gentilly,2025-10-01
IDENT_WIKIDATA_Q21027556,E42_Identifier,Q21027556,WIKIDATA,http://www.wikidata.org/entity/Q21027556,Wikidata ID for Poltimore,2025-10-01
IDENT_WIKIDATA_Q6383437,E42_Identifier,Q6383437,WIKIDATA,http://www.wikidata.org/entity/Q6383437,Wikidata ID for Kegaska,2025-10-01
IDENT_GEONAMES_5990251,E42_Identifier,5990251,GEONAMES,https://www.geonames.org/5990251,GeoNames ID for Kegaska,2025-10-01
IDENT_WIKIDATA_Q3462478,E42_Identifier,Q3462478,WIKIDATA,http://www.wikidata.org/entity/Q3462478,Wikidata ID for Saint-Jacques,2025-10-01
IDENT_WIKIDATA_Q6689732,E42_Identifier,Q6689732,WIKIDATA,http://www.wikidata.org/entity/Q6689732,Wikidata ID for Lourdes-de-Blanc-Sablon,2025-10-01
IDENT_GEONAMES_6060893,E42_Identifier,6060893,GEONAMES,https://www.geonames.org/6060893,GeoNames ID for Lourdes-de-Blanc-Sablon,2025-10-01
IDENT_WIKIDATA_Q7617557,E42_Identifier,Q7617557,WIKIDATA,http://www.wikidata.org/entity/Q7617557,Wikidata ID for Stirling,2025-10-01
IDENT_WIKIDATA_Q3462398,E42_Identifier,Q3462398,WIKIDATA,http://www.wikidata.org/entity/Q3462398,Wikidata ID for Saint-Hermas,2025-10-01
IDENT_WIKIDATA_Q6498557,E42_Identifier,Q6498557,WIKIDATA,http://www.wikidata.org/entity/Q6498557,Wikidata ID for Laura,2025-10-01
IDENT_WIKIDATA_Q5032013,E42_Identifier,Q5032013,WIKIDATA,http://www.wikidata.org/entity/Q5032013,Wikidata ID for Cando,2025-10-01
IDENT_WIKIDATA_Q12645444,E42_Identifier,Q12645444,WIKIDATA,http://www.wikidata.org/entity/Q12645444,Wikidata ID for Yucuche,2025-10-01
IDENT_WIKIDATA_Q5472101,E42_Identifier,Q5472101,WIKIDATA,http://www.wikidata.org/entity/Q5472101,Wikidata ID for Fort Steele,2025-10-01
IDENT_GEONAMES_5955956,E42_Identifier,5955956,GEONAMES,https://www.geonames.org/5955956,GeoNames ID for Fort Steele,2025-10-01
IDENT_WIKIDATA_Q5443310,E42_Identifier,Q5443310,WIKIDATA,http://www.wikidata.org/entity/Q5443310,Wikidata ID for Fenelon Falls,2025-10-01
IDENT_GEONAMES_5952121,E42_Identifier,5952121,GEONAMES,https://www.geonames.org/5952121,GeoNames ID for Fenelon Falls,2025-10-01
IDENT_WIKIDATA_Q14875509,E42_Identifier,Q14875509,WIKIDATA,http://www.wikidata.org/entity/Q14875509,Wikidata ID for Bécancour,2025-10-01
IDENT_GEONAMES_5897209,E42_Identifier,5897209,GEONAMES,https://www.geonames.org/5897209,GeoNames ID for Bécancour,2025-10-01
IDENT_WIKIDATA_Q4903092,E42_Identifier,Q4903092,WIKIDATA,http://www.wikidata.org/entity/Q4903092,Wikidata ID for Bible Hill,2025-10-01
IDENT_GEONAMES_5899368,E42_Identifier,5899368,GEONAMES,https://www.geonames.org/5899368,GeoNames ID for Bible Hill,2025-10-01
IDENT_WIKIDATA_Q5069954,E42_Identifier,Q5069954,WIKIDATA,http://www.wikidata.org/entity/Q5069954,Wikidata ID for Champion,2025-10-01
IDENT_GEONAMES_5919666,E42_Identifier,5919666,GEONAMES,https://www.geonames.org/5919666,GeoNames ID for Champion,2025-10-01
IDENT_WIKIDATA_Q5000458,E42_Identifier,Q5000458,WIKIDATA,http://www.wikidata.org/entity/Q5000458,Wikidata ID for Burritts Rapids,2025-10-01
IDENT_GEONAMES_5912193,E42_Identifier,5912193,GEONAMES,https://www.geonames.org/5912193,GeoNames ID for Burritts Rapids,2025-10-01
IDENT_WIKIDATA_Q4870052,E42_Identifier,Q4870052,WIKIDATA,http://www.wikidata.org/entity/Q4870052,Wikidata ID for Battle Harbour,2025-10-01
IDENT_GEONAMES_5895074,E42_Identifier,5895074,GEONAMES,https://www.geonames.org/5895074,GeoNames ID for Battle Harbour,2025-10-01
IDENT_WIKIDATA_Q4727494,E42_Identifier,Q4727494,WIKIDATA,http://www.wikidata.org/entity/Q4727494,Wikidata ID for Alix,2025-10-01
IDENT_GEONAMES_5883712,E42_Identifier,5883712,GEONAMES,https://www.geonames.org/5883712,GeoNames ID for Alix,2025-10-01
IDENT_WIKIDATA_Q5094330,E42_Identifier,Q5094330,WIKIDATA,http://www.wikidata.org/entity/Q5094330,Wikidata ID for Chevery,2025-10-01
IDENT_GEONAMES_5921104,E42_Identifier,5921104,GEONAMES,https://www.geonames.org/5921104,GeoNames ID for Chevery,2025-10-01
IDENT_WIKIDATA_Q6482895,E42_Identifier,Q6482895,WIKIDATA,http://www.wikidata.org/entity/Q6482895,Wikidata ID for Lanark,2025-10-01
IDENT_GEONAMES_6049128,E42_Identifier,6049128,GEONAMES,https://www.geonames.org/6049128,GeoNames ID for Lanark,2025-10-01
IDENT_WIKIDATA_Q14875710,E42_Identifier,Q14875710,WIKIDATA,http://www.wikidata.org/entity/Q14875710,Wikidata ID for Margaretsville,2025-10-01
IDENT_GEONAMES_6066200,E42_Identifier,6066200,GEONAMES,https://www.geonames.org/6066200,GeoNames ID for Margaretsville,2025-10-01
IDENT_WIKIDATA_Q4952516,E42_Identifier,Q4952516,WIKIDATA,http://www.wikidata.org/entity/Q4952516,Wikidata ID for Boyle,2025-10-01
IDENT_GEONAMES_5907019,E42_Identifier,5907019,GEONAMES,https://www.geonames.org/5907019,GeoNames ID for Boyle,2025-10-01
IDENT_WIKIDATA_Q6455493,E42_Identifier,Q6455493,WIKIDATA,http://www.wikidata.org/entity/Q6455493,Wikidata ID for L'Acadie,2025-10-01
IDENT_GEONAMES_5995294,E42_Identifier,5995294,GEONAMES,https://www.geonames.org/5995294,GeoNames ID for L'Acadie,2025-10-01
IDENT_WIKIDATA_Q3462365,E42_Identifier,Q3462365,WIKIDATA,http://www.wikidata.org/entity/Q3462365,Wikidata ID for Saint-Guy,2025-10-01
IDENT_GEONAMES_8672796,E42_Identifier,8672796,GEONAMES,https://www.geonames.org/8672796,GeoNames ID for Saint-Guy,2025-10-01
IDENT_WIKIDATA_Q5308974,E42_Identifier,Q5308974,WIKIDATA,http://www.wikidata.org/entity/Q5308974,Wikidata ID for Druid,2025-10-01
IDENT_GEONAMES_5942784,E42_Identifier,5942784,GEONAMES,https://www.geonames.org/5942784,GeoNames ID for Druid,2025-10-01
IDENT_WIKIDATA_Q3492496,E42_Identifier,Q3492496,WIKIDATA,http://www.wikidata.org/entity/Q3492496,Wikidata ID for Newbury,2025-10-01
IDENT_GEONAMES_6087440,E42_Identifier,6087440,GEONAMES,https://www.geonames.org/6087440,GeoNames ID for Newbury,2025-10-01
IDENT_WIKIDATA_Q3463205,E42_Identifier,Q3463205,WIKIDATA,http://www.wikidata.org/entity/Q3463205,Wikidata ID for St. Peter's,2025-10-01
IDENT_GEONAMES_6157828,E42_Identifier,6157828,GEONAMES,https://www.geonames.org/6157828,GeoNames ID for St. Peter's,2025-10-01
IDENT_WIKIDATA_Q5588606,E42_Identifier,Q5588606,WIKIDATA,http://www.wikidata.org/entity/Q5588606,Wikidata ID for Govenlock,2025-10-01
IDENT_GEONAMES_5963877,E42_Identifier,5963877,GEONAMES,https://www.geonames.org/5963877,GeoNames ID for Govenlock,2025-10-01
IDENT_WIKIDATA_Q5172035,E42_Identifier,Q5172035,WIKIDATA,http://www.wikidata.org/entity/Q5172035,Wikidata ID for Cornwallis Square,2025-10-01
IDENT_GEONAMES_5928086,E42_Identifier,5928086,GEONAMES,https://www.geonames.org/5928086,GeoNames ID for Cornwallis Square,2025-10-01
IDENT_WIKIDATA_Q8057815,E42_Identifier,Q8057815,WIKIDATA,http://www.wikidata.org/entity/Q8057815,Wikidata ID for Young's Point,2025-10-01
IDENT_WIKIDATA_Q7621655,E42_Identifier,Q7621655,WIKIDATA,http://www.wikidata.org/entity/Q7621655,Wikidata ID for Stranraer,2025-10-01
IDENT_WIKIDATA_Q3461876,E42_Identifier,Q3461876,WIKIDATA,http://www.wikidata.org/entity/Q3461876,Wikidata ID for Saint-Benoît,2025-10-01
IDENT_WIKIDATA_Q5569553,E42_Identifier,Q5569553,WIKIDATA,http://www.wikidata.org/entity/Q5569553,Wikidata ID for Glidden,2025-10-01
IDENT_GEONAMES_5962145,E42_Identifier,5962145,GEONAMES,https://www.geonames.org/5962145,GeoNames ID for Glidden,2025-10-01
IDENT_WIKIDATA_Q12645326,E42_Identifier,Q12645326,WIKIDATA,http://www.wikidata.org/entity/Q12645326,Wikidata ID for Xgat'tem,2025-10-01
IDENT_WIKIDATA_Q12645444,E42_Identifier,Q12645444,WIKIDATA,http://www.wikidata.org/entity/Q12645444,Wikidata ID for Yucuche,2025-10-01
IDENT_WIKIDATA_Q3464418,E42_Identifier,Q3464418,WIKIDATA,http://www.wikidata.org/entity/Q3464418,Wikidata ID for Sainte-Scholastique,2025-10-01
IDENT_GEONAMES_6138098,E42_Identifier,6138098,GEONAMES,https://www.geonames.org/6138098,GeoNames ID for Sainte-Scholastique,2025-10-01
IDENT_WIKIDATA_Q17519561,E42_Identifier,Q17519561,WIKIDATA,http://www.wikidata.org/entity/Q17519561,Wikidata ID for Chesterville,2025-10-01
IDENT_GEONAMES_5921066,E42_Identifier,5921066,GEONAMES,https://www.geonames.org/5921066,GeoNames ID for Chesterville,2025-10-01
IDENT_WIKIDATA_Q5420771,E42_Identifier,Q5420771,WIKIDATA,http://www.wikidata.org/entity/Q5420771,Wikidata ID for Expanse,2025-10-01
IDENT_GEONAMES_5950694,E42_Identifier,5950694,GEONAMES,https://www.geonames.org/5950694,GeoNames ID for Expanse,2025-10-01
IDENT_WIKIDATA_Q3554592,E42_Identifier,Q3554592,WIKIDATA,http://www.wikidata.org/entity/Q3554592,Wikidata ID for Vanier,2025-10-01
IDENT_GEONAMES_6173404,E42_Identifier,6173404,GEONAMES,https://www.geonames.org/6173404,GeoNames ID for Vanier,2025-10-01
IDENT_WIKIDATA_Q3464237,E42_Identifier,Q3464237,WIKIDATA,http://www.wikidata.org/entity/Q3464237,Wikidata ID for Sainte-Cécile-de-Masham,2025-10-01
IDENT_WIKIDATA_Q7230953,E42_Identifier,Q7230953,WIKIDATA,http://www.wikidata.org/entity/Q7230953,Wikidata ID for Port Stanley,2025-10-01
IDENT_GEONAMES_6112027,E42_Identifier,6112027,GEONAMES,https://www.geonames.org/6112027,GeoNames ID for Port Stanley,2025-10-01
IDENT_WIKIDATA_Q5444346,E42_Identifier,Q5444346,WIKIDATA,http://www.wikidata.org/entity/Q5444346,Wikidata ID for Ferland,2025-10-01
IDENT_GEONAMES_5952318,E42_Identifier,5952318,GEONAMES,https://www.geonames.org/5952318,GeoNames ID for Ferland,2025-10-01
IDENT_WIKIDATA_Q7980281,E42_Identifier,Q7980281,WIKIDATA,http://www.wikidata.org/entity/Q7980281,Wikidata ID for Weir,2025-10-01
IDENT_WIKIDATA_Q4859909,E42_Identifier,Q4859909,WIKIDATA,http://www.wikidata.org/entity/Q4859909,Wikidata ID for Burk's Falls,2025-10-01
IDENT_GEONAMES_5911570,E42_Identifier,5911570,GEONAMES,https://www.geonames.org/5911570,GeoNames ID for Burk's Falls,2025-10-01
IDENT_WIKIDATA_Q3546909,E42_Identifier,Q3546909,WIKIDATA,http://www.wikidata.org/entity/Q3546909,Wikidata ID for Tête-à-la-Baleine,2025-10-01
IDENT_GEONAMES_6163125,E42_Identifier,6163125,GEONAMES,https://www.geonames.org/6163125,GeoNames ID for Tête-à-la-Baleine,2025-10-01
IDENT_WIKIDATA_Q3559169,E42_Identifier,Q3559169,WIKIDATA,http://www.wikidata.org/entity/Q3559169,Wikidata ID for Villebois,2025-10-01
IDENT_GEONAMES_6174327,E42_Identifier,6174327,GEONAMES,https://www.geonames.org/6174327,GeoNames ID for Villebois,2025-10-01
IDENT_WIKIDATA_Q12631941,E42_Identifier,Q12631941,WIKIDATA,http://www.wikidata.org/entity/Q12631941,Wikidata ID for Gunakhe,2025-10-01
IDENT_WIKIDATA_Q7070414,E42_Identifier,Q7070414,WIKIDATA,http://www.wikidata.org/entity/Q7070414,Wikidata ID for Nutana,2025-10-01
IDENT_WIKIDATA_Q5000458,E42_Identifier,Q5000458,WIKIDATA,http://www.wikidata.org/entity/Q5000458,Wikidata ID for Burritts Rapids,2025-10-01
IDENT_GEONAMES_5912193,E42_Identifier,5912193,GEONAMES,https://www.geonames.org/5912193,GeoNames ID for Burritts Rapids,2025-10-01
IDENT_WIKIDATA_Q3556086,E42_Identifier,Q3556086,WIKIDATA,http://www.wikidata.org/entity/Q3556086,Wikidata ID for Verret,2025-10-01
IDENT_WIKIDATA_Q5695387,E42_Identifier,Q5695387,WIKIDATA,http://www.wikidata.org/entity/Q5695387,Wikidata ID for Hebbville,2025-10-01
IDENT_GEONAMES_5973278,E42_Identifier,5973278,GEONAMES,https://www.geonames.org/5973278,GeoNames ID for Hebbville,2025-10-01
IDENT_WIKIDATA_Q3462174,E42_Identifier,Q3462174,WIKIDATA,http://www.wikidata.org/entity/Q3462174,Wikidata ID for Saint-François-de-Madawaska,2025-10-01
IDENT_WIKIDATA_Q11325920,E42_Identifier,Q11325920,WIKIDATA,http://www.wikidata.org/entity/Q11325920,Wikidata ID for Nobel,2025-10-01
IDENT_GEONAMES_6088734,E42_Identifier,6088734,GEONAMES,https://www.geonames.org/6088734,GeoNames ID for Nobel,2025-10-01
IDENT_WIKIDATA_Q3437557,E42_Identifier,Q3437557,WIKIDATA,http://www.wikidata.org/entity/Q3437557,Wikidata ID for Rochebaucourt,2025-10-01
IDENT_GEONAMES_6125931,E42_Identifier,6125931,GEONAMES,https://www.geonames.org/6125931,GeoNames ID for Rochebaucourt,2025-10-01
IDENT_WIKIDATA_Q3462564,E42_Identifier,Q3462564,WIKIDATA,http://www.wikidata.org/entity/Q3462564,Wikidata ID for Saint-Jean-sur-le-Lac,2025-10-01
IDENT_WIKIDATA_Q21027555,E42_Identifier,Q21027555,WIKIDATA,http://www.wikidata.org/entity/Q21027555,Wikidata ID for Perkins,2025-10-01
IDENT_WIKIDATA_Q16670518,E42_Identifier,Q16670518,WIKIDATA,http://www.wikidata.org/entity/Q16670518,Wikidata ID for Point Wolfe,2025-10-01
IDENT_GEONAMES_6108842,E42_Identifier,6108842,GEONAMES,https://www.geonames.org/6108842,GeoNames ID for Point Wolfe,2025-10-01
IDENT_WIKIDATA_Q5211553,E42_Identifier,Q5211553,WIKIDATA,http://www.wikidata.org/entity/Q5211553,Wikidata ID for Dalmeny,2025-10-01
IDENT_GEONAMES_5934708,E42_Identifier,5934708,GEONAMES,https://www.geonames.org/5934708,GeoNames ID for Dalmeny,2025-10-01
IDENT_WIKIDATA_Q3462198,E42_Identifier,Q3462198,WIKIDATA,http://www.wikidata.org/entity/Q3462198,Wikidata ID for Saint-Félix-de-Dalquier,2025-10-01
IDENT_GEONAMES_6138206,E42_Identifier,6138206,GEONAMES,https://www.geonames.org/6138206,GeoNames ID for Saint-Félix-de-Dalquier,2025-10-01
IDENT_WIKIDATA_Q6936891,E42_Identifier,Q6936891,WIKIDATA,http://www.wikidata.org/entity/Q6936891,Wikidata ID for Munson,2025-10-01
IDENT_GEONAMES_6084332,E42_Identifier,6084332,GEONAMES,https://www.geonames.org/6084332,GeoNames ID for Munson,2025-10-01
IDENT_WIKIDATA_Q12645846,E42_Identifier,Q12645846,WIKIDATA,http://www.wikidata.org/entity/Q12645846,Wikidata ID for Zutsemin,2025-10-01
IDENT_WIKIDATA_Q4966490,E42_Identifier,Q4966490,WIKIDATA,http://www.wikidata.org/entity/Q4966490,Wikidata ID for Bridgeford,2025-10-01
IDENT_WIKIDATA_Q17462027,E42_Identifier,Q17462027,WIKIDATA,http://www.wikidata.org/entity/Q17462027,Wikidata ID for Bishopton,2025-10-01
IDENT_GEONAMES_5902011,E42_Identifier,5902011,GEONAMES,https://www.geonames.org/5902011,GeoNames ID for Bishopton,2025-10-01
IDENT_WIKIDATA_Q4864817,E42_Identifier,Q4864817,WIKIDATA,http://www.wikidata.org/entity/Q4864817,Wikidata ID for Thornloe,2025-10-01
IDENT_GEONAMES_6165702,E42_Identifier,6165702,GEONAMES,https://www.geonames.org/6165702,GeoNames ID for Thornloe,2025-10-01
IDENT_WIKIDATA_Q5136831,E42_Identifier,Q5136831,WIKIDATA,http://www.wikidata.org/entity/Q5136831,Wikidata ID for Clyde,2025-10-01
IDENT_GEONAMES_5924328,E42_Identifier,5924328,GEONAMES,https://www.geonames.org/5924328,GeoNames ID for Clyde,2025-10-01
IDENT_WIKIDATA_Q5184101,E42_Identifier,Q5184101,WIKIDATA,http://www.wikidata.org/entity/Q5184101,Wikidata ID for Cremona,2025-10-01
IDENT_GEONAMES_5932187,E42_Identifier,5932187,GEONAMES,https://www.geonames.org/5932187,GeoNames ID for Cremona,2025-10-01
IDENT_WIKIDATA_Q7230550,E42_Identifier,Q7230550,WIKIDATA,http://www.wikidata.org/entity/Q7230550,Wikidata ID for Port Clements,2025-10-01
IDENT_GEONAMES_6111701,E42_Identifier,6111701,GEONAMES,https://www.geonames.org/6111701,GeoNames ID for Port Clements,2025-10-01
IDENT_WIKIDATA_Q5464123,E42_Identifier,Q5464123,WIKIDATA,http://www.wikidata.org/entity/Q5464123,Wikidata ID for Fogo,2025-10-01
IDENT_GEONAMES_5955140,E42_Identifier,5955140,GEONAMES,https://www.geonames.org/5955140,GeoNames ID for Fogo,2025-10-01
IDENT_WIKIDATA_Q4859882,E42_Identifier,Q4859882,WIKIDATA,http://www.wikidata.org/entity/Q4859882,Wikidata ID for Point Edward,2025-10-01
IDENT_GEONAMES_6107761,E42_Identifier,6107761,GEONAMES,https://www.geonames.org/6107761,GeoNames ID for Point Edward,2025-10-01
IDENT_WIKIDATA_Q7534252,E42_Identifier,Q7534252,WIKIDATA,http://www.wikidata.org/entity/Q7534252,Wikidata ID for Skedans,2025-10-01
IDENT_GEONAMES_6148761,E42_Identifier,6148761,GEONAMES,https://www.geonames.org/6148761,GeoNames ID for Skedans,2025-10-01
IDENT_WIKIDATA_Q5043139,E42_Identifier,Q5043139,WIKIDATA,http://www.wikidata.org/entity/Q5043139,Wikidata ID for Carlyle Lake Resort,2025-10-01
IDENT_WIKIDATA_Q3492521,E42_Identifier,Q3492521,WIKIDATA,http://www.wikidata.org/entity/Q3492521,Wikidata ID for South River,2025-10-01
IDENT_GEONAMES_6152561,E42_Identifier,6152561,GEONAMES,https://www.geonames.org/6152561,GeoNames ID for South River,2025-10-01
IDENT_WIKIDATA_Q6386771,E42_Identifier,Q6386771,WIKIDATA,http://www.wikidata.org/entity/Q6386771,Wikidata ID for Kelvington-Wadena,2025-10-01
IDENT_WIKIDATA_Q7273058,E42_Identifier,Q7273058,WIKIDATA,http://www.wikidata.org/entity/Q7273058,Wikidata ID for Quyon,2025-10-01
IDENT_GEONAMES_6115438,E42_Identifier,6115438,GEONAMES,https://www.geonames.org/6115438,GeoNames ID for Quyon,2025-10-01
IDENT_WIKIDATA_Q5072963,E42_Identifier,Q5072963,WIKIDATA,http://www.wikidata.org/entity/Q5072963,Wikidata ID for Chapeau,2025-10-01
IDENT_GEONAMES_5919858,E42_Identifier,5919858,GEONAMES,https://www.geonames.org/5919858,GeoNames ID for Chapeau,2025-10-01
IDENT_WIKIDATA_Q15241165,E42_Identifier,Q15241165,WIKIDATA,http://www.wikidata.org/entity/Q15241165,Wikidata ID for La Romaine,2025-10-01
IDENT_GEONAMES_6050054,E42_Identifier,6050054,GEONAMES,https://www.geonames.org/6050054,GeoNames ID for La Romaine,2025-10-01
IDENT_WIKIDATA_Q16665193,E42_Identifier,Q16665193,WIKIDATA,http://www.wikidata.org/entity/Q16665193,Wikidata ID for Montfort,2025-10-01
IDENT_WIKIDATA_Q7909049,E42_Identifier,Q7909049,WIKIDATA,http://www.wikidata.org/entity/Q7909049,Wikidata ID for Val-Paradis,2025-10-01
IDENT_GEONAMES_6173254,E42_Identifier,6173254,GEONAMES,https://www.geonames.org/6173254,GeoNames ID for Val-Paradis,2025-10-01
IDENT_WIKIDATA_Q5664602,E42_Identifier,Q5664602,WIKIDATA,http://www.wikidata.org/entity/Q5664602,Wikidata ID for Harrington Harbour,2025-10-01
IDENT_GEONAMES_5971258,E42_Identifier,5971258,GEONAMES,https://www.geonames.org/5971258,GeoNames ID for Harrington Harbour,2025-10-01
IDENT_WIKIDATA_Q5464123,E42_Identifier,Q5464123,WIKIDATA,http://www.wikidata.org/entity/Q5464123,Wikidata ID for Fogo,2025-10-01
IDENT_GEONAMES_5955140,E42_Identifier,5955140,GEONAMES,https://www.geonames.org/5955140,GeoNames ID for Fogo,2025-10-01
IDENT_WIKIDATA_Q7225587,E42_Identifier,Q7225587,WIKIDATA,http://www.wikidata.org/entity/Q7225587,Wikidata ID for Pollards Point,2025-10-01
IDENT_WIKIDATA_Q12635136,E42_Identifier,Q12635136,WIKIDATA,http://www.wikidata.org/entity/Q12635136,Wikidata ID for Kwalewia,2025-10-01
IDENT_WIKIDATA_Q3433586,E42_Identifier,Q3433586,WIKIDATA,http://www.wikidata.org/entity/Q3433586,Wikidata ID for Rivière-Trois-Pistoles,2025-10-01
IDENT_WIKIDATA_Q6041730,E42_Identifier,Q6041730,WIKIDATA,http://www.wikidata.org/entity/Q6041730,Wikidata ID for Instow,2025-10-01
IDENT_WIKIDATA_Q3433594,E42_Identifier,Q3433594,WIKIDATA,http://www.wikidata.org/entity/Q3433594,Wikidata ID for Rivière-au-Renard,2025-10-01
IDENT_GEONAMES_6943832,E42_Identifier,6943832,GEONAMES,https://www.geonames.org/6943832,GeoNames ID for Rivière-au-Renard,2025-10-01
IDENT_WIKIDATA_Q16670518,E42_Identifier,Q16670518,WIKIDATA,http://www.wikidata.org/entity/Q16670518,Wikidata ID for Point Wolfe,2025-10-01
IDENT_GEONAMES_6108842,E42_Identifier,6108842,GEONAMES,https://www.geonames.org/6108842,GeoNames ID for Point Wolfe,2025-10-01
IDENT_WIKIDATA_Q3433586,E42_Identifier,Q3433586,WIKIDATA,http://www.wikidata.org/entity/Q3433586,Wikidata ID for Rivière-Trois-Pistoles,2025-10-01
IDENT_WIKIDATA_Q26979329,E42_Identifier,Q26979329,WIKIDATA,http://www.wikidata.org/entity/Q26979329,Wikidata ID for Calabogie,2025-10-01
IDENT_GEONAMES_5913313,E42_Identifier,5913313,GEONAMES,https://www.geonames.org/5913313,GeoNames ID for Calabogie,2025-10-01
IDENT_WIKIDATA_Q6737132,E42_Identifier,Q6737132,WIKIDATA,http://www.wikidata.org/entity/Q6737132,Wikidata ID for Maitland,2025-10-01
IDENT_WIKIDATA_Q4859990,E42_Identifier,Q4859990,WIKIDATA,http://www.wikidata.org/entity/Q4859990,Wikidata ID for Hilton Beach,2025-10-01
IDENT_GEONAMES_5975403,E42_Identifier,5975403,GEONAMES,https://www.geonames.org/5975403,GeoNames ID for Hilton Beach,2025-10-01
IDENT_WIKIDATA_Q11888800,E42_Identifier,Q11888800,WIKIDATA,http://www.wikidata.org/entity/Q11888800,Wikidata ID for Powerview,2025-10-01
