csd_id,csd_name,cd_id,cd_name,wikidata_qid,wikidata_label,wikidata_types,distance_km,our_lat,our_lon
NS016006,Cape John,CD_NS_Pictou,Pictou,Q5034881,Cape John,human settlement,3.71,45.776655,-63.05549
NS016028,River John,CD_NS_Pictou,Pictou,Q7337538,River John,human settlement,3.33,45.7195,-63.067832
NS016036,"New Glasgow, T-V",CD_NS_Pictou,Pictou,Q286048,New Glasgow,town in Nova Scotia,0.41,45.585915,-62.643178
NS016037,"Pictou, T-V",CD_NS_Pictou,Pictou,Q1018711,Pictou,town in Nova Scotia,3.62,45.704993,-62.687511
NS016038,"Stellarton, T-V",CD_NS_Pictou,Pictou,Q3498168,Stellarton,town in Nova Scotia,2.13,45.549535,-62.636307
NS016039,"Trenton, T-V",CD_NS_Pictou,Pictou,Q3538507,Trenton,town in Nova Scotia,1.08,45.618354,-62.631183
NS016040,"Westville, T-V",CD_NS_Pictou,Pictou,Q3567557,Westville,town in Nova Scotia,2.72,45.558609,-62.680484
NS018001,Arichat,CD_NS_Richmond,Richmond,Q2861229,Arichat,human settlement,2.92,45.537198,-61.018067
NS018010,Loch Lomond,CD_NS_Richmond,Richmond,Q6664948,Loch Lomond,General Service Area; human settlement,1.34,45.755747,-60.576864
NS018011,Port Malcolm,CD_NS_Richmond,Richmond,Q84447359,Port Malcolm,human settlement,3.33,45.588172,-61.321332
NS019017,"Lockeport, T-V",CD_NS_Shelburne,Shelburne,Q3257744,Lockeport,town in Nova Scotia,1.4,43.699048,-65.130765
NS019018,"Shelburne, T-V",CD_NS_Shelburne,Shelburne,Q1693101,Shelburne,town in Nova Scotia,0.89,43.770205,-65.317959
NS020001,Baddeck,CD_NS_Victoria,Victoria,Q798842,Baddeck,human settlement; village,3.3,46.126833,-60.735977
NS020008,Englishtown,CD_NS_Victoria,Victoria,Q939154,Englishtown,human settlement,3.49,46.294752,-60.502185
NS020009,Ingonish,CD_NS_Victoria,Victoria,Q3150956,Ingonish,human settlement,3.55,46.670777,-60.400951
NS020010,Iona (Jamesville),CD_NS_Victoria,Victoria,Q14875693,Iona,human settlement,4.74,45.965389,-60.8659
NS021022,"Yarmouth, T-V",CD_NS_Yarmouth,Yarmouth,Q864688,Yarmouth,town in Nova Scotia,0.6,43.837633,-66.107942
ON102001,Aberdeen,CD_ON_Algoma,Algoma,Q115260640,Aberdeen,geographic township of Ontario,2.47,46.482863,-83.805553
ON102003,Awenge,CD_ON_Algoma,Algoma,Q115260755,Awenge,geographic township of Ontario,0.77,46.513758,-84.420659
ON102004,Aweres,CD_ON_Algoma,Algoma,Q115260756,Aweres,geographic township of Ontario,0.11,46.656016,-84.285824
ON102006,Bright,CD_ON_Algoma,Algoma,Q115260933,Bright,geographic township of Ontario,0.73,46.234759,-83.255533
ON102007,Bright Additional,CD_ON_Algoma,Algoma,Q115260934,Bright Additional,geographic township of Ontario,0.1,46.245559,-83.354822
ON102009,Cobden,CD_ON_Algoma,Algoma,Q115261133,Cobden,geographic township of Ontario,0.27,46.21801,-83.009052
ON102010,Coderre,CD_ON_Algoma,Algoma,Q115261139,Coderre,geographic township of Ontario,0.58,48.64584,-83.32473
ON102011,Curtis,CD_ON_Algoma,Algoma,Q115261214,Curtis,geographic township of Ontario,0.18,46.742582,-83.783951
ON102012,Day,CD_ON_Algoma,Algoma,Q115261248,Day,geographic township of Ontario,1.06,46.314982,-83.379788
ON102013,Deroche,CD_ON_Algoma,Algoma,Q115261274,Deroche,geographic township of Ontario,0.24,46.741481,-84.162601
ON102015,Ebbs,CD_ON_Algoma,Algoma,Q115261361,Ebbs,geographic township of Ontario,0.2,49.38376,-83.762408
ON102018,Farquhar,CD_ON_Algoma,Algoma,Q115261441,Farquhar,geographic township of Ontario,0.16,49.252876,-84.383532
ON102019,Fenwick,CD_ON_Algoma,Algoma,Q115261452,Fenwick,geographic township of Ontario,0.85,46.746869,-84.405814
ON102020,Fisher,CD_ON_Algoma,Algoma,Q115261469,Fisher,geographic township of Ontario,2.34,46.948918,-84.548126
ON102021,Flanders,CD_ON_Algoma,Algoma,Q115261473,Flanders,geographic township of Ontario,0.18,49.384251,-85.206035
ON102022,Franz,CD_ON_Algoma,Algoma,Q115261505,Franz,geographic township of Ontario,0.08,49.122414,-84.116485
ON102023,Galbraith,CD_ON_Algoma,Algoma,Q115261529,Galbraith,geographic township of Ontario,0.1,46.484381,-83.645763
ON102024,Gaudette,CD_ON_Algoma,Algoma,Q115261547,Gaudette,geographic township of Ontario,0.61,46.831704,-84.038316
ON102026,Gladstone,CD_ON_Algoma,Algoma,Q115261579,Gladstone,geographic township of Ontario,0.22,46.307466,-83.260085
ON102027,Gould,CD_ON_Algoma,Algoma,Q115261602,Gould,geographic township of Ontario,0.13,46.486902,-83.395022
ON102029,Haig,CD_ON_Algoma,Algoma,Q115261657,Haig,geographic township of Ontario,0.5,49.252839,-84.584673
ON102032,Hawkins,CD_ON_Algoma,Algoma,Q115261714,Hawkins,geographic township of Ontario,0.23,48.992169,-84.116331
ON102033,Hayward,CD_ON_Algoma,Algoma,Q115261718,Hayward,geographic township of Ontario,0.34,48.731997,-83.520694
ON102034,Hiawatha,CD_ON_Algoma,Algoma,Q115261743,Hiawatha,geographic township of Ontario,0.31,49.514143,-84.980223
ON102035,Hilton,CD_ON_Algoma,Algoma,Q8273184,Hilton,single-tier municipality; township municipality in Ontario,2.05,46.206062,-83.861514
ON102036,Hodgins,CD_ON_Algoma,Algoma,Q115261760,Hodgins,geographic township of Ontario,0.32,46.742156,-84.037463
ON102037,Irving,CD_ON_Algoma,Algoma,Q115261840,Irving,geographic township of Ontario,0.22,48.861655,-84.116441
ON102038,Jarvis,CD_ON_Algoma,Algoma,Q115261854,Jarvis,geographic township of Ontario,0.17,46.667105,-84.16153
ON102039,Jocelyn,CD_ON_Algoma,Algoma,Q11727591,Jocelyn,single-tier municipality,3.44,46.153528,-83.954447
ON102040,Johnson,CD_ON_Algoma,Algoma,Q115261866,Johnson,geographic township of Ontario,0.84,46.374654,-83.893777
ON102041,Kapuskasing,CD_ON_Algoma,Algoma,Q115261882,Kapuskasing,geographic township of Ontario,0.08,48.515429,-82.932964
ON102042,Kehoe,CD_ON_Algoma,Algoma,Q115261888,Kehoe,geographic township of Ontario,0.38,46.585101,-83.955741
ON102044,Kirkwall,CD_ON_Algoma,Algoma,Q115261932,Kirkwall,geographic township of Ontario,0.28,48.515379,-83.128427
ON102045,Kirkwood,CD_ON_Algoma,Algoma,Q115261933,Kirkwood,geographic township of Ontario,0.3,46.330238,-83.511641
ON102046,Korah,CD_ON_Algoma,Algoma,Q115261946,Korah,geographic township of Ontario,0.08,46.564829,-84.404933
ON102047,Laird,CD_ON_Algoma,Algoma,Q115261958,Laird,geographic township of Ontario,0.82,46.397838,-84.053951
ON102048,Lefroy,CD_ON_Algoma,Algoma,Q115262016,Lefroy,geographic township of Ontario,0.12,46.313377,-83.64796
ON102049,Legge,CD_ON_Algoma,Algoma,Q115262020,Legge,geographic township of Ontario,0.16,48.86263,-83.716829
ON102050,Lessard,CD_ON_Algoma,Algoma,Q115262038,Lessard,geographic township of Ontario,0.29,49.252822,-84.981361
ON102051,Lewis,CD_ON_Algoma,Algoma,Q115262044,Lewis,geographic township of Ontario,0.23,46.244993,-82.503304
ON102052,Long,CD_ON_Algoma,Algoma,Q115262074,Long,geographic township of Ontario,0.4,46.228145,-82.755726
ON102053,Lougheed,CD_ON_Algoma,Algoma,Q115262082,Lougheed,geographic township of Ontario,0.19,48.51547,-82.737535
ON102055,MacDonald,CD_ON_Algoma,Algoma,Q115262107,Macdonald,geographic township of Ontario,0.61,46.479518,-84.02038
ON102056,McMahon,CD_ON_Algoma,Algoma,Q115262263,McMahon,geographic township of Ontario,0.14,46.571803,-83.775482
ON102059,Marne,CD_ON_Algoma,Algoma,Q115262155,Marne,geographic township of Ontario,0.13,46.922228,-84.164134
ON102060,Martin,CD_ON_Algoma,Algoma,Q115262164,Martin,geographic township of Ontario,0.4,48.731081,-84.1059
ON102061,Meredith,CD_ON_Algoma,Algoma,Q115262306,Meredith,geographic township of Ontario,0.55,46.483919,-83.933401
ON102063,Montgomery,CD_ON_Algoma,Algoma,Q115262357,Montgomery,geographic township of Ontario,0.13,46.398061,-83.139522
ON102064,Morin,CD_ON_Algoma,Algoma,Q115262366,Morin,geographic township of Ontario,0.18,46.572382,-83.64574
ON102067,Parke,CD_ON_Algoma,Algoma,Q115262536,Parke,geographic township of Ontario,0.33,46.496629,-84.502478
ON102068,Parkinson,CD_ON_Algoma,Algoma,Q115262539,Parkinson,geographic township of Ontario,0.32,46.39808,-83.265842
ON102069,Patton,CD_ON_Algoma,Algoma,Q115262551,Patton,geographic township of Ontario,0.17,46.308228,-83.135369
ON102070,Pennefather,CD_ON_Algoma,Algoma,Q115262572,Pennefather,geographic township of Ontario,0.48,46.650214,-84.40408
ON102071,Plummer,CD_ON_Algoma,Algoma,Q115262601,Plummer,geographic township of Ontario,3.04,46.371791,-83.777909
ON102072,Plummer Additional,CD_ON_Algoma,Algoma,Q115262603,Plummer Additional,geographic township of Ontario,3.45,46.315538,-83.726673
ON102073,Prince,CD_ON_Algoma,Algoma,Q115262623,Prince,geographic township of Ontario,0.29,46.562194,-84.527379
ON102074,Proctor,CD_ON_Algoma,Algoma,Q115262625,Proctor,geographic township of Ontario,0.09,46.320249,-82.502855
ON102076,Rose,CD_ON_Algoma,Algoma,Q115262719,Rose,geographic township of Ontario,0.29,46.396063,-83.643531
ON102077,Ryan,CD_ON_Algoma,Algoma,Q115262738,Ryan,geographic township of Ontario,1.2,47.011134,-84.659187
ON102078,Scarfe,CD_ON_Algoma,Algoma,Q115262774,Scarfe,geographic township of Ontario,0.35,46.311155,-83.008816
ON102079,Shedden,CD_ON_Algoma,Algoma,Q115262811,Shedden,geographic township of Ontario,0.42,46.232027,-82.370189
ON102080,Shields,CD_ON_Algoma,Algoma,Q115262829,Shields,geographic township of Ontario,0.24,46.831771,-84.166277
ON102082,Simpson,CD_ON_Algoma,Algoma,Q115262840,Simpson,geographic township of Ontario,0.05,48.601509,-84.302065
ON102085,Striker,CD_ON_Algoma,Algoma,Q115262927,Striker,geographic township of Ontario,0.34,46.222044,-82.877423
ON102094,Tilley,CD_ON_Algoma,Algoma,Q115262992,Tilley,geographic township of Ontario,1.35,46.940611,-84.410345
ON102095,Vankoughnet,CD_ON_Algoma,Algoma,Q115263061,VanKoughnet,geographic township of Ontario,0.04,46.749686,-84.288075
ON102097,Walls,CD_ON_Algoma,Algoma,Q115263093,Walls,geographic township of Ontario,0.79,48.992629,-83.916321
ON102099,Wells,CD_ON_Algoma,Algoma,Q115263124,Wells,geographic township of Ontario,0.26,46.39836,-83.391342
ON102100,Whitman,CD_ON_Algoma,Algoma,Q115263140,Whitman,geographic township of Ontario,0.13,46.742359,-83.910164
ON102101,Wicksteed,CD_ON_Algoma,Algoma,Q115263144,Wicksteed,geographic township of Ontario,0.7,49.252986,-84.784111
ON102102,Woolrich,CD_ON_Algoma,Algoma,Q115263181,Woolrich,geographic township of Ontario,0.07,49.122209,-84.314906
ON102108,"Sault Ste. Marie, C",CD_ON_Algoma,Algoma,Q463165,Sault Ste. Marie,border city; city; single-tier municipality,2.44,46.517636,-84.327746
ON102109,"Blind River, T-V",CD_ON_Algoma,Algoma,Q4859518,Blind River,town,14.25,46.183925,-82.949211
ON102110,"Bruce Mines, T-V",CD_ON_Algoma,Algoma,Q1885163,Bruce Mines,single-tier municipality; town,1.57,46.295962,-83.77432
ON102111,"Thessalon, T-V",CD_ON_Algoma,Algoma,Q998994,Thessalon,single-tier municipality; town,1.67,46.264509,-83.555778
ON103001,Brantford,CD_ON_Brant,Brant,Q115260922,Brantford,geographic township of Ontario,2.17,43.138264,-80.275681
ON103002,Burford,CD_ON_Brant,Brant,Q115260971,Burford,geographic township of Ontario,0.17,43.081704,-80.489497
ON103004,Oakland,CD_ON_Brant,Brant,Q115262485,Oakland,geographic township of Ontario,0.97,43.04477,-80.337974
ON103005,Onondaga,CD_ON_Brant,Brant,Q111309376,Onondaga,human settlement,1.91,43.118861,-80.098689
ON103006,Tuscarora,CD_ON_Brant,Brant,Q115263034,Tuscarora,geographic township of Ontario,0.78,43.047821,-80.121581
ON103007,"Brantford, C",CD_ON_Brant,Brant,Q115260922,Brantford,geographic township of Ontario,3.44,43.141936,-80.258651
ON103008,"Paris, T-V",CD_ON_Brant,Brant,Q3305306,Paris,human settlement,1.14,43.195351,-80.395888
ON104001,Albemarle,CD_ON_Bruce,Bruce,Q115260674,Albemarle,geographic township of Ontario,2.66,44.834836,-81.188637
ON104002,Amabel,CD_ON_Bruce,Bruce,Q115260695,Amabel,geographic township of Ontario,0.89,44.652058,-81.208035
ON104005,Bruce,CD_ON_Bruce,Bruce,Q115260952,Bruce,geographic township of Ontario,0.4,44.304558,-81.453814
ON104008,Eastnor,CD_ON_Bruce,Bruce,Q115261358,Eastnor,geographic township of Ontario,0.89,44.946141,-81.274599
ON104009,Elderslie,CD_ON_Bruce,Bruce,Q115261381,Elderslie,geographic township of Ontario,0.38,44.337759,-81.184161
ON104011,Huron,CD_ON_Bruce,Bruce,Q115261817,Huron,geographic township of Ontario,0.7,44.072036,-81.617247
ON104012,Kincardine,CD_ON_Bruce,Bruce,Q115261919,Kincardine,geographic township of Ontario,0.3,44.186278,-81.524848
ON104013,Kinloss,CD_ON_Bruce,Bruce,Q115261926,Kinloss,geographic township of Ontario,1.38,44.011154,-81.451019
ON104014,Lindsay,CD_ON_Bruce,Bruce,Q115262050,Lindsay,geographic township of Ontario,2.76,45.097973,-81.373676
ON104015,St. Edmunds,CD_ON_Bruce,Bruce,Q115262885,St. Edmunds,geographic township of Ontario,1.85,45.191507,-81.539366
ON104016,Saugeen,CD_ON_Bruce,Bruce,Q115262764,Saugeen,geographic township of Ontario,0.69,44.406614,-81.370876
ON104019,"Kincardine, T-V",CD_ON_Bruce,Bruce,Q3492582,Kincardine,human settlement; lower-tier municipality of Ontario; town,0.37,44.169704,-81.630115
ON106001,Amaranth,CD_ON_Dufferin,Dufferin,Q115260697,Amaranth,geographic township of Ontario,0.13,43.980012,-80.233417
ON106004,Melancthon,CD_ON_Dufferin,Dufferin,Q6811207,Melancthon,lower-tier municipality of Ontario; township municipality in Ontario,0.44,44.147944,-80.290781
ON106005,Mono,CD_ON_Dufferin,Dufferin,Q4859513,Mono,lower-tier municipality of Ontario; town,0.4,44.017143,-80.06176
ON106006,Mulmur,CD_ON_Dufferin,Dufferin,Q7848795,Mulmur,lower-tier municipality of Ontario; township municipality in Ontario,0.53,44.189377,-80.102496
ON106007,"Orangeville, T-V",CD_ON_Dufferin,Dufferin,Q2470087,Orangeville,lower-tier municipality of Ontario; town,1.16,43.906582,-80.112876
ON106008,"Grand Valley, VL",CD_ON_Dufferin,Dufferin,Q5328891,Grand Valley,lower-tier municipality of Ontario; township of Canada,7.4,43.894232,-80.316248
ON106009,"Shelburne, VL",CD_ON_Dufferin,Dufferin,Q4859980,Shelburne,lower-tier municipality of Ontario; town,0.6,44.085125,-80.207054
ON109001,Aldborough,CD_ON_Elgin,Elgin,Q115260678,Aldborough,geographic township of Ontario,0.76,42.586047,-81.669576
ON109002,Bayham,CD_ON_Elgin,Elgin,Q2892259,Bayham,lower-tier municipality of Ontario,0.55,42.736786,-80.788081
ON109004,Dunwich,CD_ON_Elgin,Elgin,Q115261343,Dunwich,geographic township of Ontario,0.82,42.669382,-81.49304
ON109005,Malahide,CD_ON_Elgin,Elgin,Q115262134,Malahide,geographic township of Ontario,1.14,42.742063,-80.944071
ON109006,Southwold,CD_ON_Elgin,Elgin,Q7571481,Southwold,lower-tier municipality of Ontario,0.52,42.745614,-81.314669
ON109007,Yarmouth,CD_ON_Elgin,Elgin,Q102473224,Yarmouth,township of Canada,0.31,42.757741,-81.124075
ON109008,"St. Thomas, C",CD_ON_Elgin,Elgin,Q2078072,St. Thomas,separated municipality in Ontario,1.73,42.780968,-81.202921
ON109009,"Aylmer, T-V",CD_ON_Elgin,Elgin,Q2874907,Aylmer,lower-tier municipality of Ontario; town,0.28,42.769181,-80.983434
ON110006,Maidstone,CD_ON_Essex,Essex,Q115262130,Maidstone,geographic township of Ontario,0.74,42.242904,-82.797829
ON110007,Malden,CD_ON_Essex,Essex,Q115262135,Malden,geographic township of Ontario,0.63,42.071977,-83.044585
ON110008,Mersea,CD_ON_Essex,Essex,Q115262309,Mersea,geographic township of Ontario,2.03,42.082626,-82.548428
ON110010,Rochester,CD_ON_Essex,Essex,Q115262708,Rochester,geographic township of Ontario,1.21,42.235503,-82.655256
ON110016,"Windsor, C",CD_ON_Essex,Essex,Q182625,Windsor,big city; border city; city; separated municipality in Ontario; single-tier municipality,1.12,42.309868,-83.044454
ON110017,"Amherstburg, T-V",CD_ON_Essex,Essex,Q385335,Amherstburg,lower-tier municipality of Ontario; town,1.58,42.101706,-83.102334
ON110018,"Essex, T-V",CD_ON_Essex,Essex,Q559147,Essex,lower-tier municipality of Ontario; town,0.44,42.169661,-82.825304
ON110020,"Kingsville, T-V",CD_ON_Essex,Essex,Q3085326,Kingsville,human settlement; lower-tier municipality of Ontario; town,0.64,42.043494,-82.738162
ON110021,"Leamington, T-V",CD_ON_Essex,Essex,Q2566566,Leamington,human settlement; lower-tier municipality of Ontario,0.26,42.053042,-82.602775
ON110025,"Tecumseh, T-V",CD_ON_Essex,Essex,Q3089334,Tecumseh,human settlement; lower-tier municipality of Ontario; town,1.68,42.315035,-82.881357
ON110026,"Tilbury (pt), T-V",CD_ON_Essex,Essex,Q115233446,Tilbury Station,railway point in Canada,1.17,42.27408,-82.440171
ON111002,Bedford,CD_ON_Frontenac,Frontenac,Q115263202,Bedford,geographic township of Ontario,1.34,44.619904,-76.536913
ON111006,Howe Island,CD_ON_Frontenac,Frontenac,Q115261792,Howe Island,geographic township of Ontario,0.4,44.276017,-76.274835
ON111008,Kingston,CD_ON_Frontenac,Frontenac,Q115261925,Kingston,geographic township of Ontario,0.84,44.29439,-76.565486
ON111009,Loughborough,CD_ON_Frontenac,Frontenac,Q115262081,Loughborough,geographic township of Ontario,2.69,44.459826,-76.539609
ON111010,Olden,CD_ON_Frontenac,Frontenac,Q115262494,Olden,geographic township of Ontario,1.55,44.762813,-76.799339
ON111011,Oso,CD_ON_Frontenac,Frontenac,Q115262515,Oso,geographic township of Ontario,1.62,44.802926,-76.649716
ON111012,Palmerston,CD_ON_Frontenac,Frontenac,Q115262530,Palmerston,geographic township of Ontario,1.35,44.957486,-76.763784
ON111014,Portland,CD_ON_Frontenac,Frontenac,Q115262612,Portland,geographic township of Ontario,2.05,44.448743,-76.703055
ON111017,"Kingston, C",CD_ON_Frontenac,Frontenac,Q202973,Kingston,big city; city; human settlement; separated municipality in Ontario; single-tier municipality,1.14,44.236376,-76.492882
ON114001,Artemesia,CD_ON_Grey,Grey,Q115260726,Artemesia,geographic township of Ontario,1.25,44.271048,-80.540872
ON114002,Bentinck,CD_ON_Grey,Grey,Q4890427,Bentinck,geographic township of Ontario,0.57,44.219744,-80.940525
ON114003,Collingwood,CD_ON_Grey,Grey,Q115261146,Collingwood,geographic township of Ontario,1.23,44.472938,-80.395791
ON114004,Derby,CD_ON_Grey,Grey,Q115261272,Derby,geographic township of Ontario,0.52,44.511329,-81.018123
ON114005,Egremont,CD_ON_Grey,Grey,Q115261377,Egremont,geographic township of Ontario,0.92,44.07307,-80.694815
ON114006,Euphrasia,CD_ON_Grey,Grey,Q115261421,Euphrasia,geographic township of Ontario,0.47,44.434129,-80.583164
ON114007,Glenelg,CD_ON_Grey,Grey,Q115261586,Glenelg,geographic township of Ontario,0.58,44.24256,-80.737
ON114008,Holland,CD_ON_Grey,Grey,Q115261768,Holland,geographic township of Ontario,1.26,44.40506,-80.7821
ON114009,Keppel,CD_ON_Grey,Grey,Q115261903,Keppel,geographic township of Ontario,1.5,44.692972,-81.027598
ON114011,Osprey,CD_ON_Grey,Grey,Q7107381,Osprey,geographic township of Ontario,1.29,44.313703,-80.345764
ON114012,Proton,CD_ON_Grey,Grey,Q115262627,Proton,geographic township of Ontario,0.92,44.108253,-80.493633
ON114013,St. Vincent,CD_ON_Grey,Grey,Q115262893,St. Vincent,geographic township of Ontario,1.96,44.603161,-80.647588
ON114014,Sarawak,CD_ON_Grey,Grey,Q115262760,Sarawak,geographic township of Ontario,0.46,44.639613,-80.95053
ON114015,Sullivan,CD_ON_Grey,Grey,Q115262936,Sullivan,geographic township of Ontario,0.7,44.380714,-80.984336
ON114016,Sydenham,CD_ON_Grey,Grey,Q7659765,Sydenham,geographic township of Ontario,1.46,44.57815,-80.809686
ON114017,"Owen Sound, C",CD_ON_Grey,Grey,Q1017735,Owen Sound,city; lower-tier municipality of Ontario,2.0,44.57799,-80.922219
ON114019,"Hanover, T-V",CD_ON_Grey,Grey,Q1576700,Hanover,lower-tier municipality of Ontario; town,1.34,44.157322,-81.019928
ON114020,"Meaford, T-V",CD_ON_Grey,Grey,Q3492570,Meaford,lower-tier municipality of Ontario; town,10.59,44.60575,-80.603322
ON114022,"Chatsworth, VL",CD_ON_Grey,Grey,Q5087812,Chatsworth,lower-tier municipality of Ontario; township municipality in Ontario,8.15,44.452434,-80.914875
ON114024,"Flesherton, VL",CD_ON_Grey,Grey,Q115629610,Flesherton Station,former railway station,2.36,44.261506,-80.550626
ON115004,Dunn,CD_ON_Haldimand,Haldimand,Q115261339,Dunn,geographic township of Ontario,0.38,42.879754,-79.648462
ON115005,Moulton,CD_ON_Haldimand,Haldimand,Q115262388,Moulton,geographic township of Ontario,0.55,42.919495,-79.54029
ON115006,Oneida,CD_ON_Haldimand,Haldimand,Q115262501,Oneida,geographic township of Ontario,1.04,43.000648,-79.958898
ON115007,Rainham,CD_ON_Haldimand,Haldimand,Q115262642,Rainham,geographic township of Ontario,0.55,42.86503,-79.876741
ON115008,Seneca,CD_ON_Haldimand,Haldimand,Q115262795,Seneca,geographic township of Ontario,1.72,43.044047,-79.849249
