csd_id,csd_name,cd_id,cd_name,wikidata_qid,wikidata_label,wikidata_types,distance_km,our_lat,our_lon
ON135042,Spence,CD_ON_Parry_Sound,Parry Sound,Q115262879,Spence,geographic township of Ontario,0.68,45.536864,-79.681378
ON135043,Strong,CD_ON_Parry_Sound,Parry Sound,Q115262930,Strong,geographic township of Ontario,0.73,45.744115,-79.411701
ON135046,Wilson,CD_ON_Parry_Sound,Parry Sound,Q115263162,Wilson,geographic township of Ontario,0.18,45.849774,-80.049067
ON135048,"Kearney, T-V",CD_ON_Parry_Sound,Parry Sound,Q4859889,Kearney,single-tier municipality; town,10.35,45.553603,-79.232054
ON135049,"Parry Sound, T-V",CD_ON_Parry_Sound,Parry Sound,Q2219667,Parry Sound,single-tier municipality; town,1.47,45.34638,-80.030711
ON135050,"Powassan, T-V",CD_ON_Parry_Sound,Parry Sound,Q115134660,Powassan,human settlement,1.37,46.077785,-79.376395
ON135053,"Magnetawan, VL",CD_ON_Parry_Sound,Parry Sound,Q4859868,Magnetawan,human settlement; single-tier municipality; township municipality in Ontario,3.2,45.667761,-79.639806
ON135054,"South River, VL",CD_ON_Parry_Sound,Parry Sound,Q3492521,South River,single-tier municipality; village,0.23,45.841751,-79.372088
ON135055,"Sundridge, VL",CD_ON_Parry_Sound,Parry Sound,Q3110020,Sundridge,single-tier municipality; village,0.87,45.773693,-79.395088
ON137002,Downie,CD_ON_Perth,Perth,Q115261308,Downie,geographic township of Ontario,0.93,43.328485,-81.059596
ON137005,Ellice,CD_ON_Perth,Perth,Q115261388,Ellice,geographic township of Ontario,0.61,43.46869,-81.004735
ON137006,Elma,CD_ON_Perth,Perth,Q115261391,Elma,geographic township of Ontario,0.76,43.655224,-81.010571
ON137007,Fullarton,CD_ON_Perth,Perth,Q115261521,Fullarton,geographic township of Ontario,0.58,43.394682,-81.200864
ON137008,Hibbert,CD_ON_Perth,Perth,Q115261744,Hibbert,geographic township of Ontario,0.26,43.451842,-81.331429
ON137009,Logan,CD_ON_Perth,Perth,Q115262070,Logan,geographic township of Ontario,0.48,43.535292,-81.156164
ON137010,Mornington,CD_ON_Perth,Perth,Q115262370,Mornington,geographic township of Ontario,0.53,43.598956,-80.871193
ON137011,Wallace,CD_ON_Perth,Perth,Q115263091,Wallace,geographic township of Ontario,0.93,43.781137,-80.917779
ON137012,"Stratford, C",CD_ON_Perth,Perth,Q740756,Stratford,city; separated municipality in Ontario,1.58,43.366967,-80.986192
ON137015,"St Marys, T-V",CD_ON_Perth,Perth,Q2542731,St. Marys,separated municipality in Ontario,1.16,43.269234,-81.138123
ON138001,Anstruther,CD_ON_Peterborough,Peterborough,Q115260711,Anstruther,geographic township of Ontario,0.35,44.812906,-78.194627
ON138002,Asphodel,CD_ON_Peterborough,Peterborough,Q115260734,Asphodel,geographic township of Ontario,1.07,44.342895,-78.007827
ON138003,Belmont,CD_ON_Peterborough,Peterborough,Q115260827,Belmont,geographic township of Ontario,3.25,44.4949,-77.861367
ON138004,Burleigh,CD_ON_Peterborough,Peterborough,Q115260974,Burleigh,geographic township of Ontario,2.09,44.646793,-78.139077
ON138005,Cavendish,CD_ON_Peterborough,Peterborough,Q115261066,Cavendish,geographic township of Ontario,0.79,44.773776,-78.364249
ON138006,Chandos,CD_ON_Peterborough,Peterborough,Q115263216,Chandos,geographic township of Ontario,0.57,44.819832,-78.003671
ON138007,Douro,CD_ON_Peterborough,Peterborough,Q115261304,Douro,geographic township of Ontario,1.14,44.405146,-78.212501
ON138008,Dummer,CD_ON_Peterborough,Peterborough,Q115261330,Dummer,geographic township of Ontario,0.57,44.475834,-78.061479
ON138009,Ennismore,CD_ON_Peterborough,Peterborough,Q115261402,Ennismore,geographic township of Ontario,1.06,44.41849,-78.434227
ON138010,Galway,CD_ON_Peterborough,Peterborough,Q115261532,Galway,geographic township of Ontario,0.23,44.735912,-78.528515
ON138011,Harvey,CD_ON_Peterborough,Peterborough,Q115261706,Harvey,geographic township of Ontario,4.11,44.588567,-78.401435
ON138012,Methuen,CD_ON_Peterborough,Peterborough,Q115262310,Methuen,geographic township of Ontario,0.24,44.663279,-77.940454
ON138014,Otonabee,CD_ON_Peterborough,Peterborough,Q115262520,Otonabee,geographic township of Ontario,4.36,44.264444,-78.204428
ON138015,Smith,CD_ON_Peterborough,Peterborough,Q115262856,Smith,geographic township of Ontario,1.27,44.437506,-78.318218
ON140002,Athol,CD_ON_Prince_Edward,Prince Edward,Q115187548,Athol,dispersed rural community,5.37,43.902535,-77.168135
ON140003,Hallowell,CD_ON_Prince_Edward,Prince Edward,Q115261670,Hallowell,geographic township of Ontario,3.38,43.989221,-77.227258
ON140008,"Picton, T-V",CD_ON_Prince_Edward,Prince Edward,Q7191105,Picton,population centre in Canada; unincorporated area,1.33,44.00633,-77.147355
ON140009,"Bloomfield, VL",CD_ON_Prince_Edward,Prince Edward,Q109924233,Bloomfield,community,0.74,43.99013,-77.224757
ON140010,"Wellington, VL",CD_ON_Prince_Edward,Prince Edward,Q7981305,Wellington,community,1.77,43.964356,-77.364898
ON141001,Atwood,CD_ON_Rainy_River,Rainy River,Q115260745,Atwood,geographic township of Ontario,0.68,48.724165,-94.548046
ON141003,Barwick,CD_ON_Rainy_River,Rainy River,Q115260795,Barwick,geographic township of Ontario,0.03,48.641391,-93.915116
ON141005,Blue,CD_ON_Rainy_River,Rainy River,Q115260880,Blue,geographic township of Ontario,0.17,48.781099,-94.450283
ON141007,Carpenter,CD_ON_Rainy_River,Rainy River,Q115261040,Carpenter,geographic township of Ontario,0.33,48.693144,-93.784724
ON141008,Crozier,CD_ON_Rainy_River,Rainy River,Q115261204,Crozier,geographic township of Ontario,0.46,48.605336,-93.520354
ON141009,Curran,CD_ON_Rainy_River,Rainy River,Q115261210,Curran,geographic township of Ontario,0.07,48.751593,-94.561268
ON141010,Dance,CD_ON_Rainy_River,Rainy River,Q115261229,Dance,geographic township of Ontario,0.35,48.780872,-93.652923
ON141012,Dewart,CD_ON_Rainy_River,Rainy River,Q115261285,Dewart,geographic township of Ontario,0.11,48.956957,-94.162666
ON141013,Dilke,CD_ON_Rainy_River,Rainy River,Q115261289,Dilke,geographic township of Ontario,1.25,48.719875,-94.315656
ON141014,Dobie,CD_ON_Rainy_River,Rainy River,Q115261292,Dobie,geographic township of Ontario,0.35,48.698425,-93.920007
ON141015,Farrington,CD_ON_Rainy_River,Rainy River,Q115261443,Farrington,geographic township of Ontario,0.47,48.714922,-92.853296
ON141016,Fleming,CD_ON_Rainy_River,Rainy River,Q115261476,Fleming,geographic township of Ontario,0.84,48.867042,-93.764154
ON141017,Halkirk,CD_ON_Rainy_River,Rainy River,Q115261664,Halkirk,geographic township of Ontario,0.88,48.709374,-93.002077
ON141018,Kingsford,CD_ON_Rainy_River,Rainy River,Q115261922,Kingsford,geographic township of Ontario,0.14,48.781499,-93.78625
ON141019,Lash,CD_ON_Rainy_River,Rainy River,Q115261986,Lash,geographic township of Ontario,0.69,48.608677,-93.772414
ON141020,McCrosson,CD_ON_Rainy_River,Rainy River,Q115262213,McCrosson,geographic township of Ontario,0.76,48.951788,-94.425509
ON141021,McIrvine,CD_ON_Rainy_River,Rainy River,Q115262239,McIrvine,geographic township of Ontario,0.44,48.622622,-93.419645
ON141022,Mather,CD_ON_Rainy_River,Rainy River,Q115262175,Mather,geographic township of Ontario,0.78,48.781333,-93.918737
ON141023,Mathieu,CD_ON_Rainy_River,Rainy River,Q115262178,Mathieu,geographic township of Ontario,0.56,49.050857,-94.160199
ON141024,Miscampbell,CD_ON_Rainy_River,Rainy River,Q115262331,Miscampbell,geographic township of Ontario,0.53,48.690273,-93.526988
ON141025,Morley,CD_ON_Rainy_River,Rainy River,Q115262367,Morley,geographic township of Ontario,0.24,48.694109,-94.189469
ON141026,Morson,CD_ON_Rainy_River,Rainy River,Q115262378,Morson,geographic township of Ontario,1.33,49.053136,-94.297658
ON141027,Nelles,CD_ON_Rainy_River,Rainy River,Q115262429,Nelles,geographic township of Ontario,0.9,48.781309,-94.318967
ON141028,Pattullo,CD_ON_Rainy_River,Rainy River,Q115262552,Pattullo,geographic township of Ontario,0.36,48.78131,-94.185666
ON141029,Potts,CD_ON_Rainy_River,Rainy River,Q115262615,Potts,geographic township of Ontario,0.41,48.869376,-93.894412
ON141030,Pratt,CD_ON_Rainy_River,Rainy River,Q115262619,Pratt,geographic township of Ontario,0.16,48.869709,-94.432961
ON141031,Richardson,CD_ON_Rainy_River,Rainy River,Q115262685,Richardson,geographic township of Ontario,0.38,48.869925,-94.027452
ON141032,Roddick,CD_ON_Rainy_River,Rainy River,Q115262709,Roddick,geographic township of Ontario,0.76,48.547063,-93.532145
ON141033,Roseberry,CD_ON_Rainy_River,Rainy River,Q115262720,Roseberry,geographic township of Ontario,3.17,48.644934,-94.007235
ON141035,Sifton,CD_ON_Rainy_River,Rainy River,Q115262837,Sifton,geographic township of Ontario,0.21,48.869625,-94.162207
ON141036,Spohn,CD_ON_Rainy_River,Rainy River,Q115262880,Spohn,geographic township of Ontario,1.44,48.895733,-94.563452
ON141037,Sutherland,CD_ON_Rainy_River,Rainy River,Q115262942,Sutherland,geographic township of Ontario,0.75,48.869835,-94.297828
ON141038,Tait,CD_ON_Rainy_River,Rainy River,Q115262956,Tait,geographic township of Ontario,0.47,48.781279,-94.05155
ON141039,Tovell,CD_ON_Rainy_River,Rainy River,Q115263013,Tovell,geographic township of Ontario,0.09,48.956858,-94.297507
ON141040,Watten,CD_ON_Rainy_River,Rainy River,Q115263112,Watten,geographic township of Ontario,1.77,48.709705,-93.14949
ON141041,Woodyatt,CD_ON_Rainy_River,Rainy River,Q115263180,Woodyatt,geographic township of Ontario,0.82,48.540132,-93.657318
ON141042,Worthington,CD_ON_Rainy_River,Rainy River,Q115263184,Worthington,geographic township of Ontario,0.08,48.718439,-94.455161
ON141047,"Fort Frances, T-V",CD_ON_Rainy_River,Rainy River,Q1438546,Fort Frances,border city; single-tier municipality,1.05,48.614105,-93.386268
ON141048,"Rainy River, T-V",CD_ON_Rainy_River,Rainy River,Q3492477,Rainy River,town,0.95,48.7252,-94.565874
ON142001,Admaston,CD_ON_Renfrew,Renfrew,Q115260659,Admaston,geographic township of Ontario,1.11,45.43891,-76.82049
ON142005,Bagot,CD_ON_Renfrew,Renfrew,Q115260763,Bagot,geographic township of Ontario,1.49,45.324459,-76.662682
ON142007,Bromley,CD_ON_Renfrew,Renfrew,Q115260942,Bromley,geographic township of Ontario,2.92,45.581057,-76.941686
ON142008,Brougham,CD_ON_Renfrew,Renfrew,Q115260948,Brougham,geographic township of Ontario,3.1,45.283766,-76.946883
ON142009,Brudenell,CD_ON_Renfrew,Renfrew,Q115260953,Brudenell,geographic township of Ontario,0.24,45.418825,-77.406675
ON142010,Buchanan,CD_ON_Renfrew,Renfrew,Q115260963,Buchanan,geographic township of Ontario,0.06,46.020634,-77.399334
ON142011,Burns,CD_ON_Renfrew,Renfrew,Q115260976,Burns,geographic township of Ontario,0.85,45.635385,-77.724253
ON142012,Clara,CD_ON_Renfrew,Renfrew,Q115261113,Clara,geographic township of Ontario,0.75,46.197558,-78.271442
ON142013,Grattan,CD_ON_Renfrew,Renfrew,Q115261611,Grattan,geographic township of Ontario,1.3,45.44755,-77.05193
ON142015,Hagarty,CD_ON_Renfrew,Renfrew,Q115261653,Hagarty,geographic township of Ontario,0.19,45.553609,-77.483953
ON142016,Head,CD_ON_Renfrew,Renfrew,Q115261720,Head,geographic township of Ontario,0.54,46.14568,-77.842192
ON142017,Horton,CD_ON_Renfrew,Renfrew,Q9293943,Horton,lower-tier municipality of Ontario; township municipality in Ontario,0.98,45.503091,-76.65426
ON142018,Jones,CD_ON_Renfrew,Renfrew,Q115261870,Jones,geographic township of Ontario,2.36,45.473772,-77.809121
ON142020,Maria,CD_ON_Renfrew,Renfrew,Q115262150,Maria,geographic township of Ontario,0.98,46.171407,-78.056359
ON142021,McNab,CD_ON_Renfrew,Renfrew,Q115262270,McNab,geographic township of Ontario,1.21,45.415531,-76.491417
ON142022,Pembroke,CD_ON_Renfrew,Renfrew,Q115262569,Pembroke,geographic township of Ontario,0.82,45.794834,-77.072622
ON142024,Radcliffe,CD_ON_Renfrew,Renfrew,Q115262638,Radcliffe,geographic township of Ontario,0.78,45.397478,-77.579497
ON142025,Raglan,CD_ON_Renfrew,Renfrew,Q115262640,Raglan,geographic township of Ontario,0.78,45.250767,-77.506557
ON142026,Richards,CD_ON_Renfrew,Renfrew,Q115262684,Richards,geographic township of Ontario,0.87,45.681143,-77.553178
ON142028,Ross,CD_ON_Renfrew,Renfrew,Q115262721,Ross,geographic township of Ontario,2.65,45.63183,-76.779921
ON142029,Sebastopol,CD_ON_Renfrew,Renfrew,Q115262787,Sebastopol,geographic township of Ontario,1.49,45.414808,-77.215654
ON142030,Sherwood,CD_ON_Renfrew,Renfrew,Q115262826,Sherwood,geographic township of Ontario,1.97,45.516588,-77.656822
ON142031,Stafford,CD_ON_Renfrew,Renfrew,Q115262894,Stafford,geographic township of Ontario,2.58,45.724801,-77.062991
ON142032,Westmeath,CD_ON_Renfrew,Renfrew,Q115263132,Westmeath,geographic township of Ontario,3.39,45.762943,-76.883647
ON142033,Wilberforce,CD_ON_Renfrew,Renfrew,Q115263150,Wilberforce,geographic township of Ontario,2.97,45.613139,-77.12368
ON142034,Wylie,CD_ON_Renfrew,Renfrew,Q115263187,Wylie,geographic township of Ontario,0.38,45.99783,-77.53909
ON142036,"Arnprior, T-V",CD_ON_Renfrew,Renfrew,Q543997,Arnprior,lower-tier municipality of Ontario; town,1.17,45.427112,-76.362065
ON142037,"Pembroke, T-V",CD_ON_Renfrew,Renfrew,Q1075086,Pembroke,city; separated municipality in Ontario,0.4,45.82025,-77.116177
ON142038,"Renfrew, T-V",CD_ON_Renfrew,Renfrew,Q2143987,Renfrew,lower-tier municipality of Ontario; town,0.87,45.477193,-76.690985
ON144001,Adjala,CD_ON_Simcoe,Simcoe,Q115260658,Adjala,geographic township of Ontario,0.51,44.04997,-79.914126
ON144002,Essa,CD_ON_Simcoe,Simcoe,Q115261414,Essa,geographic township of Ontario,1.31,44.256629,-79.812092
ON144003,Flos,CD_ON_Simcoe,Simcoe,Q115261483,Flos,geographic township of Ontario,0.93,44.53774,-79.877585
ON144005,Innisfil,CD_ON_Simcoe,Simcoe,Q3492080,Innisfil,lower-tier municipality of Ontario; town,3.25,44.303891,-79.616105
ON144006,Matchedash,CD_ON_Simcoe,Simcoe,Q115262173,Matchedash,geographic township of Ontario,0.99,44.819701,-79.575693
ON144007,Medonte,CD_ON_Simcoe,Simcoe,Q115262292,Medonte,geographic township of Ontario,1.33,44.631169,-79.667633
ON144008,Nottawasaga,CD_ON_Simcoe,Simcoe,Q115262471,Nottawasaga,geographic township of Ontario,0.25,44.385646,-80.165934
ON144010,Oro,CD_ON_Simcoe,Simcoe,Q115262509,Oro,geographic township of Ontario,3.72,44.498116,-79.549099
ON144011,Sunnidale,CD_ON_Simcoe,Simcoe,Q115262940,Sunnidale,geographic township of Ontario,2.1,44.399247,-79.985906
ON144012,Tay,CD_ON_Simcoe,Simcoe,Q115262963,Tay,geographic township of Ontario,1.83,44.733039,-79.777952
ON144014,Tiny,CD_ON_Simcoe,Simcoe,Q115262998,Tiny,geographic township of Ontario,3.08,44.727976,-79.976388
ON144016,Vespra,CD_ON_Simcoe,Simcoe,Q115263071,Vespra,geographic township of Ontario,1.62,44.428463,-79.784184
ON144020,"Collingwood, T-V",CD_ON_Simcoe,Simcoe,Q3501912,Collingwood,lower-tier municipality of Ontario; town,0.87,44.497449,-80.226971
ON144021,"Midland, T-V",CD_ON_Simcoe,Simcoe,Q1931996,Midland,lower-tier municipality of Ontario,1.58,44.749759,-79.903329
ON144022,"Orillia, T-V",CD_ON_Simcoe,Simcoe,Q2373358,Orillia,city; separated municipality in Ontario; single-tier municipality,0.28,44.601936,-79.418887
ON144023,"Penetanguishene, T-V",CD_ON_Simcoe,Simcoe,Q2991780,Penetanguishene,lower-tier municipality of Ontario; town,4.28,44.75604,-79.937443
ON146001,Allen,CD_ON_Sudbury,Sudbury,Q115260688,Allen,geographic township of Ontario,1.15,46.070342,-80.763916
ON146002,Appleby,CD_ON_Sudbury,Sudbury,Q115260714,Appleby,geographic township of Ontario,0.1,46.406164,-80.491917
ON146003,Asquith,CD_ON_Sudbury,Sudbury,Q115260735,Asquith,geographic township of Ontario,0.15,47.537851,-81.265507
ON146004,Awrey,CD_ON_Sudbury,Sudbury,Q115260757,Awrey,geographic township of Ontario,0.71,46.493395,-80.629563
ON146005,Aylmer,CD_ON_Sudbury,Sudbury,Q115260758,Aylmer,geographic township of Ontario,0.25,46.842118,-80.754594
ON146006,Baldwin,CD_ON_Sudbury,Sudbury,Q115260768,Baldwin,geographic township of Ontario,0.41,46.321838,-81.753187
ON146007,Balfour,CD_ON_Sudbury,Sudbury,Q115260769,Balfour,geographic township of Ontario,0.36,46.585019,-81.246742
ON146008,Beaumont,CD_ON_Sudbury,Sudbury,Q115260816,Beaumont,geographic township of Ontario,0.26,47.017736,-81.138524
ON146009,Beulah,CD_ON_Sudbury,Sudbury,Q115260844,Beulah,geographic township of Ontario,0.1,47.277729,-81.393261
ON146010,Bigelow,CD_ON_Sudbury,Sudbury,Q115260851,Bigelow,geographic township of Ontario,0.51,46.495593,-81.881051
ON146011,Bigwood,CD_ON_Sudbury,Sudbury,Q115260854,Bigwood,geographic township of Ontario,0.51,46.059102,-80.630393
ON146012,Blewett,CD_ON_Sudbury,Sudbury,Q115260875,Blewett,geographic township of Ontario,0.33,47.277949,-81.520451
ON146013,Blezard,CD_ON_Sudbury,Sudbury,Q115260876,Blezard,geographic township of Ontario,0.78,46.580285,-81.007438
ON146014,Broder,CD_ON_Sudbury,Sudbury,Q115260940,Broder,geographic township of Ontario,0.43,46.407357,-81.010309
ON146015,Burwash,CD_ON_Sudbury,Sudbury,Q115260989,Burwash,geographic township of Ontario,0.16,46.318872,-80.756495
ON146016,Cabot,CD_ON_Sudbury,Sudbury,Q115260999,Cabot,geographic township of Ontario,0.18,47.711748,-81.393549
ON146017,Capreol,CD_ON_Sudbury,Sudbury,Q115261022,Capreol,geographic township of Ontario,0.53,46.669629,-80.880684
ON146018,Carter,CD_ON_Sudbury,Sudbury,Q115261047,Carter,geographic township of Ontario,0.77,47.79862,-81.791797
ON146019,Cartier,CD_ON_Sudbury,Sudbury,Q115261048,Cartier,geographic township of Ontario,0.19,46.670826,-81.506669
ON146020,Casimir,CD_ON_Sudbury,Sudbury,Q115263214,Casimir,geographic township of Ontario,0.51,46.320842,-80.368974
ON146021,Champagne,CD_ON_Sudbury,Sudbury,Q115261079,Champagne,geographic township of Ontario,0.34,47.538712,-81.652602
ON146022,Chapleau,CD_ON_Sudbury,Sudbury,Q115261082,Chapleau,geographic township of Ontario,0.37,47.79995,-83.43936
ON146023,Cherriman,CD_ON_Sudbury,Sudbury,Q115261097,Cherriman,geographic township of Ontario,0.25,46.234926,-80.499561
ON146025,Cleland,CD_ON_Sudbury,Sudbury,Q115261124,Cleland,geographic township of Ontario,0.43,46.405857,-80.755429
ON146026,Cosby,CD_ON_Sudbury,Sudbury,Q115261177,Cosby,geographic township of Ontario,0.28,46.147921,-80.49692
ON146027,Creelman,CD_ON_Sudbury,Sudbury,Q115261190,Creelman,geographic township of Ontario,0.68,46.930684,-81.011766
ON146028,Creighton,CD_ON_Sudbury,Sudbury,Q115174175,Creighton,compact rural community,6.69,46.498215,-81.245628
ON146029,Davis,CD_ON_Sudbury,Sudbury,Q115261244,Davis,geographic township of Ontario,0.43,46.668066,-80.492368
ON146030,Delamere,CD_ON_Sudbury,Sudbury,Q115261255,Delamere,geographic township of Ontario,0.21,46.146917,-80.628456
ON146031,Denison,CD_ON_Sudbury,Sudbury,Q29015238,Denison,geographic township of Ontario,7.01,46.411093,-81.374066
ON146032,Dill,CD_ON_Sudbury,Sudbury,Q115261290,Dill,geographic township of Ontario,0.33,46.406501,-80.882053
ON146033,Dowling,CD_ON_Sudbury,Sudbury,Q115261306,Dowling,geographic township of Ontario,0.33,46.585393,-81.376239
ON146034,Drury,CD_ON_Sudbury,Sudbury,Q115261319,Drury,geographic township of Ontario,0.42,46.410176,-81.502734
ON146035,Dryden,CD_ON_Sudbury,Sudbury,Q115261320,Dryden,geographic township of Ontario,0.67,46.493334,-80.755523
ON146036,Dunnet,CD_ON_Sudbury,Sudbury,Q115261340,Dunnet,geographic township of Ontario,0.26,46.406205,-80.353995
ON146037,Emo,CD_ON_Sudbury,Sudbury,Q115261397,Emo,geographic township of Ontario,0.26,46.931396,-81.517668
ON146038,Fairbairn,CD_ON_Sudbury,Sudbury,Q115261432,Fairbairn,geographic township of Ontario,0.24,47.017916,-81.520669
ON146039,Fairbank,CD_ON_Sudbury,Sudbury,Q115261433,Fairbank,geographic township of Ontario,0.1,46.499064,-81.374881
ON146040,Falconbridge,CD_ON_Sudbury,Sudbury,Q115261436,Falconbridge,geographic township of Ontario,0.02,46.580042,-80.755833
ON146041,Foleyet,CD_ON_Sudbury,Sudbury,Q115261486,Foleyet,geographic township of Ontario,0.1,48.255658,-82.503181
ON146042,Foster,CD_ON_Sudbury,Sudbury,Q115261493,Foster,geographic township of Ontario,0.8,46.235293,-81.62811
ON146043,Fraleck,CD_ON_Sudbury,Sudbury,Q115261500,Fraleck,geographic township of Ontario,0.1,46.929375,-80.882968
ON146044,Frechette,CD_ON_Sudbury,Sudbury,Q115261508,Frechette,geographic township of Ontario,0.16,47.1042,-81.266149
ON146045,Garson,CD_ON_Sudbury,Sudbury,Q115261545,Garson,geographic township of Ontario,0.07,46.580112,-80.881659
ON146046,Garvey,CD_ON_Sudbury,Sudbury,Q115261546,Garvey,geographic township of Ontario,0.15,47.45174,-81.524885
ON146047,Gough,CD_ON_Sudbury,Sudbury,Q115261601,Gough,geographic township of Ontario,0.51,46.322538,-82.004414
ON146048,Gouin,CD_ON_Sudbury,Sudbury,Q115263229,Gouin,geographic township of Ontario,0.1,47.973241,-81.529831
ON146049,Graham,CD_ON_Sudbury,Sudbury,Q115261608,Graham,geographic township of Ontario,0.25,46.419812,-81.250142
ON146050,Groves,CD_ON_Sudbury,Sudbury,Q115261634,Groves,geographic township of Ontario,0.22,47.624847,-81.653206
ON146051,Haddo,CD_ON_Sudbury,Sudbury,Q115261648,Haddo,geographic township of Ontario,0.26,46.235544,-80.368741
ON146052,Hagar,CD_ON_Sudbury,Sudbury,Q115261651,Hagar,geographic township of Ontario,0.76,46.493489,-80.491893
ON146054,Hanmer,CD_ON_Sudbury,Sudbury,Q115261683,Hanmer,geographic township of Ontario,0.74,46.669034,-81.008769
ON146055,Harrow,CD_ON_Sudbury,Sudbury,Q115261698,Harrow,geographic township of Ontario,0.66,46.144322,-81.998438
ON146056,Hart,CD_ON_Sudbury,Sudbury,Q115261699,Hart,geographic township of Ontario,0.44,46.670009,-81.631002
ON146057,Hawley,CD_ON_Sudbury,Sudbury,Q115261715,Hawley,geographic township of Ontario,0.24,46.406233,-80.629966
ON146058,Hendrie,CD_ON_Sudbury,Sudbury,Q115261732,Hendrie,geographic township of Ontario,0.32,46.319657,-80.630876
ON146059,Hennessy,CD_ON_Sudbury,Sudbury,Q115261734,Hennessy,geographic township of Ontario,0.27,47.364802,-81.520932
ON146060,Henry,CD_ON_Sudbury,Sudbury,Q115261735,Henry,geographic township of Ontario,0.16,46.581194,-80.355076
ON146061,Hess,CD_ON_Sudbury,Sudbury,Q115261741,Hess,geographic township of Ontario,0.39,46.757718,-81.507102
ON146062,Hutton,CD_ON_Sudbury,Sudbury,Q115261822,Hutton,geographic township of Ontario,0.07,46.844798,-81.011686
ON146063,Hyman,CD_ON_Sudbury,Sudbury,Q115261823,Hyman,geographic township of Ontario,0.6,46.409342,-81.630146
ON146064,Ivanhoe,CD_ON_Sudbury,Sudbury,Q115261843,Ivanhoe,geographic township of Ontario,0.17,48.126012,-82.503987
ON146065,Janes,CD_ON_Sudbury,Sudbury,Q115261853,Janes,geographic township of Ontario,0.49,46.668066,-80.355158
ON146066,Jennings,CD_ON_Sudbury,Sudbury,Q115261858,Jennings,geographic township of Ontario,0.51,46.320398,-80.500229
ON146067,Keith,CD_ON_Sudbury,Sudbury,Q115261889,Keith,geographic township of Ontario,0.14,48.12625,-82.308716
ON146068,Kelly,CD_ON_Sudbury,Sudbury,Q115261890,Kelly,geographic township of Ontario,0.45,46.755052,-80.492724
ON146069,Lampman,CD_ON_Sudbury,Sudbury,Q115261966,Lampman,geographic township of Ontario,0.15,47.190893,-81.266013
ON146070,Laura,CD_ON_Sudbury,Sudbury,Q115261992,Laura,geographic township of Ontario,0.23,46.232386,-80.884169
ON146071,Leask,CD_ON_Sudbury,Sudbury,Q115262005,Leask,geographic township of Ontario,0.58,47.191106,-81.138166
ON146072,Leinster,CD_ON_Sudbury,Sudbury,Q115262024,Leinster,geographic township of Ontario,0.11,46.844617,-81.390738
ON146073,Levack,CD_ON_Sudbury,Sudbury,Q115262040,Levack,geographic township of Ontario,0.22,46.671334,-81.378062
ON146074,Lorne,CD_ON_Sudbury,Sudbury,Q115262077,Lorne,geographic township of Ontario,0.63,46.323061,-81.501873
ON146075,Loughrin,CD_ON_Sudbury,Sudbury,Q115262084,Loughrin,geographic township of Ontario,0.31,46.580687,-80.492013
ON146076,Louise,CD_ON_Sudbury,Sudbury,Q115262085,Louise,geographic township of Ontario,1.35,46.326623,-81.383008
ON146077,Lumsden,CD_ON_Sudbury,Sudbury,Q115262091,Lumsden,geographic township of Ontario,0.46,46.671358,-81.127604
ON146078,McConnell,CD_ON_Sudbury,Sudbury,Q115262206,McConnell,geographic township of Ontario,0.28,46.928255,-80.6261
ON146079,McKim,CD_ON_Sudbury,Sudbury,Q29015237,McKim,geographic township of Ontario,0.66,46.494645,-81.00658
ON146082,Maclennan,CD_ON_Sudbury,Sudbury,Q115262115,Maclennan,geographic township of Ontario,0.53,46.668133,-80.757526
ON146083,Marshay,CD_ON_Sudbury,Sudbury,Q115262161,Marshay,geographic township of Ontario,0.16,47.190864,-81.39353
ON146084,Martland,CD_ON_Sudbury,Sudbury,Q115262165,Martland,geographic township of Ontario,0.48,46.148536,-80.368429
ON146085,Mason,CD_ON_Sudbury,Sudbury,Q115262168,Mason,geographic township of Ontario,0.18,46.068461,-80.49715
ON146086,Mattagami,CD_ON_Sudbury,Sudbury,Q115262180,Mattagami,geographic township of Ontario,0.73,47.794527,-81.525354
ON146087,May,CD_ON_Sudbury,Sudbury,Q115262185,May,geographic township of Ontario,0.98,46.234924,-82.003058
ON146088,Merritt,CD_ON_Sudbury,Sudbury,Q115262308,Merritt,geographic township of Ontario,0.82,46.234096,-81.751392
ON146089,Miramichi,CD_ON_Sudbury,Sudbury,Q115262330,Miramichi,geographic township of Ontario,0.23,47.538472,-81.394937
ON146091,Morgan,CD_ON_Sudbury,Sudbury,Q115262365,Morgan,geographic township of Ontario,0.18,46.671706,-81.246271
ON146092,Munster,CD_ON_Sudbury,Sudbury,Q115262403,Munster,geographic township of Ontario,0.21,46.844505,-81.517431
ON146093,Nairn,CD_ON_Sudbury,Sudbury,Q115262415,Nairn,geographic township of Ontario,0.66,46.322442,-81.628858
ON146094,Neelon,CD_ON_Sudbury,Sudbury,Q115262426,Neelon,geographic township of Ontario,0.55,46.493643,-80.881026
ON146095,Noble,CD_ON_Sudbury,Sudbury,Q115262453,Noble,geographic township of Ontario,0.41,47.711305,-81.657739
ON146096,Norman,CD_ON_Sudbury,Sudbury,Q115262458,Norman,geographic township of Ontario,0.37,46.756058,-80.888872
ON146097,Oates,CD_ON_Sudbury,Sudbury,Q115262487,Oates,geographic township of Ontario,0.2,48.385299,-82.502807
