chain_id,name,province,n_presences,decision,inherited_qid,inherited_label,inherited_mint_reason,target_chains,signals,confidence,evidence
PLACE_ON096007,"Nipissing, Indian Reserve, Springer, Field, Badgerow & Caldwell",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON096008,"Brudenoll, Raglan and Radcliffe",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON096008_1891,"Kirkpatrick, Hugel, Ratter & Dunnett",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON096009,"Appleby, Hagar, Awrey, Hawley, Dryden, Dill & Nelson",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON096010,"Blezard, McKim (including Sudbury & Broder)",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON096011,Finlayson & Peck,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON096012,Unorganized Territory,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON096014,"Pettawawa, Buchanan and McKay",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON096016,Rolph and Wylie,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON096018,Sebastopol and Griffith,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON096999,NO DATA,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON097007,Maclean,ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON098001_1911,"Baxter, Freeman & Gibson",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON098004,"Collingwood, Town of",ON,1,INHERIT_QID,Q3501912,Collingwood,,PLACE_ON144020,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (collingwood, URBAN, ON) bucket -> PLACE_ON144020"
PLACE_ON098005_1901,"Whitby, East—Est ",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON098006,Walsingham,ON,5,NO_EVIDENCE,,,,,,,
PLACE_ON098006_1891,"Whitby, Town—Ville",ON,2,INHERIT_QID,Q386338,Whitby,,PLACE_ON133014,S3_AMBIGUOUS_NAMED,medium,S3_AMBIGUOUS_NAMED via ON098006_1901 -> ON104007_1911 -> PLACE_ON133014
PLACE_ON098006_1911,Franklin & Sinclair,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON098007_1861,"Gwillimbury, west",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON098007_1901,"Whitby, West—Ouest",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON098008,McLean & Ridout,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON098009,Medora & Wood,ON,3,NO_EVIDENCE,,,,,,,
PLACE_ON098011,Morrison and Muskoka,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON098012,Mulmer,ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON098014,Orillia and Matchedash,ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON098017,Tay and Tiny,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON098020_1861,Reformatory Prison,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON098022_1911,Bracebridge t-v,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON098023_1911,Gravenhurst t-v,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON098024_1911,Huntsville t-v,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON098025_1911,Port Carling vl,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON098999,NO DATA,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099002_1911,Anglin Deacon & Lister,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099003,"Stouffville, Village",ON,2,INHERIT_MINT,,,Historic Stouffville village in York County; no suitable Wikidata P31,PLACE_ON154021,S3_AMBIGUOUS_NAMED,medium,S3_AMBIGUOUS_NAMED via ON099003_1901 -> ON137009_1911 -> PLACE_ON154021
PLACE_ON099003_1911,Appleby & Hawley,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099004_1911,"Armstrong, Beauchamp & Bryce",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099005,"Uxbridge, Town—Ville",ON,2,INHERIT_QID,Q22401644,Uxbridge,,PLACE_ON133013,S3_AMBIGUOUS_NAMED,medium,S3_AMBIGUOUS_NAMED via ON099005_1901 -> ON103007_1911 -> PLACE_ON133013
PLACE_ON099005_1911,"Awrey, Dryden & Hagar",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099006_1911,"Bastedo, Gibbons & Crerar",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099007,"Benoit, Maisonville & Otto",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099009,Bonis & Bowyer,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099010,Boulter,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099011,Bowman,ON,1,INHERIT_MINT,,,"Historic Timiskaming geographic township, no Wikidata entity",PLACE_ON148025_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (bowman, BARE, ON) mint bucket -> PLACE_ON148025_1921"
PLACE_ON099017,"Calvert, Sherring & Mortimer",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099021,"Capreol, Norman & Rathburne",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099022,"Carman, Langmuir & Thomas",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099024,Casey & Harris,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099025,"Casimir, Hendrie & Jennings",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099026,Chamberlain & Marter,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099027,Charleton & Dack,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099029,Clara & Maria,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099030,"Cleland, Davis Falconbridge & McCarthy",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099031,"Clergue, Walker & Taylor",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099033,Cosby & Mason,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099034,Dill & Secord,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099035,"Dundonald, Evelyn, German & Matheson",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099036,Dunnett & Ratter,ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON099040,"Field, Grant & Badgerow",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099041,Firstbrook & Barr,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099042,Garson & Neelon,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099044,Gooderham & Osborne,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099045,Gowganda Mining District,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099046,Hanmer & Blezard,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099048,"Haultain, Knight, Morel, Rankin, Tyrell, and Van Hise",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099050,Henwood & Kerns,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099052,"Hislop, Munro, Playfair & Guibord",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099056,Hutton & Creelman,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099057,Ingram & Pense,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099060,Lauder,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099062,Lorrain & South Lorrain,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099063,"Lyell, Murchison, Cross Lake, Dickens, Preston & Clancy",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099065,Macpherson & Loudan,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099069,Pacard,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099072,Phelps,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099074,"Robillard, Savard and Sharpe",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099078,Stewart & Mulock,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099081,Other parts,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099082,Unsurveyed territory,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099084,Elk Lake Mining Div'n,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099085,"Fort Matatchewan, Bear Creek & Bear Island",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099086,Larder Lake Mining Div.,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099087,Moose Fort,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099088,Temagami Forest Reserve,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099089,"Temagami, French River & Nipissing I R",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099094,Copper Cliff t-v,ON,1,INHERIT_QID,Q115178132,Copper Cliff,,PLACE_ON146132_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (copper cliff, URBAN, ON) bucket -> PLACE_ON146132_1921"
PLACE_ON099102,Sudbury t-v,ON,1,INHERIT_QID,Q383434,Greater Sudbury,,PLACE_ON146134,S3_AMBIGUOUS_NAMED,medium,S3_AMBIGUOUS_NAMED via ON099102_1911 -> ON092056_1901 -> PLACE_ON146134
PLACE_ON099103_1911,Marter,ON,1,INHERIT_MINT,,,"Timiskaming geographic township, no WD entity",PLACE_ON148127,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (marter, BARE, ON) mint bucket -> PLACE_ON148127"
PLACE_ON099105_1911,Matheson,ON,1,INHERIT_MINT,,,"Timiskaming geographic township, now Black River-Matheson, no WD entity",PLACE_ON148128,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (matheson, BARE, ON) mint bucket -> PLACE_ON148128"
PLACE_ON099108_1911,Morel,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099109_1911,Mortimer,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099110_1911,Mulock,ON,1,INHERIT_MINT,,,"Nipissing geographic township, no WD entity",PLACE_ON130058,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (mulock, BARE, ON) mint bucket -> PLACE_ON130058"
PLACE_ON099111_1911,Muro,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099117_1911,Pacard,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099119_1911,Peck,ON,1,INHERIT_MINT,,,Historic Peck township in Nipissing District; no Wikidata entity,PLACE_ON130066,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (peck, BARE, ON) mint bucket -> PLACE_ON130066"
PLACE_ON099121_1911,Phelps,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099122_1911,Playfair,ON,1,INHERIT_MINT,,,Historic Playfair township in Timiskaming District; no Wikidata entity,PLACE_ON148147,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (playfair, BARE, ON) mint bucket -> PLACE_ON148147"
PLACE_ON099124_1911,Rankine,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099125_1911,Rathburne,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099130_1911,Savard,ON,1,INHERIT_MINT,,,Historic Savard township in Timiskaming District; no Wikidata entity,PLACE_ON148158,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (savard, BARE, ON) mint bucket -> PLACE_ON148158"
PLACE_ON099134_1911,Sherring,ON,1,INHERIT_MINT,,,Historic Sherring township in Timiskaming District; no Wikidata entity,PLACE_ON148162,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (sherring, BARE, ON) mint bucket -> PLACE_ON148162"
PLACE_ON099136_1911,Stewart,ON,1,INHERIT_MINT,,,Historic Stewart township in Nipissing District; no Wikidata entity,PLACE_ON130076,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (stewart, BARE, ON) mint bucket -> PLACE_ON130076"
PLACE_ON099137_1911,Taylor,ON,1,INHERIT_MINT,,,Historic Taylor township in Timiskaming District; no Wikidata entity,PLACE_ON148172,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (taylor, BARE, ON) mint bucket -> PLACE_ON148172"
PLACE_ON099138_1911,Thomas,ON,1,INHERIT_MINT,,,Historic Thomas township in Timiskaming District; no Wikidata entity,PLACE_ON148175,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (thomas, BARE, ON) mint bucket -> PLACE_ON148175"
PLACE_ON099139_1911,Tyrell,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099141_1911,Walker,ON,1,INHERIT_MINT,,,ON geographic township not in Wikidata,PLACE_ON148183,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (walker, BARE, ON) mint bucket -> PLACE_ON148183"
PLACE_ON099144_1911,Other parts,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099145_1911,Unsurveyed parts north of Transcontinental Railway,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099146_1911,Bear Creek,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099147_1911,Bear Island,ON,1,INHERIT_MINT,,,"Historic Nipissing CSD, no Wikidata entity for the civil division",PLACE_ON130086,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (bear island, BARE, ON) mint bucket -> PLACE_ON130086"
PLACE_ON099148_1911,Cross Lake,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099149_1911,Elk Lake,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099150_1911,Elk Lake Mining Division,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099151_1911,Fort Matatchewan,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099152_1911,Larder Lake Mining Division,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099153_1911,Moose Fort,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099154_1911,Temagami Forest Reserve,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099155_1911,French River I R,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099156_1911,Nipissing I R,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099157_1911,Temagami,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099158_1911,Turtle Lake I R,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON099159_1911,Bonfield t-v,ON,1,INHERIT_QID,Q4941782,Bonfield,,PLACE_ON130088,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (bonfield, URBAN, ON) bucket -> PLACE_ON130088"
PLACE_ON099160_1911,Cache Bay t-v,ON,1,INHERIT_MINT,,,"Historic Nipissing T-V, no Wikidata entity",PLACE_ON130089,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (cache bay, URBAN, ON) mint bucket -> PLACE_ON130089"
PLACE_ON099161_1911,Cobalt t-v,ON,1,INHERIT_QID,Q2568572,Cobalt,,PLACE_ON148193,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (cobalt, URBAN, ON) bucket -> PLACE_ON148193"
PLACE_ON099162_1911,Cochrane t-v,ON,1,INHERIT_QID,Q2273431,Cochrane,,PLACE_ON148194,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (cochrane, URBAN, ON) bucket -> PLACE_ON148194"
PLACE_ON099163_1911,Copper Cliff t-v,ON,1,INHERIT_QID,Q115178132,Copper Cliff,,PLACE_ON146132_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (copper cliff, URBAN, ON) bucket -> PLACE_ON146132_1921"
PLACE_ON099164_1911,Englehart t-v,ON,1,INHERIT_QID,Q3054292,Englehart,,PLACE_ON148195,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (englehart, URBAN, ON) bucket -> PLACE_ON148195"
PLACE_ON099165_1911,Haileybury t-v,ON,1,INHERIT_QID,Q9284985,Haileybury,,PLACE_ON148196,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (haileybury, URBAN, ON) bucket -> PLACE_ON148196"
PLACE_ON099166_1911,Latchford t-v,ON,1,INHERIT_QID,Q4859952,Latchford,,PLACE_ON148198,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (latchford, URBAN, ON) bucket -> PLACE_ON148198"
PLACE_ON099167_1911,Mattawa t-v,ON,1,INHERIT_QID,Q1013150,Mattawa,,PLACE_ON130090,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (mattawa, URBAN, ON) bucket -> PLACE_ON130090"
PLACE_ON099168_1911,New Liskeard t-v,ON,1,INHERIT_QID,Q28836907,New Liskeard,,PLACE_ON148200,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (new liskeard, URBAN, ON) bucket -> PLACE_ON148200"
PLACE_ON099169_1911,North Bay t-v,ON,1,INHERIT_QID,Q912253,North Bay,,PLACE_ON130091,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (north bay, URBAN, ON) bucket -> PLACE_ON130091"
PLACE_ON099170_1911,Sturgeon Falls t-v,ON,1,INHERIT_MINT,,,"Historic Sturgeon Falls town in Nipissing District, now part of West Nipissing; no direct Wikidata entity",PLACE_ON130092,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (sturgeon falls, URBAN, ON) mint bucket -> PLACE_ON130092"
PLACE_ON099171_1911,Sudbury t-v,ON,1,INHERIT_QID,Q383434,Greater Sudbury,,PLACE_ON146134,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (sudbury, URBAN, ON) bucket -> PLACE_ON146134"
PLACE_ON099999_1911,NO DATA,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON100001_1881,"Cornwall, West Ward—Quartier",ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON100002,"Cornwall, Centre Ward—Quartier",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON100002_1901,"Ottawa, Central, Ward—Quartier",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON100003_1881,"Cornwall, East Ward—Quartier",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON100003_1901,"Ottawa, Dalhousie, Ward—Quartier",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON100007,"Ottawa, Wellington, Ward—Quartier",ON,3,NO_EVIDENCE,,,,,,,
PLACE_ON100011,"Lindsay, Town of",ON,1,INHERIT_QID,Q3241437,Lindsay,,PLACE_ON149013,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (lindsay, URBAN, ON) bucket -> PLACE_ON149013"
PLACE_ON100012,Luterworth,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON100013,Macauley and Draper,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON100999,NO DATA,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON101002,"Dumfries, North",ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON101002_1881,Finch,ON,1,INHERIT_MINT,,,"Historic Stormont township, now part of North Stormont; no Wikidata entity",PLACE_ON145002_1911,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (finch, BARE, ON) mint bucket -> PLACE_ON145002_1911"
PLACE_ON101002_1901,"Easthope, North—Nord",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON101003,"Easthope, South—Sud",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON101003_1881,Roxborough,ON,1,INHERIT_MINT,,,"Historic Roxborough township in Stormont County, now part of North Stormont; no Wikidata entity",PLACE_ON145004,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (roxborough, BARE, ON) mint bucket -> PLACE_ON145004"
PLACE_ON101004_1861,"Hamburg, Village",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON101007,"Zorra, East—Est",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON101008,"Waterloo, North",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON101008_1901,"Zorra, West—Ouest",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON101009,"Waterloo, South",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON102003_1901,"Norwich, North—Nord",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON102004_1891,Whitby E,ON,1,INHERIT_MINT,,,"East Whitby Township (former Ontario County township, now part of Oshawa); no Wikidata entity",PLACE_ON133011,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (whitby e, BARE, ON) mint bucket -> PLACE_ON133011"
PLACE_ON102004_1901,"Norwich, South—Sud",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON102005_1891,Whitby W-O,ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON102006,Winchester,ON,4,INHERIT_MINT,,,ON historic township not in Wikidata,PLACE_ON107004,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,S1_STRICT_YEAR_LINK via ON102006_1881 -> ON057007_1891 -> PLACE_ON107004 | S2_STRICT_MULTIHOP via ON102006_1881 -> ON054007_1901 -> PLACE_ON107004
PLACE_ON102006_1851,Humberstone,ON,2,INHERIT_MINT,,,"Historic ON township in Welland, merged into Port Colborne, no WD entity",PLACE_ON151003_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (humberstone, BARE, ON) mint bucket -> PLACE_ON151003_1921"
PLACE_ON102007_1901,"Oxford, East—Est",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON102008_1901,"Oxford, North—Nord",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON102009_1901,"Oxford, West—Ouest",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON102011,Wainfleet.,ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON102107,Indian reserves,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON102999,NO DATA,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON103002,Arthur,ON,1,INHERIT_QID,Q115260727,Arthur,,PLACE_ON152001_1881,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (arthur, BARE, ON) bucket -> PLACE_ON152001_1881"
PLACE_ON103007,Garafraxa,ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON104001_1871,"Ottawa, By Ward—Quartier",ON,3,NO_EVIDENCE,,,,,,,
PLACE_ON104002,"Ottawa, Ottawa Ward—Quartier",ON,3,NO_EVIDENCE,,,,,,,
PLACE_ON104004_1871,"Ottawa, Victoria Ward—Quartier",ON,3,NO_EVIDENCE,,,,,,,
PLACE_ON104006,"Flamboro, East",ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON104006_1871,"New Edinburgh, Village",ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON104006_1911,Oshawa t-v,ON,1,INHERIT_QID,Q211867,Oshawa,,PLACE_ON133012,S3_AMBIGUOUS_NAMED,medium,S3_AMBIGUOUS_NAMED via ON104006_1911 -> ON098001_1901 -> PLACE_ON133012
PLACE_ON104007,"Flamboro, West",ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON104017_1921,Indian reserves,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON105001,"Ottawa, By ward-quartier",ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON105002_1911,"Ottawa, Capital ward-quartier",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON105003_1861,"Gwillimhury, East",ON,1,INHERIT_QID,Q483424,East Gwillimbury,,PLACE_ON154003,S1_STRICT_YEAR_LINK,high,S1_STRICT_YEAR_LINK via ON105003_1861 -> ON042008_1851 -> PLACE_ON154003
PLACE_ON105003_1911,"Ottawa, Central ward-quartier",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON105004,"Gwillimhury, North",ON,1,INHERIT_MINT,,,"Historic ON township, absorbed into East Gwillimbury, no separate WD entity",PLACE_ON154004_1911,S1_STRICT_YEAR_LINK,high,S1_STRICT_YEAR_LINK via ON105004_1861 -> ON042007_1851 -> PLACE_ON154004_1911
PLACE_ON105004_1911,"Ottawa, Dalhousie ward-quartier",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON105004_1911_1921,Grower N,ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON105005_1901,"Ottawa, Ottawa ward-quartier",ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON105006_1871,"Ottawa, St. George ward-quartier",ON,5,NO_EVIDENCE,,,,,,,
PLACE_ON105006_1891,"St. Marys, Town—Ville",ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON105007_1901,"Ottawa, Victoria ward-quartier",ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON105008,Zorra W-O,ON,4,NO_EVIDENCE,,,,,,,
PLACE_ON105008_1911,"Ottawa, Wellington ward-quartier",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON106001,"Algoma, District",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON106001_1901,"Ashburnham, Village",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON106004_1901,Burleigh & Anstruther,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON106006_1911_1911,Woodstock c,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON106008,"Clyde, Eyre & Havelock",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON106008_1891,Oxford N,ON,1,INHERIT_MINT,,,Historic North Oxford township in Oxford County; no Wikidata entity,PLACE_ON134008_1911,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (oxford n, BARE, ON) mint bucket -> PLACE_ON134008_1911"
PLACE_ON106008_1911,Tavistock vl pt,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON106008_1911_1921,"Grand Valley, VL",ON,3,NO_EVIDENCE,,,,,,,
PLACE_ON106009_1891,Oxford W-O,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON106012,"Guilford, Harburn & Bruton",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON106014,"Harcourt, Dudley & Dysart",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON106017,"Livingstone, Lawrence & Nightingale",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON107002_1871,Emsley,ON,2,INHERIT_MINT,,,"Historic Leeds township (South half), no Wikidata entity",PLACE_ON124005,S1_STRICT_YEAR_LINK,high,S1_STRICT_YEAR_LINK via ON107002_1881 -> ON085001_1891 -> PLACE_ON124005
PLACE_ON107002_1901,"Monaghan, North—Nord",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON107003_1901,"Monaghan, South—Sud",ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON107006_1911,Oxford W-O,ON,3,INHERIT_MINT,,,Historic West Oxford township in Oxford County; no Wikidata entity,PLACE_ON134009_1921,S1_STRICT_YEAR_LINK,high,S1_STRICT_YEAR_LINK via ON107006_1911 -> ON134009_1921 -> PLACE_ON134009_1921
PLACE_ON108001,St. Andrews’ Ward,ON,2,NO_EVIDENCE,,,,,,,
PLACE_ON108002,Gower N,ON,4,NO_EVIDENCE,,,,,,,
PLACE_ON108002_1861,St. Georges’ Ward,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON108002_1911,Bethune & Proudfoot,ON,1,NO_EVIDENCE,,,,,,,
PLACE_ON108003,St. Lawrence Ward,ON,2,NO_EVIDENCE,,,,,,,
