tcpuid,year,province,old_canonical_name,new_canonical_name,old_place_id,new_place_id
NS017001,1921,NS,Brookfield N.,Brookfield,PLACE_NS017001_1921,PLACE_NS017001
NS017006,1921,NS,Hunt Point (White Point),Hunt Point,PLACE_NS017006_1921,PLACE_NS017006
NS017008,1881,NS,Wolfville,"Wolfville, Town—Ville",PLACE_NS037008,PLACE_NS036027
NS017011,1921,NS,Western Head (Moose Harbour),Western Head,PLACE_NS017011_1921,PLACE_NS017011
NS018004,1881,NS,Windsor Forks,Forks,PLACE_NS018004_1881,PLACE_NS035007
NS018008,1881,NS,Rawdon S,Rawdon & Uniacke,PLACE_NS018008,PLACE_NS012010
NS018016,1881,NS,Rawdon N,Rawdon,PLACE_NS018016,PLACE_NS012009
NS019001,1921,NS,Barrington Head & Passage,Barrington Head,PLACE_NS019001_1921,PLACE_NS019001
NS019014,1881,NS,"Truro, T-V","Truro, Town—Ville",PLACE_NS007026,PLACE_NS007026
NS019016,1881,NS,Broofield Corner,Brookfield,PLACE_NS019016,PLACE_NS007002_1881
NS019016,1921,NS,"Clarks Harbour, T-V",Clark Harbour,PLACE_NS019016_1921,PLACE_NS019016
NS020002,1881,NS,West Branch River John,River John W. Branch,PLACE_NS020002,PLACE_NS016029
NS020007,1881,NS,Pictou,Pictou Island & Fisher's Grant,PLACE_NS020007,PLACE_NS039022
NS020007,1921,NS,Cape N.,Cape North,PLACE_NS020007_1921,PLACE_NS020007
NS020010,1881,NS,West River & Green Hill,Green Hill,PLACE_NS020010,PLACE_NS016016
NS020011,1881,NS,Gairloch,Mill Brook,PLACE_NS020011,PLACE_NS016024
NS020015,1881,NS,Albion Mines,Stellarton,PLACE_NS020015,PLACE_NS039026
NS020020,1881,NS,East River,Bridgeville,PLACE_NS039007,PLACE_NS016005
NS020022,1881,NS,Merigomish,Merigonish,PLACE_NS050021,PLACE_NS016022
NS020025,1881,NS,"Westville, T-V",Westville,PLACE_NS016040,PLACE_NS039027
NS020026,1881,NS,French River,Wentworth Grant,PLACE_NS039009,PLACE_NS016034
NS021003,1881,NS,Antigonish,"Antigonish, T-V",PLACE_NS021003,PLACE_NS005019
NS021007,1881,NS,St. Andrew's,Pomquet River,PLACE_NS021007,PLACE_NS027013
NS021009,1881,NS,Tracadie,Linwood,PLACE_NS021009,PLACE_NS005006
NS022007,1881,NS,Victoria Cross Road,Middleboro,PLACE_NS022007_1881,PLACE_NS008013
NS026020,1891,NS,Middleton,"Middleton, T-V",PLACE_NS026020,PLACE_NS004031
NS026020,1901,NS,Middleton,"Middleton, T-V",PLACE_NS026020,PLACE_NS004031
NS026027,1891,NS,Round Hill (Moschelle),Round Hill,PLACE_NS026027,PLACE_NS004024
NS027002,1891,NS,"Antigonish, Village",Antigonish (Rural),PLACE_NS027002,PLACE_NS005001
NS027003,1901,NS,"Antigonish, South—Sud",Antigonish (Rural),PLACE_NS027003_1901,PLACE_NS005001
NS027004,1891,NS,Ballantyne’s Cove,Cape George,PLACE_NS027004_1891,PLACE_NS005003
NS027005,1891,NS,Fraser’s Mills,"South River, Middle (Dunmore)",PLACE_NS027005,PLACE_NS005015
NS027010,1891,NS,Malignant Brook,Maryvale,PLACE_NS027010,PLACE_NS005008
NS027011,1891,NS,Mahoney’s Beach,Morristown,PLACE_NS027011_1891,PLACE_NS005009
NS027012,1891,NS,Merland,Tracadie,PLACE_NS027012,PLACE_NS005017
NS027014,1891,NS,Salt Springs,North Grant,PLACE_NS027014,PLACE_NS005010
NS027015,1901,NS,South-River,"South River, Middle (Dunmore)",PLACE_NS027015_1901,PLACE_NS005015
NS028007,1891,NS,Cow Bay,Port Morien,PLACE_NS028007,PLACE_NS006024
NS028008,1901,NS,"East Bay, North—Nord",East Bay North,PLACE_NS028008_1901,PLACE_NS039009
NS028009,1901,NS,"East Bay, South—Sud",East Bay S.,PLACE_NS028009,PLACE_NS006016_1901
NS028014,1891,NS,Leitche’s Creek,George River,PLACE_NS028014,PLACE_NS006005_1891
NS028017,1891,NS,Loch Lomond,Enon,PLACE_NS028019_1891,PLACE_NS006017
NS028019,1901,NS,Loch Lomond,Enon,PLACE_NS028019_1891,PLACE_NS006017
NS028022,1891,NS,Sydney Forks,South Forks,PLACE_NS028022,PLACE_NS006026
NS028022,1901,NS,"North Sydney, Town—Ville","North Sydney, T-V",PLACE_NS028022_1901,PLACE_NS006009_1891
NS029008,1891,NS,"Kempt, Town—Ville",Kemptown,PLACE_NS029008_1891,PLACE_NS007009
NS029010,1891,NS,Lower Stewiacke S,Gays River,PLACE_NS029010,PLACE_NS007008
NS029019,1901,NS,"Truro, T-V","Truro, Town—Ville",PLACE_NS007026,PLACE_NS007026
NS029020,1891,NS,"Truro, T-V","Truro, Town—Ville",PLACE_NS007026,PLACE_NS007026
NS030002,1901,NS,Polling district No. 4,Fort Lawrence,PLACE_NS030002_1901,PLACE_NS008008_1901
NS030003,1901,NS,Polling district No. 5,West Amherst,PLACE_NS030003_1901,PLACE_NS008027
NS030005,1901,NS,Polling district No. 7,East Amherst,PLACE_NS030005_1901,PLACE_NS008007
NS030006,1901,NS,Polling district No. 8,Amherst Head,PLACE_NS030006_1901,PLACE_NS008002
NS030007,1901,NS,Polling district No. 9,Linden,PLACE_NS030007_1901,PLACE_NS008009
NS030008,1901,NS,Polling district No. 10,Tidnish,PLACE_NS030008_1901,PLACE_NS008024
NS030009,1901,NS,Polling district No. 11,Pugwash,PLACE_NS030009,PLACE_NS008016
NS030010,1891,NS,Parrsboro’,Polling district No. 38,PLACE_NS030010_1891,PLACE_NS030033
NS030010,1901,NS,Polling district No. 12,Doherty Creek,PLACE_NS030010,PLACE_NS008006
NS030011,1901,NS,Polling district No. 13,Pugwash River,PLACE_NS030011_1901,PLACE_NS008017
NS030012,1901,NS,Polling district No. 14,Six Mile Road,PLACE_NS030012_1901,PLACE_NS008022
NS030013,1901,NS,Polling district No. 15,Wallace Bridge,PLACE_NS030013_1901,PLACE_NS008025
NS030014,1891,NS,"Springhill, Town—Ville","Springhill, T-V",PLACE_NS030014,PLACE_NS008034
NS030014,1901,NS,Polling district No. 16,Wentworth,PLACE_NS030014_1901,PLACE_NS008026
NS030015,1891,NS,Springhill,Rodney,PLACE_NS030015,PLACE_NS008020
NS030015,1901,NS,Polling district No. 17,Malagash,PLACE_NS030015_1901,PLACE_NS008011
NS030016,1891,NS,Victoria,Middleboro,PLACE_NS030016_1891,PLACE_NS008013
NS030016,1901,NS,Polling district No. 18 ,Westchester,PLACE_NS030016_1901,PLACE_NS008028
NS030017,1901,NS,Polling district No. 19,Middleboro,PLACE_NS030017_1901,PLACE_NS008013
NS030018,1901,NS,Polling district No. 20,River Philip,PLACE_NS030018_1901,PLACE_NS008019
NS030019,1901,NS,Polling district No. 21,"Oxford, T-V",PLACE_NS030019_1901,PLACE_NS008032
NS030020,1901,NS,Polling district No. 22,Mansfield,PLACE_NS030020_1901,PLACE_NS008012
NS030021,1901,NS,Polling district No. 23,Southampton,PLACE_NS030021,PLACE_NS008023
NS030022,1901,NS,Polling district No. 24,Rodney,PLACE_NS030022_1901,PLACE_NS008020
NS030025,1901,NS,Polling district No. 29,River Hebert,PLACE_NS030025,PLACE_NS008018
NS030026,1901,NS,Polling district No. 30,Lower Cove,PLACE_NS030026,PLACE_NS008010
NS030027,1901,NS,Polling district No. 31,"Joggins, T-V",PLACE_NS030027,PLACE_NS008031
NS030028,1901,NS,Polling district No. 32,Shulee,PLACE_NS030028,PLACE_NS008021
NS030029,1901,NS,Polling district No. 33,Advocate Harbor,PLACE_NS030029,PLACE_NS030029
NS030030,1901,NS,Polling district No. 34,Port Greville,PLACE_NS030030,PLACE_NS008015
NS030031,1901,NS,Polling district No. 35,Diligent River,PLACE_NS030031,PLACE_NS008005
NS031010,1891,NS,"Marshall, Town—Ville",Marshalls,PLACE_NS031011,PLACE_NS009011
NS031011,1901,NS,"Marshall, Town—Ville",Marshalls,PLACE_NS031011,PLACE_NS009011
NS032005,1891,NS,Forks St. Mary’s,Forks,PLACE_NS032005,PLACE_NS010006
NS032007,1891,NS,Guysborough Intervale,Intervale,PLACE_NS032007,PLACE_NS010013_1921
NS033009,1901,NS,"Chezzetcook, East—Est",Chezzetcook E.,PLACE_NS033009_1901,PLACE_NS011002
NS033010,1901,NS,"Chezzetcook, West—Ouest",Chezzetcook W.-O.,PLACE_NS033010_1901,PLACE_NS011003
NS033012,1901,NS,"Dartmouth, Town—Ville","Dartmouth, T-V",PLACE_NS033012,PLACE_NS011044
NS033036,1901,NS,Prospect Road,Spryfield (Prospect Road),PLACE_NS033036_1901,PLACE_NS011039
NS033045,1901,NS,Thirteen-mile House,Windsor Road,PLACE_NS033045_1901,PLACE_NS011030
NS034002,1891,NS,Polling District No. 8,Portuguese Cove,PLACE_NS034002_1891,PLACE_NS011027
NS034003,1891,NS,Polling District No. 9,Sambro,PLACE_NS034003_1891,PLACE_NS011031
NS034004,1891,NS,Polling District No. 10,Upper Prospect,PLACE_NS034004_1891,PLACE_NS011041
NS034005,1891,NS,Polling District No. 11,Hackett Cove,PLACE_NS034005,PLACE_NS011011
NS034006,1891,NS,Polling District No. 12,French Village,PLACE_NS034006,PLACE_NS011009
NS034007,1891,NS,Polling District No. 13,Spryfield (Prospect Road),PLACE_NS034007_1891,PLACE_NS011039
NS034008,1891,NS,Polling District No. 14,Northwest Arm,PLACE_NS034008_1891,PLACE_NS011024
NS034010,1891,NS,Polling District No. 16,Hammond Plains,PLACE_NS034010_1891,PLACE_NS011012
NS034011,1891,NS,Polling District No. 17,Windsor Road,PLACE_NS034011_1891,PLACE_NS011030
NS034012,1891,NS,Polling District No. 18,Fall River,PLACE_NS034012_1891,PLACE_NS011007
NS034013,1891,NS,Polling District No. 19,Gays River,PLACE_NS034013_1891,PLACE_NS011010
NS034014,1891,NS,Polling District No. 20,Meagher Grant,PLACE_NS034014_1891,PLACE_NS011019
NS034015,1891,NS,Polling District No. 21,Middle Musquodoboit,PLACE_NS034015_1891,PLACE_NS011021
NS034016,1891,NS,Polling District No. 22,Upper Musquodoboit,PLACE_NS034016_1891,PLACE_NS011023
NS034016,1901,NS,South Newport,Brooklyn,PLACE_NS046015,PLACE_NS012014
NS034017,1891,NS,Polling District No. 23,Terence Bay,PLACE_NS034017_1891,PLACE_NS011040
NS034018,1891,NS,Polling District No. 24,Smith Cove,PLACE_NS034018_1891,PLACE_NS011037
NS034019,1891,NS,Polling District No. 25,Sheet Harbour,PLACE_NS034019_1891,PLACE_NS011033
NS034020,1891,NS,Polling District No. 26a,Spry Bay,PLACE_NS034020,PLACE_NS011038
NS034021,1891,NS,Polling District No. 26b,Shoal Bay,PLACE_NS034021,PLACE_NS011036
NS034022,1891,NS,Polling District No. 27a,Ship Harbour,PLACE_NS034022,PLACE_NS011035
NS034023,1891,NS,Polling District No. 27b,Jeddore,PLACE_NS034023,PLACE_NS011016
NS034024,1891,NS,Polling District No. 28a,Chezzetcook W.-O.,PLACE_NS034024,PLACE_NS011003
NS034025,1891,NS,Polling District No. 28b,Seaforth,PLACE_NS034025,PLACE_NS011032
NS034026,1891,NS,Polling District No. 29,Lawrencetown,PLACE_NS034026_1891,PLACE_NS011017
NS034027,1891,NS,Polling District No. 30,Preston,PLACE_NS034027,PLACE_NS011028
NS034028,1891,NS,"Dartmouth, Town—Ville","Dartmouth, T-V",PLACE_NS034028,PLACE_NS011044
NS034029,1891,NS,Polling District No. 32a,Ingram River,PLACE_NS034029,PLACE_NS011015
NS034030,1891,NS,Polling District No.  32b,Hubbard Cove,PLACE_NS034030,PLACE_NS011014
NS034031,1891,NS,Polling District No. 33,Eastern Passage,PLACE_NS034031_1891,PLACE_NS011006
NS034032,1891,NS,Polling District No. 34,Port Dufferin,PLACE_NS034032_1891,PLACE_NS011025
NS034033,1891,NS,Polling District No. 35,Little River,PLACE_NS034033_1891,PLACE_NS011018
NS034034,1891,NS,Polling District No. 36,Chezzetcook E.,PLACE_NS034034,PLACE_NS011002
NS034035,1891,NS,Polling District No. 37,Musquodoboit Harbour,PLACE_NS034035,PLACE_NS011022
NS034036,1891,NS,Polling District No. 38,East Dover,PLACE_NS034036_1891,PLACE_NS011005
NS034037,1891,NS,Polling District No. 39,Porter Lake,PLACE_NS034037_1891,PLACE_NS011026
NS035010,1901,NS,"Margaree Harbour, East side—Côté est",Margaree Harbour E.,PLACE_NS035010,PLACE_NS013009_1901
NS035011,1901,NS,"Margaree Harbour, West side—Côté ouest",Margaree Harbour W.-O.,PLACE_NS035011_1901,PLACE_NS013010_1901
NS035012,1901,NS,"Margaree, Northeast—Nord-est",Margaree N. E.,PLACE_NS035012_1901,PLACE_NS013011
NS035013,1901,NS,"Margaree, Southwest—Sud-ouest",Margaree S. W.-O.,PLACE_NS035013_1901,PLACE_NS013012
NS035014,1891,NS,Rawdon Church,Rawdon,PLACE_NS035014_1891,PLACE_NS012009
NS035018,1901,NS,Port Hood,"Port Hood, T-V",PLACE_NS035018,PLACE_NS013027
NS035019,1901,NS,Denys River,River Denys,PLACE_NS035019_1901,PLACE_NS013017
NS035020,1901,NS,Inhabitants River (part),River Inhabitants,PLACE_NS035020_1901,PLACE_NS013018
NS035024,1901,NS,"Whycocomagh, North side—Côté nord",Whycocomagh N.,PLACE_NS035024_1901,PLACE_NS013022
NS036004,1891,NS,"Hawkesbury, Town—Ville","Port Hawkesbury, T-V",PLACE_NS036004,PLACE_NS013026
NS036010,1891,NS,Margarie N-E,Margaree N. E.,PLACE_NS036010_1891,PLACE_NS013011
NS036011,1891,NS,Margarie S-O,Margaree S. W.-O.,PLACE_NS036011_1891,PLACE_NS013012
NS036012,1891,NS,North Mountain,West Bay,PLACE_NS036012,PLACE_NS013021
NS036016,1891,NS,Port Hood,"Port Hood, T-V",PLACE_NS035018,PLACE_NS013027
NS036017,1891,NS,River Dennis,River Denys,PLACE_NS036017_1891,PLACE_NS013017
NS036020,1891,NS,Whycocomagh,Whycocomagh N.,PLACE_NS036020,PLACE_NS013022
NS036021,1891,NS,Whycocomagh S,"Whycocomagh, South side—Côté sud",PLACE_NS036021,PLACE_NS035025
NS036026,1901,NS,Ward—Quartier No. 7,Gaspereau,PLACE_NS036026,PLACE_NS036026
NS037006,1891,NS,Kentville & Canaan,"Kentville, T-V",PLACE_NS037006,PLACE_NS014016
NS037007,1901,NS,"Bridgewater, South—Sud",Hebbs Mills,PLACE_NS037007_1901,PLACE_NS015016
NS037008,1891,NS,Wolfville,"Wolfville, Town—Ville",PLACE_NS037008,PLACE_NS036027
NS037010,1901,NS,"Chester, East—Est",Chester E.,PLACE_NS037010_1901,PLACE_NS015007
NS037011,1901,NS,"Chester, West—Ouest",Chester W.-O.,PLACE_NS037011,PLACE_NS015008
NS037018,1911,NS,Middleton,Brooklyn E. (Middleton),PLACE_NS037018_1911,PLACE_NS004003
NS037024,1901,NS,Newcombville,Waterloo,PLACE_NS037024,PLACE_NS015040
NS037032,1901,NS,Sandy Beaches,Blandford,PLACE_NS037032_1901,PLACE_NS015003
NS038001,1891,NS,Baywater,Blandford,PLACE_NS038001,PLACE_NS015003
NS038002,1911,NS,Antigonish S.,Antigonish (Rural),PLACE_NS038002_1911,PLACE_NS005001
NS038003,1891,NS,"Bridgewater, T-V",Bridgewater,PLACE_NS015043,PLACE_NS038003
NS038003,1901,NS,Bailey Brook,Gulf Shore,PLACE_NS016002_1911,PLACE_NS038003_1871
NS038004,1911,NS,Dunmore,"South River, Middle (Dunmore)",PLACE_NS038004_1911,PLACE_NS005015
NS038021,1901,NS,Merigomish,Merigonish,PLACE_NS050021,PLACE_NS016022
NS038025,1901,NS,"New Glasgow, T-V","New Glasgow, Town—Ville",PLACE_NS016036,PLACE_NS016036
NS038030,1901,NS,"River John, West Branch—Branche Ouest",River John W. Branch,PLACE_NS038030,PLACE_NS016029
NS039002,1891,NS,Bailey Brook,Gulf Shore,PLACE_NS016002_1911,PLACE_NS038003_1871
NS039002,1901,NS,"Arichat, West—Ouest",Arichat W-O,PLACE_NS039002_1901,PLACE_NS018003_1871
NS039005,1891,NS,Cariboo E & W-O,Cariboo,PLACE_NS039005,PLACE_NS039005
NS039007,1891,NS,East River,Bridgeville,PLACE_NS039007,PLACE_NS016005
NS039009,1891,NS,French River,Wentworth Grant,PLACE_NS039009,PLACE_NS016034
NS039016,1891,NS,Merigomish,Merigonish,PLACE_NS050021,PLACE_NS016022
NS039025,1891,NS,"River John, West Branch—Branche Ouest",River John W. Branch,PLACE_NS038030,PLACE_NS016029
NS039026,1891,NS,"Stellarton, T-V",Stellarton,PLACE_NS016038,PLACE_NS039026
NS039027,1891,NS,"Westville, T-V",Westville,PLACE_NS016040,PLACE_NS039027
NS040005,1911,NS,Dominion No. 6,Catalone,PLACE_NS006015_1911,PLACE_NS006014
NS040006,1891,NS,Hunt’s Point,Hunt Point,PLACE_NS040006_1891,PLACE_NS017006
NS040006,1911,NS,East Bay S.,Dominion No. 6,PLACE_NS006016_1911,PLACE_NS006015_1911
NS040007,1911,NS,Enon,East Bay S.,PLACE_NS006017,PLACE_NS006016_1901
NS040008,1911,NS,Gabarus,Enon,PLACE_NS006018,PLACE_NS006017
NS040009,1911,NS,Grand Mira,Gabarus,PLACE_NS006019,PLACE_NS006018
NS040010,1911,NS,Hillside,Grand Mira,PLACE_NS006020,PLACE_NS006019
NS040011,1911,NS,Lingan,Hillside,PLACE_NS040011,PLACE_NS006020
NS040012,1911,NS,Main-à-Dieu,Lingan,PLACE_NS006023,PLACE_NS040012
NS040013,1901,NS,Ragged Island,Green Harbour,PLACE_NS040013_1901,PLACE_NS019004_1891
NS040014,1901,NS,Sable River,Louis Head,PLACE_NS052025,PLACE_NS040014
NS040014,1911,NS,Reserve,Main-à-Dieu,PLACE_NS006025,PLACE_NS006023
NS040015,1911,NS,South Forks,Port Morien,PLACE_NS006026,PLACE_NS006024
NS040016,1911,NS,Trout Brook,Reserve,PLACE_NS006027,PLACE_NS006025
NS040017,1901,NS,"Shelburne, Town—Ville","Shelburne, T-V",PLACE_NS040017_1901,PLACE_NS019018
NS040019,1901,NS,Beach Meadows,Eagle Head,PLACE_NS040019_1901,PLACE_NS017004
NS040019,1911,NS,"Dominion, T-V",Trout Brook,PLACE_NS006029,PLACE_NS006027
NS040020,1911,NS,"Glace Bay, T-V",Louisburg Parish,PLACE_NS006030,PLACE_NS006022
NS040021,1911,NS,"Louisburg, T-V","Sydney, Town—Ville",PLACE_NS006031,PLACE_NS040021
NS041014,1891,NS,Upper l’Ardoise,Rockdale,PLACE_NS041014,PLACE_NS018015
NS041015,1891,NS,West Arichat,Arichat W-O,PLACE_NS041015_1891,PLACE_NS018003_1871
NS041025,1911,NS,"Truro, T-V","Truro, Town—Ville",PLACE_NS007026,PLACE_NS007026
NS042001,1891,NS,Barrington,Barrington Head,PLACE_NS042001,PLACE_NS019001
NS042002,1891,NS,Barrington Passage,Doctor Cove,PLACE_NS042002,PLACE_NS040005
NS042003,1891,NS,Cape Sable Island,Clark Harbour,PLACE_NS042003,PLACE_NS019016
NS042004,1891,NS,Cape Sable Island Centre,North Cape Island,PLACE_NS042004,PLACE_NS040009
NS042007,1891,NS,Jordan Bay W-O,Jordan Bay,PLACE_NS042007,PLACE_NS019005
NS042008,1891,NS,Jordan Falls,Jordan River,PLACE_NS042008,PLACE_NS019006
NS042013,1891,NS,Port Clyde,Clyde River,PLACE_NS042013,PLACE_NS052009
NS042015,1901,NS,"Pubnico, East—Est",Pubnico E.,PLACE_NS042015_1901,PLACE_NS021014
NS042017,1901,NS,"Pubnico, West—Ouest",Pubnico W-O,PLACE_NS042017_1901,PLACE_NS021016
NS042020,1901,NS,Tusket Wedge,"Wedgeport, T-V",PLACE_NS042020,PLACE_NS021021
NS042030,1911,NS,"Amherst, T-V","Amherst, Town—Ville",PLACE_NS008030,PLACE_NS008030
NS043013,1891,NS,New Haven,Neil Harbour,PLACE_NS043013_1891,PLACE_NS020014_1891
NS044022,1891,NS,Tusket Lakes,Forest Lakes,PLACE_NS044022_1891,PLACE_NS053007
NS044023,1891,NS,Tusket Wedge,Plymouth,PLACE_NS042020,PLACE_NS021012
NS045028,1911,NS,Sackville,Windsor Road,PLACE_NS045028_1911,PLACE_NS011030
NS045036,1911,NS,Spryfield,Spryfield (Prospect Road),PLACE_NS045036_1911,PLACE_NS011039
NS045043,1911,NS,"Halifax c., Ward No. 1","Halifax, Ward—Quartier No. 1",PLACE_NS045043,PLACE_NS045043
NS045044,1911,NS,"Halifax c., Ward No. 2","Halifax, Ward—Quartier No. 2",PLACE_NS045044,PLACE_NS045044
NS045045,1911,NS,"Halifax c., Ward No. 3","Halifax, Ward—Quartier No. 3",PLACE_NS045045,PLACE_NS045045
NS045046,1911,NS,"Halifax c., Ward No. 4","Halifax, Ward—Quartier No. 4",PLACE_NS045046,PLACE_NS045046
NS045047,1911,NS,"Halifax c., Ward No. 5","Halifax, Ward—Quartier No. 5",PLACE_NS045047,PLACE_NS045047
NS045048,1911,NS,"Halifax c., Ward No. 6","Halifax, Ward—Quartier No. 6",PLACE_NS045048,PLACE_NS045048
NS046015,1911,NS,South Newport,Brooklyn,PLACE_NS046015,PLACE_NS012014
NS047010,1911,NS,Margaree Harbour W.-O.,Margaree Harbour E.,PLACE_NS013010_1911,PLACE_NS013009_1901
NS047011,1911,NS,Margaree N. E.,Margaree Harbour W.-O.,PLACE_NS013011_1911,PLACE_NS013010_1901
NS047012,1911,NS,Margaree S. W.-O.,Margaree N. E.,PLACE_NS013012,PLACE_NS013011
NS047013,1911,NS,Pleasant Bay,Margaree S. W.-O.,PLACE_NS013013,PLACE_NS013012
NS047014,1911,NS,Poplar Grove,Pleasant Bay,PLACE_NS013014,PLACE_NS013013
NS047015,1911,NS,Port Hastings,Poplar Grove,PLACE_NS013015,PLACE_NS013014
NS047016,1911,NS,Port Hood,Port Hastings,PLACE_NS013016,PLACE_NS013015
NS047017,1911,NS,River Denys,Port Hood,PLACE_NS013017,PLACE_NS013016
NS047018,1911,NS,River Inhabitants,River Denys,PLACE_NS013018,PLACE_NS013017
NS047019,1911,NS,St. Joseph,River Inhabitants,PLACE_NS013019,PLACE_NS013018
NS047020,1911,NS,Strath Lorne,St. Joseph,PLACE_NS013020,PLACE_NS013019
NS047021,1911,NS,West Bay,Strath Lorne,PLACE_NS013021,PLACE_NS013020
NS047022,1911,NS,Whycocomagh N.,West Bay,PLACE_NS013022,PLACE_NS013021
NS047023,1911,NS,Whycocomagh S.,Whycocomagh N.,PLACE_NS013023,PLACE_NS013022
NS047024,1911,NS,Orangedale,Whycocomagh S.,PLACE_NS047024,PLACE_NS013023
NS047025,1911,NS,"Inverness, T-V",Orangedale,PLACE_NS013025,PLACE_NS047025
NS047026,1911,NS,"Port Hawkesbury, T-V","Inverness, T-V",PLACE_NS013026,PLACE_NS013025
NS047027,1911,NS,"Port Hood, T-V","Port Hawkesbury, T-V",PLACE_NS013027,PLACE_NS013026
NS048010,1911,NS,Medford,NO DATA,PLACE_NS048010,PLACE_NS014999
NS049007,1911,NS,Chester Basin,Chesley Corner,PLACE_NS015006,PLACE_NS049007
NS049008,1911,NS,Chester E.,Chester Basin,PLACE_NS015007,PLACE_NS015006
NS049009,1911,NS,Chester W-O,Chester E.,PLACE_NS049009,PLACE_NS015007
NS049010,1911,NS,Conquerall Bank,Chester W.-O.,PLACE_NS015009,PLACE_NS015008
NS049011,1911,NS,Dublin Shore,Conquerall Bank,PLACE_NS049011,PLACE_NS015009
NS049013,1911,NS,First South,Dublin Shore,PLACE_NS015014,PLACE_NS049013
NS049014,1911,NS,Garden Lots,Feltzen S.,PLACE_NS015015,PLACE_NS015013
NS049015,1911,NS,Hebbs Mills,First South,PLACE_NS015016,PLACE_NS015014
NS049016,1911,NS,Hemford,Garden Lots,PLACE_NS015017,PLACE_NS015015
NS049017,1911,NS,Indian Point,Hebbs Mills,PLACE_NS015018,PLACE_NS015016
NS049018,1911,NS,Italy Cross,Hemford,PLACE_NS015019,PLACE_NS015017
NS049019,1911,NS,LaHave Island,Indian Point,PLACE_NS015020,PLACE_NS015018
NS049020,1911,NS,Maders Cove,Italy Cross,PLACE_NS015021,PLACE_NS015019
NS049021,1911,NS,Mahone Bay,LaHave Island,PLACE_NS015045,PLACE_NS015020
NS049022,1911,NS,Mahone Bay Road,Maders Cove,PLACE_NS015022,PLACE_NS015021
NS049023,1911,NS,Midville Branch,Mahone Bay,PLACE_NS015023,PLACE_NS015045
NS049024,1911,NS,Mill Cove,Mahone Bay Road,PLACE_NS015024,PLACE_NS015022
NS049025,1911,NS,New Cornwall,Midville Branch,PLACE_NS015025,PLACE_NS015023
NS049026,1911,NS,New Ross,Mill Cove,PLACE_NS049026,PLACE_NS015024
NS049027,1911,NS,Northfield,New Cornwall,PLACE_NS015030,PLACE_NS015025
NS049028,1911,NS,Oakland,New Ross,PLACE_NS015031,PLACE_NS049028
NS049029,1911,NS,Petite Rivière,Northfield,PLACE_NS049029,PLACE_NS015030
NS049030,1911,NS,Pleasantville,Oakland,PLACE_NS015034,PLACE_NS015031
NS049031,1911,NS,Parks Creek,Petite Rivière,PLACE_NS015032,PLACE_NS015033
NS049032,1911,NS,Riversport,Pleasantville,PLACE_NS015035,PLACE_NS015034
NS049033,1911,NS,Rose Bay,Parks Creek,PLACE_NS049033,PLACE_NS015032
NS049035,1911,NS,Upper LaHave,Riversport,PLACE_NS015038,PLACE_NS015035
NS049036,1911,NS,Vogler Cove,Rose Bay (Cross Roads),PLACE_NS015039,PLACE_NS015036
NS049038,1911,NS,Waterloo,Tancook,PLACE_NS015040,PLACE_NS015037
NS049039,1911,NS,Bridgewater t-v,Upper Lahave,PLACE_NS049039,PLACE_NS015038
NS049040,1911,NS,"Lunenburg, T-V",Vogler Cove,PLACE_NS015044,PLACE_NS015039
NS050021,1911,NS,Merigomish,Merigonish,PLACE_NS050021,PLACE_NS016022
NS050033,1911,NS,"New Glasgow, T-V","New Glasgow, Town—Ville",PLACE_NS016036,PLACE_NS016036
NS050034,1911,NS,"Pictou, T-V","Pictou, Town—Ville",PLACE_NS016037,PLACE_NS016037
NS052006,1911,NS,Centreville,North Cape Island (Centreville),PLACE_NS052006,PLACE_NS019007
NS053002,1911,NS,Argyle Head,Argyle Head & Lower Argyle,PLACE_NS053002,PLACE_NS021003_1911
NS053012,1911,NS,Plymouth,Ohio,PLACE_NS021012,PLACE_NS021011
NS053013,1911,NS,Port Maitland,Plymouth,PLACE_NS021013,PLACE_NS021012
NS053014,1911,NS,Pubnico E.,Port Maitland,PLACE_NS021014,PLACE_NS021013
NS053015,1911,NS,Pubnico Head,Pubnico E.,PLACE_NS021015,PLACE_NS021014
NS053016,1911,NS,Pubnico W.-O.,Pubnico Head,PLACE_NS021016,PLACE_NS021015
