tcpuid,year,province,old_canonical_name,new_canonical_name,old_place_id,new_place_id
ON049002,1901,ON,Amabel & Saugeen Ind. Reserve,Amabel,PLACE_ON049002_1901,PLACE_ON104002_1921
ON049004,1901,ON,"Chesley, T-V","Chesley, Village",PLACE_ON104018,PLACE_ON104018
ON049008,1901,ON,"Paisley, VL","Paisley, Village",PLACE_ON104027,PLACE_ON104027
ON049010,1901,ON,"Southampton, T-V","Southampton, Village",PLACE_ON104020,PLACE_ON104020
ON049011,1901,ON,"Tara, VL","Tara, Village",PLACE_ON104029,PLACE_ON104029
ON049012,1901,ON,"Wiarton, T-V","Wiarton, Village",PLACE_ON104022,PLACE_ON104022
ON050002,1871,ON,"Bowmanville, T-V","Bowmanville, Town—Ville",PLACE_ON108007_1911,PLACE_ON108007
ON050005,1871,ON,"Newcastle, VL","Newcastle, Village",PLACE_ON108010_1911,PLACE_ON108010
ON050007,1901,ON,"Port Elgin, VL","Port Elgin, Village",PLACE_ON104028,PLACE_ON104028
ON050009,1901,ON,"Tiverton, VL","Tiverton, Village",PLACE_ON104031,PLACE_ON104031
ON051002,1871,ON,"Port Hope, T-V","Port Hope, Town—Ville",PLACE_ON108008_1911,PLACE_ON108008
ON051005,1891,ON,"Teeswater, VL","Teeswater, Village",PLACE_ON104030,PLACE_ON104030
ON051006,1891,ON,"Walkerton, T-V","Walkerton, Town—Ville",PLACE_ON104021,PLACE_ON104021
ON052001,1891,ON,Albemarle & Cape Croker Ind. Reserve,Albemarle & Cape Croker I R,PLACE_ON049001_1891_1901,PLACE_ON059001
ON052002,1891,ON,Amabel & Saugeen,Amabel,PLACE_ON052002_1891,PLACE_ON104002_1921
ON052002,1901,ON,"Hintonburg, Village",Hintonburg Ottawa city part,PLACE_ON052002,PLACE_ON061009
ON052004,1891,ON,"Chesley, T-V","Chesley, Village",PLACE_ON104018,PLACE_ON104018
ON052006,1901,ON,North Gower,Gower N,PLACE_ON052006,PLACE_ON105004
ON052007,1901,ON,"Ottawa East, Village",Ottawa E Ottawa city part,PLACE_ON052007,PLACE_ON061010
ON052008,1891,ON,"Paisley, VL","Paisley, Village",PLACE_ON104027,PLACE_ON104027
ON052009,1891,ON,"Port Elgin, VL","Port Elgin, Village",PLACE_ON104028,PLACE_ON104028
ON052011,1891,ON,"Southampton, T-V","Southampton, Village",PLACE_ON104020,PLACE_ON104020
ON052012,1891,ON,"Tara, VL","Tara, Village",PLACE_ON104029,PLACE_ON104029
ON052013,1891,ON,"Wiarton, T-V","Wiarton, Village",PLACE_ON104022,PLACE_ON104022
ON053001,1901,ON,"Cornwall, Town—Ville","Cornwall, T-V",PLACE_ON053001_1901,PLACE_ON145005_1901
ON053004,1901,ON,Osmabruck,Osnabruck,PLACE_ON053004,PLACE_ON145003
ON053008,1891,ON,"Tiverton, VL","Tiverton, Village",PLACE_ON104031,PLACE_ON104031
ON054001,1911,ON,Aird Island & Shedden,Aird Island,PLACE_ON054001_1911,PLACE_ON102002
ON054002,1871,ON,"Cobourg, T-V","Cobourg, Town—Ville",PLACE_ON132012_1911,PLACE_ON132012
ON054004,1911,ON,Baldwin & Merritt,Baldwin,PLACE_ON054004,PLACE_ON146006
ON054007,1911,ON,Bidwell,BidweIl,PLACE_ON054007,PLACE_ON127004_1911
ON054009,1911,ON,Bright & Day,Biscotasing,PLACE_ON054009,PLACE_ON054009
ON054010,1911,ON,Burpee,Bright,PLACE_ON054010,PLACE_ON102006
ON054011,1911,ON,Campbell,Bristol,PLACE_ON054011,PLACE_ON054011
ON054012,1911,ON,Carnarvon,Burpee,PLACE_ON127009,PLACE_ON127006_1891
ON054013,1911,ON,"Cartier, Ermatinger, etc",Campbell,PLACE_ON054013,PLACE_ON127007
ON054014,1911,ON,Chapleau District,Carnarvon,PLACE_ON054014,PLACE_ON127009
ON054015,1911,ON,Cobden,Carscallen,PLACE_ON102009,PLACE_ON054015
ON054017,1911,ON,Collins Inlet,Chapleau,PLACE_ON054017,PLACE_ON146022
ON054018,1911,ON,Craig,Cobden,PLACE_ON054018,PLACE_ON102009
ON054019,1911,ON,"Creighton, Snider & Waters",Cockburn,PLACE_ON054019,PLACE_ON127010
ON054021,1911,ON,"Denison, Drury, Graham & Trill",Craig,PLACE_ON054021,PLACE_ON054021
ON054022,1911,ON,Dowling,Creighton,PLACE_ON054022,PLACE_ON146028
ON054023,1911,ON,Duck Island & Robinson,Dawson,PLACE_ON054023,PLACE_ON127011
ON054024,1911,ON,"Dunlop, Fleck, Gough & Shakespeare",Day,PLACE_ON054024,PLACE_ON102012
ON054025,1911,ON,Esten & Spragge,Denison,PLACE_ON102017,PLACE_ON146031
ON054026,1911,ON,"Foster, Lome, Louise & Nairn",Denton,PLACE_ON054026,PLACE_ON148054
ON054027,1911,ON,Galbraith,Deloro,PLACE_ON102023,PLACE_ON148053
ON054028,1911,ON,Gladstone,Dowling,PLACE_ON102026,PLACE_ON146033
ON054030,1911,ON,"Gould, Haughton & Wells",Duck Island,PLACE_ON054030,PLACE_ON127012
ON054031,1911,ON,Grassett & Parkinson,Dunlop,PLACE_ON054031,PLACE_ON054031
ON054033,1911,ON,"Harrow, May & Salter",Esten & Spragge,PLACE_ON054033,PLACE_ON102017
ON054034,1911,ON,Howland,Fleck,PLACE_ON054034,PLACE_ON054034
ON054035,1911,ON,John Island,Foster,PLACE_ON054035,PLACE_ON146042
ON054036,1911,ON,Kirk wood & Lefroy,Galbraith,PLACE_ON054036,PLACE_ON102023
ON054037,1911,ON,Lewis,Gladstone,PLACE_ON102051,PLACE_ON102026
ON054039,1911,ON,Lumsden & Rayside,Gough,PLACE_ON054039,PLACE_ON146047
ON054040,1911,ON,MacKinnon,Gould,PLACE_ON054040,PLACE_ON102027
ON054041,1911,ON,Mills,Graham,PLACE_ON054041,PLACE_ON146049
ON054042,1911,ON,New Post,Grassett,PLACE_ON054042,PLACE_ON102028
ON054043,1911,ON,Patton,HalIam,PLACE_ON102069,PLACE_ON146053
ON054044,1911,ON,Picnic Island,Harrow,PLACE_ON054044,PLACE_ON146055
ON054045,1911,ON,Porcupine North & South,Haughton,PLACE_ON054045,PLACE_ON054045
ON054046,1911,ON,Rose,Hess,PLACE_ON102076,PLACE_ON146061
ON054047,1911,ON,Rutherford,Howland,PLACE_ON054047,PLACE_ON054047
ON054048,1911,ON,Sandfield,John Island,PLACE_ON054048,PLACE_ON054048
ON054049,1911,ON,Sheguiandah,Keefer,PLACE_ON054049,PLACE_ON054049
ON054050,1911,ON,Tehkummah,Kirkwood,PLACE_ON054050,PLACE_ON102045
ON054051,1911,ON,Thessalon E,Lefroy,PLACE_ON102092,PLACE_ON102048
ON054052,1911,ON,Thompson,Lewis,PLACE_ON102093,PLACE_ON102051
ON054053,1911,ON,Transcontinental Ry,Long,PLACE_ON054053,PLACE_ON102052
ON054054,1911,ON,Victoria,Lorne,PLACE_ON102096,PLACE_ON146074
ON054055,1911,ON,Other Parts,Louise,PLACE_ON054055,PLACE_ON146076
ON054056,1911,ON,Chapleau I R,Morin,PLACE_ON054056,PLACE_ON102064
ON054057,1911,ON,Gore Bay I R,Lumsden,PLACE_ON054057,PLACE_ON146077
ON054058,1911,ON,Manitowaning I R,Mackinnon,PLACE_ON054058,PLACE_ON146081
ON054059,1911,ON,Thessalon I R,May,PLACE_ON054059,PLACE_ON146087
ON054060,1911,ON,Whitefish River Mouth I R,Merritt,PLACE_ON054060,PLACE_ON054060
ON054061,1911,ON,"Blind River, T-V",Metagama,PLACE_ON102109,PLACE_ON054061
ON054062,1911,ON,Chelmsford t-v,Mills,PLACE_ON054062,PLACE_ON127015
ON054065,1911,ON,Massey t-v,Nairn,PLACE_ON054065,PLACE_ON146093
ON054066,1911,ON,"Thessalon, T-V",Nemegos,PLACE_ON102111,PLACE_ON054066
ON054067,1911,ON,Webbwood t-v,New Post,PLACE_ON054067,PLACE_ON054067
ON054069,1911,ON,Pardee,Strathearn,PLACE_ON054069_1911,PLACE_ON146114
ON054076,1911,ON,Porcupine Branch T N O Ry,Hoyle,PLACE_ON054076_1911,PLACE_ON148090
ON054093,1911,ON,Thessalon,Thessalon E,PLACE_ON054093_1911,PLACE_ON102092
ON054095,1911,ON,Thornloe,Thornelow,PLACE_ON054095_1911,PLACE_ON148176
ON054115,1911,ON,Gore Bay t-v,"Gore Bay, Town—Ville",PLACE_ON054115_1911,PLACE_ON127023
ON055003,1871,ON,"Brighton, Township",Brighton,PLACE_ON055003,PLACE_ON132002_1891
ON055004,1901,ON,"Millbrook, VL","Millbrook, Village",PLACE_ON108009_1911,PLACE_ON108009
ON055005,1891,ON,North Gower,Gower N,PLACE_ON052006,PLACE_ON105004
ON055005,1901,ON,"Port Hope, T-V","Port Hope, Town—Ville",PLACE_ON108008_1911,PLACE_ON108008
ON055006,1891,ON,"Ottawa East, Village",Ottawa E Ottawa city part,PLACE_ON052007,PLACE_ON061010
ON055028,1911,ON,Other parts,Other parts-autre parties,PLACE_ON055028,PLACE_ON055028
ON055037,1911,ON,White River vl not incor,White River vl non incor,PLACE_ON055037,PLACE_ON055037
ON056001,1901,ON,"Bowmanville, T-V","Bowmanville, Town—Ville",PLACE_ON108007_1911,PLACE_ON108007
ON056003,1871,ON,"Peterborough, C","Peterborough, Town—Ville",PLACE_ON138017,PLACE_ON126001_1881
ON056004,1911,ON,Onondago,Onondaga,PLACE_ON056004_1911,PLACE_ON103005
ON056005,1901,ON,"Newcastle, VL","Newcastle, Village",PLACE_ON108010_1911,PLACE_ON108010
ON056006,1891,ON,Osmabruck,Osnabruck,PLACE_ON053004,PLACE_ON145003
ON056006,1911,ON,"Paris, T-V","Paris, Town—Ville",PLACE_ON103008,PLACE_ON103008
ON057003,1911,ON,"Brantford, C","Brantford, City—Cité",PLACE_ON103007_1911,PLACE_ON103007_1891
ON057004,1901,ON,"Port Stanley, VL","Port Stanley, Village",PLACE_ON109011,PLACE_ON109011
ON057005,1901,ON,"St. Thomas, C","St. Thomas, City—Cité",PLACE_ON109008_1911,PLACE_ON109008_1881
ON057006,1901,ON,"Vienna, VL","Vienna, Village",PLACE_ON109014,PLACE_ON109014
ON058003,1901,ON,"Dutton, VL","Dutton, Village",PLACE_ON109010,PLACE_ON109010
ON058003,1911,ON,Yonge & Escott rear,"Yonge and Escott, Rear",PLACE_ON058003_1911,PLACE_ON124010
ON058004,1891,ON,"Millbrook, VL","Millbrook, Village",PLACE_ON108009_1911,PLACE_ON108009
ON058005,1891,ON,"Port Hope, T-V","Port Hope, Town—Ville",PLACE_ON108008_1911,PLACE_ON108008
ON058005,1911,ON,Athens vl,"Athens, Village",PLACE_ON058005_1911,PLACE_ON124013
ON058007,1871,ON,"Dysart, Dudley, Harcourt, Guilford, Harbum, Bruton","Dysart, Dudley, Harcourt & C.",PLACE_ON058007_1871,PLACE_ON125011
ON059001,1891,ON,"Bowmanville, T-V","Bowmanville, Town—Ville",PLACE_ON108007_1911,PLACE_ON108007
ON059001,1901,ON,"Belle River, VL","Belle River, Village",PLACE_ON110028,PLACE_ON110028
ON059002,1911,ON,Amabel & Saugeen I R,Amabel,PLACE_ON059002,PLACE_ON104002_1921
ON059004,1901,ON,"Sandwich, East—Est",Sandwich E,PLACE_ON059004_1901,PLACE_ON110011
ON059005,1871,ON,"Picton, T-V","Picton, Town—Ville",PLACE_ON140008,PLACE_ON140008
ON059005,1891,ON,"Newcastle, VL","Newcastle, Village",PLACE_ON108010_1911,PLACE_ON108010
ON059005,1901,ON,"Sandwich, South—Sud",Sandwich S,PLACE_ON059005_1901,PLACE_ON110012
ON059006,1901,ON,"Sandwich, T-V","Sandwich, Town—Ville",PLACE_ON110024,PLACE_ON110024
ON059007,1901,ON,"Sandwich, West—Ouest",Sandwich W-O,PLACE_ON059007,PLACE_ON067005
ON059008,1871,ON,"Marysburg, S",Marysborough N,PLACE_ON059008,PLACE_ON119007_1871
ON059008,1901,ON,"Tilbury, North—Nord",Tilbury N,PLACE_ON059008_1901,PLACE_ON110014
ON059009,1871,ON,"Marysburg, N",Marysburg S,PLACE_ON059009,PLACE_ON140006
ON059009,1901,ON,"Tilbury (part), Village","Tilbury (pt), T-V",PLACE_ON059009_1901,PLACE_ON110026
ON059010,1901,ON,"Tilbury, West—Ouest",Tilbury W-O,PLACE_ON059010,PLACE_ON110015
ON059010,1911,ON,"Kincardine, T-V","Kincardine, Town—Ville",PLACE_ON104019,PLACE_ON104019
ON059011,1901,ON,"Walkerville, Town—Ville","Walkerville, T-V",PLACE_ON059011_1901,PLACE_ON110027
ON059011,1911,ON,"Wiarton, T-V","Wiarton, Village",PLACE_ON104022,PLACE_ON104022
ON059012,1901,ON,"Windsor, City—Cité","Windsor, C",PLACE_ON059012_1901,PLACE_ON110016
ON059013,1911,ON,"Port Elgin, VL","Port Elgin, Village",PLACE_ON104028,PLACE_ON104028
ON059014,1911,ON,"Southampton, T-V","Southampton, Village",PLACE_ON104020,PLACE_ON104020
ON059015,1911,ON,"Tara, VL","Tara, Village",PLACE_ON104029,PLACE_ON104029
ON059016,1911,ON,"Tiverton, VL","Tiverton, Village",PLACE_ON104031,PLACE_ON104031
ON060001,1901,ON,"Amherstburg, T-V","Amherstburg, Town—Ville",PLACE_ON110017,PLACE_ON110017
ON060002,1871,ON,"Trenton, T-V","Trenton, Village",PLACE_ON118027,PLACE_ON118027
ON060003,1871,ON,"Belleville, Town—Ville","Belleville, C",PLACE_ON060003_1871,PLACE_ON118025
ON060003,1901,ON,"Colchester, North—Nord",Colchester N,PLACE_ON060003_1901,PLACE_ON110002_1881
ON060004,1891,ON,"Port Stanley, VL","Port Stanley, Village",PLACE_ON109011,PLACE_ON109011
ON060005,1891,ON,"St. Thomas, C","St. Thomas, City—Cité",PLACE_ON109008_1911,PLACE_ON109008_1881
ON060005,1901,ON,"Essex, Town—Ville","Essex, T-V",PLACE_ON060005_1901,PLACE_ON110018
ON060006,1891,ON,"Vienna, VL","Vienna, Village",PLACE_ON109014,PLACE_ON109014
ON060006,1901,ON,"Gosfield, North—Nord",Gosfield N,PLACE_ON060006,PLACE_ON110004_1901
ON060007,1901,ON,"Gosfield, South—Sud",Gosfield S,PLACE_ON060007,PLACE_ON110005
ON060008,1901,ON,"Kingsville, T-V","Kingsville, Village",PLACE_ON110020,PLACE_ON110020
ON060008,1911,ON,"Chesley, T-V","Chesley, Village",PLACE_ON104018,PLACE_ON104018
ON060009,1901,ON,"Leamington, T-V","Leamington, Village",PLACE_ON110021,PLACE_ON110021
ON060009,1911,ON,"Walkerton, T-V","Walkerton, Town—Ville",PLACE_ON104021,PLACE_ON104021
ON060010,1911,ON,"Lucknow, VL","Lucknow, Village",PLACE_ON104025,PLACE_ON104025
ON060011,1911,ON,"Paisley, VL","Paisley, Village",PLACE_ON104027,PLACE_ON104027
ON060012,1911,ON,"Teeswater, VL","Teeswater, Village",PLACE_ON104030,PLACE_ON104030
ON061003,1891,ON,"Dutton, VL","Dutton, Village",PLACE_ON109010,PLACE_ON109010
ON061003,1911,ON,Grower N,Gower N,PLACE_ON105004_1911_1921,PLACE_ON105004
ON062001,1891,ON,"Belle River, VL","Belle River, Village",PLACE_ON110028,PLACE_ON110028
ON062006,1891,ON,"Sandwich, T-V","Sandwich, Town—Ville",PLACE_ON110024,PLACE_ON110024
ON062007,1891,ON,Tilbury,Tilbury W-O,PLACE_ON062007_1891,PLACE_ON110015
ON062007,1911,ON,"Orangeville, T-V","Orangeville, Town—Ville",PLACE_ON106007_1911,PLACE_ON106007
ON062008,1891,ON,"Tilbury Centre (Village), part","Tilbury (pt), T-V",PLACE_ON062008,PLACE_ON110026
ON062009,1891,ON,Walkerville,"Walkerville, T-V",PLACE_ON062009_1891,PLACE_ON110027
ON062009,1911,ON,"Shelburne, VL","Shelburne, Village",PLACE_ON106009_1911,PLACE_ON106009
ON062010,1891,ON,"Windsor, Town—Ville","Windsor, C",PLACE_ON062010_1891,PLACE_ON110016
ON063001,1891,ON,"Amherstburg, T-V","Amherstburg, Town—Ville",PLACE_ON110017,PLACE_ON110017
ON063002,1901,ON,"Cardinal, VL","Cardinal, Village",PLACE_ON113007_1911_1921,PLACE_ON113007_1891
ON063004,1901,ON,"Prescott, T-V","Prescott, Town—Ville",PLACE_ON113006_1911,PLACE_ON113006
ON063005,1871,ON,"Napanee, T-V","Napanee, Town—Ville",PLACE_ON125007_1911,PLACE_ON125007
ON063005,1891,ON,"Essex Centre, Village","Essex, T-V",PLACE_ON063005,PLACE_ON110018
ON063007,1891,ON,"Kingsville, T-V","Kingsville, Village",PLACE_ON110020,PLACE_ON110020
ON063008,1871,ON,"Bath, VL","Bath, Village",PLACE_ON125008_1911,PLACE_ON125008
ON063008,1891,ON,"Leamington, T-V","Leamington, Village",PLACE_ON110021,PLACE_ON110021
ON064002,1901,ON,"Dundalk, VL","Dundalk, Village",PLACE_ON114023,PLACE_ON114023
ON064004,1901,ON,"Meaford, T-V","Meaford, Town—Ville",PLACE_ON114020,PLACE_ON114020
ON064007,1911,ON,"Bowmanville, T-V","Bowmanville, Town—Ville",PLACE_ON108007_1911,PLACE_ON108007
ON064008,1911,ON,"Port Hope, T-V","Port Hope, Town—Ville",PLACE_ON108008_1911,PLACE_ON108008
ON064009,1911,ON,"Millbrook, VL","Millbrook, Village",PLACE_ON108009_1911,PLACE_ON108009
ON064010,1901,ON,"Thornbury, T-V","Thornbury, Town—Ville",PLACE_ON114021,PLACE_ON114021
ON064010,1911,ON,"Newcastle, VL","Newcastle, Village",PLACE_ON108010_1911,PLACE_ON108010
ON065001,1861,ON,"Brantford, Town of","Brantford, City—Cité",PLACE_ON065001,PLACE_ON103007_1891
ON065004,1861,ON,"Dumfries, South","Dumfries, S",PLACE_ON065004,PLACE_ON016001
ON065004,1901,ON,"Owen Sound, C","Owen Sound, Town—Ville",PLACE_ON114017,PLACE_ON114017
ON065005,1871,ON,"Pittsburg, Howe Island",Pittsburgh,PLACE_ON065005_1871,PLACE_ON065005
ON065005,1911,ON,"Aylmer, T-V","Aylmer, Town—Ville",PLACE_ON109009,PLACE_ON109009
ON065006,1861,ON,Onondag,Onondaga,PLACE_ON065006,PLACE_ON103005
ON065006,1911,ON,"Port Stanley, VL","Port Stanley, Village",PLACE_ON109011,PLACE_ON109011
ON065008,1911,ON,"Vienna, VL","Vienna, Village",PLACE_ON109014,PLACE_ON109014
ON066002,1891,ON,"Cardinal, VL","Cardinal, Village",PLACE_ON113007_1911_1921,PLACE_ON113007_1891
ON066004,1891,ON,"Prescott, T-V","Prescott, Town—Ville",PLACE_ON113006_1911,PLACE_ON113006
ON066004,1901,ON,"Durham, T-V","Durham, Town—Ville",PLACE_ON114018,PLACE_ON114018
ON066004,1911,ON,"St. Thomas, C","St. Thomas, City—Cité",PLACE_ON109008_1911,PLACE_ON109008_1881
ON066005,1861,ON,Pence,Bruce,PLACE_ON066005_1861,PLACE_ON104005
ON066005,1911,ON,"Dutton, VL","Dutton, Village",PLACE_ON109010,PLACE_ON109010
ON066007,1901,ON,"Markdale, VL","Markdale, Village",PLACE_ON114025,PLACE_ON114025
ON066009,1861,ON,Grenock,Greenock,PLACE_ON066009,PLACE_ON104010
ON066011,1861,ON,Kincaraio,Kincardine,PLACE_ON066011,PLACE_ON104012
ON066013,1861,ON,Kinlas,Kinloss,PLACE_ON066013,PLACE_ON104013
ON066015,1861,ON,"Southampton, T-V","Southampton, Village",PLACE_ON104020,PLACE_ON104020
ON066999,1861,ON,NO DATA,Lindsay and Bury,PLACE_ON066999,PLACE_ON028008
ON067002,1871,ON,"Gananoque, T-V","Gananoque, Town—Ville",PLACE_ON124012,PLACE_ON124012
ON067002,1891,ON,"Dundalk, VL","Dundalk, Village",PLACE_ON114023,PLACE_ON114023
ON067003,1901,ON,"Cayuga, North—Nord",Cayuga N,PLACE_ON067003_1901,PLACE_ON115002
ON067004,1891,ON,"Meaford, T-V","Meaford, Town—Ville",PLACE_ON114020,PLACE_ON114020
ON067004,1901,ON,"Cayuga, South—Sud",Cayuga S,PLACE_ON067004_1901,PLACE_ON115003
ON067005,1901,ON,"Cayuga, VL","Cayuga, Village",PLACE_ON115014,PLACE_ON115014
ON067007,1901,ON,"Dunnville, T-V","Dunnville, Village",PLACE_ON115012_1911,PLACE_ON115012
ON067007,1911,ON,"Sandwich, T-V","Sandwich, Town—Ville",PLACE_ON110024,PLACE_ON110024
ON067008,1901,ON,"Hagersville, VL","Hagersville, Village",PLACE_ON115015,PLACE_ON115015
ON067009,1871,ON,"Bastard & Burgess, South—Sud",Bastard & Burgess,PLACE_ON083002_1871,PLACE_ON124001
ON067009,1911,ON,"Belle River, VL","Belle River, Village",PLACE_ON110028,PLACE_ON110028
ON067010,1891,ON,"Thornbury, T-V","Thornbury, Town—Ville",PLACE_ON114021,PLACE_ON114021
ON068004,1891,ON,"Owen Sound, C","Owen Sound, Town—Ville",PLACE_ON114017,PLACE_ON114017
ON068005,1901,ON,"Milton, T-V","Milton, Town—Ville",PLACE_ON117007_1911,PLACE_ON117007
ON068008,1901,ON,"Oakville, T-V","Oakville, Town—Ville",PLACE_ON117008_1911,PLACE_ON117008_1891
ON068011,1911,ON,"Amherstburg, T-V","Amherstburg, Town—Ville",PLACE_ON110017,PLACE_ON110017
ON068013,1911,ON,"Kingsville, T-V","Kingsville, Village",PLACE_ON110020,PLACE_ON110020
ON068014,1911,ON,"Leamington, T-V","Leamington, Village",PLACE_ON110021,PLACE_ON110021
ON068015,1911,ON,Tilbury t-v part,"Tilbury (pt), T-V",PLACE_ON068015_1911,PLACE_ON110026
ON069001,1861,ON,"Bowmanville, T-V","Bowmanville, Town—Ville",PLACE_ON108007_1911,PLACE_ON108007
ON069003,1891,ON,"Durham, T-V","Durham, Town—Ville",PLACE_ON114018,PLACE_ON114018
ON069006,1891,ON,"Markdale, VL","Markdale, Village",PLACE_ON114025,PLACE_ON114025
ON069007,1911,ON,Howe Island,Hinchinbrooke,PLACE_ON111006_1881,PLACE_ON111005
ON069008,1861,ON,"Newcastle, VL","Newcastle, Village",PLACE_ON108010_1911,PLACE_ON108010
ON069008,1911,ON,Kennebec,Howe Island,PLACE_ON111007_1871,PLACE_ON111006_1881
ON069009,1861,ON,"Port Hope, Town of","Port Hope, Town—Ville",PLACE_ON069009_1861,PLACE_ON108008
ON069009,1911,ON,Kingston,Kennebec,PLACE_ON111008,PLACE_ON111007
ON069010,1911,ON,Loughborough,Kingston,PLACE_ON111009,PLACE_ON111008
ON069011,1911,ON,Olden,Loughborough,PLACE_ON111010,PLACE_ON111009
ON069012,1911,ON,Oso,Olden,PLACE_ON111011,PLACE_ON111010
ON069013,1911,ON,Palmerston,Oso,PLACE_ON111012_1911,PLACE_ON111011
ON069014,1911,ON,Pittsburg,Palmerston,PLACE_ON111013_1921,PLACE_ON111012
ON069015,1911,ON,Portland,Pittsburg,PLACE_ON111014,PLACE_ON111013
ON069016,1911,ON,Storrington,Portland,PLACE_ON111015,PLACE_ON111014
ON069017,1911,ON,Wolfe Island,Storrington,PLACE_ON069017,PLACE_ON111015
ON069018,1911,ON,"Garden Island, Village",Wolfe Island,PLACE_ON069018,PLACE_ON111016
ON069019,1911,ON,Garden Island vl,"Garden Island, Village",PLACE_ON069019_1911,PLACE_ON069019
ON070002,1871,ON,Emsley,Elmsley S,PLACE_ON107002_1871,PLACE_ON124005
ON070003,1861,ON,Dorchester,Dorchester S,PLACE_ON070003,PLACE_ON109003_1851
ON070003,1891,ON,"Cayuga, VL","Cayuga, Village",PLACE_ON115014,PLACE_ON115014
ON070004,1871,ON,"Merrickville, VL","Merrickville, Village",PLACE_ON113009_1911,PLACE_ON113009
ON070004,1891,ON,"Hagersville, VL","Hagersville, Village",PLACE_ON115015,PLACE_ON115015
ON070006,1871,ON,"Kemptville, VL","Kemptville, Village",PLACE_ON113008_1911,PLACE_ON113008
ON070007,1861,ON,"St. Thomas, Town of","Saint Thomas, Town—Ville",PLACE_ON070007_1861,PLACE_ON006002
ON070008,1861,ON,"Vienna, VL","Vienna, Village",PLACE_ON109014,PLACE_ON109014
ON071001,1861,ON,"Amherstburg, T-V","Amherstburg, Town—Ville",PLACE_ON110017,PLACE_ON110017
ON071004,1861,ON,Golded,Gosfield,PLACE_ON071004_1861,PLACE_ON063006
ON071005,1891,ON,"Milton, T-V","Milton, Town—Ville",PLACE_ON117007_1911,PLACE_ON117007
ON071006,1911,ON,"Prescott, T-V","Prescott, Town—Ville",PLACE_ON113006_1911,PLACE_ON113006
ON071007,1911,ON,"Cardinal, VL","Cardinal, Village",PLACE_ON113007_1911_1921,PLACE_ON113007_1891
ON071008,1891,ON,"Oakville, T-V","Oakville, Town—Ville",PLACE_ON117008_1911,PLACE_ON117008_1891
ON071008,1911,ON,"Kemptville, VL","Kemptville, Village",PLACE_ON113008_1911,PLACE_ON113008
ON071009,1911,ON,"Merrickville, VL","Merrickville, Village",PLACE_ON113009_1911,PLACE_ON113009
ON071010,1861,ON,"Sandwich, T-V","Sandwich, Town—Ville",PLACE_ON110024,PLACE_ON110024
ON071013,1861,ON,"Winder, Town of","Windsor, Town—Ville",PLACE_ON071013,PLACE_ON181013
ON071999,1861,ON,NO DATA,Pelee Island,PLACE_ON071999,PLACE_ON110009
ON072003,1861,ON,Han,Hinchinbrooke,PLACE_ON072003_1861,PLACE_ON111005
ON072003,1901,ON,"Trenton, T-V","Trenton, Village",PLACE_ON118027,PLACE_ON118027
ON072007,1911,ON,"Thornbury, T-V","Thornbury, Town—Ville",PLACE_ON114021,PLACE_ON114021
ON072008,1911,ON,"Dundalk, VL","Dundalk, Village",PLACE_ON114023,PLACE_ON114023
ON072009,1911,ON,"Markdale, VL","Markdale, Village",PLACE_ON114025,PLACE_ON114025
ON073004,1871,ON,"Cornwall, Township",Cornwall,PLACE_ON073004,PLACE_ON145001
ON073006,1911,ON,"Meaford, T-V","Meaford, Town—Ville",PLACE_ON114020,PLACE_ON114020
ON073007,1901,ON,"Wingham, T-V","Wingham, Town—Ville",PLACE_ON119020,PLACE_ON119020
ON073007,1911,ON,"Owen Sound, C","Owen Sound, Town—Ville",PLACE_ON114017,PLACE_ON114017
ON073008,1901,ON,"Wroxeter, VL","Wroxeter, Village",PLACE_ON119026,PLACE_ON119026
ON074001,1901,ON,"Bayfield, VL","Bayfield, Village",PLACE_ON119021,PLACE_ON119021
ON074003,1861,ON,"Gower, South",Gower S,PLACE_ON074003,PLACE_ON113003
ON074003,1901,ON,"Hensall, Village","Hensall, VL",PLACE_ON074003_1901,PLACE_ON119025
ON074004,1861,ON,"Kemptville, VL","Kemptville, Village",PLACE_ON113008_1911,PLACE_ON113008
ON074004,1911,ON,Normandy,Normanby,PLACE_ON114010_1911,PLACE_ON114010
ON074005,1861,ON,"Mernakville, Village","Merrickville, Village",PLACE_ON074005,PLACE_ON113009
ON074006,1911,ON,"Durham, T-V","Durham, Town—Ville",PLACE_ON114018,PLACE_ON114018
ON074007,1861,ON,"Present, town of","Prescott, Town—Ville",PLACE_ON074007,PLACE_ON113006
ON075004,1891,ON,"Trenton, T-V","Trenton, Village",PLACE_ON118027,PLACE_ON118027
ON075006,1901,ON,"Wawanosh, East—Est",Wawanosh E,PLACE_ON075006_1901,PLACE_ON119015
ON075007,1901,ON,"Wawanosh, West—Ouest",Wawanosh W-O,PLACE_ON075007_1901,PLACE_ON119016
ON075011,1911,ON,"Dunnville, T-V","Dunnville, Village",PLACE_ON115012_1911,PLACE_ON115012
ON075012,1911,ON,"Caledonia, VL","Caledonia, Village",PLACE_ON115013_1911,PLACE_ON115013
ON075013,1861,ON,"Owen Sound, Town of","Owen Sound, Town—Ville",PLACE_ON075013_1861,PLACE_ON114017
ON075013,1911,ON,"Cayuga, VL","Cayuga, Village",PLACE_ON115014,PLACE_ON115014
