tcpuid_from,year_from,name_from,tcpuid_to,year_to,name_to,province,iou,name_similarity
ON059006,1901,"Sandwich, Town—Ville",ON067007,1911,Sandwich t-v,ON,1.0,65.62
ON059011,1901,"Walkerville, Town—Ville",ON067008,1911,Walkerville t-v,ON,1.0,69.08
ON059001,1901,"Belle River, Village",ON067009,1911,Belle River vl,ON,1.0,75.15
ON060003,1901,"Colchester, North—Nord",ON068002,1911,Colchester N,ON,1.0,67.67
ON060004,1901,"Colchester, South—Sud",ON068003,1911,Colchester S,ON,1.0,69.17
ON060006,1901,"Gosfield, North—Nord",ON068004,1911,Gosfield N,ON,1.0,64.93
ON060007,1901,"Gosfield, South—Sud",ON068005,1911,Gosfield S,ON,1.0,66.54
ON060010,1901,Malden,ON068006,1911,Maiden,ON,1.0,76.59
ON059008,1901,"Tilbury, North—Nord",ON068009,1911,Tilbury N,ON,1.0,60.0
ON059010,1901,"Tilbury, West—Ouest",ON068010,1911,Tilbury W-O,ON,1.0,61.67
ON060001,1901,"Amherstburg, Town—Ville",ON068011,1911,Amherstburg t-v,ON,1.0,69.84
ON060005,1901,"Essex, Town—Ville",ON068012,1911,Essex t-v,ON,1.0,61.34
ON060008,1901,"Kingsville, Village",ON068013,1911,Kingsville t-v,ON,1.0,69.17
ON060009,1901,"Leamington, Town—Ville",ON068014,1911,Leamington t-v,ON,1.0,68.82
ON059009,1901,"Tilbury (part), Village",ON068015,1911,Tilbury t-v part,ON,1.0,58.08
ON043005,1901,Clarendon & Miller,ON069005,1911,Clarendon } Miller,ON,1.0,76.11
ON043006,1901,Hinchinbrooke,ON069007,1911,Hinchinbrook,ON,1.0,77.2
ON082002,1901,"Gower, South—Sud",ON071003,1911,Gower S,ON,1.0,56.82
ON063004,1901,"Prescott, Town—Ville",ON071006,1911,Prescott t-v,ON,1.0,66.75
ON063002,1901,"Cardinal, Village",ON071007,1911,Cardinal vl,ON,1.0,73.62
ON082003,1901,"Kemptville, Village",ON071008,1911,Kemptville vl,ON,1.0,71.09
ON082004,1901,"Merrickville, Village",ON071009,1911,Merrickville vl,ON,1.0,72.54
ON064010,1901,"Thornbury, Town—Ville",ON072007,1911,Thornbury t-v,ON,1.0,67.41
ON064002,1901,"Dundalk, Village",ON072008,1911,Dundalk vl,ON,1.0,71.85
ON066007,1901,"Markdale, Village",ON072009,1911,Markdale vl,ON,1.0,69.29
ON064008,1901,St. Vincent,ON073003,1911,StVincent,ON,1.0,78.0
ON064004,1901,"Meaford, Town—Ville",ON073006,1911,Meaford t-v,ON,1.0,61.67
ON065004,1901,"Owen Sound, Town—Ville",ON073007,1911,Owen Sound t-v,ON,1.0,66.92
ON066004,1901,"Durham, Town—Ville",ON074006,1911,Durham t-v,ON,1.0,62.14
ON066003,1901,"Hanover, Village",ON074007,1911,Hanover t-v,ON,1.0,63.81
ON067003,1901,"Cayuga, North—Nord",ON075002,1911,Cayuga N,ON,1.0,63.85
ON067004,1901,"Cayuga, South—Sud",ON075003,1911,Cayuga S,ON,1.0,65.57
ON094008,1901,Walpole,ON075010,1911,Walpole,ON,0.9914,74.44
ON067007,1901,"Dunnville, Village",ON075011,1911,Dunnville t-v,ON,1.0,70.45
ON067001,1901,"Caledonia, Village",ON075012,1911,Caledonia vl,ON,1.0,76.77
ON067005,1901,"Cayuga, Village",ON075013,1911,Cayuga vl,ON,1.0,73.27
ON067008,1901,"Hagersville, Village",ON075014,1911,Hagersville vl,ON,1.0,78.42
ON068005,1901,"Milton, Town—Ville",ON076005,1911,Milton t-v,ON,1.0,75.0
ON068008,1901,"Oakville, Town—Ville",ON076006,1911,Oakville t-v,ON,1.0,78.12
ON070001,1901,"Deseronto, Town—Ville",ON079014,1911,Deseronto t-v,ON,1.0,70.84
ON071009,1901,"Madoc, Village",ON079015,1911,Madoc t-v,ON,1.0,60.61
ON070004,1901,"Tweed, Village",ON079016,1911,Tweed t-v,ON,1.0,64.04
ON071010,1901,Marmora & Lake,ON080007,1911,Marmora,ON,1.0,65.42
ON072003,1901,"Trenton, Town—Ville",ON080013,1911,Trenton t-v,ON,1.0,67.29
ON071011,1901,"Marmora, Village",ON080015,1911,Marmora vl,ON,1.0,72.6
ON071015,1901,"Stirling, Village",ON080016,1911,Stirling vl,ON,1.0,73.75
ON073006,1901,Tumberry,ON081004,1911,Turnberry,ON,1.0,76.74
ON075006,1901,"Wawanosh, East—Est",ON081005,1911,Wawanosh E,ON,1.0,67.5
ON073007,1901,"Wingham, Town—Ville",ON081006,1911,Wingham t-v,ON,1.0,65.76
ON073001,1901,"Blyth, Village",ON081007,1911,Blyth vl,ON,1.0,70.0
ON073002,1901,"Brussels, Village",ON081008,1911,Brussels vl,ON,1.0,74.09
ON073008,1901,"Wroxeter, Village",ON081009,1911,Wroxeter vl,ON,1.0,74.09
ON088007,1901,Stephen,ON082004,1911,Stephen,ON,1.0,74.29
ON105007,1901,Usborne,ON082006,1911,Usborne,ON,1.0,77.83
ON074006,1901,"Seaforth, Town—Ville",ON082007,1911,Seaforth t-v,ON,1.0,66.39
ON074001,1901,"Bayfield, Village",ON082008,1911,Bayfield vl,ON,1.0,73.26
ON088003,1901,"Exeter, Village",ON082009,1911,Exeter vl,ON,1.0,56.79
ON074003,1901,"Hensall, Village",ON082010,1911,Hensall vl,ON,1.0,72.11
ON075007,1901,"Wawanosh, West—Ouest",ON083005,1911,Wawanosh W-O,ON,1.0,66.59
ON075002,1901,"Clinton, Town—Ville",ON083006,1911,Clinton t-v,ON,1.0,65.13
ON075005,1901,"Goderich, Town—Ville",ON083007,1911,Goderich t-v,ON,1.0,66.59
ON045002,1901,Camden,ON084001,1911,Camden,ON,1.0,78.57
ON045003,1901,Chatham,ON084002,1911,Chatham,ON,1.0,78.57
ON045009,1901,Zone,ON084005,1911,Zone,ON,1.0,78.57
ON045001,1901,"Bothwell, Town—Ville",ON084006,1911,Bothwell t-v,ON,1.0,56.7
ON045005,1901,"Dresden, Town—Ville",ON084007,1911,Dresden t-v,ON,1.0,55.24
ON058006,1901,"Ridgetown, Town—Ville",ON084008,1911,Ridgetown t-v,ON,1.0,59.85
ON045008,1901,"Wallaceburg, Town—Ville",ON084009,1911,Wallaceburg t-v,ON,1.0,60.15
ON045007,1901,"Thamesville, village",ON084010,1911,Thamesville vl,ON,1.0,66.22
ON076003,1901,Dover,ON085001,1911,Dover E } Dover W-O,ON,1.0,49.17
ON076008,1901,"Tilbury, East—Est",ON085006,1911,Tilbury E,ON,1.0,68.46
ON076002,1901,"Chatham, City—Cite",ON085007,1911,Chatham c,ON,1.0,66.67
ON076001,1901,"Blenheim, Town—Ville",ON085008,1911,Blenheim t-v,ON,1.0,68.12
ON076007,1901,"Tilbury (part), Village",ON085009,1911,Tilbury t-v part,ON,1.0,63.08
ON061005,1901,"Portsmouth, Village",ON086002,1911,Portsmouth vl,ON,1.0,67.46
ON078001,1901,"Alvinston, Village",ON087006,1911,Alvinston t-v,ON,1.0,74.51
ON079001,1901,"Forest, Town—Ville",ON087007,1911,Forest t-v,ON,1.0,66.29
ON078007,1901,"Petrolia, Town—Ville",ON087008,1911,Petrolia t-v,ON,1.0,72.95
ON078002,1901,"Arkona, Village",ON087009,1911,Arkona vl,ON,1.0,77.33
ON078008,1901,"Thedford, Village",ON087011,1911,Thedford vl,ON,1.0,79.83
ON078010,1901,"Watford, Village",ON087012,1911,Watford vl,ON,1.0,78.67
ON045004,1901,Dawn,ON088001,1911,Dawn,ON,1.0,79.47
ON045006,1901,Sombra & Walpole Island,ON088005,1911,Sombra & Walpole Is,ON,1.0,72.81
ON079006,1901,"Sarnia, Town—Ville",ON088006,1911,Sarnia t-v,ON,1.0,65.0
ON079004,1901,"Point Edward, Village",ON088008,1911,Point Edward vl,ON,1.0,78.33
ON079007,1901,"Wyoming, Village",ON088009,1911,Wyoming vl,ON,1.0,73.85
ON080001,1901,"Almonte, Town—Ville",ON089008,1911,Almonte t-v,ON,1.0,65.13
ON081004,1901,"Carleton Place, Town—Ville",ON089009,1911,Carleton Place t-v,ON,1.0,70.89
ON080007,1901,"Lanark, Village",ON089010,1911,Lanark vl,ON,1.0,70.96
ON081003,1901,"Burgess, North—Nord",ON090003,1911,Burgess N,ON,1.0,64.2
ON081006,1901,"Elmsley, North—Nord",ON090005,1911,Elmsley N,ON,1.0,64.2
ON081009,1901,"Sherbrooke, South—Sud",ON090007,1911,Sherbrooke S,ON,1.0,70.11
ON081008,1901,"Perth, Town—Ville",ON090008,1911,Perth t-v,ON,1.0,62.28
ON083002,1901,"Bastard & Burgess, South—Sud",ON091001,1911,Bastard & Burgess,ON,1.0,67.17
ON083003,1901,"Crosby, North—Nord",ON091002,1911,Crosby N,ON,0.9885,57.36
ON083004,1901,"Crosby, South—Sud",ON091003,1911,Crosby S,ON,1.0,59.09
ON082001,1901,"Elmsley, South—Sud",ON091004,1911,Elmsley S,ON,1.0,55.49
ON083006,1901,"Lansdowne & Leeds, Front",ON091006,1911,Leeds & Lansdowne front,ON,1.0,58.97
ON083007,1901,"Lansdowne & Leeds, Rear",ON091007,1911,Leeds & Lansdowne rear,ON,1.0,57.84
ON083005,1901,"Gananoque, Town—Ville",ON091008,1911,Gananoque t-v,ON,1.0,63.7
ON083008,1901,"Newboro, Village",ON091009,1911,Newboro vl,ON,1.0,68.13
ON043007,1901,"Kaladar, Anglesea & Effingham",ON092006,1911,Anglesea } Effingham } Kaladar,ON,1.0,65.08
ON084007,1901,"Napanee, Town—Ville",ON092015,1911,Napanee t-v,ON,1.0,61.67
ON084003,1901,"Bath, Village",ON092016,1911,Bath vl,ON,1.0,64.0
ON043010,1901,"Newburg, Village",ON092017,1911,Newburgh vl,ON,1.0,71.85
ON128003,1901,Caistor,ON093001,1911,Caistor,ON,1.0,74.44
ON128008,1901,"Grimsby, North—Nord",ON093005,1911,Grimsby N,ON,1.0,49.44
ON128009,1901,"Grimsby, South—Sud",ON093006,1911,Grimsby S,ON,1.0,51.11
ON085008,1901,"Niagara, Town—Ville",ON093010,1911,Niagara t-v,ON,1.0,64.17
ON085001,1901,"Beamsville, Village",ON093011,1911,Beamsville vl,ON,1.0,74.37
ON128010,1901,"Grimsby, Village",ON093012,1911,Grimsby vl,ON,1.0,58.29
ON085006,1901,"Merritton, Village",ON093013,1911,Merritton vl,ON,1.0,73.5
ON085010,1901,"Port Dalhousie, Village",ON093014,1911,Port Dalhousie vl,ON,1.0,77.0
ON087001,1901,"Dorchester, North—Nord",ON095001,1911,Dorchester N,ON,1.0,71.41
ON087006,1901,"Nissouri, West—Ouest",ON095003,1911,Nissouri W-O,ON,1.0,70.12
ON088008,1901,"Williams, East—Est",ON096005,1911,Williams E,ON,1.0,70.62
ON088009,1901,"Williams, West—Ouest",ON096006,1911,Willaims W-O,ON,1.0,64.38
ON088006,1901,"Parkhill, Town—Ville",ON096007,1911,Parkhill t-v,ON,1.0,68.75
ON088001,1901,"Ailsa Craig, Village",ON096008,1911,Ailsa Craig vl,ON,1.0,78.27
ON088004,1901,"Lucan, Village",ON096009,1911,Lucan vl,ON,1.0,71.53
ON090008,1901,"Strathroy, Town—Ville",ON097006,1911,Strathroy t-v,ON,1.0,70.59
ON090004,1901,"Glencoe, Village",ON097007,1911,Glencoe vl,ON,1.0,75.02
ON090007,1901,"Newbury, Village",ON097008,1911,Newbury vl,ON,1.0,75.02
ON090009,1901,"Wardsville, Village",ON097009,1911,Wardsville vl,ON,1.0,78.05
ON097005,1901,Draper,ON098005,1911,Draper,ON,1.0,74.62
ON097006,1901,Macaulay,ON098009,1911,Macaulay,ON,0.9942,74.62
ON097007,1901,Maclean,ON098010,1911,McLean,ON,1.0,69.23
ON113004,1901,Medora & Wood,ON098011,1911,Medora & Wood,ON,1.0,77.83
ON113006,1901,Monck,ON098012,1911,Monck,ON,1.0,77.83
ON097009,1901,Morrison,ON098013,1911,Morrison,ON,1.0,74.62
ON113007,1901,Muskoka,ON098014,1911,Muskoka,ON,1.0,77.83
ON097010,1901,Oakley,ON098015,1911,Oakley,ON,1.0,74.62
ON097012,1901,Ridout,ON098016,1911,Ridout,ON,1.0,74.62
ON097013,1901,Ryde,ON098017,1911,Hyde,ON,1.0,57.12
ON113001,1901,"Gravenhurst, Town—Ville",ON098023,1911,Gravenhurst t-v,ON,1.0,59.41
ON091022,1901,"Huntsville, Village",ON098024,1911,Huntsville t-v,ON,1.0,65.91
ON113012,1901,"Port Carling, Village",ON098025,1911,Port Carling vl,ON,1.0,66.16
ON092019,1901,"Crerar & parts Badgerow, Gibbons & Bastedo",ON099043,1911,Crerar,ON,1.0,47.5
ON092028,1901,Grant & part Field,ON099065,1911,Grant,ON,1.0,60.43
ON092034,1901,"Kirkpatrick, Badgerow, Appleby & Casimir (parts)",ON099086,1911,Kirkpatrick,ON,1.0,56.1
ON092041,1901,"Mattawa, Town—Ville",ON099167,1911,Mattawa t-v,ON,1.0,76.67
ON092046,1901,"North Bay, Town—Ville",ON099169,1911,North Bay t-v,ON,1.0,79.41
ON092056,1901,"Sudbury, Town—Ville",ON099171,1911,Sudbury t-v,ON,1.0,76.67
ON094006,1901,"Walsingham, North—Nord",ON100005,1911,Walsingham N,ON,1.0,66.21
ON094007,1901,"Walsingham, South--Sud",ON100006,1911,Walsingham S,ON,1.0,66.21
ON094005,1901,"Simcoe, Town—Ville",ON100009,1911,Simcoe t-v,ON,1.0,61.8
ON093001,1901,"Delhi, Village",ON100010,1911,Delhi vl,ON,1.0,67.06
ON094003,1901,"Port Dover, Village",ON100011,1911,Port Dover vl,ON,1.0,73.67
ON094004,1901,"Port Rowan, Village",ON100012,1911,Port Rowan vl,ON,1.0,73.67
ON093006,1901,"Waterford, Village",ON100013,1911,Waterford vl,ON,1.0,72.15
ON095003,1901,"Campbellford, Village",ON101006,1911,Campbellford t-v,ON,1.0,76.39
ON095002,1901,"Brighton, Village",ON101007,1911,Brighton vl,ON,1.0,78.41
ON095004,1901,"Colborne, Village",ON101008,1911,Colborne vl,ON,1.0,78.41
ON095006,1901,"Hastings, Village",ON101009,1911,Hastings vl,ON,1.0,78.41
ON096002,1901,"Cobourg, Town—Ville",ON102004,1911,Cobourg t-v,ON,1.0,69.33
ON097001,1901,"Beaverton, Village",ON103008,1911,Beaverton vl,ON,1.0,75.29
ON097004,1901,"Cannington, Village",ON103009,1911,Cannington vl,ON,1.0,76.16
ON098007,1901,"Whitby, West—Ouest",ON104004,1911,Whitby,ON,1.0,55.0
ON098005,1901,"Whitby, East—Est",ON104005,1911,Whitby E,ON,1.0,66.67
ON098001,1901,"Oshawa, Town—Ville",ON104006,1911,Oshawa t-v,ON,1.0,65.0
ON098006,1901,"Whitby, Town—Ville",ON104007,1911,Whitby t-v,ON,1.0,65.0
ON098002,1901,"Port Perry, Village",ON104008,1911,Port Perry vl,ON,1.0,76.88
ON127003,1901,Blenheim,ON106002,1911,Blenheim,ON,1.0,76.49
ON101005,1901,"Nissouri, East—Est",ON106003,1911,Nissouri E,ON,1.0,68.46
ON101007,1901,"Zorra, East—Est",ON106004,1911,Zorra E,ON,0.9911,63.01
ON101008,1901,"Zorra, West—Ouest",ON106005,1911,Zorra W-O,ON,1.0,61.54
ON101006,1901,"Woodstock, City—Cité",ON106006,1911,Woodstock c,ON,1.0,68.14
ON101004,1901,"Embro, Village",ON106007,1911,Embro vl,ON,1.0,69.37
ON102003,1901,"Norwich, North—Nord",ON107002,1911,Norwich N,ON,1.0,64.2
ON102004,1901,"Norwich, South—Sud",ON107003,1911,Norwich S,ON,1.0,65.87
ON102007,1901,"Oxford, East—Est",ON107004,1911,Oxford E,ON,1.0,65.87
ON102008,1901,"Oxford, North—Nord",ON107005,1911,Oxford N,ON,1.0,62.28
ON102009,1901,"Oxford, West—Ouest",ON107006,1911,Oxford W-O,ON,1.0,64.2
ON102002,1901,"Ingersoll, Town—Ville",ON107007,1911,Ingersoll t-v,ON,1.0,68.61
ON093004,1901,"Tilsonburg, Town—Ville",ON107008,1911,Tilsonburg t-v,ON,1.0,61.67
ON102005,1901,"Norwich, Village",ON107009,1911,Norwich vl,ON,1.0,73.05
ON091014,1901,Ferris,ON108011,1911,Ferrie,ON,1.0,78.96
ON091020,1901,"Himsworth, North & South—Nord & Sud",ON108017,1911,Himsworth,ON,0.9929,49.26
ON091035,1901,"Parry Sound, Town—Ville",ON108046,1911,Parry Sound t-v,ON,1.0,72.2
ON091005,1901,"Burks Falls, Village",ON108048,1911,Burks Falls vl,ON,1.0,78.27
ON091047,1901,"Sundridge, Village",ON108052,1911,Sundridge vl,ON,1.0,76.62
ON103001,1901,"Brampton, Town—Ville",ON109006,1911,Brampton t-v,ON,1.0,78.12
ON051003,1901,"Bolton, Village",ON109007,1911,Bolton vl,ON,1.0,62.5
ON101002,1901,"Easthope, North—Nord",ON110001,1911,Easthope N,ON,1.0,56.27
ON104006,1901,"Mornington, Village",ON110004,1911,Mornington,ON,1.0,65.78
ON104007,1901,"Stratford, City—Cité",ON110006,1911,Stratford c,ON,1.0,67.18
ON104003,1901,"Listowel, Town—Ville",ON110007,1911,Listowel t-v,ON,1.0,65.62
ON104005,1901,"Milverton, Village",ON110008,1911,Milverton vl,ON,1.0,73.5
ON105005,1901,"Mitchell, Town—Ville",ON111007,1911,Mitchell t-v,ON,1.0,66.39
ON105006,1901,"St. Marys, Town—Ville",ON111008,1911,St Marys t-v,ON,1.0,64.93
ON106013,1901,"Havelock, Village",ON112010,1911,Havelock vl,ON,1.0,78.33
ON106016,1901,"Lakefield, Village",ON112011,1911,Lakefield vl,ON,1.0,79.33
ON106020,1901,"Norwood, Village",ON112012,1911,Norwood vl,ON,1.0,77.18
ON107002,1901,"Monaghan, North—Nord",ON113005,1911,Monaghan N,ON,0.9981,69.17
ON107003,1901,"Monaghan, South—Sud",ON113006,1911,Monaghan S,ON,1.0,70.78
ON107004,1901,"Peterborough, Town—Ville",ON113008,1911,Peterborough c } Ashburnham vl,ON,1.0,63.98
ON109006,1901,"Marysburg, South—Sud",ON115006,1911,Marysburg S,ON,1.0,79.68
ON109007,1901,"Picton, Town—Ville",ON115008,1911,Picton t-v,ON,1.0,75.0
ON110001,1901,"Algona, South—Sud",ON116002,1911,Algona S,ON,1.0,64.09
ON110007,1901,"Pembroke, Town—Ville",ON116016,1911,Pembroke t-v,ON,1.0,67.41
ON110010,1901,"Cobden, Village",ON116017,1911,Cobden vl,ON,1.0,71.79
ON110005,1901,"Eganville (part), Village",ON116018,1911,Eganville vl part,ON,1.0,65.95
ON111012,1901,Raglan & Radcliffe,ON117012,1911,Radcliffe & Raglan,ON,1.0,55.0
ON111002,1901,"Arnprior, Town—Ville",ON117015,1911,Arnprior t-v,ON,1.0,68.12
ON111013,1901,"Renfrew, Town—Ville",ON117016,1911,Renfrew t-v,ON,1.0,66.67
ON111006,1901,"Eganville (part), Village",ON117017,1911,Eganville vl part,ON,1.0,66.67
ON112006,1901,"New Edinburg (Rideau Ward, Ottawa)",ON118007,1911,"Ottawa, Rideau ward-quartier",ON,1.0,61.61
ON112008,1901,"Rockland, Village",ON118008,1911,Rockland t-v,ON,1.0,78.28
ON113005,1901,"Midland, Town—Ville",ON119006,1911,Midland t-v,ON,1.0,66.67
ON113009,1901,"Orillia, Town—Ville",ON119007,1911,Orillia t-v,ON,1.0,66.67
ON113011,1901,"Penetanguishene, Town—Ville",ON119008,1911,Penetanguishene t-v,ON,1.0,74.78
ON114002,1901,"Collingwood, Town—Ville",ON120006,1911,Collingwood t-v,ON,1.0,70.04
ON114006,1901,"Stayner, Town—Ville",ON120007,1911,Stayner t-v,ON,1.0,65.13
ON114003,1901,"Creemore, Village",ON120008,1911,Creemore vl,ON,1.0,73.46
ON051001,1901,Adjala,ON121001,1911,Adjala,ON,1.0,77.5
ON130006,1901,"Gwillimbury, West—Ouest",ON121003,1911,Gwillimbury WO,ON,1.0,57.97
ON115002,1901,"Alliston, Town—Ville",ON121007,1911,Alliston t-v,ON,1.0,67.33
ON114001,1901,"Barrie (part), Town—Ville",ON121008,1911,Barrie t-v,ON,0.9978,52.15
ON115003,1901,"Beeton, Village",ON121009,1911,Beeton vl,ON,1.0,71.7
ON130002,1901,"Bradford, Village",ON121010,1911,Bradford vl,ON,1.0,60.0
ON115009,1901,"Tottenham, Village",ON121011,1911,Tottenham vl,ON,1.0,75.2
ON053004,1901,Osmabruck,ON122003,1911,Osnabruck,ON,1.0,80.0
ON053001,1901,"Cornwall, Town—Ville",ON122005,1911,Cornwall t-v,ON,1.0,65.9
ON044035,1901,Aylesworth,ON123003,1911,Aylesworth,ON,1.0,73.87
ON044052,1901,McIrvine,ON123040,1911,McIrvine,ON,1.0,73.87
ON044057,1901,Morley,ON123047,1911,Morley,ON,1.0,73.87
ON044058,1901,Neebing,ON123050,1911,Neebing,ON,1.0,73.87
ON044060,1901,Oliver,ON123054,1911,Oliver,ON,1.0,73.87
ON044067,1901,Rossport,ON123067,1911,Rossport,ON,1.0,73.87
ON044076,1901,Wabigoon,ON123088,1911,Wabigoon,ON,1.0,73.87
ON044044,1901,"Fort William, Town—Ville",ON123119,1911,Fort William c,ON,1.0,51.77
ON044063,1901,"Port Arthur, Town—Ville",ON123120,1911,Port Arthur c,ON,1.0,50.54
ON044039,1901,Dryden,ON123121,1911,Dryden t-v,ON,1.0,56.37
ON044043,1901,Fort Frances,ON123122,1911,Fort Frances t-v,ON,1.0,63.87
ON044048,1901,Keewatin (P. Division),ON123124,1911,Keewatin t-v,ON,1.0,45.05
ON129006,1901,"Toronto, Ward—Quartier 1 (part)",ON125001,1911,"Toronto, ward-quartier 1 pt",ON,1.0,73.19
ON118001,1901,"Toronto, Ward—Quartier 3 (part)",ON127003,1911,"Toronto, ward-quartier 3 pt",ON,1.0,77.35
ON131007,1901,"Toronto, Ward—Quartier 6 (part)",ON128002,1911,"Toronto, ward-quartier 6 pt",ON,1.0,73.87
ON119003,1901,Carden,ON129004,1911,Garden,ON,1.0,75.48
ON106006,1901,Cardiff,ON129005,1911,Cardiff,ON,1.0,78.0
ON106011,1901,Glamorgan,ON129013,1911,Glamorgan,ON,1.0,78.0
ON106019,1901,Monmouth,ON129025,1911,Monmouth,ON,1.0,78.0
ON119013,1901,Snowdon,ON129029,1911,Snowden,ON,1.0,77.14
ON120003,1901,"Lindsay, Town—Ville",ON129033,1911,Lindsay t-v,ON,1.0,64.44
ON120001,1901,"Bobcaygeon, Village",ON129034,1911,Bobcaygeon vl,ON,1.0,74.65
ON119008,1901,"Fenelon Falls, Village",ON129035,1911,Fenelon Falls vl,ON,1.0,76.09
ON120006,1901,"Omemee, Village",ON129037,1911,Omemee vl,ON,1.0,70.28
ON119017,1901,"Woodville (part), Village",ON129038,1911,Woodville vl,ON,1.0,62.55
ON121003,1901,Waterloo,ON130001,1911,"Waterloo, N",ON,1.0,78.95
ON121001,1901,"Berlin, Town—Ville",ON130004,1911,Berlin t-v,ON,1.0,65.0
ON121004,1901,"Waterloo, Town—Ville",ON130005,1911,Waterloo t-v,ON,1.0,68.12
ON121002,1901,"Elmira, Village",ON130006,1911,Elmira vl,ON,1.0,72.5
ON122002,1901,"Dumfries, North—Nord",ON131001,1911,Dumfries N,ON,1.0,67.36
ON122007,1901,"Waterloo, South—Sud",ON131002,1911,Waterloo S,ON,1.0,68.97
ON122003,1901,"Galt, Town—Ville",ON131004,1911,Galt t-v,ON,1.0,61.52
ON122004,1901,"Hespeler, Village",ON131005,1911,Hespeler t-v,ON,1.0,68.97
ON122006,1901,"Preston, Village",ON131006,1911,Preston t-v,ON,1.0,67.36
ON122001,1901,"Ayr, Village",ON131007,1911,Ayr vl,ON,1.0,67.36
ON122005,1901,"New Hamburg, Village",ON131008,1911,New Hamburg vl,ON,1.0,78.34
ON085009,1901,Pelham,ON132004,1911,Pelham,ON,1.0,77.5
ON123007,1901,"Niagara Falls, Town—Ville",ON132009,1911,Niagara Falls c,ON,1.0,79.0
ON123012,1901,"Thorold, Town—Ville",ON132010,1911,Thorold t-v,ON,1.0,76.67
ON123013,1901,"Welland, Town—Ville",ON132011,1911,Welland t-v,ON,1.0,76.67
ON124005,1901,"Garafraxa, West—Ouest",ON133002,1911,Garafraxa W-O,ON,1.0,73.41
ON125008,1901,"Luther, West—Ouest",ON133003,1911,Luther W-O,ON,1.0,66.18
ON125006,1901,"Harriston, Town—Ville",ON133007,1911,Harriston t-v,ON,1.0,70.59
ON125010,1901,"Mount Forest, Town—Ville",ON133008,1911,Mount Forest t-v,ON,1.0,73.68
ON125011,1901,"Palmerston, Town—Ville",ON133009,1911,Palmerston t-v,ON,1.0,71.73
ON125003,1901,"Arthur, Village",ON133010,1911,Arthur vl,ON,1.0,73.68
ON125004,1901,"Clifford, Village",ON133011,1911,Clifford vl,ON,1.0,76.18
ON124001,1901,"Drayton, Village",ON133012,1911,Drayton vl,ON,1.0,77.85
ON126005,1901,"Guelph, City—Cité",ON134007,1911,Guelph c,ON,1.0,66.62
ON124002,1901,"Elora, Village",ON134008,1911,Elora vl,ON,1.0,72.91
ON126003,1901,"Erin, Village",ON134009,1911,Erin vl,ON,1.0,70.82
ON124003,1901,"Fergus, Village",ON134010,1911,Fergus vl,ON,1.0,74.5
ON128005,1901,"Flamborough, East—Est",ON135005,1911,Flamborough E,ON,1.0,72.15
ON128006,1901,"Flamborough, West—Ouest",ON135006,1911,Flamborough W-O,ON,1.0,70.2
ON128004,1901,"Dundas, Town—Ville",ON135010,1911,Dundas t-v,ON,1.0,63.62
ON128012,1901,"Waterdown, Village",ON135011,1911,Waterdown vl,ON,1.0,74.62
ON129005,1901,Scarboro,ON136003,1911,Scarborough,ON,1.0,78.15
ON129003,1901,"Markham, Village",ON136005,1911,Markham vl,ON,1.0,73.05
ON131003,1901,"Richmond Hill, Village",ON136007,1911,Richmond Hill vl,ON,1.0,76.73
ON131010,1901,"Weston, Village",ON136008,1911,Weston vl,ON,1.0,70.28
ON131011,1901,"Woodbridge, Village",ON136009,1911,Woodbridge vl,ON,1.0,74.65
ON130003,1901,Georgina & Georgina Island,ON137001,1911,Georgina,ON,0.9952,49.3
ON130004,1901,"Gwillimbury, East—Est",ON137002,1911,Gwillimbury E,ON,1.0,69.89
ON130005,1901,"Gwillimbury, North—Nord & Snake Island",ON137003,1911,Gwillimbury N,ON,0.9945,52.05
ON099006,1901,Whitchurch,ON137005,1911,Whitchurch,ON,1.0,77.2
ON130001,1901,"Aurora, Town—Ville",ON137006,1911,Aurora t-v,ON,1.0,61.36
ON099001,1901,"Newmarket, Town—Ville",ON137007,1911,Newmarket t-v,ON,1.0,56.61
ON130007,1901,"Holland Landing, Village",ON137008,1911,Holland Landing vl,ON,1.0,76.36
ON099003,1901,"Stouffville, Village",ON137009,1911,Stouffville vl,ON,1.0,64.85
ON130009,1901,"Sutton, Village",ON137010,1911,Sutton vl,ON,1.0,68.86
ON092006,1901,Biskotasing,ON054009,1911,Biscotasing,ON,1.0,67.17
ON044091,1901,Meldrum Bay,ON054023,1911,Dawson,ON,1.0,42.18
ON092026,1901,Geneva Lake,ON054046,1911,Hess,ON,1.0,12.86
ON044019,1901,Northwest Point & Lefroy,ON054051,1911,Lefroy,ON,1.0,53.71
ON044005,1901,Coffin,ON054056,1911,Lumbo,ON,1.0,38.44
ON044007,1901,Desert Lake,ON055010,1911,Johnston,ON,1.0,37.24
ON044002,1901,Bar River,ON055014,1911,Laird,ON,1.0,52.5
ON044010,1901,Garden,ON055032,1911,Garden River I R,ON,1.0,60.68
ON047007,1901,Kitley,ON091005,1911,Kitlev,ON,1.0,66.33
ON044061,1901,Pinewood,ON123019,1911,Dilke,ON,1.0,25.41
ON044075,1901,Vermilion Bay,ON123033,1911,Langton,ON,1.0,24.87
ON044065,1901,"Rat Portage, Town—Ville",ON123123,1911,Kenora t-v,ON,1.0,29.33
