tcpuid,year,province,old_canonical_name,new_canonical_name,old_place_id,new_place_id
QC079005,1851,QC,"Morin, Township",Morin,PLACE_QC079005,PLACE_QC037010
QC055012,1851,QC,"Arthabaska, Township",Arthabaska,PLACE_QC055012,PLACE_QC003001
QC003002,1861,QC,Arthabaskaville,"Arthabaskaville, Village",PLACE_QC003002,PLACE_QC038020
QC067001,1851,QC,"Aylmer, Village","Aylmer, Town—Ville",PLACE_QC097026,PLACE_QC057030
QC039003,1861,QC,"Aylmer, Village","Aylmer, Town—Ville",PLACE_QC097026,PLACE_QC057030
QC093003,1871,QC,"Aylmer, Village","Aylmer, Town—Ville",PLACE_QC097026,PLACE_QC057030
QC097026,1881,QC,"Aylmer, Village","Aylmer, Town—Ville",PLACE_QC097026,PLACE_QC057030
QC013007,1861,QC,Ste. Agnes,Ste. Agnès,PLACE_QC013007,PLACE_QC048006_1871
QC071020,1851,QC,"Matane, Parish",Matane,PLACE_QC045005,PLACE_QC040024
QC045005,1861,QC,"Matane, Parish",Matane,PLACE_QC045005,PLACE_QC040024
QC002009,1861,QC,St. Jérusalem,St. Jerusalem,PLACE_QC096001,PLACE_QC037012
QC096006,1871,QC,St. Jérusalem,St. Jerusalem,PLACE_QC096001,PLACE_QC037012
QC096001,1881,QC,St. Jérusalem,St. Jerusalem,PLACE_QC096001,PLACE_QC037012
QC048004,1851,QC,"Dundee, Township",Dundee,PLACE_QC048004_1851,PLACE_QC058001
QC055017,1851,QC,"Upton, Township",Upton,PLACE_QC055017,PLACE_QC018005
QC011009,1861,QC,St. Lambert,"St. Lambert, T-V",PLACE_QC011009,PLACE_QC046010
QC118001,1871,QC,St. Lambert,"St. Lambert, T-V",PLACE_QC118001,PLACE_QC046010
QC067003,1881,QC,St. Lambert,"St. Lambert, T-V",PLACE_QC150017,PLACE_QC046010
QC145011,1891,QC,St. Lambert,"St. Lambert, T-V",PLACE_QC150017,PLACE_QC046010
QC145011,1901,QC,St. Lambert,"St. Lambert, T-V",PLACE_QC150017,PLACE_QC046010
QC150017,1911,QC,St. Lambert,"St. Lambert, T-V",PLACE_QC150017,PLACE_QC046010
QC060010,1851,QC,Montmini,"Montmini, Township",PLACE_QC060010,PLACE_QC035008
ON027012,1851,ON,"Ingersoll, Village","Ingersoll, Town—Ville",PLACE_ON090005,PLACE_ON134013
ON090005,1861,ON,"Ingersoll, Village","Ingersoll, Town—Ville",PLACE_ON090005,PLACE_ON134013
ON026011,1851,ON,"Oshawa, Village","Oshawa, T-V",PLACE_ON089003,PLACE_ON133012
ON089003,1861,ON,"Oshawa, Village","Oshawa, T-V",PLACE_ON089003,PLACE_ON133012
ON048005,1871,ON,"Oshawa, Town—Ville","Oshawa, T-V",PLACE_ON132005,PLACE_ON133012
ON132005,1881,ON,"Oshawa, Town—Ville","Oshawa, T-V",PLACE_ON132005,PLACE_ON133012
ON102001,1891,ON,"Oshawa, Town—Ville","Oshawa, T-V",PLACE_ON104006_1891,PLACE_ON133012
ON098001,1901,ON,"Oshawa, Town—Ville","Oshawa, T-V",PLACE_ON104006_1891,PLACE_ON133012
ON104006,1911,ON,"Oshawa, Town—Ville","Oshawa, T-V",PLACE_ON104006_1891,PLACE_ON133012
QC055002,1851,QC,Acton,"Acton, Town—Ville",PLACE_QC004001,PLACE_QC039013
QC004001,1861,QC,Acton,"Acton, Town—Ville",PLACE_QC004001,PLACE_QC039013
QC139013,1901,QC,"St. Frédéric, Village",St. Frédéric,PLACE_QC139013_1901,PLACE_QC040011_1921
QC075008,1851,QC,Brome,"Brome, Village",PLACE_QC144003,PLACE_QC144004_1901
QC010002,1861,QC,Brome,"Brome, Village",PLACE_QC144003,PLACE_QC144004_1901
QC126002,1871,QC,Brome,"Brome, Village",PLACE_QC144003,PLACE_QC144004_1901
QC060001,1881,QC,Brome,"Brome, Village",PLACE_QC144003,PLACE_QC144004_1901
QC144003,1891,QC,Brome,"Brome, Village",PLACE_QC144003,PLACE_QC144004_1901
QC055003,1851,QC,Warwick,"Warwick, VL",PLACE_QC003012,PLACE_QC038025
QC003012,1861,QC,Warwick,"Warwick, VL",PLACE_QC003012,PLACE_QC038025
QC137012,1871,QC,"Warwick, Village","Warwick, VL",PLACE_QC153032,PLACE_QC038025
QC052025,1881,QC,"Warwick, Village","Warwick, VL",PLACE_QC153032,PLACE_QC038025
QC153032,1891,QC,"Warwick, Village","Warwick, VL",PLACE_QC153032,PLACE_QC038025
QC065009,1851,QC,"Lachine, Village","Lachine, C",PLACE_QC108002,PLACE_QC076012
QC024002,1861,QC,"Lachine, Village","Lachine, C",PLACE_QC108002,PLACE_QC076012
QC108002,1871,QC,"Lachine, Village","Lachine, C",PLACE_QC108002,PLACE_QC076012
QC092001,1881,QC,"Lachine, Town—Ville","Lachine, C",PLACE_QC162013,PLACE_QC076012
QC158002,1891,QC,"Lachine, Town—Ville","Lachine, C",PLACE_QC162013,PLACE_QC076012
QC157004,1901,QC,"Lachine, Town—Ville","Lachine, C",PLACE_QC162013,PLACE_QC076012
QC162013,1911,QC,"Lachine, Town—Ville","Lachine, C",PLACE_QC162013,PLACE_QC076012
QC065004,1851,QC,Sault-au-Récollet,Sault au Récollet,PLACE_QC091018,PLACE_QC163016
QC020007,1861,QC,Sault-au-Récollet,Sault au Récollet,PLACE_QC091018,PLACE_QC163016
QC107009,1871,QC,Sault-au-Récollet,Sault au Récollet,PLACE_QC091018,PLACE_QC163016
QC091018,1881,QC,Sault-au-Récollet,Sault au Récollet,PLACE_QC091018,PLACE_QC163016
QC059010,1851,QC,St. Alexis,"St. Alexis, VL",PLACE_QC176002_1851,PLACE_QC073014_1921
QC034005,1861,QC,St. Alexis,"St. Alexis, VL",PLACE_QC176002_1851,PLACE_QC073014_1921
QC101003,1871,QC,St. Alexis,"St. Alexis, VL",PLACE_QC176002_1851,PLACE_QC073014_1921
QC089003,1881,QC,St. Alexis,"St. Alexis, VL",PLACE_QC176002_1851,PLACE_QC073014_1921
QC170001,1891,QC,St. Alexis,"St. Alexis, VL",PLACE_QC176002_1851,PLACE_QC073014_1921
QC171001,1901,QC,St. Alexis,"St. Alexis, VL",PLACE_QC176002_1851,PLACE_QC073014_1921
QC176002,1911,QC,St. Alexis,"St. Alexis, VL",PLACE_QC176002_1851,PLACE_QC073014_1921
QC060001,1851,QC,"Montmagny, Village","Montmagny, T-V",PLACE_QC177012,PLACE_QC074014_1921
QC035007,1861,QC,"Montmagny, Village","Montmagny, T-V",PLACE_QC177012,PLACE_QC074014_1921
QC163003,1871,QC,"Montmagny, Village","Montmagny, T-V",PLACE_QC177012,PLACE_QC074014_1921
QC044001,1881,QC,"Montmagny, Village","Montmagny, T-V",PLACE_QC177012,PLACE_QC074014_1921
QC171004,1891,QC,"Montmagny, Village","Montmagny, T-V",PLACE_QC177012,PLACE_QC074014_1921
QC172004,1901,QC,"Montmagny, Village","Montmagny, T-V",PLACE_QC177012,PLACE_QC074014_1921
QC177012,1911,QC,"Montmagny, Village","Montmagny, T-V",PLACE_QC177012,PLACE_QC074014_1921
QC066008,1851,QC,Nicolet,"Nicolet, T-V",PLACE_QC051007,PLACE_QC078024
QC038004,1861,QC,Nicolet,"Nicolet, T-V",PLACE_QC051007,PLACE_QC078024
QC135001,1871,QC,Nicolet,"Nicolet, T-V",PLACE_QC051007,PLACE_QC078024
QC051007,1881,QC,Nicolet,"Nicolet, T-V",PLACE_QC051007,PLACE_QC078024
QC175005,1891,QC,"Nicolet, Town—Ville","Nicolet, T-V",PLACE_QC179006,PLACE_QC078024
QC179006,1901,QC,"Nicolet, Town—Ville","Nicolet, T-V",PLACE_QC179006,PLACE_QC078024
QC079013,1851,QC,St. Martin,"St. Martin, par.",PLACE_QC028002,PLACE_QC076044
QC028002,1861,QC,St. Martin,"St. Martin, par.",PLACE_QC028002,PLACE_QC076044
QC098004,1871,QC,St. Martin,"St. Martin, par.",PLACE_QC163003,PLACE_QC076044
QC093004,1881,QC,St. Martin,"St. Martin, par.",PLACE_QC163003,PLACE_QC076044
QC163003,1891,QC,St. Martin,"St. Martin, par.",PLACE_QC163003,PLACE_QC076044
QC163010,1901,QC,St. Martin,"St. Martin, par.",PLACE_QC163010,PLACE_QC076044
QC168008,1911,QC,St. Martin,"St. Martin, par.",PLACE_QC168008_1911,PLACE_QC076044
QC071002,1851,QC,Fraserville,"Fraserville, Town—Ville",PLACE_QC041001_1851,PLACE_QC095029
QC054003,1861,QC,Fraserville,"Fraserville, Town—Ville",PLACE_QC041001_1851,PLACE_QC095029
QC166003,1871,QC,Fraserville,"Fraserville, Town—Ville",PLACE_QC041001_1851,PLACE_QC095029
QC041001,1881,QC,Fraserville,"Fraserville, Town—Ville",PLACE_QC041001_1851,PLACE_QC095029
QC054002,1851,QC,Notre Dame de la Victoire,Notre-Dame de la Victoire,PLACE_QC029001,PLACE_QC169001
QC029001,1861,QC,Notre Dame de la Victoire,Notre-Dame de la Victoire,PLACE_QC029001,PLACE_QC169001
QC153006,1871,QC,Notre Dame de la Victoire,Notre-Dame de la Victoire,PLACE_QC153006,PLACE_QC169001
ON004003,1871,ON,"Oil Springs, Village","Oil Springs, VL",PLACE_ON087010,PLACE_ON122018
ON179005,1881,ON,"Oil Springs, Village","Oil Springs, VL",PLACE_ON087010,PLACE_ON122018
ON081006,1891,ON,"Oil Springs, Village","Oil Springs, VL",PLACE_ON087010,PLACE_ON122018
ON078006,1901,ON,"Oil Springs, Village","Oil Springs, VL",PLACE_ON087010,PLACE_ON122018
ON087010,1911,ON,"Oil Springs, Village","Oil Springs, VL",PLACE_ON087010,PLACE_ON122018
ON092010,1861,ON,"Mitchell, Village","Mitchell, Town—Ville",PLACE_ON029005,PLACE_ON137014
ON029005,1871,ON,"Mitchell, Village","Mitchell, Town—Ville",PLACE_ON029005,PLACE_ON137014
ON042012,1871,ON,"Orillia, Town—Ville",Orillia,PLACE_ON139015,PLACE_ON144009
ON139015,1881,ON,"Orillia, Town—Ville",Orillia,PLACE_ON139015,PLACE_ON144009
ON102012,1861,ON,"Welland, Village","Welland, Town—Ville",PLACE_ON142006,PLACE_ON151010
ON019006,1871,ON,"Welland, Village","Welland, Town—Ville",PLACE_ON142006,PLACE_ON151010
ON142006,1881,ON,"Welland, Village","Welland, Town—Ville",PLACE_ON142006,PLACE_ON151010
PE001025,1871,PE,Summerside,"Summerside, T-V",PLACE_PE133001,PLACE_PE002027
PE001017,1881,PE,Summerside,"Summerside, T-V",PLACE_PE133001,PLACE_PE002027
PE135001,1891,PE,Summerside,"Summerside, T-V",PLACE_PE133001,PLACE_PE002027
PE133001,1901,PE,Summerside,"Summerside, T-V",PLACE_PE133001,PLACE_PE002027
NS193004,1871,NS,Port la Tour,Port La Tour,PLACE_NS193004,PLACE_NS013011_1881
NS194002,1871,NS,Liverpool,"Liverpool, T-V",PLACE_NS194002,PLACE_NS017013
NS040008,1891,NS,Liverpool,"Liverpool, T-V",PLACE_NS040008,PLACE_NS017013
NS195006,1871,NS,Lunenburg,"Lunenburg, T-V",PLACE_NS038006,PLACE_NS015044
NS011001,1881,NS,Lunenburg,"Lunenburg, T-V",PLACE_NS038006,PLACE_NS015044
NS038006,1891,NS,Lunenburg,"Lunenburg, T-V",PLACE_NS038006,PLACE_NS015044
NS189001,1871,NS,Kentville,"Kentville, T-V",PLACE_NS037006,PLACE_NS014016
NS017006,1881,NS,Kentville,"Kentville, T-V",PLACE_NS037006,PLACE_NS014016
NS037006,1891,NS,Kentville,"Kentville, T-V",PLACE_NS037006,PLACE_NS014016
NS036015,1901,NS,"Kentville, Town—Ville","Kentville, T-V",PLACE_NS036015_1901,PLACE_NS014016
NS197001,1871,NS,Dartmouth,"Dartmouth, T-V",PLACE_NS197001,PLACE_NS011044
NS010013,1881,NS,"Dartmouth, Town—Ville","Dartmouth, T-V",PLACE_NS010013,PLACE_NS011044
NS034028,1891,NS,"Dartmouth, Town—Ville","Dartmouth, T-V",PLACE_NS034028,PLACE_NS011044
NS188012,1871,NS,"Windsor, Town—Ville","Windsor, T-V",PLACE_NS018003,PLACE_NS012019
NS018003,1881,NS,"Windsor, Town—Ville","Windsor, T-V",PLACE_NS018003,PLACE_NS012019
NS189004,1871,NS,Wolfville,"Wolfville, Town—Ville",PLACE_NS037008,PLACE_NS036027
NS017008,1881,NS,Wolfville,"Wolfville, Town—Ville",PLACE_NS037008,PLACE_NS036027
NS037008,1891,NS,Wolfville,"Wolfville, Town—Ville",PLACE_NS037008,PLACE_NS036027
NS199011,1871,NS,Truro,"Truro, Town—Ville",PLACE_NS199011,PLACE_NS007026
NS202008,1871,NS,Marie-Joseph,Marie Joseph,PLACE_NS008008,PLACE_NS010021_1891
NS008008,1881,NS,Marie-Joseph,Marie Joseph,PLACE_NS008008,PLACE_NS010021_1891
NS200006,1871,NS,Pictou,"Pictou, Town—Ville",PLACE_NS200006,PLACE_NS016037
NS201003,1871,NS,Antigonish,"Antigonish, T-V",PLACE_NS021003,PLACE_NS005019
NS021003,1881,NS,Antigonish,"Antigonish, T-V",PLACE_NS021003,PLACE_NS005019
NS202003,1871,NS,Canso,"Canso, T-V",PLACE_NS032002,PLACE_NS010033
NS008003,1881,NS,Canso,"Canso, T-V",PLACE_NS032002,PLACE_NS010033
NS032002,1891,NS,Canso,"Canso, T-V",PLACE_NS032002,PLACE_NS010033
NS032002,1901,NS,Canso,"Canso, T-V",PLACE_NS032002,PLACE_NS010033
NS206011,1871,NS,Petit De Grat,Petit de Grat,PLACE_NS007002,PLACE_NS051011
NS007002,1881,NS,Petit De Grat,Petit de Grat,PLACE_NS007002,PLACE_NS051011
NS203006,1871,NS,Port Hood,"Port Hood, T-V",PLACE_NS035018,PLACE_NS013027
NS004006,1881,NS,Port Hood,"Port Hood, T-V",PLACE_NS035018,PLACE_NS013027
NS036016,1891,NS,Port Hood,"Port Hood, T-V",PLACE_NS035018,PLACE_NS013027
NS035018,1901,NS,Port Hood,"Port Hood, T-V",PLACE_NS035018,PLACE_NS013027
NS205012,1871,NS,Louisburg,"Louisburg, T-V",PLACE_NS205012,PLACE_NS006031
NS006011,1881,NS,Louisburg,"Louisburg, T-V",PLACE_NS028020,PLACE_NS006031
NS028018,1891,NS,Louisburg,"Louisburg, T-V",PLACE_NS028020,PLACE_NS006031
NS028020,1901,NS,Louisburg,"Louisburg, T-V",PLACE_NS028020,PLACE_NS006031
NS205007,1871,NS,Sydney,"Sydney, Town—Ville",PLACE_NS006016,PLACE_NS040021
NS006016,1881,NS,Sydney,"Sydney, Town—Ville",PLACE_NS006016,PLACE_NS040021
NS205003,1871,NS,Ball's Creek,Ball’s Creek,PLACE_NS006005,PLACE_NS028001
NS006005,1881,NS,Ball's Creek,Ball’s Creek,PLACE_NS006005,PLACE_NS028001
NB184009,1871,NB,Chatham,"Chatham, T-V",PLACE_NB019004,PLACE_NB029015
NB035010,1881,NB,Chatham,"Chatham, T-V",PLACE_NB019004,PLACE_NB029015
NB017004,1891,NB,Chatham,"Chatham, T-V",PLACE_NB019004,PLACE_NB029015
NB019004,1901,NB,Chatham,"Chatham, T-V",PLACE_NB019004,PLACE_NB029015
QC004005,1861,QC,St. Liboire,"St. Liboire, VL",PLACE_QC143007,PLACE_QC039016_1921
QC122007,1871,QC,St. Liboire,"St. Liboire, VL",PLACE_QC143007,PLACE_QC039016_1921
QC058007,1881,QC,St. Liboire,"St. Liboire, VL",PLACE_QC143007,PLACE_QC039016_1921
QC138008,1891,QC,St. Liboire,"St. Liboire, VL",PLACE_QC143007,PLACE_QC039016_1921
QC138009,1901,QC,St. Liboire,"St. Liboire, VL",PLACE_QC143007,PLACE_QC039016_1921
QC143007,1911,QC,St. Liboire,"St. Liboire, VL",PLACE_QC143007,PLACE_QC039016_1921
QC150008,1871,QC,Hébertville,"Hébertville, VL",PLACE_QC150008,PLACE_QC063028
QC076021,1881,QC,Hébertville,"Hébertville, VL",PLACE_QC076021,PLACE_QC063028
QC173003,1871,QC,Havre aux Maisons,Hâvre aux Maisons,PLACE_QC154013,PLACE_QC056019
QC039022,1881,QC,Havre aux Maisons,Hâvre aux Maisons,PLACE_QC154013,PLACE_QC056019
QC154013,1891,QC,Havre aux Maisons,Hâvre aux Maisons,PLACE_QC154013,PLACE_QC056019
QC154026,1901,QC,Havre aux Maisons,Hâvre aux Maisons,PLACE_QC154026,PLACE_QC056019
QC107002,1871,QC,Côte des Neiges,"Côte des Neiges, Village",PLACE_QC107002,PLACE_QC162024
QC097015,1881,QC,Notre-Dame de Bonsecours,Notre Dame de Bonsecours,PLACE_QC160026,PLACE_QC062037
QC176031,1891,QC,Notre-Dame de Bonsecours,Notre Dame de Bonsecours,PLACE_QC160026,PLACE_QC062037
QC160026,1901,QC,Notre-Dame de Bonsecours,Notre Dame de Bonsecours,PLACE_QC160026,PLACE_QC062037
QC165030,1911,QC,Notre-Dame de Bonsecours,Notre Dame de Bonsecours,PLACE_QC165030,PLACE_QC062037
QC153005,1871,QC,Lauzon,"Lauzon, T-V",PLACE_QC153005,PLACE_QC066015
QC046003,1881,QC,"Lauzon, Village","Lauzon, T-V",PLACE_QC046003_1881,PLACE_QC066015
QC164002,1891,QC,"Lauzon, Village","Lauzon, T-V",PLACE_QC164002,PLACE_QC066015
QC164002,1901,QC,"Lauzon, Village","Lauzon, T-V",PLACE_QC164002,PLACE_QC066015
QC143005,1871,QC,Portneuf,"Portneuf, VL",PLACE_QC178008,PLACE_QC080029
QC081015,1881,QC,Portneuf,"Portneuf, VL",PLACE_QC178008,PLACE_QC080029
QC178008,1891,QC,Portneuf,"Portneuf, VL",PLACE_QC178008,PLACE_QC080029
QC181008,1901,QC,Portneuf,"Portneuf, VL",PLACE_QC186009,PLACE_QC080029
QC186009,1911,QC,Portneuf,"Portneuf, VL",PLACE_QC186009,PLACE_QC080029
QC098001,1871,QC,Ste. Dorothée,"Ste. Dorothée, par.",PLACE_QC168004,PLACE_QC076041
QC093005,1881,QC,Ste. Dorothée,"Ste. Dorothée, par.",PLACE_QC168004,PLACE_QC076041
QC163001,1891,QC,Ste. Dorothée,"Ste. Dorothée, par.",PLACE_QC168004,PLACE_QC076041
QC163006,1901,QC,Ste. Dorothée,"Ste. Dorothée, par.",PLACE_QC168004,PLACE_QC076041
QC168004,1911,QC,Ste. Dorothée,"Ste. Dorothée, par.",PLACE_QC168004,PLACE_QC076041
QC150003,1871,QC,Bagotville,"Bagotville, Village",PLACE_QC150003,PLACE_QC076014_1881
QC140001,1871,QC,"Sherbrooke, Town—Ville","Sherbrooke, C",PLACE_QC140001,PLACE_QC088005
QC151001,1871,QC,Tadoussac,"Tadoussac, VL",PLACE_QC149038,PLACE_QC086010
QC076001,1881,QC,Tadoussac,"Tadoussac, VL",PLACE_QC149038,PLACE_QC086010
QC149038,1891,QC,Tadoussac,"Tadoussac, VL",PLACE_QC149038,PLACE_QC086010
QC133004,1871,QC,St. Tite,"St. Tite, T-V",PLACE_QC133004,PLACE_QC047032
QC082012,1881,QC,St. Tite,"St. Tite, T-V",PLACE_QC082012_1881,PLACE_QC047032
QC146017,1891,QC,St. Tite,"St. Tite, T-V",PLACE_QC146017,PLACE_QC047032
QC146021,1901,QC,St. Tite,"St. Tite, T-V",PLACE_QC146021,PLACE_QC047032
ON092013,1861,ON,"Stratford, Town—Ville","Stratford, C",PLACE_ON172003,PLACE_ON137012
ON030003,1871,ON,"Stratford, Town—Ville","Stratford, C",PLACE_ON172003,PLACE_ON137012
ON172003,1881,ON,"Stratford, Town—Ville","Stratford, C",PLACE_ON172003,PLACE_ON137012
ON108007,1891,ON,"Stratford, City—Cité","Stratford, C",PLACE_ON110006_1891,PLACE_ON137012
ON104007,1901,ON,"Stratford, City—Cité","Stratford, C",PLACE_ON110006_1891,PLACE_ON137012
ON110006,1911,ON,"Stratford, City—Cité","Stratford, C",PLACE_ON110006_1891,PLACE_ON137012
NT193002,1881,NT,Qu'Appelle,Qu’Appelle,PLACE_NT193002,PLACE_NT203081
NT199002,1891,NT,Qu'Appelle,Qu’Appelle,PLACE_NT199002,PLACE_NT203081
MB184002,1881,MB,"Emerson, Town—Ville","Emerson, T-V",PLACE_MB010002,PLACE_MB156010
MB008003,1891,MB,"Emerson, Town—Ville","Emerson, T-V",PLACE_MB010002,PLACE_MB156010
MB010002,1901,MB,"Emerson, Town—Ville","Emerson, T-V",PLACE_MB010002,PLACE_MB156010
MB184001,1881,MB,"Morris, Town—Ville","Morris, T-V",PLACE_MB008010,PLACE_MB156012
MB008010,1891,MB,"Morris, Town—Ville","Morris, T-V",PLACE_MB008010,PLACE_MB156012
MB010008,1901,MB,"Morris, Town—Ville","Morris, T-V",PLACE_MB010008,PLACE_MB156012
MB008013,1891,MB,"St. Boniface, Town—Ville","St. Boniface, C",PLACE_MB010011,PLACE_MB160012
MB010011,1901,MB,"St. Boniface, Town—Ville","St. Boniface, C",PLACE_MB010011,PLACE_MB160012
MB186001,1881,MB,"Gladstone, Town—Ville","Gladstone, T-V",PLACE_MB008004,PLACE_MB164009
MB007010,1891,MB,"Gladstone, Town—Ville","Gladstone, T-V",PLACE_MB008004,PLACE_MB164009
MB008004,1901,MB,"Gladstone, Town—Ville","Gladstone, T-V",PLACE_MB008004,PLACE_MB164009
ON163007,1881,ON,"Springfield, Village","Springfield, VL",PLACE_ON090007,PLACE_ON109013
ON090007,1891,ON,"Springfield, Village","Springfield, VL",PLACE_ON090007,PLACE_ON109013
ON110006,1881,ON,"Newboro, Village","Newboro, VL",PLACE_ON110006_1881,PLACE_ON124014
ON145001,1881,ON,"St. Catharines, City—Cité","St. Catharines, C",PLACE_ON085011_1881,PLACE_ON126009
ON088009,1891,ON,"St. Catharines, City—Cité","St. Catharines, C",PLACE_ON085011_1881,PLACE_ON126009
ON085011,1901,ON,"St. Catharines, City—Cité","St. Catharines, C",PLACE_ON085011_1881,PLACE_ON126009
ON043003,1871,ON,"Aurora, Village","Aurora, Town—Ville",PLACE_ON137004,PLACE_ON154012
ON137004,1881,ON,"Aurora, Village","Aurora, Town—Ville",PLACE_ON137004,PLACE_ON154012
NB026012,1881,NB,"Milltown, Town—Ville","Milltown, T-V",PLACE_NB015007,PLACE_NB024016
NB013007,1891,NB,"Milltown, Town—Ville","Milltown, T-V",PLACE_NB015007,PLACE_NB024016
NB015007,1901,NB,"Milltown, Town—Ville","Milltown, T-V",PLACE_NB015007,PLACE_NB024016
QC082009,1881,QC,Notre-Dame du Mont Carmel,Notre Dame du Mont Carmel,PLACE_QC146003,PLACE_QC047004_1921
QC146003,1891,QC,Notre-Dame du Mont Carmel,Notre Dame du Mont Carmel,PLACE_QC146003,PLACE_QC047004_1921
QC146005,1901,QC,Notre-Dame du Mont Carmel,Notre Dame du Mont Carmel,PLACE_QC151003,PLACE_QC047004_1921
QC151003,1911,QC,Notre-Dame du Mont Carmel,Notre Dame du Mont Carmel,PLACE_QC151003,PLACE_QC047004_1921
QC077011,1881,QC,"Pointe au Pic, Village","Pointe au Pic, VL",PLACE_QC147008,PLACE_QC048015_1911
QC147006,1891,QC,"Pointe au Pic, Village","Pointe au Pic, VL",PLACE_QC147008,PLACE_QC048015_1911
QC147008,1901,QC,"Pointe au Pic, Village","Pointe au Pic, VL",PLACE_QC147008,PLACE_QC048015_1911
QC076027,1881,QC,St. Prime,"St. Prime, par.",PLACE_QC076027,PLACE_QC063025
QC192007,1891,QC,Notre-Dame du Lac,Notre Dame du Lac,PLACE_QC196007,PLACE_QC095005_1921
QC196007,1901,QC,Notre-Dame du Lac,Notre Dame du Lac,PLACE_QC196007,PLACE_QC095005_1921
QC201005,1911,QC,Notre-Dame du Lac,Notre Dame du Lac,PLACE_QC201005,PLACE_QC095005_1921
QC095008,1881,QC,L’Annonciation,L'Annonciation,PLACE_QC156001,PLACE_QC052001
QC151001,1891,QC,L’Annonciation,L'Annonciation,PLACE_QC156001,PLACE_QC052001
QC151001,1901,QC,L’Annonciation,L'Annonciation,PLACE_QC156001,PLACE_QC052001
QC156001,1911,QC,L’Annonciation,L'Annonciation,PLACE_QC156001,PLACE_QC052001
QC052014,1881,QC,"Drummondville, Village","Drummondville, Town—Ville",PLACE_QC052014_1881,PLACE_QC054016
QC155009,1871,QC,St. Agapit,"St. Agapit, VL",PLACE_QC166003_1871,PLACE_QC068024
QC049010,1881,QC,St. Agapit,"St. Agapit, VL",PLACE_QC166003_1871,PLACE_QC068024
QC166001,1891,QC,St. Agapit,"St. Agapit, VL",PLACE_QC166003_1871,PLACE_QC068024
QC166003,1901,QC,St. Agapit,"St. Agapit, VL",PLACE_QC166003_1871,PLACE_QC068024
QC171001,1911,QC,St. Agapit,"St. Agapit, VL",PLACE_QC171001_1911,PLACE_QC068024
QC135014,1871,QC,St. Léonard,"St. Léonard, VL",PLACE_QC135014,PLACE_QC078030
QC051010,1881,QC,St. Léonard,"St. Léonard, VL",PLACE_QC175012,PLACE_QC078030
QC175012,1891,QC,St. Léonard,"St. Léonard, VL",PLACE_QC175012,PLACE_QC078030
QC179013,1901,QC,St. Léonard,"St. Léonard, VL",PLACE_QC184012,PLACE_QC078030
QC184012,1911,QC,St. Léonard,"St. Léonard, VL",PLACE_QC184012,PLACE_QC078030
QC175018,1891,QC,Ste. Sophie de Levrard,Ste. Sophie de Lévrard,PLACE_QC175018,PLACE_QC078020
QC081003,1881,QC,St. Raymond Nonnat,St. Raymond-Nonnat,PLACE_QC178016,PLACE_QC080018
QC178016,1891,QC,St. Raymond Nonnat,St. Raymond-Nonnat,PLACE_QC178016,PLACE_QC080018
QC091019,1881,QC,"Outremont, Village","Outremont, C",PLACE_QC162016,PLACE_QC076014_1921
QC155013,1891,QC,"Outremont, Village","Outremont, C",PLACE_QC162016,PLACE_QC076014_1921
QC157008,1901,QC,"Outremont, Village","Outremont, C",PLACE_QC162016,PLACE_QC076014_1921
QC162016,1911,QC,"Outremont, Village","Outremont, C",PLACE_QC162016,PLACE_QC076014_1921
QC046001,1881,QC,"Lévis, City—Cité","Lévis, C",PLACE_QC169015,PLACE_QC066014
QC164003,1891,QC,"Lévis, City—Cité","Lévis, C",PLACE_QC169015,PLACE_QC066014
QC164003,1901,QC,"Lévis, City—Cité","Lévis, C",PLACE_QC169015,PLACE_QC066014
QC169015,1911,QC,"Lévis, City—Cité","Lévis, C",PLACE_QC169015,PLACE_QC066014
QC137005,1871,QC,"Victoriaville, Village","Victoriaville, T-V",PLACE_QC052016,PLACE_QC038021
QC052016,1881,QC,"Victoriaville, Village","Victoriaville, T-V",PLACE_QC052016,PLACE_QC038021
QC153030,1891,QC,"Victoriaville, Town—Ville","Victoriaville, T-V",PLACE_QC158035,PLACE_QC038021
QC153039,1901,QC,"Victoriaville, Town—Ville","Victoriaville, T-V",PLACE_QC158035,PLACE_QC038021
QC158035,1911,QC,"Victoriaville, Town—Ville","Victoriaville, T-V",PLACE_QC158035,PLACE_QC038021
ON075002,1891,ON,"Frankford, Village","Frankford, VL",PLACE_ON075002,PLACE_ON118030
ON101002,1891,ON,"Bracebridge, Town—Ville","Bracebridge, T-V",PLACE_ON097002,PLACE_ON129024
ON097002,1901,ON,"Bracebridge, Town—Ville","Bracebridge, T-V",PLACE_ON097002,PLACE_ON129024
MB009003,1891,MB,"Brandon, City—Cité","Brandon, C",PLACE_MB009003,PLACE_MB161010
MB006002,1901,MB,"Brandon, City—Cité","Brandon, C",PLACE_MB006002,PLACE_MB161010
MB007023,1891,MB,"Portage la Prairie, Town—Ville","Portage la Prairie, C",PLACE_MB008012,PLACE_MB160011
MB008012,1901,MB,"Portage la Prairie, Town—Ville","Portage la Prairie, C",PLACE_MB008012,PLACE_MB160011
MB007015,1891,MB,"Minnedosa, Town—Ville","Minnedosa, T-V",PLACE_MB009017_1891,PLACE_MB165016
