old_place_id,new_place_id,province,old_canonical_name,new_canonical_name,old_years_active,new_years_active,confidence,reason
PLACE_ON065002,PLACE_ON103001,ON,Brantford,Brantford,1851;1861,1921,medium,bridge_name_match
PLACE_ON015004,PLACE_ON103007_1891,ON,"Brantford, Town—Ville","Brantford, City—Cité",1851;1861;1871,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON159001,PLACE_ON103007_1891,ON,"Brantford, Town—Ville","Brantford, City—Cité",1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON003011,PLACE_ON104016,ON,Saugeen,Saugeen,1851,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON177003,PLACE_ON104016,ON,Saugeen,Saugeen,1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON177004,PLACE_ON104020,ON,"Southampton, Village","Southampton, Village",1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON028004,PLACE_ON104009,ON,Elderslie,Elderslie,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON021003,PLACE_ON125006_1891,ON,Richmond,Richmond,1851,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON117008,PLACE_ON125006_1891,ON,Richmond,Richmond,1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON035003,PLACE_ON152008,ON,Minto,Minto,1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON035004,PLACE_ON152017,ON,Arthur,"Arthur, Village",1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON069003,PLACE_ON108001,ON,Cartwright,Cartwright,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON006003,PLACE_ON108003,ON,Clarke,Clarke,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON128002,PLACE_ON108010,ON,"Newcastle, Village","Newcastle, Village",1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON006004,PLACE_ON108004,ON,Darlington,Darlington,1851,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON128001,PLACE_ON108004,ON,Darlington,Darlington,1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON050002,PLACE_ON108007,ON,"Bowmanville, Town—Ville","Bowmanville, Town—Ville",1861;1871,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON128005_1881,PLACE_ON108007,ON,"Bowmanville, Town—Ville","Bowmanville, Town—Ville",1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON127001,PLACE_ON108005,ON,Hope,Hope,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON006001,PLACE_ON109007,ON,Yarmouth,Yarmouth,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON001001,PLACE_ON110007,ON,Malden,Malden,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON075001,PLACE_ON114001,ON,Artemesia,Artemesia,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON042002,PLACE_ON144020,ON,"Collingwood, Town—Ville","Collingwood, Town—Ville",1861;1871,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON139003_1881,PLACE_ON144020,ON,"Collingwood, Town—Ville","Collingwood, Town—Ville",1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON075006,PLACE_ON115006,ON,Oneida,Oneida,1851;1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_ON014002,PLACE_ON117004,ON,Trafalgar,Trafalgar,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON150004,PLACE_ON117008_1891,ON,"Oakville, Town—Ville","Oakville, Town—Ville",1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON015005,PLACE_ON118017,ON,Rawdon,Rawdon,1851,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON078008,PLACE_ON118017,ON,Rawdon,Rawdon,1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON084004,PLACE_ON121006,ON,Orford,Orford,1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_ON087001,PLACE_ON122001,ON,Bosanquet,Bosanquet,1851;1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_ON081005,PLACE_ON122005,ON,Euphemia,Euphemia,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON081003,PLACE_ON122003,ON,Dawn,Dawn,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON018008,PLACE_ON122012,ON,Sarnia,"Sarnia, Town—Ville",1851,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON179001,PLACE_ON122012,ON,"Sarnia, Town—Ville","Sarnia, Town—Ville",1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON179002,PLACE_ON122008,ON,Sarnia,Sarnia,1861;1871;1881,1921,high,bridge_name_match
PLACE_ON088004,PLACE_ON122008,ON,Sarnia,Sarnia,1891;1901;1911,1921,high,bridge_name_match
PLACE_ON082004,PLACE_ON123004_1911,ON,Dalhousie,Dalhousie,1861,1911;1921,medium,bridge_name_match
PLACE_ON082013,PLACE_ON123012,ON,Ramsay,Ramsay,1851;1861,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON112001_1871,PLACE_ON123012,ON,Ramsay,Ramsay,1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON117002_1851,PLACE_ON125001_1921,ON,Adolphustown,Adolphustown,1851;1861;1871;1881,1921,high,bridge_name_match
PLACE_ON087001_1891,PLACE_ON125001_1921,ON,Adolphustown,Adolphustown,1891,1921,high,bridge_name_match
PLACE_ON084001_1901,PLACE_ON125001_1921,ON,Adolphustown,Adolphustown,1901,1921,high,bridge_name_match
PLACE_ON092004_1911,PLACE_ON125001_1921,ON,Adolphustown,Adolphustown,1911,1921,high,bridge_name_match
PLACE_ON003003,PLACE_ON121001_1881,ON,Camden,Camden,1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON117007_1861,PLACE_ON125007,ON,"Napanee, Village","Napanee, Town—Ville",1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON021005,PLACE_ON126002,ON,Clinton,Clinton,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON085004,PLACE_ON126004,ON,Grantham,Grantham,1851;1861,1921,high,bridge_name_match
PLACE_ON021001,PLACE_ON126004,ON,Grantham,Grantham,1871,1921,high,bridge_name_match
PLACE_ON085004_1881,PLACE_ON126004,ON,Grantham,Grantham,1881;1891;1901,1921,high,bridge_name_match
PLACE_ON093004,PLACE_ON126004,ON,Grantham,Grantham,1911,1921,high,bridge_name_match
PLACE_ON025007,PLACE_ON098006,ON,Walsingham,Walsingham,1851,1861;1871;1881;1891,high,bridge_name_match
PLACE_ON088003,PLACE_ON132002_1891,ON,Brighton,Brighton,1851;1861,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON123003_1871,PLACE_ON132002_1891,ON,Brighton,Brighton,1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON088002,PLACE_ON132013,ON,"Brighton, Village","Brighton, Village",1861,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON123004,PLACE_ON132013,ON,"Brighton, Village","Brighton, Village",1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON054001,PLACE_ON132005_1891,ON,Hamilton,Hamilton,1851;1861;1871,1891;1901;1911;1921,medium,bridge_name_match
PLACE_ON166006,PLACE_ON134001_1891,ON,Blandford,Blandford,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON028003,PLACE_ON136003_1891,ON,Chinguacousy,Chinguacousy,1851,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON140002_1861,PLACE_ON136003_1891,ON,Chinguacousy,Chinguacousy,1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON140003,PLACE_ON136006,ON,"Brampton, Town—Ville","Brampton, Town—Ville",1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON043001,PLACE_ON154011,ON,"Toronto, City","Toronto, C",1851,1921,medium,bridge_name_match
PLACE_ON029001,PLACE_ON137001,ON,Blanchard,Blanchard,1851,1891;1901;1911;1921,medium,bridge_name_match
PLACE_ON092012,PLACE_ON171002,ON,"St. Mary’s, Village","St. Mary's, Town—Ville",1861,1871;1881,high,bridge_name_match
PLACE_ON171006,PLACE_ON137007_1891,ON,Fullarton,Fullarton,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON057004,PLACE_ON138002,ON,Asphodel,Asphodel,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON057001,PLACE_ON112009,ON,Otonabee,Otonabee,1851;1861;1871,1891;1901;1911,high,bridge_name_match
PLACE_ON125018,PLACE_ON112009,ON,Otonabee,Otonabee,1881,1891;1901;1911,high,bridge_name_match
PLACE_ON119004_1851,PLACE_ON140001,ON,Ameliasburg,Ameliasburg,1851;1861;1871;1881,1921,medium,bridge_name_match
PLACE_ON109001_1901,PLACE_ON140001,ON,Ameliasburg,Ameliasburg,1901,1921,medium,bridge_name_match
PLACE_ON115001_1911,PLACE_ON140001,ON,Ameliasburg,Ameliasburg,1911,1921,medium,bridge_name_match
PLACE_ON109003,PLACE_ON140003_1911,ON,Hallowell,Hallowell,1851;1861;1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_ON119008_1851,PLACE_ON140007,ON,Sophiasburg,Sophiasburg,1851;1861;1871;1881,1921,high,bridge_name_match
PLACE_ON113008_1891,PLACE_ON140007,ON,Sophiasburg,Sophiasburg,1891,1921,high,bridge_name_match
PLACE_ON109008_1901,PLACE_ON140007,ON,Sophiasburg,Sophiasburg,1901,1921,high,bridge_name_match
PLACE_ON115007_1911,PLACE_ON140007,ON,Sophiasburg,Sophiasburg,1911,1921,high,bridge_name_match
PLACE_ON114010_1851,PLACE_ON142031,ON,Stafford,Stafford,1851;1861;1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_ON082007,PLACE_ON142033,ON,Wilberforce,Wilberforce,1851;1861;1871,1911;1921,medium,bridge_name_match
PLACE_ON139001_1851,PLACE_ON144008,ON,Nottawasaga,Nottawasaga,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON151002,PLACE_ON152005,ON,Guelph,Guelph,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON151003,PLACE_ON152013,ON,"Guelph, Town—Ville","Guelph, City—Cité",1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON039005,PLACE_ON152009,ON,Nichol,Nichol,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON022003,PLACE_ON153002,ON,Barton,Barton,1851;1861;1871,1921,high,bridge_name_match
PLACE_ON128001_1881,PLACE_ON153002,ON,Barton,Barton,1881;1891;1901,1921,high,bridge_name_match
PLACE_ON135002_1911,PLACE_ON153002,ON,Barton,Barton,1911,1921,high,bridge_name_match
PLACE_ON040008,PLACE_ON151001,ON,Bertie,Bertie,1851,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON142003,PLACE_ON151001,ON,Bertie,Bertie,1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON040004,PLACE_ON151002_1891,ON,Crowland,Crowland,1851,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON142005,PLACE_ON151002_1891,ON,Crowland,Crowland,1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON040003,PLACE_ON151005,ON,Stamford,Stamford,1851,1911;1921,medium,bridge_name_match
PLACE_ON125009,PLACE_ON151005,ON,Stamford,Stamford,1861;1871;1881;1891,1911;1921,medium,bridge_name_match
PLACE_ON142008,PLACE_ON151006,ON,Thorold,Thorold,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON142007_1851,PLACE_ON151008,ON,Willoughby,Willoughby,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON160002,PLACE_ON103005,ON,Onondaga,Onondaga,1851;1861;1871;1881,1921,high,bridge_name_match
PLACE_ON056004_1891,PLACE_ON103005,ON,Onondaga,Onondaga,1891;1901;1911,1921,high,bridge_name_match
PLACE_ON100014,PLACE_ON149009,ON,Mariposa,Mariposa,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON037002,PLACE_ON149010,ON,Ops,Ops,1851,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON129001,PLACE_ON149010,ON,Ops,Ops,1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON129002,PLACE_ON149013,ON,"Lindsay, Town—Ville","Lindsay, Town—Ville",1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON033009,PLACE_ON142022,ON,Pembroke,Pembroke,1851,1901;1911;1921,high,bridge_name_match
PLACE_ON114006_1861,PLACE_ON142022,ON,Pembroke,Pembroke,1861;1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_ON114007_1861,PLACE_ON142037,ON,"Pembroke, Town—Ville","Pembroke, T-V",1861;1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_ON033007,PLACE_ON142021,ON,McNab,McNab,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON081002,PLACE_ON117015,ON,"Arnprior, Village","Arnprior, Village",1861;1871,1881;1891;1901;1911,high,bridge_name_match
PLACE_ON159005,PLACE_ON103006,ON,Tuscarora,Tuscarora,1851;1861;1871;1881,1921,high,bridge_name_match
PLACE_ON056005,PLACE_ON103006,ON,Tuscarora,Tuscarora,1891;1901;1911,1921,high,bridge_name_match
PLACE_ON075014,PLACE_ON114012,ON,Proton,Proton,1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON075010,PLACE_ON106004,ON,Melancthon,Melancthon,1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON008008,PLACE_ON110024,ON,Sandwich,"Sandwich, Town—Ville",1851,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON181011,PLACE_ON110024,ON,"Sandwich, Town—Ville","Sandwich, Town—Ville",1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON181010,PLACE_ON067005,ON,Sandwich W-O,Sandwich W-O,1861;1871;1881,1901;1911,high,bridge_name_match
PLACE_ON062005,PLACE_ON067005,ON,Sandwich W-O,Sandwich W-O,1891,1901;1911,high,bridge_name_match
PLACE_ON062004,PLACE_ON110011,ON,Sandwich E,Sandwich E,1861;1871;1881;1891,1921,high,bridge_name_match
PLACE_ON067003_1901,PLACE_ON110011,ON,Sandwich E,Sandwich E,1901;1911,1921,high,bridge_name_match
PLACE_ON001002,PLACE_ON110017,ON,"Amherstburg, Town—Ville","Amherstburg, Town—Ville",1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON084008,PLACE_ON101007,ON,Kaladar,Kaladar,1861,1921,medium,bridge_name_match
PLACE_ON069002,PLACE_ON113006,ON,"Prescott, Town—Ville","Prescott, Town—Ville",1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON059002,PLACE_ON104002_1921,ON,Amabel,Amabel,1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_ON066001,PLACE_ON177006,ON,Albermarle,Albermarle,1861,1881,medium,bridge_name_match
PLACE_ON013005,PLACE_ON115005,ON,Moulton,Moulton,1851,1881;1891;1901;1911;1921,medium,bridge_name_match
PLACE_ON120002,PLACE_ON118021,ON,Tyendinaga,Tyendinaga,1851;1861;1871;1881,1921,medium,bridge_name_match
PLACE_ON073004,PLACE_ON118021,ON,Tyendinaga,Tyendinaga,1891,1921,medium,bridge_name_match
PLACE_ON079013,PLACE_ON118021,ON,Tyendinaga,Tyendinaga,1911,1921,medium,bridge_name_match
PLACE_ON121003,PLACE_ON118025,ON,"Belleville, City—Cité","Belleville, C",1851;1861;1871;1881,1921,medium,bridge_name_match
PLACE_ON075001_1891,PLACE_ON118025,ON,"Belleville, City—Cité","Belleville, C",1891,1921,medium,bridge_name_match
PLACE_ON072001_1901,PLACE_ON118025,ON,"Belleville, City—Cité","Belleville, C",1901,1921,medium,bridge_name_match
PLACE_ON173007,PLACE_ON119003,ON,Goderich,Goderich,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON174002,PLACE_ON119018,ON,"Goderich, Town—Ville","Goderich, Town—Ville",1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON080011,PLACE_ON121010,ON,Zone,Zone,1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON002007,PLACE_ON121012,ON,"Chatham, Town—Ville","Chatham, Town—Ville",1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON085008,PLACE_ON126011,ON,"Niagara, Town of","Niagara, Town—Ville",1851;1861,1891;1901;1911;1921,medium,bridge_name_match
PLACE_ON158005,PLACE_ON131009_1891,ON,"Simcoe, Town—Ville","Simcoe, Town—Ville",1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON102001,PLACE_ON132001,ON,Alnwick,Alnwick,1851;1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_ON026001,PLACE_ON133010,ON,Whitby,Whitby,1851,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON048003,PLACE_ON133010,ON,"Whitby, Town—Ville",Whitby,1861;1871,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON132003_1881,PLACE_ON133010,ON,"Whitby, Town—Ville",Whitby,1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON166005,PLACE_ON134012,ON,"Woodstock, Town—Ville","Woodstock, C",1851;1861;1871;1881,1921,medium,bridge_name_match
PLACE_ON165009,PLACE_ON134008_1891,ON,Oxford N,Oxford N,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON165007,PLACE_ON134009_1891,ON,Oxford W-O,Oxford W-O,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON075004,PLACE_ON139005,ON,Longueuil,Longueuil,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON059005,PLACE_ON140008,ON,"Picton, Town—Ville","Picton, Town—Ville",1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON033011,PLACE_ON142008_1871,ON,Brougham,Brougham,1851,1871;1881;1891;1901;1911;1921,medium,bridge_name_match
PLACE_ON035007,PLACE_ON144014,ON,Tiny,Tiny,1851,1911;1921,medium,bridge_name_match
PLACE_ON113014,PLACE_ON144014,ON,Tiny,Tiny,1871;1881;1891;1901,1911;1921,medium,bridge_name_match
PLACE_ON038002,PLACE_ON123003_1891,ON,Waterloo,Waterloo,1851,1891,high,bridge_name_match
PLACE_ON162004,PLACE_ON123003_1891,ON,"Waterloo, Village",Waterloo,1861;1871;1881,1891,high,bridge_name_match
PLACE_ON130005,PLACE_ON150010,ON,"Waterloo, Town—Ville","Waterloo, T-V",1891;1901;1911,1921,high,bridge_name_match
PLACE_ON161003,PLACE_ON131002_1901,ON,Waterloo S,Waterloo S,1861;1871;1881,1901;1911,high,bridge_name_match
PLACE_ON124007_1891,PLACE_ON131002_1901,ON,Waterloo S,Waterloo S,1891,1901;1911,high,bridge_name_match
PLACE_ON162005,PLACE_ON150007,ON,"Berlin, Town—Ville","Berlin, Town—Ville",1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON148003,PLACE_ON153006,ON,Flamborough W-O,Flamborough W-O,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON142001_1851,PLACE_ON151003_1891,ON,Humberstone,Humberstone,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON121008,PLACE_ON144019,ON,"Barrie, Town—Ville","Barrie, T-V",1851;1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_ON099001,PLACE_ON145005_1901,ON,"Cornwall, Town of","Cornwall, T-V",1851;1861,1901;1911;1921,medium,bridge_name_match
PLACE_ON047001_1861,PLACE_ON134001,ON,"Toronto, St. Lawrence Ward—Quartier","Toronto, St. Lawrence Ward—Quartier",1861;1871,1881,high,bridge_name_match
PLACE_ON105011,PLACE_ON138001_1911,ON,York,York,1851;1861,1911,medium,bridge_name_match
PLACE_ON045002,PLACE_ON135004,ON,"Yorkville, Village","Yorkville, Village",1861;1871,1881,high,bridge_name_match
PLACE_ON131001_1851,PLACE_ON136001_1911,ON,Etobicoke,Etobicoke,1851;1861;1871;1881;1891;1901,1911,high,bridge_name_match
PLACE_ON043001_1851,PLACE_ON154005,ON,King,King,1851;1861;1871,1901;1911;1921,high,bridge_name_match
PLACE_ON132008_1881,PLACE_ON154005,ON,King,King,1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_ON056003,PLACE_ON126001_1881,ON,"Peterborough, Town—Ville","Peterborough, Town—Ville",1851;1861;1871,1881,high,bridge_name_match
PLACE_ON054002,PLACE_ON132012,ON,"Cobourg, Town—Ville","Cobourg, Town—Ville",1851;1861;1871,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON124004_1881,PLACE_ON132012,ON,"Cobourg, Town—Ville","Cobourg, Town—Ville",1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON083002,PLACE_ON124011,ON,"Brockville, Town of","Brockville, T-V",1851;1861,1911;1921,medium,bridge_name_match
PLACE_ON082009,PLACE_ON123009_1891,ON,Lavant,Lavant,1851;1861,1891;1901;1911;1921,medium,bridge_name_match
PLACE_ON018009,PLACE_ON122009_1921,ON,Sombra,Sombra,1851,1921,medium,bridge_name_match
PLACE_ON178006,PLACE_ON122009_1921,ON,Sombra,Sombra,1871;1881,1921,medium,bridge_name_match
PLACE_ON013008,PLACE_ON115009,ON,Sherbrooke,Sherbrooke,1851,1881;1891;1901;1911;1921,medium,bridge_name_match
PLACE_ON035002,PLACE_ON144012,ON,Tay,Tay,1851,1871;1881;1891;1901;1911;1921,medium,bridge_name_match
PLACE_ON138003,PLACE_ON144026,ON,"Bradford, Village","Bradford, Village",1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON105005_1861,PLACE_ON154018,ON,"Holland Landing, Village","Holland Landing, Village",1861,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON137007,PLACE_ON154018,ON,"Holland Landing, Village","Holland Landing, Village",1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON046003,PLACE_ON134008,ON,"Toronto, St. Patrick’s Ward—Quartier","Toronto, St. Patrick's Ward—Quartier",1861;1871,1881,high,bridge_name_match
PLACE_ON033002,PLACE_ON142005_1921,ON,Bagot,Bagot,1851,1921,medium,bridge_name_match
PLACE_ON084003,PLACE_ON101002,ON,Anglesea,Anglesea,1861,1921,medium,bridge_name_match
PLACE_ON072010,PLACE_ON111012,ON,Palmerston,Palmerston,1861,1911;1921,medium,bridge_name_match
PLACE_ON172009,PLACE_ON152016,ON,"Palmerston, Town—Ville","Palmerston, Town—Ville",1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON110002,PLACE_ON142004_1921,ON,Alice & Fraser,Alice & Fraser,1861;1871;1881;1891;1901,1921,medium,bridge_name_match
PLACE_ON100003,PLACE_ON149002,ON,Carden,Carden,1861,1881;1891;1901;1911;1921,medium,bridge_name_match
PLACE_ON100010,PLACE_ON149008,ON,Laxton,Laxton,1861,1901;1911;1921,medium,bridge_name_match
PLACE_ON107000,PLACE_ON135035,ON,Nipissing,Nipissing,1861,1901;1911;1921,medium,bridge_name_match
PLACE_ON100004,PLACE_ON149003,ON,Dalton,Dalton,1861,1881;1891;1901;1911;1921,medium,bridge_name_match
PLACE_ON100005,PLACE_ON149004,ON,Digby,Digby,1861,1911;1921,medium,bridge_name_match
PLACE_ON100001,PLACE_ON116001,ON,Anson,Anson,1861,1911;1921,medium,bridge_name_match
PLACE_ON100009,PLACE_ON116011,ON,Hindon,Hindon,1861,1911;1921,medium,bridge_name_match
PLACE_ON106002,PLACE_ON102108,ON,"Sault Ste. Marie, Village","Sault Ste. Marie, C",1861,1911;1921,high,bridge_name_match
PLACE_ON089002,PLACE_ON102108,ON,Sault Ste. Marie,"Sault Ste. Marie, C",1871,1911;1921,high,bridge_name_match
PLACE_ON182022,PLACE_ON102108,ON,Sault Ste. Marie,"Sault Ste. Marie, C",1881,1911;1921,high,bridge_name_match
PLACE_ON044025,PLACE_ON102108,ON,"Sault Ste. Marie, Town—Ville","Sault Ste. Marie, C",1891;1901,1911;1921,high,bridge_name_match
PLACE_QC002008,PLACE_QC037009,QC,Montcalm,Montcalm,1861,1911;1921,medium,bridge_name_match
PLACE_QC002001,PLACE_QC037001,QC,Arundel,Arundel,1861,1881;1891;1901;1911;1921,medium,bridge_name_match
PLACE_QC058006_1851,PLACE_QC042011,QC,St. André,St. André,1851,1861;1871;1881,high,bridge_name_match
PLACE_QC096002,PLACE_QC037011,QC,St. Andrews,St. Andrews,1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC078009,PLACE_QC039014_1921,QC,St. Dominique,"St. Dominique, VL",1851,1921,high,bridge_name_match
PLACE_QC143003,PLACE_QC039014_1921,QC,St. Dominique,"St. Dominique, VL",1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC149019_1881,PLACE_QC149020_1901,QC,St. Dominique,St. Dominique,1881;1891,1901,high,bridge_name_match
PLACE_QC078008,PLACE_QC039017,QC,St. Pie,"St. Pie, VL",1851,1911;1921,high,bridge_name_match
PLACE_QC004006,PLACE_QC039017,QC,St. Pie,"St. Pie, VL",1861,1911;1921,high,bridge_name_match
PLACE_QC189015,PLACE_QC039017,QC,St. Pie,"St. Pie, VL",1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC078011,PLACE_QC039011,QC,St. Simon,St. Simon,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC045013,PLACE_QC193032,QC,St. Simon,St. Simon,1851;1861,1891;1901;1911,high,bridge_name_match
PLACE_QC040002_1871,PLACE_QC193032,QC,St. Simon,St. Simon,1871;1881,1891;1901;1911,high,bridge_name_match
PLACE_QC032001,PLACE_QC157001,QC,Broughton,Broughton,1851;1861,1871,high,bridge_name_match
PLACE_QC005003,PLACE_QC048017_1881,QC,Dorset,Dorset,1861,1881,medium,bridge_name_match
PLACE_QC005011,PLACE_QC048016_1881,QC,Shenley,Shenley,1861,1881,high,bridge_name_match
PLACE_QC157004,PLACE_QC048016_1881,QC,Shenley,Shenley,1871,1881,high,bridge_name_match
PLACE_QC048011,PLACE_QC041002_1921,QC,St. Clément,St. Clément,1851,1921,high,bridge_name_match
PLACE_QC006003,PLACE_QC041002_1921,QC,St. Clément,St. Clément,1861,1921,high,bridge_name_match
PLACE_QC145002,PLACE_QC041002_1921,QC,St. Clément,St. Clément,1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC041013,PLACE_QC095009,QC,St. Clément,St. Clément,1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC048010,PLACE_QC041013_1921,QC,St. Timothée,"St. Timothée, VL",1851,1921,high,bridge_name_match
PLACE_QC145006,PLACE_QC041013_1921,QC,St. Timothée,"St. Timothée, VL",1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC006002,PLACE_QC041001_1921,QC,Ste. Cécile,Ste. Cécile,1861,1921,high,bridge_name_match
