old_place_id,new_place_id,province,old_canonical_name,new_canonical_name,old_years_active,new_years_active,confidence,reason
PLACE_QC055017,PLACE_QC018005,QC,"Upton, Township",Upton,1851,1861,high,bridge_name_match
PLACE_QC078012,PLACE_QC122005,QC,St. Hugues,St. Hugues,1851,1861;1871,high,bridge_name_match
PLACE_QC049008_1851,PLACE_QC141012,QC,St. Raphaël,St. Raphaël,1851,1891;1901,high,bridge_name_match
PLACE_QC045006_1861,PLACE_QC141012,QC,St. Raphaël,St. Raphaël,1861;1871;1881,1891;1901,high,bridge_name_match
PLACE_QC011009,PLACE_QC046010,QC,St. Lambert,"St. Lambert, T-V",1861,1921,high,bridge_name_match
PLACE_QC118001,PLACE_QC046010,QC,St. Lambert,"St. Lambert, T-V",1871,1921,high,bridge_name_match
PLACE_QC150017,PLACE_QC046010,QC,St. Lambert,"St. Lambert, T-V",1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC117006,PLACE_QC092005_1881,QC,St. Luc,St. Luc,1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC060010,PLACE_QC035008,QC,Montmini,"Montmini, Township",1851,1861,high,bridge_name_match
PLACE_QC066003,PLACE_QC078010,QC,Ste. Gertrude,Ste. Gertrude,1851,1911;1921,high,bridge_name_match
PLACE_QC135006,PLACE_QC078010,QC,Ste. Gertrude,Ste. Gertrude,1861;1871,1911;1921,high,bridge_name_match
PLACE_QC051016,PLACE_QC078010,QC,Ste. Gertrude,Ste. Gertrude,1881,1911;1921,high,bridge_name_match
PLACE_QC179011,PLACE_QC078010,QC,Ste. Gertrude,Ste. Gertrude,1891;1901,1911;1921,high,bridge_name_match
PLACE_QC069009,PLACE_QC081001,QC,Ancienne Lorette,Ancienne Lorette,1851,1911;1921,high,bridge_name_match
PLACE_QC185001,PLACE_QC081001,QC,Ancienne Lorette,Ancienne Lorette,1861;1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC143004,PLACE_QC080009,QC,St. Alban,St. Alban,1861;1871,1911;1921,high,bridge_name_match
PLACE_QC178010,PLACE_QC080009,QC,St. Alban,St. Alban,1881;1891,1911;1921,high,bridge_name_match
PLACE_QC181009,PLACE_QC080009,QC,St. Alban,St. Alban,1901,1911;1921,high,bridge_name_match
PLACE_QC070009,PLACE_QC091009_1911,QC,St. Judes,St. Judes,1851,1911;1921,medium,bridge_name_match
PLACE_QC121005,PLACE_QC190011,QC,St. Jude,St. Jude,1861;1871,1881;1891;1901,high,bridge_name_match
PLACE_QC045012,PLACE_QC084014,QC,Ste. Luce,Ste. Luce,1861,1921,high,bridge_name_match
PLACE_QC040010_1871,PLACE_QC084014,QC,Ste. Luce,Ste. Luce,1871;1881,1921,high,bridge_name_match
PLACE_QC193026,PLACE_QC084014,QC,Ste. Luce,Ste. Luce,1891;1901;1911,1921,high,bridge_name_match
PLACE_QC063009,PLACE_QC085010,QC,St. Paul d'Abbotsford,St. Paul d'Abbotsford,1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC078005,PLACE_QC085004,QC,St. Césaire,St. Césaire,1851,1911;1921,medium,bridge_name_match
PLACE_QC063008,PLACE_QC085004,QC,St. Césaire,St. Césaire,1871;1881,1911;1921,medium,bridge_name_match
PLACE_QC189007_1891,PLACE_QC085004,QC,St. Césaire,St. Césaire,1891;1901,1911;1921,medium,bridge_name_match
PLACE_QC076007,PLACE_QC088001,QC,Ascot,Ascot,1851,1921,high,bridge_name_match
PLACE_QC140003,PLACE_QC088001,QC,Ascot,Ascot,1861;1871,1921,high,bridge_name_match
PLACE_QC193001,PLACE_QC088001,QC,Ascot,Ascot,1881;1891;1901,1921,high,bridge_name_match
PLACE_QC198001,PLACE_QC088001,QC,Ascot,Ascot,1911,1921,high,bridge_name_match
PLACE_QC076003,PLACE_QC155001,QC,Auckland,Auckland,1851,1871;1881;1891;1901;1911,medium,bridge_name_match
PLACE_QC048013,PLACE_QC041004,QC,St. Louis de Gonzague,St. Louis de Gonzague,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC093002,PLACE_QC205010,QC,Hull,Hull,1851;1861;1871,1881;1891;1901;1911,high,bridge_name_match
PLACE_QC133005,PLACE_QC093008_1921,QC,Ste. Flore,Ste. Flore,1861;1871,1921,medium,bridge_name_match
PLACE_QC082011_1881,PLACE_QC093008_1921,QC,Ste. Flore,Ste. Flore,1881,1921,medium,bridge_name_match
PLACE_QC146006_1891,PLACE_QC093008_1921,QC,Ste. Flore,Ste. Flore,1891,1921,medium,bridge_name_match
PLACE_QC203007,PLACE_QC093008_1921,QC,Ste. Flore,Ste. Flore,1911,1921,medium,bridge_name_match
PLACE_ON093005,PLACE_ON138008,ON,Dummer,Dummer,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON127002,PLACE_ON108008,ON,"Port Hope, Town—Ville","Port Hope, Town—Ville",1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON062007,PLACE_ON110015,ON,Tilbury W-O,Tilbury W-O,1851;1861;1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_ON157004,PLACE_ON131008_1891,ON,Woodhouse,Woodhouse,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON090005,PLACE_ON134013,ON,"Ingersoll, Village","Ingersoll, Town—Ville",1851;1861,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON165008,PLACE_ON134013,ON,"Ingersoll, Town—Ville","Ingersoll, Town—Ville",1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON031004,PLACE_ON150006,ON,"Galt, Town—Ville","Galt, Town—Ville",1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_ON142011,PLACE_ON151014,ON,"Chippawa, Village","Chippawa, Village",1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON089003,PLACE_ON133012,ON,"Oshawa, Village","Oshawa, T-V",1851;1861,1921,high,bridge_name_match
PLACE_ON132005,PLACE_ON133012,ON,"Oshawa, Town—Ville","Oshawa, T-V",1871;1881,1921,high,bridge_name_match
PLACE_ON104006_1891,PLACE_ON133012,ON,"Oshawa, Town—Ville","Oshawa, T-V",1891;1901;1911,1921,high,bridge_name_match
PLACE_QC004001,PLACE_QC039013,QC,Acton,"Acton, Town—Ville",1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC158001,PLACE_QC040008,QC,St. Elzéar,St. Elzéar,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC005013,PLACE_QC040011_1921,QC,St. Frédéric,St. Frédéric,1851;1861,1921,high,bridge_name_match
PLACE_QC158003,PLACE_QC040011_1921,QC,St. Frédéric,St. Frédéric,1871,1921,high,bridge_name_match
PLACE_QC139016,PLACE_QC040011_1921,QC,St. Frédéric,St. Frédéric,1881;1891,1921,high,bridge_name_match
PLACE_QC139013_1901,PLACE_QC040011_1921,QC,"St. Frédéric, Village",St. Frédéric,1901,1921,high,bridge_name_match
PLACE_QC144010,PLACE_QC040011_1921,QC,St. Frédéric,St. Frédéric,1911,1921,high,bridge_name_match
PLACE_QC048010_1851,PLACE_QC139014,QC,St. George,St. George,1851;1861;1871;1881,1901,high,bridge_name_match
PLACE_QC139017,PLACE_QC139014,QC,St. George,St. George,1891,1901,high,bridge_name_match
PLACE_QC038001_1851,PLACE_QC143011_1901,QC,Port Daniel,Port Daniel,1851;1861;1871;1881,1901,medium,bridge_name_match
PLACE_QC144003,PLACE_QC144004_1901,QC,Brome,"Brome, Village",1851;1861;1871;1881;1891,1901,high,bridge_name_match
PLACE_QC144003_1901,PLACE_QC045003_1921,QC,Brome,Brome,1901,1921,high,bridge_name_match
PLACE_QC149003_1911,PLACE_QC045003_1921,QC,Brome,Brome,1911,1921,high,bridge_name_match
PLACE_QC151005,PLACE_QC047006_1921,QC,Ste. Anne de la Pérade,Ste. Anne de la Pérade,1851;1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC077009,PLACE_QC048003,QC,Les Eboulements,Les Eboulements,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC149009,PLACE_QC152004,QC,Malbaie,Malbaie,1851;1861;1871,1881;1891;1901;1911,high,bridge_name_match
PLACE_QC013010,PLACE_QC048007_1881_1921,QC,St. Fidèle,St. Fidèle,1851;1861,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC149010,PLACE_QC048007_1881_1921,QC,St. Fidèle,St. Fidèle,1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC147011,PLACE_QC048008,QC,St. Hilarion,St. Hilarion,1851;1861;1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC077008,PLACE_QC048009,QC,St. Irénée,St. Irénée,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC166014_1891,PLACE_QC166016,QC,Ste. Philomène,Ste. Philomène,1891,1901,high,bridge_name_match
PLACE_QC142002,PLACE_QC051006,QC,Compton,Compton,1851;1861;1871,1901;1911;1921,high,bridge_name_match
PLACE_QC054014_1881,PLACE_QC051006,QC,Compton,Compton,1881,1901;1911;1921,high,bridge_name_match
PLACE_QC150005_1891,PLACE_QC051006,QC,Compton,Compton,1891,1901;1911;1921,high,bridge_name_match
PLACE_QC150007_1851,PLACE_QC051007_1911,QC,Eaton,Eaton,1851;1861;1871;1881;1891,1911;1921,high,bridge_name_match
PLACE_QC150009_1901,PLACE_QC051007_1911,QC,Eaton,Eaton,1901,1911;1921,high,bridge_name_match
PLACE_QC142001,PLACE_QC155009,QC,Hereford,Hereford,1851;1861;1871,1911,medium,bridge_name_match
PLACE_QC150012_1891,PLACE_QC155009,QC,Hereford,Hereford,1891;1901,1911,medium,bridge_name_match
PLACE_QC150012,PLACE_QC051012,QC,Lingwick,Lingwick,1851;1861;1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_QC150021,PLACE_QC051016_1921,QC,Westbury,Westbury,1851;1861;1871;1881;1891;1901,1921,high,bridge_name_match
PLACE_QC155018,PLACE_QC051016_1921,QC,Westbury,Westbury,1911,1921,high,bridge_name_match
PLACE_QC018001,PLACE_QC054001,QC,Durham,Durham,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC018002,PLACE_QC054003_1911,QC,Grantham,Grantham,1851;1861,1911;1921,high,bridge_name_match
PLACE_QC153004_1871,PLACE_QC054003_1911,QC,Grantham,Grantham,1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC003005,PLACE_QC137002,QC,Bulstrode,Bulstrode,1851;1861,1871,high,bridge_name_match
PLACE_QC003010,PLACE_QC153037,QC,Stanfold,Stanfold,1851;1861,1901,high,bridge_name_match
PLACE_QC052017,PLACE_QC153037,QC,Stanfold,Stanfold,1871;1881,1901,high,bridge_name_match
PLACE_QC153012,PLACE_QC153037,QC,Stanfold,Stanfold,1891,1901,high,bridge_name_match
PLACE_QC003011,PLACE_QC038018_1911,QC,Tingwick,Tingwick,1851;1861,1911;1921,high,bridge_name_match
PLACE_QC052022,PLACE_QC038018_1911,QC,Tingwick,Tingwick,1871;1881,1911;1921,high,bridge_name_match
PLACE_QC153038,PLACE_QC038018_1911,QC,Tingwick,Tingwick,1891;1901,1911;1921,high,bridge_name_match
PLACE_QC018007,PLACE_QC054014,QC,Wickham,Wickham,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC003012,PLACE_QC038025,QC,Warwick,"Warwick, VL",1851;1861,1901;1911;1921,high,bridge_name_match
PLACE_QC153032,PLACE_QC038025,QC,"Warwick, Village","Warwick, VL",1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_QC153031,PLACE_QC038019,QC,Warwick,Warwick,1891,1911;1921,high,bridge_name_match
PLACE_QC153040,PLACE_QC038019,QC,Warwick,Warwick,1901,1911;1921,high,bridge_name_match
PLACE_QC019013,PLACE_QC056025,QC,Percé,Percé,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC072008,PLACE_QC058008_1891,QC,St. Anicet,St. Anicet,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC108001,PLACE_QC158001_1881,QC,Lachine,Lachine,1851;1861;1871,1881;1891,high,bridge_name_match
PLACE_QC108002,PLACE_QC076012,QC,"Lachine, Village","Lachine, C",1851;1861;1871,1921,high,bridge_name_match
PLACE_QC162013,PLACE_QC076012,QC,"Lachine, Town—Ville","Lachine, C",1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC025012,PLACE_QC060012,QC,Ste. Mélanie,Ste. Mélanie,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC166003,PLACE_QC064002,QC,St. Constant,St. Constant,1851;1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC166006,PLACE_QC064006,QC,St. Philippe,St. Philippe,1851;1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC116006,PLACE_QC161008,QC,St. Cyprien,St. Cyprien,1851;1861;1871,1881;1891;1901,high,bridge_name_match
PLACE_QC149022,PLACE_QC063017,QC,St. François de Sales,St. François de Sales,1901,1911;1921,high,bridge_name_match
PLACE_QC091015,PLACE_QC168011_1911,QC,Longue Pointe,Longue Pointe,1851;1861;1871;1881,1911,high,bridge_name_match
PLACE_QC163003_1891,PLACE_QC168011_1911,QC,Longue Pointe,Longue Pointe,1891;1901,1911,high,bridge_name_match
PLACE_QC091018,PLACE_QC163016,QC,Sault-au-Récollet,Sault au Récollet,1851;1861;1871;1881,1901,medium,bridge_name_match
PLACE_QC049005,PLACE_QC068007,QC,Ste. Croix,Ste. Croix,1851;1861;1871;1881,1911;1921,high,bridge_name_match
PLACE_QC166005,PLACE_QC068007,QC,Ste. Croix,Ste. Croix,1891,1911;1921,high,bridge_name_match
PLACE_QC166007_1901,PLACE_QC068007,QC,Ste. Croix,Ste. Croix,1901,1911;1921,high,bridge_name_match
PLACE_QC030001,PLACE_QC049003_1871,QC,Lotbinière,Lotbinière,1851;1861,1871;1881,high,bridge_name_match
PLACE_QC176002_1851,PLACE_QC073014_1921,QC,St. Alexis,"St. Alexis, VL",1851;1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC076013_1871,PLACE_QC149013,QC,St. Alexis,St. Alexis,1871;1881,1891,high,bridge_name_match
PLACE_QC034006,PLACE_QC073005_1891,QC,St. Esprit,St. Esprit,1851;1861,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC089004,PLACE_QC073005_1891,QC,St. Esprit,St. Esprit,1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC089005,PLACE_QC073007,QC,Ste. Julienne,Ste. Julienne,1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC177012,PLACE_QC074014_1921,QC,"Montmagny, Village","Montmagny, T-V",1851;1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC051007,PLACE_QC078024,QC,Nicolet,"Nicolet, T-V",1851;1861;1871;1881,1911;1921,high,bridge_name_match
PLACE_QC179006,PLACE_QC078024,QC,"Nicolet, Town—Ville","Nicolet, T-V",1891;1901,1911;1921,high,bridge_name_match
PLACE_QC182004,PLACE_QC192005,QC,Dudswell,Dudswell,1851;1861;1871;1881;1891,1901;1911,high,bridge_name_match
PLACE_QC059006,PLACE_QC099012_1891,QC,Stratford,Stratford,1851;1861,1891;1901;1911;1921,medium,bridge_name_match
PLACE_QC053012,PLACE_QC099012_1891,QC,Stratford,Stratford,1881,1891;1901;1911;1921,medium,bridge_name_match
PLACE_QC059009_1851,PLACE_QC099014,QC,Wolfestown,Wolfestown,1851;1861,1901;1911;1921,medium,bridge_name_match
PLACE_QC139003,PLACE_QC099014,QC,Wolfestown,Wolfestown,1871,1901;1911;1921,medium,bridge_name_match
PLACE_QC139008,PLACE_QC099013_1921,QC,Weedon,Weedon,1851;1861;1871,1921,high,bridge_name_match
PLACE_QC182019,PLACE_QC099013_1921,QC,Weedon,Weedon,1881;1891,1921,high,bridge_name_match
PLACE_QC192020,PLACE_QC099013_1921,QC,Weedon,Weedon,1901;1911,1921,high,bridge_name_match
PLACE_QC044008,PLACE_QC083008,QC,Windsor,Windsor,1851;1861,1921,high,bridge_name_match
PLACE_QC138008,PLACE_QC083008,QC,Windsor,Windsor,1871,1921,high,bridge_name_match
PLACE_QC182020,PLACE_QC083008,QC,Windsor,Windsor,1881;1891,1921,high,bridge_name_match
PLACE_QC192021,PLACE_QC083008,QC,Windsor,Windsor,1901;1911,1921,high,bridge_name_match
PLACE_QC196004,PLACE_QC092002_1921,QC,St. Bernard de Lacolle,St. Bernard de Lacolle,1851;1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC110003,PLACE_QC089002,QC,St. Clet,St. Clet,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC110004,PLACE_QC089001_1881,QC,St. Ignace,St. Ignace,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC166007,PLACE_QC095012,QC,St. Eloi,St. Eloi,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC120005,PLACE_QC061002_1881,QC,Sorel,Sorel,1871,1881,high,bridge_name_match
PLACE_QC028002,PLACE_QC076044,QC,St. Martin,"St. Martin, par.",1851;1861,1921,high,bridge_name_match
PLACE_QC163003,PLACE_QC076044,QC,St. Martin,"St. Martin, par.",1871;1881;1891,1921,high,bridge_name_match
PLACE_QC163010,PLACE_QC076044,QC,St. Martin,"St. Martin, par.",1901,1921,high,bridge_name_match
PLACE_QC168008_1911,PLACE_QC076044,QC,St. Martin,"St. Martin, par.",1911,1921,high,bridge_name_match
PLACE_QC139006_1881,PLACE_QC139020_1901,QC,St. Martin,St. Martin,1881;1891,1901,high,bridge_name_match
PLACE_QC018003,PLACE_QC054004_1921,QC,Kingsey,Kingsey,1851;1861,1921,high,bridge_name_match
PLACE_QC136011,PLACE_QC054004_1921,QC,Kingsey,Kingsey,1871,1921,high,bridge_name_match
PLACE_QC052012_1881,PLACE_QC054004_1921,QC,Kingsey,Kingsey,1881,1921,high,bridge_name_match
PLACE_QC153005_1891,PLACE_QC054004_1921,QC,Kingsey,Kingsey,1891;1901,1921,high,bridge_name_match
PLACE_QC158008_1911,PLACE_QC054004_1921,QC,Kingsey,Kingsey,1911,1921,high,bridge_name_match
PLACE_QC041001_1851,PLACE_QC095029,QC,Fraserville,"Fraserville, Town—Ville",1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC029001,PLACE_QC169001,QC,Notre Dame de la Victoire,Notre-Dame de la Victoire,1851;1861,1911,high,bridge_name_match
PLACE_QC153006,PLACE_QC169001,QC,Notre Dame de la Victoire,Notre-Dame de la Victoire,1871,1911,high,bridge_name_match
PLACE_QC164004_1881,PLACE_QC169001,QC,Notre-Dame de la Victoire,Notre-Dame de la Victoire,1881;1891;1901,1911,high,bridge_name_match
PLACE_QC002012,PLACE_QC142012_1901,QC,Wentworth,Wentworth,1851;1861,1901;1911,medium,bridge_name_match
PLACE_QC002006,PLACE_QC037005_1911,QC,Harrington,Harrington,1851;1861,1911;1921,medium,bridge_name_match
PLACE_QC137007,PLACE_QC037005_1911,QC,Harrington,Harrington,1881;1891,1911;1921,medium,bridge_name_match
PLACE_QC005008,PLACE_QC158007,QC,Linière,Linière,1851;1861,1871,high,bridge_name_match
PLACE_QC015022,PLACE_QC150011,QC,Tremblay,Tremblay,1851;1861,1871,high,bridge_name_match
PLACE_QC015016,PLACE_QC149034,QC,Simard,Simard,1851;1861,1901,medium,bridge_name_match
PLACE_QC059002_1851,PLACE_QC099003_1901,QC,Garthby,Garthby,1851;1861,1901;1911;1921,medium,bridge_name_match
PLACE_QC053018,PLACE_QC099003_1901,QC,Garthby,Garthby,1881,1901;1911;1921,medium,bridge_name_match
PLACE_QC040002,PLACE_QC079002,QC,Aldfield,Aldfield,1851;1861,1881;1891;1901;1911;1921,medium,bridge_name_match
PLACE_ON037010,PLACE_ON156008,ON,Sarawack,Sarawack,1871,1881,high,bridge_name_match
PLACE_ON087010,PLACE_ON122018,ON,"Oil Springs, Village","Oil Springs, VL",1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_ON169001,PLACE_ON128001_1891,ON,Adelaide,Adelaide,1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON085010,PLACE_ON129019,ON,Stephenson,Stephenson,1871,1901;1911;1921,medium,bridge_name_match
PLACE_ON082012,PLACE_ON142016,ON,Head,Head,1871,1911;1921,medium,bridge_name_match
PLACE_ON029005,PLACE_ON137014,ON,"Mitchell, Village","Mitchell, Town—Ville",1861;1871,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON171007,PLACE_ON137014,ON,"Mitchell, Town—Ville","Mitchell, Town—Ville",1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON139015,PLACE_ON144009,ON,"Orillia, Town—Ville",Orillia,1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON142006,PLACE_ON151010,ON,"Welland, Village","Welland, Town—Ville",1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_ON135002,PLACE_ON131005,ON,York E,York E,1871;1881,1891,high,bridge_name_match
PLACE_ON088001,PLACE_ON092033,ON,Killarney,Killarney,1871,1901,high,bridge_name_match
PLACE_ON182013,PLACE_ON092033,ON,Killarney,Killarney,1881,1901,high,bridge_name_match
PLACE_ON046010,PLACE_ON092033,ON,Killarney,Killarney,1891,1901,high,bridge_name_match
PLACE_ON089001,PLACE_ON182018,ON,Bruce Mines,Bruce Mines,1871,1881,high,bridge_name_match
PLACE_ON088002_1871,PLACE_ON046021,ON,Spanish River,Spanish River,1871,1891,high,bridge_name_match
PLACE_ON182014,PLACE_ON046021,ON,Spanish River,Spanish River,1881,1891,high,bridge_name_match
PLACE_ON090002,PLACE_ON046013,ON,Michipicoten,Michipicoten,1871,1881;1891,high,bridge_name_match
PLACE_ON090003,PLACE_ON182027,ON,Pic,Pic,1871,1881,high,bridge_name_match
PLACE_ON090005_1871,PLACE_ON182028,ON,Nipigon,Nipigon,1871,1881,high,bridge_name_match
PLACE_ON044059,PLACE_ON147015,ON,Nipigon,Nipigon,1901,1911;1921,high,bridge_name_match
PLACE_ON085006_1871,PLACE_ON129022,ON,Wood,Wood,1871,1921,medium,bridge_name_match
PLACE_PE133001,PLACE_PE002027,PE,Summerside,"Summerside, T-V",1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_NS016004,PLACE_NS004030,NS,Bridgetown,Bridgetown,1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_NS016003,PLACE_NS004005,NS,Clarence,Clarence,1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_NS044023,PLACE_NS021012,NS,Plymouth,Plymouth,1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_NS193004,PLACE_NS013011_1881,NS,Port la Tour,Port La Tour,1871,1881,high,bridge_name_match
PLACE_NS014009,PLACE_NS044002,NS,Argyle,Argyle,1871;1881,1891,high,bridge_name_match
PLACE_NS014008,PLACE_NS053019,NS,Tusket,Tusket,1871;1881,1891;1901;1911,high,bridge_name_match
PLACE_NS014004,PLACE_NS021011,NS,Ohio,Ohio,1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_NS032018_1871,PLACE_NS010027,NS,Salmon River,Salmon River,1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_NS015010,PLACE_NS009003_1921,NS,Church Point,Church Point,1871;1881,1921,high,bridge_name_match
PLACE_NS043003,PLACE_NS009003_1921,NS,Church Point,Church Point,1891;1901;1911,1921,high,bridge_name_match
PLACE_NS031022,PLACE_NS009025,NS,Weymouth,Weymouth,1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_NS191004,PLACE_NS009020,NS,Sandy Cove,Sandy Cove,1871,1891;1901;1911;1921,high,bridge_name_match
PLACE_NS015004,PLACE_NS009020,NS,Sandy Cove,Sandy Cove,1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_NS031014,PLACE_NS009016,NS,Plympton,Plympton,1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_NS194002,PLACE_NS017013,NS,Liverpool,"Liverpool, T-V",1871,1901;1911;1921,medium,bridge_name_match
PLACE_NS040008,PLACE_NS017013,NS,Liverpool,"Liverpool, T-V",1891,1901;1911;1921,medium,bridge_name_match
PLACE_NS194005,PLACE_NS017005,NS,Greenfield,Greenfield,1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_NS194004,PLACE_NS017009,NS,Port Medway,Port Medway,1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_NS038010,PLACE_NS015033,NS,Petite Rivière,Petite Rivière,1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_NS191006,PLACE_NS009009,NS,Hillsburg,Hillsburg,1871,1921,high,bridge_name_match
PLACE_NS043008,PLACE_NS009009,NS,Hillsburg,Hillsburg,1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_NS194006,PLACE_NS052004,NS,Caledonia,Caledonia,1871,1881;1891;1901;1911,high,bridge_name_match
PLACE_NS191005,PLACE_NS009028,NS,Digby,Digby,1871,1891;1901;1911;1921,high,bridge_name_match
PLACE_NS015003_1881,PLACE_NS009028,NS,Digby,Digby,1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_NS018012,PLACE_NS012006,NS,Maitland,Maitland,1871;1881,1901;1911;1921,high,bridge_name_match
PLACE_NS035011,PLACE_NS012006,NS,Maitland,Maitland,1891,1901;1911;1921,high,bridge_name_match
PLACE_NS016008,PLACE_NS004007,NS,Clementsport,Clementsport,1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_NS190010,PLACE_NS004029,NS,Annapolis Royal,Annapolis Royal,1871,1891;1901;1911;1921,high,bridge_name_match
PLACE_NS016010,PLACE_NS004029,NS,Annapolis Royal,Annapolis Royal,1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_NS038006,PLACE_NS015044,NS,Lunenburg,"Lunenburg, T-V",1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_NS038002,PLACE_NS015004_1901,NS,Blockhouse,Blockhouse,1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_NS010009,PLACE_NS011009,NS,French Village,French Village,1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_NS009001,PLACE_NS045043,NS,"Halifax, Ward—Quartier No. 1","Halifax, Ward—Quartier No. 1",1871;1881,1891;1901;1911,high,bridge_name_match
PLACE_NS009002,PLACE_NS045044,NS,"Halifax, Ward—Quartier No. 2","Halifax, Ward—Quartier No. 2",1871;1881,1891;1901;1911,high,bridge_name_match
PLACE_NS037006,PLACE_NS014016,NS,Kentville,"Kentville, T-V",1871;1881;1891,1911;1921,high,bridge_name_match
PLACE_NS036015_1901,PLACE_NS014016,NS,"Kentville, Town—Ville","Kentville, T-V",1901,1911;1921,high,bridge_name_match
PLACE_NS009007_1871,PLACE_NS045048,NS,"Halifax, Ward—Quartier No. 6","Halifax, Ward—Quartier No. 6",1871;1881,1891;1901;1911,high,bridge_name_match
PLACE_NS009003,PLACE_NS045045,NS,"Halifax, Ward—Quartier No. 3","Halifax, Ward—Quartier No. 3",1871;1881,1891;1901;1911,high,bridge_name_match
PLACE_NS037013,PLACE_NS036002_1901,NS,Berwick,Berwick,1871;1881;1891,1901,high,bridge_name_match
PLACE_NS036024,PLACE_NS014014,NS,Somerset,Somerset,1871;1881;1891;1901,1911;1921,high,bridge_name_match
