from,to,length_m
ON008003_1851,ON008004_1851,20740.66
ON008003_1851,ON008008_1851,7677.72
ON008003_1851,ON008005_1851,5496.47
ON008010_1851,ON017007_1851,20239.74
ON008010_1851,ON017003_1851,1354.05
ON008001_1851,ON008006_1851,4826.55
ON008001_1851,ON008002_1851,2399.42
ON009003_1851,ON009007_1851,16684.29
ON009003_1851,ON009005_1851,19912.64
ON009003_1851,ON009999_1851,21309.93
ON009999_1851,ON015009_1851,1497.44
ON009999_1851,ON015003_1851,19637.82
ON009999_1851,ON019001_1851,14220.16
ON009999_1851,ON019004_1851,5105.55
ON009001_1851,ON045012_1851,695.28
ON009001_1851,ON045007_1851,1387.32
ON009001_1851,ON045002_1851,2518.18
ON009001_1851,ON045013_1851,225.99
ON009001_1851,ON045003_1851,2054.73
ON009001_1851,ON045004_1851,266.57
ON009001_1851,ON009007_1851,7679.54
ON009001_1851,ON009006_1851,4280.21
ON009001_1851,ON009002_1851,15794.72
ON009001_1851,ON009008_1851,7892.04
ON010002_1851,ON036001_1851,20883.85
ON010002_1851,ON036004_1851,126.47
ON010002_1851,ON010004_1851,17210.12
ON012001_1851,ON020005_1851,23236.85
ON012001_1851,ON012006_1851,4391.01
ON012001_1851,ON012005_1851,9316.59
ON012001_1851,ON012002_1851,19238.98
ON012001_1851,ON012004_1851,5324.58
ON012003_1851,ON012004_1851,16851.47
ON012005_1851,ON020005_1851,6028.75
ON012005_1851,ON020008_1851,15691.24
ON012005_1851,ON020006_1851,1637.72
ON012005_1851,ON019010_1851,36014.25
ON011002_1851,ON011010_1851,17380.42
ON011002_1851,ON011007_1851,19021.53
ON011002_1851,ON011013_1851,17526.52
ON011013_1851,ON011014_1851,187.61
ON013001_1851,ON013010_1851,3506.99
ON013001_1851,ON022001_1851,11941.97
ON013001_1851,ON013004_1851,7314.37
ON013001_1851,ON013003_1851,8993.16
ON013001_1851,ON013005_1851,10818.5
ON013001_1851,ON040006_1851,496.72
ON013003_1851,ON013009_1851,1567.68
ON013003_1851,ON013006_1851,9390.3
ON013003_1851,ON013010_1851,15029.97
ON013003_1851,ON013007_1851,12757.83
ON013002_1851,ON013007_1851,8814.44
ON013002_1851,ON013004_1851,7473.84
ON013002_1851,ON013003_1851,13653.2
ON013005_1851,ON013008_1851,8610.38
ON013005_1851,ON040006_1851,18104.38
ON014001_1851,ON014002_1851,15020.31
ON014001_1851,ON014003_1851,20131.39
ON014001_1851,ON039007_1851,23.94
ON014001_1851,ON039001_1851,15377.26
ON014001_1851,ON028003_1851,20062.82
ON044005_1851,ON044006_1851,396.16
ON015007_1851,ON015008_1851,21039.2
ON015008_1851,ON021003_1851,24105.0
ON015008_1851,ON015009_1851,16590.46
ON015006_1851,ON024009_1851,19648.23
ON015006_1851,ON015007_1851,16909.08
ON015006_1851,ON024005_1851,1003.06
ON015001_1851,ON015006_1851,2613.49
ON015001_1851,ON015007_1851,5955.56
ON016014_1851,ON016015_1851,29338.79
ON016013_1851,ON029002_1851,14777.49
ON016013_1851,ON016014_1851,15339.09
ON016013_1851,ON016015_1851,1317.5
ON016005_1851,ON029001_1851,12309.49
ON016005_1851,ON029003_1851,3408.87
ON016005_1851,ON029002_1851,13299.35
ON016005_1851,ON016013_1851,4491.49
ON016009_1851,ON016011_1851,8812.31
ON016009_1851,ON016010_1851,19523.53
ON016015_1851,ON016016_1851,3695.9
ON016012_1851,ON016013_1851,9592.33
ON016012_1851,ON016015_1851,13422.75
ON017001_1851,ON017005_1851,34500.17
ON017001_1851,ON017002_1851,17667.95
ON017001_1851,ON018003_1851,24876.61
ON017001_1851,ON018005_1851,14516.69
ON017001_1851,ON023001_1851,8100.9
ON017002_1851,ON017008_1851,2127.28
ON017002_1851,ON017004_1851,19681.12
ON017002_1851,ON017003_1851,24991.75
ON017002_1851,ON018009_1851,18563.03
ON017002_1851,ON018003_1851,2502.66
ON017003_1851,ON017007_1851,9400.93
ON017003_1851,ON017006_1851,17452.06
ON017003_1851,ON017008_1851,2428.48
ON017003_1851,ON018011_1851,12064.81
ON017003_1851,ON018009_1851,2154.97
ON045003_1851,ON045006_1851,508.49
ON045003_1851,ON045013_1851,654.05
ON045003_1851,ON045004_1851,2667.98
ON018002_1851,ON018005_1851,14245.6
ON018002_1851,ON023001_1851,14739.61
ON018002_1851,ON018004_1851,19685.19
ON018002_1851,ON023004_1851,13796.26
ON018002_1851,ON018007_1851,163.57
ON018002_1851,ON018010_1851,18210.52
ON020003_1851,ON020004_1851,14231.7
ON020004_1851,ON020009_1851,13125.08
ON020004_1851,ON020010_1851,196.91
ON001003_1851,ON021002_1851,16840.51
ON001003_1851,ON009001_1851,15989.33
ON001003_1851,ON009007_1851,2840.31
ON021002_1851,ON021003_1851,12994.86
ON001004_1851,ON015009_1851,19706.44
ON001004_1851,ON009003_1851,14602.86
ON001004_1851,ON009999_1851,22787.55
ON022007_1851,ON040003_1851,9596.76
ON022007_1851,ON022008_1851,4719.54
ON023009_1851,ON023011_1851,12993.36
ON023009_1851,ON027006_1851,10274.08
ON023009_1851,ON027003_1851,14586.82
ON023009_1851,ON027005_1851,2533.5
ON023009_1851,ON023012_1851,4244.43
ON023009_1851,ON027010_1851,1288.86
ON023006_1851,ON023007_1851,15561.96
ON023006_1851,ON023012_1851,665.13
ON023003_1851,ON023004_1851,10406.25
ON023003_1851,ON023010_1851,27623.36
ON023003_1851,ON023005_1851,9990.09
ON023003_1851,ON023007_1851,13930.86
ON025006_1851,ON025009_1851,4259.41
ON024004_1851,ON024007_1851,3400.98
ON024004_1851,ON024006_1851,10547.81
ON024004_1851,ON030006_1851,3045.6
ON024004_1851,ON030008_1851,14143.0
ON026001_1851,ON026002_1851,20951.27
ON026001_1851,ON026011_1851,5990.85
ON026001_1851,ON026004_1851,14768.1
ON046001_1851,ON046003_1851,1690.65
ON027010_1851,ON029001_1851,5357.83
ON027010_1851,ON029004_1851,4154.07
ON027001_1851,ON027005_1851,2805.52
ON027001_1851,ON027011_1851,1842.61
ON027001_1851,ON027002_1851,22404.49
ON027001_1851,ON027009_1851,31214.87
ON027001_1851,ON029008_1851,15001.25
ON027001_1851,ON038003_1851,4831.22
ON027002_1851,ON027003_1851,11425.53
ON027002_1851,ON027010_1851,22490.6
ON027002_1851,ON029004_1851,8094.84
ON027002_1851,ON029008_1851,3232.59
ON027004_1851,ON027007_1851,13085.56
ON027004_1851,ON027005_1851,10397.66
ON027004_1851,ON027011_1851,4826.22
ON027004_1851,ON027009_1851,10319.61
ON027004_1851,ON027008_1851,391.26
ON027003_1851,ON027012_1851,3417.29
ON027003_1851,ON027005_1851,19034.91
ON027003_1851,ON027010_1851,8103.37
ON027005_1851,ON027006_1851,15003.04
ON027005_1851,ON027007_1851,1950.8
ON027005_1851,ON027012_1851,2586.22
ON027005_1851,ON027011_1851,3324.12
ON028005_1851,ON042001_1851,10646.23
ON028005_1851,ON042002_1851,12056.4
ON029007_1851,ON029008_1851,20443.22
ON029007_1851,ON038003_1851,12930.11
ON029007_1851,ON038005_1851,6906.0
ON029007_1851,ON029011_1851,780.82
ON029008_1851,ON038003_1851,1767.61
ON030001_1851,ON030006_1851,3235.97
ON030001_1851,ON030003_1851,36981.03
ON030005_1851,ON030008_1851,14578.81
ON030005_1851,ON030009_1851,6320.75
ON024008_1851,ON030005_1851,2785.55
ON024008_1851,ON030008_1851,22670.13
ON031003_1851,QC081011_1851,3074.64
ON031003_1851,QC081004_1851,16572.59
ON031002_1851,ON031003_1851,13461.01
ON031002_1851,ON031004_1851,10551.62
ON031004_1851,ON031005_1851,10067.74
ON031006_1851,ON031007_1851,15388.49
ON031006_1851,ON034002_1851,16037.08
ON031007_1851,ON036004_1851,9009.55
ON031007_1851,ON034003_1851,12194.57
ON031007_1851,ON034002_1851,3752.29
ON033003_1851,ON033007_1851,16466.5
ON033003_1851,ON033005_1851,2513.96
ON033011_1851,ON033012_1851,14783.31
ON004009_1851,ON012003_1851,4274.86
ON004009_1851,ON005002_1851,15411.3
ON004009_1851,ON005004_1851,6908.55
ON004009_1851,ON034004_1851,15836.21
ON004009_1851,ON034001_1851,2649.82
ON035001_1851,ON035004_1851,23593.98
ON035001_1851,ON035003_1851,15161.26
ON035001_1851,ON035002_1851,11828.07
ON047001_1851,ON047003_1851,1335.09
ON047001_1851,ON047002_1851,1300.53
ON047003_1851,ON047004_1851,982.09
ON047002_1851,ON047004_1851,1372.39
ON038002_1851,ON038003_1851,17682.5
ON038002_1851,ON038007_1851,5999.92
ON038002_1851,ON039002_1851,9046.67
ON038002_1851,ON038004_1851,22553.02
ON038002_1851,ON039003_1851,13606.48
ON038002_1851,ON039012_1851,1471.9
ON038001_1851,ON041001_1851,9572.82
ON038001_1851,ON038003_1851,689.9
ON038001_1851,ON038006_1851,10117.66
ON038001_1851,ON038002_1851,19973.8
ON038001_1851,ON039002_1851,636.67
ON038003_1851,ON038005_1851,14196.97
ON041006_1851,ON041007_1851,9925.28
ON041002_1851,ON041003_1851,23236.91
ON041003_1851,ON041004_1851,6851.9
ON041003_1851,ON041009_1851,5414.91
ON041005_1851,ON041006_1851,11386.79
ON041005_1851,ON041008_1851,9200.52
ON041005_1851,ON041007_1851,302.25
ON044001_1851,ON044005_1851,1081.88
ON044001_1851,ON044006_1851,137.12
ON044001_1851,ON044004_1851,1524.27
ON044004_1851,ON044006_1851,1.04
ON044002_1851,ON044005_1851,2602.81
ON044002_1851,ON044003_1851,2038.63
ON040007_1851,ON040008_1851,11848.79
ON035014_1851,ON035015_1851,19732.35
ON036001_1851,ON036002_1851,12332.29
ON036001_1851,ON036005_1851,3962.97
ON036001_1851,ON036004_1851,16978.11
ON036002_1851,ON036003_1851,14319.09
ON036002_1851,ON036004_1851,4658.68
ON043001_1851,ON043004_1851,973.07
ON043001_1851,ON043008_1851,410.66
ON043001_1851,ON043007_1851,333.57
ON043001_1851,ON043009_1851,305.22
ON043001_1851,ON043010_1851,456.69
ON043001_1851,ON043005_1851,350.23
ON043001_1851,ON043002_1851,2583.99
ON042005_1851,ON043001_1851,12733.5
ON042005_1851,ON043002_1851,488.43
ON042005_1851,ON043006_1851,497.35
ON042005_1851,ON043003_1851,1706.47
ON042001_1851,ON042005_1851,27462.05
ON042001_1851,ON042002_1851,5071.28
ON042002_1851,ON042005_1851,13820.69
ON042002_1851,ON042003_1851,14807.23
ON042002_1851,ON042006_1851,22160.62
ON042006_1851,ON042009_1851,14810.67
ON042006_1851,ON042008_1851,13783.87
ON042007_1851,ON042008_1851,16208.3
ON044003_1851,ON044005_1851,247.73
ON044003_1851,ON044006_1851,229.75
ON044003_1851,ON044004_1851,2287.24
ON045007_1851,ON045010_1851,1464.24
ON045007_1851,ON045011_1851,48.08
ON045001_1851,ON045007_1851,223.58
ON045001_1851,ON045009_1851,345.36
ON045001_1851,ON045010_1851,301.55
ON045001_1851,ON045005_1851,966.56
ON045001_1851,ON045002_1851,54.06
ON045002_1851,ON045007_1851,1590.19
ON045002_1851,ON045011_1851,103.9
ON045002_1851,ON045005_1851,217.94
ON045002_1851,ON045006_1851,113.89
ON045002_1851,ON045003_1851,1049.36
ON045004_1851,ON045006_1851,619.75
ON045005_1851,ON045008_1851,391.63
ON045005_1851,ON045006_1851,782.78
ON045006_1851,ON045008_1851,244.78
ON019003_1851,ON020003_1851,13177.96
ON019003_1851,ON020002_1851,16259.47
ON019003_1851,ON019007_1851,9183.67
ON019005_1851,ON033002_1851,11740.06
ON019005_1851,ON019009_1851,16553.63
ON020002_1851,ON020003_1851,2993.32
ON020002_1851,ON020006_1851,7470.99
ON045009_1851,ON045010_1851,608.26
ON018009_1851,ON018011_1851,15256.18
ON029004_1851,ON029008_1851,10034.29
ON029004_1851,ON029006_1851,10507.91
ON015004_1851,ON015005_1851,15115.58
ON015004_1851,ON030001_1851,19698.74
ON015004_1851,ON015011_1851,15671.45
ON015011_1851,ON030001_1851,20214.91
ON035002_1851,ON035003_1851,20173.9
ON035002_1851,ON035007_1851,17700.09
ON035010_1851,ON042006_1851,21030.15
ON035010_1851,ON042008_1851,4576.66
ON035010_1851,ON042007_1851,6214.67
ON035010_1851,ON035012_1851,20134.54
ON035010_1851,ON035017_1851,16234.15
ON042008_1851,ON042009_1851,17528.85
ON043007_1851,ON043008_1851,106.64
ON043007_1851,ON043009_1851,75.07
ON046002_1851,ON046003_1851,1442.13
ON033002_1851,ON033011_1851,10430.17
ON033002_1851,ON033003_1851,18896.82
NT999999_1851,QC074999_1851,3309275.61
NT999999_1851,ON037004_1851,13790.86
NT999999_1851,ON030004_1851,26665.32
NT999999_1851,ON035001_1851,52394.95
NT999999_1851,ON026007_1851,35839.76
NT999999_1851,ON030003_1851,19634.11
NT999999_1851,ON037006_1851,65350.5
NT999999_1851,ON030001_1851,15463.5
NT999999_1851,ON015003_1851,15165.21
NT999999_1851,ON015011_1851,14705.69
NT999999_1851,ON015010_1851,34926.48
NT999999_1851,ON009999_1851,57034.1
NT999999_1851,ON019004_1851,12114.97
NT999999_1851,ON019005_1851,17453.21
NT999999_1851,ON033002_1851,9831.76
NT999999_1851,ON033011_1851,36112.99
NT999999_1851,ON033012_1851,26709.22
NT999999_1851,ON033013_1851,29245.19
NT999999_1851,ON033010_1851,16787.61
NT999999_1851,QC067999_1851,668056.38
NT999999_1851,QC073999_1851,210739.07
NT999999_1851,ON035002_1851,5797.1
ON011004_1851,ON011013_1851,16148.52
ON011004_1851,ON011014_1851,12695.72
ON011004_1851,ON011015_1851,14283.54
NB995999_1851,NS996999_1851,35023.55
NB995999_1851,QC071003_1851,10304.04
NB995999_1851,QC051011_1851,35258.61
NB995999_1851,QC071999_1851,157728.12
NB995999_1851,QC051010_1851,5423.06
NB995999_1851,QC051999_1851,59608.93
QC080013_1851,QC080015_1851,17286.16
QC080013_1851,QC080017_1851,286.03
QC080013_1851,QC080014_1851,15144.44
QC080015_1851,QC080016_1851,17819.05
QC080011_1851,QC080013_1851,1584.42
QC080011_1851,QC080012_1851,14363.22
QC055002_1851,QC075002_1851,16976.27
QC055002_1851,QC075003_1851,9928.08
QC055002_1851,QC055004_1851,14212.43
QC055002_1851,QC055010_1851,14692.92
QC055002_1851,QC055005_1851,3062.75
QC055002_1851,QC055017_1851,17630.11
QC078009_1851,QC078010_1851,8257.03
QC078009_1851,QC078011_1851,5823.58
QC078008_1851,QC078009_1851,10395.8
QC078010_1851,QC078011_1851,9466.74
QC078011_1851,QC078012_1851,18366.36
QC054012_1851,QC054015_1851,7931.0
QC054012_1851,QC061008_1851,15555.4
QC054012_1851,QC054013_1851,15630.46
QC054016_1851,QC054999_1851,1913.37
QC054016_1851,QC054017_1851,21447.15
QC054016_1851,QC054019_1851,12631.32
QC054016_1851,QC062010_1851,15027.51
QC054015_1851,QC062009_1851,9585.84
QC054017_1851,QC054999_1851,11691.88
QC054017_1851,QC054020_1851,3887.43
QC054017_1851,QC054021_1851,8288.65
QC054017_1851,QC062999_1851,21721.12
QC054014_1851,QC054016_1851,20374.48
QC054014_1851,QC054019_1851,4400.73
QC054014_1851,QC062010_1851,1957.8
QC054014_1851,QC062009_1851,3617.86
QC054014_1851,QC054015_1851,17906.63
QC054014_1851,QC054018_1851,11269.58
QC054013_1851,QC054015_1851,530.38
QC054013_1851,QC054014_1851,11736.7
QC054013_1851,QC054018_1851,5443.15
QC062009_1851,QC062010_1851,16804.11
QC062999_1851,QC076022_1851,16769.87
QC062999_1851,QC076019_1851,9926.08
QC062010_1851,QC062011_1851,2474.34
QC062010_1851,QC062999_1851,30930.72
QC062012_1851,QC076020_1851,2442.16
QC062012_1851,QC062013_1851,11582.82
QC062012_1851,QC062014_1851,12743.06
QC062012_1851,QC062999_1851,10235.54
QC048011_1851,QC048013_1851,12186.17
QC048011_1851,QC048017_1851,13499.72
QC048011_1851,QC057007_1851,2510.84
QC048010_1851,QC048013_1851,20854.49
QC048010_1851,QC048011_1851,6551.47
QC048005_1851,QC048011_1851,4675.66
QC049011_1851,QC054018_1851,11005.96
QC049011_1851,QC054009_1851,769.3
QC049011_1851,QC049012_1851,18661.81
QC049011_1851,QC049999_1851,8574.27
QC049007_1851,QC049010_1851,12231.41
QC049007_1851,QC049008_1851,758.48
QC049007_1851,QC060009_1851,20356.73
QC049007_1851,QC049999_1851,12222.38
QC049007_1851,QC049011_1851,494.35
QC049006_1851,QC054006_1851,251.27
QC049006_1851,QC054005_1851,9427.67
QC049006_1851,QC049009_1851,13962.3
QC049006_1851,QC054001_1851,4051.62
QC049005_1851,QC054001_1851,8119.03
QC049005_1851,QC049006_1851,10944.31
QC049009_1851,QC054009_1851,515.32
QC049009_1851,QC054006_1851,9672.46
QC049009_1851,QC049010_1851,15912.33
QC049010_1851,QC054009_1851,9731.52
QC049010_1851,QC049011_1851,19706.8
QC049999_1851,QC054999_1851,15597.87
QC049999_1851,QC060010_1851,11656.73
QC049999_1851,QC060999_1851,32177.39
QC049004_1851,QC049009_1851,3038.92
QC049004_1851,QC049006_1851,8881.96
QC049004_1851,QC049008_1851,6820.67
QC049004_1851,QC049005_1851,3368.27
QC049003_1851,QC049008_1851,7902.26
QC049003_1851,QC049004_1851,13985.48
QC049003_1851,QC049007_1851,13791.32
QC050005_1851,QC050006_1851,10105.33
QC050005_1851,QC050009_1851,15419.53
QC050006_1851,QC059003_1851,3704.07
QC050006_1851,QC059001_1851,5327.12
QC050006_1851,QC050007_1851,10484.52
QC050002_1851,QC050003_1851,21195.72
QC050002_1851,QC050012_1851,4394.57
QC050002_1851,QC073012_1851,8622.72
QC050002_1851,QC073013_1851,14078.49
QC050003_1851,QC050004_1851,13737.02
QC050003_1851,QC050013_1851,20073.99
QC050003_1851,QC050012_1851,3644.63
QC051007_1851,QC051008_1851,15354.42
QC051007_1851,QC051999_1851,11528.87
QC051004_1851,QC051999_1851,23225.22
QC051004_1851,QC051005_1851,16804.34
QC051002_1851,QC051999_1851,12468.71
QC051002_1851,QC051003_1851,19770.93
QC051006_1851,QC051007_1851,15662.74
QC051006_1851,QC051999_1851,13019.79
QC051011_1851,QC051999_1851,32425.95
QC051003_1851,QC051999_1851,14386.75
QC051003_1851,QC051004_1851,21158.91
QC051005_1851,QC051999_1851,25781.42
QC051005_1851,QC051006_1851,18930.78
QC051008_1851,QC051009_1851,21938.17
QC051008_1851,QC051999_1851,25150.06
QC051001_1851,QC051999_1851,16594.55
QC051001_1851,QC051002_1851,17054.91
QC051001_1851,QC056001_1851,19233.47
QC051010_1851,QC051011_1851,19598.5
QC051010_1851,QC051999_1851,21538.58
QC051999_1851,QC071999_1851,155141.67
QC051999_1851,QC056001_1851,14.91
QC051999_1851,QC056999_1851,91433.4
QC077004_1851,QC077005_1851,16930.7
QC077004_1851,QC077006_1851,10778.07
QC075008_1851,QC077005_1851,34.69
QC075008_1851,QC077004_1851,16912.24
QC075007_1851,QC078005_1851,3401.3
QC075007_1851,QC075008_1851,9865.18
QC075007_1851,QC078006_1851,16257.67
QC063001_1851,QC063002_1851,6823.85
QC063001_1851,QC063005_1851,9937.7
QC063001_1851,QC077005_1851,16825.96
QC063001_1851,QC075008_1851,16821.87
QC052004_1851,QC052005_1851,6682.82
QC052004_1851,QC052006_1851,1818.54
QC052004_1851,QC082001_1851,7229.77
QC052004_1851,QC082007_1851,2885.29
QC052002_1851,QC057001_1851,86.18
QC052002_1851,QC052003_1851,10318.33
QC052002_1851,QC057017_1851,4864.1
QC052002_1851,QC052008_1851,8199.12
QC052002_1851,QC052005_1851,5974.71
QC052002_1851,QC052004_1851,10074.87
QC052005_1851,QC052008_1851,10022.43
QC052005_1851,QC052006_1851,5118.22
QC052005_1851,QC082007_1851,4084.77
QC082004_1851,QC082007_1851,16670.03
QC082004_1851,QC082005_1851,10741.16
QC082003_1851,QC082006_1851,14605.65
QC082005_1851,QC082006_1851,2966.47
QC082002_1851,QC082007_1851,1381.32
QC082002_1851,QC082004_1851,3327.81
QC082002_1851,QC082005_1851,8080.1
QC082002_1851,QC082006_1851,4869.95
QC082002_1851,QC082003_1851,5090.27
QC052001_1851,QC052002_1851,6019.0
QC053004_1851,QC053005_1851,31775.85
QC053004_1851,QC073002_1851,9145.54
QC053004_1851,QC053007_1851,2059.89
QC053004_1851,QC053009_1851,40573.14
QC053004_1851,QC073999_1851,36103.12
QC053003_1851,QC053006_1851,7591.05
QC053003_1851,QC053005_1851,8486.12
QC053003_1851,QC053004_1851,6969.4
QC053003_1851,QC053007_1851,5077.86
QC053001_1851,QC053002_1851,5964.13
QC053001_1851,QC053006_1851,435.31
QC053001_1851,QC053008_1851,17417.99
QC053001_1851,QC068002_1851,5009.76
QC053001_1851,QC068001_1851,9231.47
QC053002_1851,QC053006_1851,13703.68
QC053002_1851,QC053003_1851,7821.98
QC053006_1851,QC053008_1851,8559.82
QC053006_1851,QC053007_1851,19326.66
QC053005_1851,QC053007_1851,15375.29
QC053008_1851,QC068001_1851,6381.18
QC074001_1851,QC074003_1851,28068.53
QC074001_1851,QC074005_1851,11767.34
QC074001_1851,QC074002_1851,27582.3
QC074001_1851,QC074007_1851,2353.73
QC074001_1851,QC074999_1851,9078.94
QC074005_1851,QC074007_1851,14452.57
QC074005_1851,QC074006_1851,9647.96
QC074009_1851,QC074010_1851,15955.9
QC074009_1851,QC074999_1851,12784.37
QC074010_1851,QC074011_1851,18618.01
QC074010_1851,QC074999_1851,17893.86
QC074007_1851,QC074008_1851,16407.02
QC074006_1851,QC074007_1851,4000.06
QC074006_1851,QC074008_1851,7545.48
QC074006_1851,QC074009_1851,6968.72
QC074011_1851,QC074012_1851,17060.22
QC074011_1851,QC074999_1851,10941.06
QC074002_1851,QC074007_1851,10626.5
QC074002_1851,QC074008_1851,25403.34
QC074002_1851,QC074999_1851,37432.76
QC048014_1851,QC048015_1851,14983.68
QC048014_1851,QC048016_1851,11925.32
QC048014_1851,QC057014_1851,4305.08
QC048014_1851,QC048017_1851,23090.95
QC048014_1851,QC057018_1851,4622.27
QC057007_1851,QC057008_1851,8558.21
QC048016_1851,QC048017_1851,15333.15
QC048017_1851,QC057018_1851,2406.99
QC048017_1851,QC057006_1851,7024.04
QC048017_1851,QC057007_1851,1450.24
QC057006_1851,QC057007_1851,5126.66
QC048008_1851,QC048017_1851,23826.75
QC048008_1851,QC057018_1851,3480.08
QC048008_1851,QC057005_1851,4180.34
QC048008_1851,QC057006_1851,387.79
