from,to,length_m
SK186013_1921,SK186018_1921,29074.51
SK186014_1921,SK186025_1921,3069.8
SK186014_1921,SK186019_1921,27306.23
SK186014_1921,SK186015_1921,29716.12
SK186015_1921,SK187006_1921,30145.48
SK186015_1921,SK186020_1921,29011.7
SK186016_1921,SK186025_1921,18547.69
SK186016_1921,SK186017_1921,28657.82
SK186016_1921,SK186021_1921,28663.59
SK186017_1921,SK186018_1921,28678.58
SK186017_1921,SK186021_1921,358.52
SK186017_1921,SK186022_1921,28510.94
SK186018_1921,SK186025_1921,67400.73
SK186018_1921,SK186019_1921,28719.23
SK186018_1921,SK186022_1921,559.66
SK186018_1921,SK186023_1921,28172.05
SK186019_1921,SK186025_1921,33575.47
SK186019_1921,SK186023_1921,817.22
SK186019_1921,SK186999_1921,24372.59
SK186019_1921,SK186020_1921,24099.27
SK186020_1921,SK186025_1921,31847.08
SK186020_1921,SK186999_1921,38496.45
SK186020_1921,SK187010_1921,39546.99
SK186020_1921,SK187022_1921,5128.81
SK186021_1921,SK186022_1921,28729.39
SK186021_1921,SK188001_1921,57754.49
SK186022_1921,SK186023_1921,28788.65
SK186022_1921,SK188001_1921,28872.66
SK186023_1921,SK186999_1921,28611.89
SK186023_1921,SK188001_1921,28753.88
SK186024_1921,SK186999_1921,27994.77
SK186024_1921,SK187014_1921,939.47
SK186024_1921,SK187018_1921,28679.44
SK186024_1921,SK188001_1921,57489.28
SK186025_1921,SK186999_1921,10823.7
SK186025_1921,SK187007_1921,32025.87
SK186025_1921,SK187011_1921,3259.06
SK186999_1921,SK187014_1921,28645.69
SK186999_1921,SK188001_1921,38921.48
SK187001_1921,SK187028_1921,5999.92
SK187001_1921,SK187002_1921,26432.89
SK187001_1921,SK187006_1921,27309.57
SK187001_1921,SK187022_1921,57725.11
SK187002_1921,SK187032_1921,5999.94
SK187002_1921,SK187003_1921,37859.62
SK187002_1921,SK187024_1921,5999.89
SK187002_1921,SK187006_1921,9577.31
SK187002_1921,SK187007_1921,28406.45
SK187003_1921,SK187030_1921,3666.78
SK187003_1921,SK187004_1921,38341.67
SK187003_1921,SK187007_1921,539.9
SK187004_1921,SK187026_1921,5999.95
SK187004_1921,SK187033_1921,5999.91
SK187004_1921,SK187005_1921,26314.39
SK187004_1921,SK187007_1921,733.03
SK187004_1921,SK187008_1921,39559.61
SK187004_1921,SK187009_1921,17336.54
SK187005_1921,SK187023_1921,1758.4
SK187005_1921,SK187025_1921,5999.97
SK187005_1921,SK187027_1921,5999.91
SK187005_1921,SK187009_1921,30431.28
SK187006_1921,SK187007_1921,20680.32
SK187006_1921,SK187010_1921,28880.03
SK187006_1921,SK187022_1921,1618.02
SK187007_1921,SK187029_1921,5999.91
SK187007_1921,SK187031_1921,5999.91
SK187007_1921,SK187008_1921,29734.59
SK187007_1921,SK187010_1921,9538.1
SK187007_1921,SK187011_1921,25677.22
SK187008_1921,SK187009_1921,16758.05
SK187008_1921,SK187012_1921,28860.96
SK187008_1921,SK187013_1921,5827.32
SK187009_1921,SK187023_1921,4027.57
SK187009_1921,SK187013_1921,33989.27
SK187010_1921,SK187011_1921,30215.61
SK187010_1921,SK187014_1921,28914.23
SK187011_1921,SK187012_1921,30528.87
SK187011_1921,SK187015_1921,28870.67
SK187012_1921,SK187013_1921,30650.39
SK187012_1921,SK187016_1921,28963.57
SK187013_1921,SK187022_1921,49768.04
SK187013_1921,SK187017_1921,27930.08
SK187014_1921,SK187022_1921,6583.92
SK187014_1921,SK187015_1921,28679.87
SK187014_1921,SK187018_1921,27794.66
SK187015_1921,SK187022_1921,20009.69
SK187015_1921,SK187016_1921,23867.36
SK187015_1921,SK187018_1921,1205.9
SK187015_1921,SK187019_1921,26675.86
SK187016_1921,SK187022_1921,56347.52
SK187016_1921,SK187017_1921,25566.49
SK187016_1921,SK187020_1921,15917.23
SK187017_1921,SK187022_1921,24344.68
SK187017_1921,SK187021_1921,18335.45
SK187018_1921,SK187022_1921,31466.45
SK187018_1921,SK187019_1921,28621.81
SK187018_1921,SK188001_1921,25630.96
SK187019_1921,SK187022_1921,2234.53
SK187019_1921,SK187020_1921,28629.56
SK187019_1921,SK188001_1921,28658.05
SK187020_1921,SK187022_1921,17388.83
SK187020_1921,SK187021_1921,29423.31
SK187020_1921,SK188001_1921,28812.95
SK187021_1921,SK187022_1921,32703.27
SK187021_1921,SK188001_1921,25720.85
SK187022_1921,SK188001_1921,117663.55
SK188001_1921,SK188002_1921,582832.96
NT220001_1921,SK188001_1921,433917.25
NT220001_1921,YT219001_1921,1889722.84
ON101001_1921,ON101002_1921,726.01
ON101001_1921,ON111001_1921,13414.3
ON101001_1921,ON101006_1921,16608.91
ON101001_1921,ON111004_1921,16496.33
ON101001_1921,ON101005_1921,14104.47
ON101002_1921,ON118005_1921,3800.7
ON101002_1921,ON101007_1921,10335.77
ON101002_1921,ON118007_1921,16145.35
ON101002_1921,ON111001_1921,18167.06
ON101002_1921,ON101006_1921,14065.81
ON101003_1921,ON118003_1921,2903.17
ON101003_1921,ON101006_1921,14115.98
ON101003_1921,ON118014_1921,13476.03
ON101003_1921,ON101005_1921,16407.21
ON101003_1921,ON142025_1921,14055.03
ON101004_1921,ON125004_1921,2298.33
ON101004_1921,ON125006_1921,19244.45
ON101004_1921,ON125003_1921,17271.86
ON101004_1921,ON101009_1921,5999.04
ON101004_1921,ON118009_1921,761.83
ON101004_1921,ON111014_1921,19270.63
ON101004_1921,ON101008_1921,21028.91
ON101004_1921,ON111005_1921,81.52
ON101005_1921,ON101006_1921,91.38
ON101005_1921,ON142025_1921,41.81
ON101005_1921,ON142014_1921,16778.75
ON101005_1921,ON142019_1921,13950.53
ON101006_1921,ON118007_1921,3313.9
ON101006_1921,ON118003_1921,13366.69
ON101007_1921,ON118009_1921,1497.44
ON101007_1921,ON101008_1921,13583.79
ON101007_1921,ON118005_1921,19818.1
ON101007_1921,ON111007_1921,19937.93
ON101007_1921,ON111001_1921,4301.48
ON101008_1921,ON118009_1921,19706.44
ON101008_1921,ON111005_1921,14602.86
ON101008_1921,ON111007_1921,9203.76
ON102001_1921,ON102040_1921,7568.22
ON102001_1921,ON102071_1921,10202.72
ON102001_1921,ON102999_1921,4465.43
ON102001_1921,ON102061_1921,12207.04
ON102001_1921,ON102023_1921,10202.56
ON102001_1921,ON102042_1921,375.84
ON102001_1921,ON102056_1921,10211.26
ON102003_1921,ON102067_1921,2444.62
ON102003_1921,ON102046_1921,9455.8
ON102004_1921,ON102090_1921,8593.9
ON102004_1921,ON102075_1921,396.74
ON102004_1921,ON102070_1921,10038.12
ON102004_1921,ON102038_1921,7144.0
ON102004_1921,ON102095_1921,9423.09
ON102004_1921,ON102107_1921,3178.9
ON102005_1921,ON102999_1921,47569.92
ON102005_1921,ON147034_1921,13603.26
ON102006_1921,ON102007_1921,5608.68
ON102006_1921,ON102093_1921,7987.78
ON102006_1921,ON102026_1921,9689.67
ON102007_1921,ON102092_1921,187.01
ON102007_1921,ON102012_1921,5633.36
ON102007_1921,ON102107_1921,3655.93
ON102008_1921,ON102043_1921,14446.14
ON102008_1921,ON102030_1921,14524.99
ON102008_1921,ON102999_1921,28769.63
ON102009_1921,ON102109_1921,5999.91
ON102009_1921,ON102093_1921,9270.7
ON102009_1921,ON102085_1921,10646.44
ON102009_1921,ON102078_1921,9835.5
ON102009_1921,ON102107_1921,28256.64
ON102010_1921,ON102083_1921,14546.27
ON102010_1921,ON102033_1921,4879.59
ON102010_1921,ON102999_1921,38632.57
ON102011_1921,ON102999_1921,20110.02
ON102011_1921,ON102100_1921,9911.93
ON102011_1921,ON102106_1921,9610.79
ON102012_1921,ON102092_1921,7385.9
ON102012_1921,ON102026_1921,9599.07
ON102012_1921,ON102045_1921,5942.51
ON102012_1921,ON102099_1921,9648.85
ON102012_1921,ON102068_1921,547.57
ON102013_1921,ON102038_1921,9405.84
ON102013_1921,ON102036_1921,9824.22
ON102013_1921,ON102095_1921,9550.85
ON102013_1921,ON102080_1921,9191.57
ON102014_1921,ON102043_1921,14443.31
ON102014_1921,ON102016_1921,14432.42
ON102014_1921,ON102999_1921,28951.82
ON102015_1921,ON102091_1921,14516.32
ON102015_1921,ON102054_1921,14408.9
ON102015_1921,ON102999_1921,34791.2
ON102016_1921,ON102999_1921,43354.26
ON102017_1921,ON102052_1921,9078.55
ON102017_1921,ON102051_1921,7749.43
ON102017_1921,ON102074_1921,9572.22
ON102017_1921,ON102999_1921,19485.84
ON102017_1921,ON102107_1921,7995.37
ON102018_1921,ON102102_1921,9651.38
ON102018_1921,ON102029_1921,14563.83
ON102018_1921,ON102999_1921,34342.0
ON102019_1921,ON102999_1921,4081.85
ON102019_1921,ON102070_1921,6201.59
ON102019_1921,ON102095_1921,9646.76
ON102019_1921,ON102031_1921,9736.24
ON102020_1921,ON102999_1921,19457.22
ON102020_1921,ON102094_1921,4681.76
ON102020_1921,ON102077_1921,104.2
ON102021_1921,ON102066_1921,14357.71
ON102021_1921,ON102999_1921,36692.59
ON102021_1921,ON147034_1921,14678.99
ON102022_1921,ON102032_1921,14473.14
ON102022_1921,ON102102_1921,14514.14
ON102022_1921,ON102999_1921,28869.33
ON102023_1921,ON102076_1921,9791.31
ON102023_1921,ON102999_1921,10044.65
ON102023_1921,ON102064_1921,9583.6
ON102024_1921,ON102999_1921,10354.94
ON102024_1921,ON102036_1921,10197.05
ON102024_1921,ON102080_1921,10359.07
ON102024_1921,ON102059_1921,150.78
ON102024_1921,ON102106_1921,9638.92
ON102025_1921,ON102057_1921,14493.66
ON102025_1921,ON102086_1921,14447.89
ON102025_1921,ON102999_1921,28882.04
ON102026_1921,ON102069_1921,9838.4
ON102026_1921,ON102068_1921,9344.36
ON102027_1921,ON102099_1921,9738.65
ON102027_1921,ON102999_1921,19561.75
ON102027_1921,ON102028_1921,9672.06
ON102028_1921,ON102068_1921,9841.51
ON102028_1921,ON102999_1921,19556.56
ON102029_1921,ON102101_1921,14652.83
ON102029_1921,ON102999_1921,29134.87
ON102030_1921,ON102098_1921,14503.17
ON102030_1921,ON102057_1921,749.76
ON102030_1921,ON102084_1921,13754.2
ON102030_1921,ON102999_1921,14550.93
ON102031_1921,ON102999_1921,16349.22
ON102031_1921,ON102095_1921,1545.97
ON102031_1921,ON102094_1921,785.01
ON102032_1921,ON102037_1921,14510.32
ON102032_1921,ON102097_1921,14513.01
ON102032_1921,ON102999_1921,14440.94
ON102033_1921,ON102999_1921,53111.92
ON102034_1921,ON102066_1921,14351.44
ON102034_1921,ON102999_1921,43265.12
ON102035_1921,ON102039_1921,12802.81
ON102035_1921,ON102087_1921,6950.67
ON102036_1921,ON102999_1921,9874.35
ON102036_1921,ON102038_1921,1.53
ON102036_1921,ON102100_1921,9942.18
ON102037_1921,ON102060_1921,13729.67
ON102037_1921,ON102058_1921,14571.17
ON102037_1921,ON102999_1921,15377.86
ON102038_1921,ON102999_1921,6960.61
ON102038_1921,ON102095_1921,218.46
ON102038_1921,ON102107_1921,9639.12
ON102039_1921,ON102087_1921,9900.5
ON102040_1921,ON102088_1921,11297.52
ON102040_1921,ON102071_1921,16521.53
ON102040_1921,ON102061_1921,3089.66
ON102041_1921,ON102044_1921,14580.57
ON102041_1921,ON102053_1921,14461.12
ON102041_1921,ON102999_1921,14430.02
ON102041_1921,ON146999_1921,14444.71
ON102042_1921,ON102999_1921,22110.75
ON102042_1921,ON102061_1921,4674.81
ON102042_1921,ON102055_1921,4980.8
ON102042_1921,ON102107_1921,16225.06
ON102043_1921,ON102098_1921,14490.51
ON102043_1921,ON102999_1921,14602.96
ON102044_1921,ON102083_1921,14503.85
ON102044_1921,ON102999_1921,14505.99
ON102044_1921,ON146999_1921,14580.15
ON102045_1921,ON102092_1921,10176.71
ON102045_1921,ON102048_1921,4214.4
ON102045_1921,ON102099_1921,4.2
ON102045_1921,ON102999_1921,9914.9
ON102046_1921,ON102073_1921,9868.23
ON102046_1921,ON102090_1921,10820.99
ON102046_1921,ON102070_1921,9711.47
ON102047_1921,ON102088_1921,13238.06
ON102047_1921,ON102061_1921,2906.6
ON102047_1921,ON102055_1921,10598.95
ON102048_1921,ON102092_1921,6538.11
ON102048_1921,ON102072_1921,8863.35
ON102048_1921,ON102076_1921,9866.11
ON102049_1921,ON102058_1921,14547.23
ON102049_1921,ON102999_1921,43409.08
ON102050_1921,ON102101_1921,14702.55
ON102050_1921,ON102066_1921,14142.63
ON102050_1921,ON102999_1921,28853.17
ON102051_1921,ON102079_1921,6664.05
ON102051_1921,ON102074_1921,10155.65
ON102051_1921,ON102107_1921,10919.91
ON102052_1921,ON102085_1921,11487.67
ON102052_1921,ON102999_1921,9780.84
ON102053_1921,ON146111_1921,11553.52
ON102053_1921,ON102999_1921,14499.44
ON102053_1921,ON146999_1921,2952.39
ON102053_1921,ON148999_1921,14503.49
ON102054_1921,ON102098_1921,14483.76
ON102054_1921,ON102999_1921,28910.35
ON102055_1921,ON102061_1921,9717.59
ON102055_1921,ON102107_1921,6948.31
ON102056_1921,ON102999_1921,19810.0
ON102056_1921,ON102064_1921,9580.36
ON102057_1921,ON102084_1921,1037.96
ON102057_1921,ON102999_1921,43366.45
ON102058_1921,ON102060_1921,752.97
ON102058_1921,ON102097_1921,14818.55
ON102058_1921,ON102999_1921,14111.39
ON102059_1921,ON102999_1921,9961.27
ON102059_1921,ON102080_1921,9808.71
ON102059_1921,ON102106_1921,19912.79
ON102060_1921,ON102999_1921,43531.29
ON102062_1921,ON102105_1921,5999.91
ON102063_1921,ON102069_1921,9932.39
ON102063_1921,ON102068_1921,10619.18
ON102063_1921,ON102999_1921,19851.32
ON102064_1921,ON102999_1921,19641.94
ON102065_1921,ON102081_1921,14440.23
ON102065_1921,ON102999_1921,43167.44
ON102066_1921,ON102101_1921,251.62
ON102066_1921,ON102999_1921,14469.79
ON102067_1921,ON102073_1921,7190.13
ON102068_1921,ON102099_1921,10495.37
ON102069_1921,ON102093_1921,9880.72
ON102069_1921,ON102078_1921,9946.81
ON102070_1921,ON102999_1921,6322.74
ON102070_1921,ON102095_1921,212.75
ON102071_1921,ON102110_1921,5999.89
ON102071_1921,ON102072_1921,11387.81
ON102071_1921,ON102076_1921,9604.88
ON102073_1921,ON102999_1921,6046.23
ON102074_1921,ON102079_1921,1.02
ON102074_1921,ON102999_1921,19900.28
ON102075_1921,ON102090_1921,14470.52
ON102075_1921,ON102107_1921,8539.73
ON102076_1921,ON102999_1921,9875.62
ON102077_1921,ON102999_1921,37588.08
ON102078_1921,ON102999_1921,19810.53
ON102079_1921,ON102096_1921,10216.71
ON102079_1921,ON102999_1921,9649.94
ON102079_1921,ON102107_1921,5756.74
ON102080_1921,ON102999_1921,8840.22
ON102080_1921,ON102095_1921,2058.13
ON102081_1921,ON102999_1921,43291.52
ON102082_1921,ON102999_1921,57644.99
ON102083_1921,ON102999_1921,28991.53
ON102084_1921,ON102086_1921,14455.56
ON102084_1921,ON102999_1921,28920.81
ON102085_1921,ON102999_1921,9930.55
ON102086_1921,ON102999_1921,28834.52
ON102090_1921,ON102108_1921,5999.89
ON102091_1921,ON102999_1921,43698.28
ON102092_1921,ON102111_1921,5999.86
ON102092_1921,ON102107_1921,9970.91
ON102094_1921,ON102999_1921,9780.92
ON102094_1921,ON102106_1921,9669.56
ON102095_1921,ON102999_1921,9665.15
ON102096_1921,ON146105_1921,11103.41
ON102096_1921,ON102999_1921,9476.8
ON102096_1921,ON102107_1921,10078.89
ON102097_1921,ON102999_1921,29251.45
ON102098_1921,ON102999_1921,14320.36
ON102099_1921,ON102999_1921,10020.34
ON102100_1921,ON102999_1921,19252.12
ON102101_1921,ON102999_1921,28725.69
ON102102_1921,ON102999_1921,33851.94
ON102103_1921,ON102105_1921,5999.91
ON102104_1921,ON102999_1921,5999.91
ON102105_1921,ON102999_1921,112966.36
ON102105_1921,ON102106_1921,38598.18
ON102105_1921,ON102107_1921,34280.35
ON102105_1921,ON146999_1921,138754.25
ON102105_1921,ON147034_1921,57019.47
ON102106_1921,ON102999_1921,178751.91
ON102107_1921,ON146105_1921,7560.57
ON102107_1921,ON102999_1921,28247.55
ON102999_1921,ON146055_1921,9286.8
ON102999_1921,ON146105_1921,13784.68
ON102999_1921,ON148187_1921,14561.55
ON102999_1921,ON146047_1921,9917.37
ON102999_1921,ON146999_1921,320212.7
ON102999_1921,ON148999_1921,99533.17
ON102999_1921,ON148138_1921,14422.86
ON102999_1921,ON148191_1921,602231.64
ON102999_1921,ON147034_1921,729827.25
ON103001_1921,ON131004_1921,56.72
ON103001_1921,ON103004_1921,14542.51
ON103001_1921,ON103002_1921,10856.45
ON103001_1921,ON103006_1921,8010.46
ON103001_1921,ON103005_1921,24396.36
ON103001_1921,ON103007_1921,5999.91
ON103001_1921,ON103003_1921,19942.27
ON103001_1921,ON153001_1921,14414.53
ON103002_1921,ON131007_1921,14851.13
ON103002_1921,ON131004_1921,195.37
ON103002_1921,ON134005_1921,8306.7
ON103002_1921,ON103004_1921,8894.14
ON103002_1921,ON134007_1921,11506.81
ON103002_1921,ON134002_1921,14725.71
ON103003_1921,ON103008_1921,5999.89
ON103003_1921,ON134002_1921,10393.69
ON103003_1921,ON150001_1921,19941.1
ON103003_1921,ON153003_1921,10462.91
ON103004_1921,ON131004_1921,10858.59
ON103005_1921,ON103006_1921,20827.83
ON103005_1921,ON153001_1921,6694.47
ON103005_1921,ON115008_1921,5212.98
ON103006_1921,ON131004_1921,5406.93
ON103006_1921,ON115010_1921,9776.98
ON103006_1921,ON115011_1921,14745.66
ON104001_1921,ON104002_1921,12496.39
ON104001_1921,ON104017_1921,11437.46
ON104001_1921,ON104008_1921,15831.87
ON104002_1921,ON104023_1921,5999.91
ON104002_1921,ON114009_1921,24575.59
ON104002_1921,ON104003_1921,11805.45
ON104002_1921,ON104022_1921,5999.91
ON104002_1921,ON104017_1921,12523.82
ON104003_1921,ON104016_1921,16713.15
ON104003_1921,ON104009_1921,17067.56
ON104003_1921,ON114015_1921,4433.99
ON104003_1921,ON104029_1921,5999.92
ON104003_1921,ON114004_1921,10559.45
ON104003_1921,ON104017_1921,5847.52
ON104004_1921,ON104006_1921,16513.84
ON104004_1921,ON114010_1921,26.06
ON104004_1921,ON104021_1921,5999.94
ON104004_1921,ON104010_1921,18801.46
ON104004_1921,ON114002_1921,19047.97
ON104004_1921,ON104009_1921,16404.97
ON104005_1921,ON104012_1921,19536.09
ON104005_1921,ON104010_1921,14590.94
ON104005_1921,ON104016_1921,20057.55
ON104006_1921,ON119006_1921,16181.25
ON104006_1921,ON152008_1921,221.57
ON104006_1921,ON104026_1921,5999.91
ON104006_1921,ON114010_1921,15824.03
ON104006_1921,ON104007_1921,15930.98
ON104007_1921,ON119013_1921,15349.02
ON104007_1921,ON119006_1921,100.14
ON104007_1921,ON104030_1921,5999.94
ON104007_1921,ON104013_1921,16305.88
ON104007_1921,ON104010_1921,15564.32
ON104008_1921,ON104024_1921,5999.91
ON104008_1921,ON104014_1921,11156.74
ON104009_1921,ON104010_1921,6882.0
ON104009_1921,ON104027_1921,5999.91
ON104009_1921,ON104016_1921,7796.06
ON104009_1921,ON104018_1921,5999.91
ON104009_1921,ON114015_1921,14465.76
ON104010_1921,ON104013_1921,9462.47
ON104010_1921,ON104012_1921,7251.23
ON104010_1921,ON104016_1921,2095.89
ON104011_1921,ON119001_1921,17541.63
ON104011_1921,ON104013_1921,14198.96
ON104011_1921,ON104012_1921,16816.68
ON104012_1921,ON104013_1921,7837.91
ON104012_1921,ON104019_1921,5999.91
ON104012_1921,ON104031_1921,5999.92
ON104013_1921,ON119015_1921,3207.22
ON104013_1921,ON119016_1921,9384.19
ON104013_1921,ON119001_1921,4130.8
ON104013_1921,ON104025_1921,5999.91
ON104013_1921,ON119013_1921,2536.63
ON104014_1921,ON104015_1921,22725.61
ON104016_1921,ON104028_1921,5999.91
ON104016_1921,ON104020_1921,5999.91
ON104016_1921,ON104017_1921,4048.12
ON105001_1921,ON123011_1921,16658.5
ON105001_1921,ON123012_1921,345.23
ON105001_1921,ON142021_1921,3502.43
ON105001_1921,ON105005_1921,16007.2
ON105001_1921,ON142036_1921,676.93
ON105001_1921,ON105010_1921,18016.6
ON105001_1921,QC079018_1921,40.51
ON105002_1921,ON105009_1921,22507.91
ON105002_1921,ON105008_1921,20105.03
ON105002_1921,ON105011_1921,11030.3
ON105002_1921,ON105012_1921,6000.0
ON105002_1921,ON143003_1921,18800.69
ON105003_1921,ON123002_1921,16568.04
ON105003_1921,ON105007_1921,15364.51
ON105003_1921,ON105004_1921,1425.16
ON105003_1921,ON105013_1921,5257.22
ON105003_1921,ON105005_1921,16536.58
ON105003_1921,ON105008_1921,16063.66
ON105003_1921,ON105006_1921,4133.18
ON105004_1921,ON113004_1921,392.41
ON105004_1921,ON105007_1921,16804.57
ON105004_1921,ON113003_1921,7242.64
ON105004_1921,ON105009_1921,16738.16
ON105004_1921,ON105008_1921,12173.36
ON105005_1921,ON123012_1921,16594.65
ON105005_1921,ON105006_1921,16439.06
ON105006_1921,ON105008_1921,8175.7
ON105006_1921,ON105010_1921,10323.34
ON105007_1921,ON113005_1921,875.76
ON105007_1921,ON123010_1921,16429.83
ON105007_1921,ON113004_1921,17563.73
ON105007_1921,ON123002_1921,1287.43
ON105008_1921,ON105011_1921,8538.59
ON105009_1921,ON113003_1921,4274.86
ON105009_1921,ON107002_1921,15411.3
ON105009_1921,ON107004_1921,6908.55
ON105009_1921,ON143004_1921,15836.21
ON105009_1921,ON143003_1921,2649.82
ON106001_1921,ON106002_1921,14159.59
ON106001_1921,ON106003_1921,19609.29
ON106001_1921,ON106005_1921,19764.72
ON106001_1921,ON106004_1921,14085.0
ON106002_1921,ON152004_1921,15778.43
ON106002_1921,ON152003_1921,14612.31
ON106002_1921,ON136002_1921,8886.96
ON106002_1921,ON106007_1921,5999.91
ON106002_1921,ON106003_1921,7902.19
ON106002_1921,ON106005_1921,4241.4
ON106003_1921,ON152004_1921,871.0
ON106003_1921,ON106008_1921,5999.91
ON106003_1921,ON152006_1921,19590.29
ON106003_1921,ON114012_1921,5415.87
ON106003_1921,ON106004_1921,3318.11
ON106004_1921,ON114012_1921,22133.83
ON106004_1921,ON106009_1921,5999.92
ON106004_1921,ON106006_1921,19991.29
