from,to
QC075003_1851,PLACE_QC048001
QC075004_1851,PLACE_QC075004
QC075001_1851,PLACE_QC048004
QC075005_1851,PLACE_QC048006
QC075006_1851,PLACE_QC048007
QC076005_1851,PLACE_QC076005
QC081009_1851,PLACE_QC081009_1851
QC081007_1851,PLACE_QC081007_1851
QC081008_1851,PLACE_QC081008
QC081006_1851,PLACE_QC081006
QC081010_1851,PLACE_QC081010
QC077007_1851,PLACE_QC141007
QC077002_1851,PLACE_QC077002
QC077003_1851,PLACE_QC077003
QC077006_1851,PLACE_QC077006
QC077001_1851,PLACE_QC077001
QC071004_1851,PLACE_QC071004_1851
QC071010_1851,PLACE_QC071010_1851
QC071003_1851,PLACE_QC071003
QC058007_1851,PLACE_QC058007_1851
QC071001_1851,PLACE_QC071001
QC071005_1851,PLACE_QC071005
QC071009_1851,PLACE_QC071009_1851
QC071008_1851,PLACE_QC071008_1851
QC071007_1851,PLACE_QC071007
QC079008_1851,PLACE_QC099006
QC079003_1851,PLACE_QC099005
QC079004_1851,PLACE_QC079004
QC079009_1851,PLACE_QC079009
QC079007_1851,PLACE_QC079007_1851
QC079001_1851,PLACE_QC099003
QC073004_1851,PLACE_QC052001
QC073006_1851,PLACE_QC052002_1851
QC073002_1851,PLACE_QC073002_1851
QC073003_1851,PLACE_QC052004_1851
QC073005_1851,PLACE_QC073005
QC073001_1851,PLACE_QC073001
QC081004_1851,PLACE_QC109004
QC081001_1851,PLACE_QC075007_1851_1881
QC081011_1851,PLACE_QC109006
QC081005_1851,PLACE_QC097005
QC081002_1851,PLACE_QC081002_1851
QC081003_1851,PLACE_QC097014_1851
QC067009_1851,PLACE_QC176014
QC067024_1851,PLACE_QC176025
QC067015_1851,PLACE_QC176028
QC067022_1851,PLACE_QC039038
QC067001_1851,PLACE_QC067001_1851
QC083004_1851,PLACE_QC134005
QC083001_1851,PLACE_QC060003_1851
QC083003_1851,PLACE_QC083003
QC083005_1851,PLACE_QC060006
QC083002_1851,PLACE_QC060005_1851
QC064999_1851,PLACE_QC075999
QC050999_1851,PLACE_QC050999
QC051009_1851,PLACE_QC169009
QC080009_1851,PLACE_QC052014
QC059005_1851,PLACE_QC059005_1851
QC065010_1851,PLACE_QC065010
QC064004_1851,PLACE_QC148009
QC070003_1851,PLACE_QC070003_1851
QC071006_1851,PLACE_QC071006
QC079002_1851,PLACE_QC079002_1851
QC069004_1851,PLACE_QC069004
QC069999_1851,PLACE_QC180999
QC079013_1851,PLACE_QC079013_1851
QC059999_1851,PLACE_QC059999
QC067007_1851,PLACE_QC091003
QC068999_1851,PLACE_QC068999
QC076014_1851,PLACE_QC076014
QC076022_1851,PLACE_QC076022
QC075002_1851,PLACE_QC048005
QC082001_1851,PLACE_QC082001
QC074999_1851,PLACE_QC074999
QC074016_1851,PLACE_QC074016_1851
QC054023_1851,PLACE_QC054023
QC055018_1851,PLACE_QC055018_1851
QC067021_1851,PLACE_QC093001
QC067012_1851,PLACE_QC067012
QC071002_1851,PLACE_QC071002_1851
QC050001_1851,PLACE_QC103005
QC050004_1851,PLACE_QC050004
QC052007_1851,PLACE_QC052007_1851
QC053999_1851,PLACE_QC053999
QC073999_1851,PLACE_QC073999
QC074014_1851,PLACE_QC074014
QC053007_1851,PLACE_QC053007
QC065009_1851,PLACE_QC065009_1851
QC058999_1851,PLACE_QC026999
QC058008_1851,PLACE_QC026012
QC067008_1851,PLACE_QC067008_1851
QC054002_1851,PLACE_QC054002_1851
QC069007_1851,PLACE_QC042010
QC073015_1851,PLACE_QC073015
QC067023_1851,PLACE_QC091010
QC067020_1851,PLACE_QC091013
QC080014_1851,PLACE_QC080014_1851
QC080016_1851,PLACE_QC080016_1851
QC079005_1851,PLACE_QC079005
QC055012_1851,PLACE_QC055012
QC054020_1851,PLACE_QC054020_1851
QC054021_1851,PLACE_QC054021_1851
QC062014_1851,PLACE_QC005010
QC062011_1851,PLACE_QC005004
QC062013_1851,PLACE_QC005002
QC050012_1851,PLACE_QC050012
QC074008_1851,PLACE_QC074008
QC074021_1851,PLACE_QC074021_1851
QC074018_1851,PLACE_QC074018_1851
QC074020_1851,PLACE_QC074020_1851
QC074019_1851,PLACE_QC074019_1851
QC074025_1851,PLACE_QC074025_1851
QC074026_1851,PLACE_QC074026_1851
QC074027_1851,PLACE_QC074027_1851
QC055007_1851,PLACE_QC055007_1851
QC056001_1851,PLACE_QC056001
QC060007_1851,PLACE_QC023004
QC058011_1851,PLACE_QC058011
QC058010_1851,PLACE_QC026009
QC058009_1851,PLACE_QC058009_1851
QC058002_1851,PLACE_QC058002_1851
QC059016_1851,PLACE_QC059016_1851
QC060014_1851,PLACE_QC060014_1851
QC060013_1851,PLACE_QC060013
QC060012_1851,PLACE_QC060012_1851
QC060008_1851,PLACE_QC060008_1851
QC066002_1851,PLACE_QC066002
QC067014_1851,PLACE_QC040010
QC069013_1851,PLACE_QC042004
QC071020_1851,PLACE_QC045005
QC057012_1851,PLACE_QC057012
QC076019_1851,PLACE_QC076019_1851
QC076006_1851,PLACE_QC076006
QC080012_1851,PLACE_QC080012
QC048002_1851,PLACE_QC048002_1851
QC048004_1851,PLACE_QC048004_1851
QC048006_1851,PLACE_QC048006_1851
QC055017_1851,PLACE_QC055017
QC078012_1851,PLACE_QC078012
QC049008_1851,PLACE_QC049008_1851
QC052008_1851,PLACE_QC052008
QC052009_1851,PLACE_QC052009
QC052006_1851,PLACE_QC052006_1851
QC052003_1851,PLACE_QC052003
QC057017_1851,PLACE_QC057017
QC057016_1851,PLACE_QC057016
QC057015_1851,PLACE_QC057015
QC052012_1851,PLACE_QC052012
QC052010_1851,PLACE_QC052010_1851
QC054008_1851,PLACE_QC054008_1851
QC054022_1851,PLACE_QC054022
QC054999_1851,PLACE_QC054999_1851
QC060010_1851,PLACE_QC060010
QC060011_1851,PLACE_QC060011_1851
QC061001_1851,PLACE_QC061001_1851
QC066003_1851,PLACE_QC066003
QC067017_1851,PLACE_QC067017_1851
QC067013_1851,PLACE_QC067013
QC068012_1851,PLACE_QC068012_1851
QC069009_1851,PLACE_QC069009
QC068013_1851,PLACE_QC068013
QC068004_1851,PLACE_QC068004
QC069012_1851,PLACE_QC069012
QC069011_1851,PLACE_QC069011
QC070009_1851,PLACE_QC070009
QC071021_1851,PLACE_QC071021
QC071014_1851,PLACE_QC071014_1851
QC071015_1851,PLACE_QC071015
QC078007_1851,PLACE_QC078007
QC078005_1851,PLACE_QC078005
QC074015_1851,PLACE_QC074015
QC074013_1851,PLACE_QC074013
QC074012_1851,PLACE_QC074012
QC074017_1851,PLACE_QC074017
QC076007_1851,PLACE_QC076007
QC076003_1851,PLACE_QC076003
QC076009_1851,PLACE_QC076009
QC079006_1851,PLACE_QC079006_1851
QC083006_1851,PLACE_QC083006
QC058006_1851,PLACE_QC058006_1851
QC074028_1851,PLACE_QC074028
QC048013_1851,PLACE_QC048013
QC067010_1851,PLACE_QC093002
QC056006_1851,PLACE_QC056006
QC056007_1851,PLACE_QC056007_1851
QC069010_1851,PLACE_QC069010
QC065999_1851,PLACE_QC065999_1851
QC085999_1851,PLACE_QC178999
QC073014_1851,PLACE_QC073014
QC053009_1851,PLACE_QC053009
QC053009_1851,PLACE_QC053009
ON065002_1861,PLACE_ON065002
ON065003_1861,PLACE_ON065003
ON065004_1861,PLACE_ON065004
ON065008_1861,PLACE_ON065008
ON065005_1861,PLACE_ON065005
ON065001_1861,PLACE_ON065001
ON083007_1861,PLACE_ON083007
ON066001_1861,PLACE_ON066001
ON066002_1861,PLACE_ON028006
ON066003_1861,PLACE_ON028005
ON066005_1861,PLACE_ON066005_1861
ON066011_1861,PLACE_ON066011
ON066014_1861,PLACE_ON028002
ON066012_1861,PLACE_ON050004
ON066015_1861,PLACE_ON177004
ON066004_1861,PLACE_ON027008
ON066006_1861,PLACE_ON060002
ON066007_1861,PLACE_ON027003
ON066008_1861,PLACE_ON028004
ON066009_1861,PLACE_ON066009
ON066010_1861,PLACE_ON104011
ON066013_1861,PLACE_ON066013
ON067001_1861,PLACE_ON108009
ON067003_1861,PLACE_ON105003
ON067004_1861,PLACE_ON108002
ON067005_1861,PLACE_ON108007
ON067007_1861,PLACE_ON105006
ON067006_1861,PLACE_ON105007
ON067008_1861,PLACE_ON067008
ON067011_1861,PLACE_ON105010
ON067010_1861,PLACE_ON105013
ON103001_1861,PLACE_ON035007
ON103007_1861,PLACE_ON103007
ON103010_1861,PLACE_ON035006
ON075010_1861,PLACE_ON075010
ON098010_1861,PLACE_ON098010
ON098012_1861,PLACE_ON098012
ON068002_1861,PLACE_ON107001
ON068004_1861,PLACE_ON107002
ON068005_1861,PLACE_ON107003
ON068006_1861,PLACE_ON102006
ON068001_1861,PLACE_ON071002
ON068003_1861,PLACE_ON107007
ON069003_1861,PLACE_ON069003
ON069002_1861,PLACE_ON051003
ON069004_1861,PLACE_ON128003
ON069005_1861,PLACE_ON050001
ON069006_1861,PLACE_ON127001
ON069007_1861,PLACE_ON108006
ON069001_1861,PLACE_ON069001
ON069009_1861,PLACE_ON069009_1861
ON069008_1861,PLACE_ON069008
ON070002_1861,PLACE_ON109002
ON070003_1861,PLACE_ON070003
ON070005_1861,PLACE_ON006003_1851
ON070009_1861,PLACE_ON006001
ON070008_1861,PLACE_ON057006
ON070001_1861,PLACE_ON070001
ON070004_1861,PLACE_ON164002
ON070006_1861,PLACE_ON005003_1851
ON070007_1861,PLACE_ON070007_1861
ON071005_1861,PLACE_ON110006
ON071011_1861,PLACE_ON001013
ON071008_1861,PLACE_ON181012
ON071009_1861,PLACE_ON181010
ON071010_1861,PLACE_ON181011
ON071002_1861,PLACE_ON110001
ON071003_1861,PLACE_ON001004
ON071004_1861,PLACE_ON071004_1861
ON071006_1861,PLACE_ON001001
ON071007_1861,PLACE_ON001006
ON071999_1861,PLACE_ON071999
ON071012_1861,PLACE_ON181017
ON071001_1861,PLACE_ON001002
ON072001_1861,PLACE_ON072001
ON072002_1861,PLACE_ON111002
ON072003_1861,PLACE_ON072003_1861
ON072004_1861,PLACE_ON072004
ON072005_1861,PLACE_ON072005
ON072006_1861,PLACE_ON111009
ON072008_1861,PLACE_ON111010
ON072009_1861,PLACE_ON111011
ON072011_1861,PLACE_ON072011
ON072012_1861,PLACE_ON111014
ON072014_1861,PLACE_ON069016
ON072015_1861,PLACE_ON072015
ON073001_1861,PLACE_ON112001
ON073002_1861,PLACE_ON065003_1851
ON073003_1861,PLACE_ON099002
ON073004_1861,PLACE_ON099004
ON074001_1861,PLACE_ON069001_1851
ON074002_1861,PLACE_ON106003
ON074003_1861,PLACE_ON074003
ON074006_1861,PLACE_ON113004
ON074008_1861,PLACE_ON107003_1861
ON074007_1861,PLACE_ON074007
ON074004_1861,PLACE_ON107006
ON074005_1861,PLACE_ON074005
ON075001_1861,PLACE_ON075001
ON075003_1861,PLACE_ON155002
ON075006_1861,PLACE_ON114006
ON075008_1861,PLACE_ON114008
ON075012_1861,PLACE_ON075012
ON075014_1861,PLACE_ON075014
ON075004_1861,PLACE_ON114004
ON075009_1861,PLACE_ON075009
ON075017_1861,PLACE_ON037008
ON075016_1861,PLACE_ON114016
ON075013_1861,PLACE_ON075013_1861
ON075002_1861,PLACE_ON036005
ON075005_1861,PLACE_ON114005
ON075007_1861,PLACE_ON075007
ON075011_1861,PLACE_ON066008
ON075015_1861,PLACE_ON065006_1851
ON076001_1861,PLACE_ON076001
ON076002_1861,PLACE_ON076002
ON076003_1861,PLACE_ON146003
ON076004_1861,PLACE_ON017009
ON076006_1861,PLACE_ON076006
ON076007_1861,PLACE_ON075006
ON076008_1861,PLACE_ON115007
ON076009_1861,PLACE_ON076009
ON076010_1861,PLACE_ON146001
ON076005_1861,PLACE_ON076005
ON077001_1861,PLACE_ON038006
ON077004_1861,PLACE_ON117002
ON077005_1861,PLACE_ON038001
ON077007_1861,PLACE_ON150003_1861
ON077003_1861,PLACE_ON068005
ON077006_1861,PLACE_ON150004
ON077002_1861,PLACE_ON117006
ON108002_1861,PLACE_ON108002_1861
ON078002_1861,PLACE_ON078002
ON078004_1861,PLACE_ON073002
ON078006_1861,PLACE_ON078006
ON078999_1861,PLACE_ON078999
ON078011_1861,PLACE_ON078011_1861
ON078014_1861,PLACE_ON061002
ON078005_1861,PLACE_ON078005
ON078008_1861,PLACE_ON078008
ON078010_1861,PLACE_ON078010
ON078001_1861,PLACE_ON078001
ON078012_1861,PLACE_ON072003_1861
ON078009_1861,PLACE_ON071015
ON079007_1861,PLACE_ON026010
ON079009_1861,PLACE_ON026012
ON079013_1861,PLACE_ON026007
ON079017_1861,PLACE_ON079017
ON079019_1861,PLACE_ON079019
ON079008_1861,PLACE_ON077002
ON079012_1861,PLACE_ON079012
ON079014_1861,PLACE_ON079014_1861
ON079015_1861,PLACE_ON025001
ON079016_1861,PLACE_ON079016
ON079018_1861,PLACE_ON105007_1851
ON079001_1861,PLACE_ON119001
ON079004_1861,PLACE_ON079004
ON079005_1861,PLACE_ON173007
ON079010_1861,PLACE_ON174004
ON079006_1861,PLACE_ON079006
ON080001_1861,PLACE_ON080001
ON080003_1861,PLACE_ON080003_1861
ON080006_1861,PLACE_ON080006
ON080007_1861,PLACE_ON080007
ON080004_1861,PLACE_ON080004_1861
ON080005_1861,PLACE_ON080005
ON080008_1861,PLACE_ON080008
ON080009_1861,PLACE_ON080009
ON080010_1861,PLACE_ON080010
ON080002_1861,PLACE_ON080002
ON109002_1861,PLACE_ON109002_1861
ON072013_1861,PLACE_ON061005
ON081001_1861,PLACE_ON004010
ON081002_1861,PLACE_ON004005
ON081004_1861,PLACE_ON081004
ON081005_1861,PLACE_ON081005
ON081011_1861,PLACE_ON004009
ON081003_1861,PLACE_ON081003
ON081006_1861,PLACE_ON079002
ON081007_1861,PLACE_ON004008_1851
ON081008_1861,PLACE_ON004006
ON081009_1861,PLACE_ON179001
ON082004_1861,PLACE_ON082004
ON082005_1861,PLACE_ON123005
ON082008_1861,PLACE_ON082008
ON082011_1861,PLACE_ON123011
ON082013_1861,PLACE_ON082013
ON082001_1861,PLACE_ON123001
ON082002_1861,PLACE_ON082002
ON082006_1861,PLACE_ON081005_1851
ON082007_1861,PLACE_ON082007_1861
ON082010_1861,PLACE_ON084007
ON082015_1861,PLACE_ON082015
ON082012_1861,PLACE_ON082012
ON083001_1861,PLACE_ON083001
ON083004_1861,PLACE_ON083004
ON083005_1861,PLACE_ON083005
ON083006_1861,PLACE_ON083006
ON084001_1861,PLACE_ON117002_1851
ON084002_1861,PLACE_ON125002
ON084008_1861,PLACE_ON084008
ON084004_1861,PLACE_ON084004
ON084006_1861,PLACE_ON084006
ON084007_1861,PLACE_ON084007_1861
ON084010_1861,PLACE_ON117008
ON084011_1861,PLACE_ON101008_1861
ON084009_1861,PLACE_ON117007
ON085001_1861,PLACE_ON144001
ON085002_1861,PLACE_ON021005
ON085003_1861,PLACE_ON094005
ON085004_1861,PLACE_ON085004
ON085005_1861,PLACE_ON021006
ON085006_1861,PLACE_ON126007
ON085007_1861,PLACE_ON085007
ON085009_1861,PLACE_ON021002
ON085008_1861,PLACE_ON085008
ON086004_1861,PLACE_ON086004
ON086007_1861,PLACE_ON086007
ON086010_1861,PLACE_ON086010
ON086014_1861,PLACE_ON167001
ON086001_1861,PLACE_ON008001
ON079002_1861,PLACE_ON079002_1851
ON086006_1861,PLACE_ON128007
ON079011_1861,PLACE_ON079011
ON086012_1861,PLACE_ON086012
ON086013_1861,PLACE_ON086013
ON086002_1861,PLACE_ON007005
ON086003_1861,PLACE_ON128004
ON086005_1861,PLACE_ON007003
ON086008_1861,PLACE_ON128010
ON086009_1861,PLACE_ON086009
ON086011_1861,PLACE_ON168006
ON100013_1861,PLACE_ON100013
ON100999_1861,PLACE_ON100999
ON107000_1861,PLACE_ON107000
ON087001_1861,PLACE_ON157003
ON087002_1861,PLACE_ON131002
ON087003_1861,PLACE_ON012001
ON087005_1861,PLACE_ON012003
ON087006_1861,PLACE_ON157002
ON087007_1861,PLACE_ON158003
ON087008_1861,PLACE_ON087008_1861
ON087004_1861,PLACE_ON087004
ON088003_1861,PLACE_ON088003
ON088006_1861,PLACE_ON123001_1861
ON088010_1861,PLACE_ON123005_1851
ON088011_1861,PLACE_ON055006
ON088012_1861,PLACE_ON055007
ON088005_1861,PLACE_ON095004
ON088001_1861,PLACE_ON102001
ON088007_1861,PLACE_ON132004
ON088008_1861,PLACE_ON054001
ON089001_1861,PLACE_ON049005
ON089002_1861,PLACE_ON133002
ON089005_1861,PLACE_ON133004
ON089007_1861,PLACE_ON133006
ON089009_1861,PLACE_ON089009
ON089010_1861,PLACE_ON049001
ON089004_1861,PLACE_ON133003
ON089006_1861,PLACE_ON049002
ON089008_1861,PLACE_ON089008_1861
ON089012_1861,PLACE_ON089012
ON089011_1861,PLACE_ON089011
ON111001_1861,PLACE_ON111001
ON111003_1861,PLACE_ON111003
ON111004_1861,PLACE_ON111004_1861
ON090001_1861,PLACE_ON166006
ON090002_1861,PLACE_ON127003
ON090006_1861,PLACE_ON090006
ON090013_1861,PLACE_ON090013
ON090014_1861,PLACE_ON090014_1861
ON090012_1861,PLACE_ON090012
ON090004_1861,PLACE_ON101004
ON090003_1861,PLACE_ON013001
ON090007_1861,PLACE_ON090007
ON090008_1861,PLACE_ON090008
ON090010_1861,PLACE_ON090010
ON090009_1861,PLACE_ON090009
ON090011_1861,PLACE_ON090011
ON090005_1861,PLACE_ON090005
ON091001_1861,PLACE_ON040002
ON091003_1861,PLACE_ON136002
ON091004_1861,PLACE_ON140002_1861
ON091006_1861,PLACE_ON091006
ON091007_1861,PLACE_ON136005
ON091002_1861,PLACE_ON091002
ON091005_1861,PLACE_ON136009
ON092003_1861,PLACE_ON092003
ON092005_1861,PLACE_ON110002
ON092006_1861,PLACE_ON092006
ON092011_1861,PLACE_ON030006
ON092014_1861,PLACE_ON030007
ON092013_1861,PLACE_ON092013_1861
ON092001_1861,PLACE_ON092001_1861
ON092002_1861,PLACE_ON111002_1861_1911
ON092004_1861,PLACE_ON092004_1861
ON092007_1861,PLACE_ON092007
ON092008_1861,PLACE_ON137008
ON092009_1861,PLACE_ON030001
ON092010_1861,PLACE_ON029005_1861
ON093002_1861,PLACE_ON057004
ON093003_1861,PLACE_ON057006_1851
ON093999_1861,PLACE_ON093999
ON093004_1861,PLACE_ON125017
ON093005_1861,PLACE_ON093005
ON093011_1861,PLACE_ON057001
ON093007_1861,PLACE_ON093007
ON093006_1861,PLACE_ON093006
ON093008_1861,PLACE_ON138011
ON093010_1861,PLACE_ON093010_1861
ON088009_1861,PLACE_ON088009
ON093013_1861,PLACE_ON056004
ON094001_1861,PLACE_ON139001
ON094002_1861,PLACE_ON139002
ON094003_1861,PLACE_ON114003
ON094004_1861,PLACE_ON112004
ON094006_1861,PLACE_ON075004
ON094007_1861,PLACE_ON139006
ON094008_1861,PLACE_ON139007
ON094005_1861,PLACE_ON139008
ON095001_1861,PLACE_ON119004
ON095002_1861,PLACE_ON140002
ON095003_1861,PLACE_ON059004
ON095004_1861,PLACE_ON095004_1851
ON095005_1861,PLACE_ON095005
ON095007_1861,PLACE_ON119008
ON095006_1861,PLACE_ON059005
ON096003_1861,PLACE_ON082008_1861
ON096002_1861,PLACE_ON096002
ON096007_1861,PLACE_ON142007
ON096016_1861,PLACE_ON096016
ON096017_1861,PLACE_ON114009
ON096019_1861,PLACE_ON114010
ON096020_1861,PLACE_ON142032
ON096021_1861,PLACE_ON082007
ON096013_1861,PLACE_ON114007
ON096001_1861,PLACE_ON142001
ON096006_1861,PLACE_ON096006
ON096005_1861,PLACE_ON096005
ON096008_1861,PLACE_ON096008
ON096009_1861,PLACE_ON113005
ON096018_1861,PLACE_ON096018
ON096010_1861,PLACE_ON142017
ON096004_1861,PLACE_ON096004
ON096015_1861,PLACE_ON111013
ON097001_1861,PLACE_ON116001
ON097002_1861,PLACE_ON104001
ON097003_1861,PLACE_ON143003
ON067002_1861,PLACE_ON067002
ON067009_1861,PLACE_ON067009
ON097004_1861,PLACE_ON143004
ON098014_1861,PLACE_ON098014
ON098009_1861,PLACE_ON113003
ON098017_1861,PLACE_ON098017
ON098006_1861,PLACE_ON144003
ON098013_1861,PLACE_ON042001
ON098015_1861,PLACE_ON144010
ON098016_1861,PLACE_ON144011
ON098021_1861,PLACE_ON114008_1851
ON098004_1861,PLACE_ON098004
ON071013_1861,PLACE_ON071013
ON081010_1861,PLACE_ON081010
ON110007_1861,PLACE_ON110007
ON110001_1861,PLACE_ON110001_1861
ON110005_1861,PLACE_ON110005_1861
ON110003_1861,PLACE_ON110003
ON110006_1861,PLACE_ON110006_1861
ON110002_1861,PLACE_ON110002_1861
ON110004_1861,PLACE_ON110004
ON101008_1861,PLACE_ON101008
ON101010_1861,PLACE_ON150003
ON101012_1861,PLACE_ON162001
ON101001_1861,PLACE_ON101001
ON101002_1861,PLACE_ON101002
ON101009_1861,PLACE_ON101009
ON101011_1861,PLACE_ON150004_1861
ON101003_1861,PLACE_ON101003_1861
ON101005_1861,PLACE_ON122004
ON101006_1861,PLACE_ON122006
ON103002_1861,PLACE_ON103002
ON103011_1861,PLACE_ON152007
ON103012_1861,PLACE_ON035003
ON103014_1861,PLACE_ON035002
ON103004_1861,PLACE_ON152002
ON103005_1861,PLACE_ON151005
ON103008_1861,PLACE_ON151002
ON103013_1861,PLACE_ON152009_1861
ON103015_1861,PLACE_ON152011
ON103016_1861,PLACE_ON152012
ON104001_1861,PLACE_ON147005
ON104002_1861,PLACE_ON022003
ON104004_1861,PLACE_ON153003
ON104003_1861,PLACE_ON153004
ON104006_1861,PLACE_ON104006
ON104007_1861,PLACE_ON104007
ON104008_1861,PLACE_ON153007
ON104009_1861,PLACE_ON153008
ON108005_1861,PLACE_ON108005
ON108003_1861,PLACE_ON108003
ON108004_1861,PLACE_ON108004
ON101007_1861,PLACE_ON162004
ON102001_1861,PLACE_ON142003
ON102004_1861,PLACE_ON142005
ON102006_1861,PLACE_ON102006_1851
ON102007_1861,PLACE_ON102007
ON102008_1861,PLACE_ON142010
ON102009_1861,PLACE_ON142008
ON102011_1861,PLACE_ON102011
ON102013_1861,PLACE_ON142007_1851
ON102003_1861,PLACE_ON142012
ON102012_1861,PLACE_ON142006
ON102002_1861,PLACE_ON142011
ON102005_1861,PLACE_ON142004
ON065006_1861,PLACE_ON065006
ON103009_1861,PLACE_ON103009
ON103003_1861,PLACE_ON124002
ON103006_1861,PLACE_ON124003
ON098005_1861,PLACE_ON144002
ON098008_1861,PLACE_ON119004_1851
ON098018_1861,PLACE_ON041001
ON098019_1861,PLACE_ON144015
ON098002_1861,PLACE_ON098002
ON098003_1861,PLACE_ON138003
ON099002_1861,PLACE_ON099002_1861
ON099003_1861,PLACE_ON072002
ON099004_1861,PLACE_ON101001_1851
ON099005_1861,PLACE_ON072003
ON099001_1861,PLACE_ON099001
ON112005_1861,PLACE_ON112005
ON105011_1861,PLACE_ON105011
ON100012_1861,PLACE_ON100012
ON100002_1861,PLACE_ON149001
ON100003_1861,PLACE_ON100003
ON100006_1861,PLACE_ON130001
ON100007_1861,PLACE_ON052004
ON100008_1861,PLACE_ON053002
ON100005_1861,PLACE_ON100005
ON100014_1861,PLACE_ON100014
ON093009_1861,PLACE_ON093009
ON100015_1861,PLACE_ON129001
ON100016_1861,PLACE_ON149011
ON100017_1861,PLACE_ON052005
ON100011_1861,PLACE_ON100011
ON105001_1861,PLACE_ON136004
ON105007_1861,PLACE_ON045004
ON105008_1861,PLACE_ON129005
ON105009_1861,PLACE_ON044002
ON105003_1861,PLACE_ON105003_1861
ON105004_1861,PLACE_ON105004
ON105006_1861,PLACE_ON105006_1851
ON105010_1861,PLACE_ON105010_1851
ON083009_1861,PLACE_ON083009
ON082016_1861,PLACE_ON111007
ON096012_1861,PLACE_ON114006_1861
ON098007_1861,PLACE_ON098007_1861
ON096011_1861,PLACE_ON081001
ON112006_1861,PLACE_ON112006
ON112003_1861,PLACE_ON112003
ON112001_1861,PLACE_ON112001_1861
ON112004_1861,PLACE_ON112004_1861
ON112002_1861,PLACE_ON112002
ON105002_1861,PLACE_ON137009
ON083008_1861,PLACE_ON083008
ON083012_1861,PLACE_ON083012
ON112007_1861,PLACE_ON112007
ON098001_1861,PLACE_ON098001
ON093012_1861,PLACE_ON093012
ON101004_1861,PLACE_ON101004_1861
ON102010_1861,PLACE_ON142009
ON104005_1861,PLACE_ON104005
ON108001_1861,PLACE_ON108001
ON079003_1861,PLACE_ON173008
ON066999_1861,PLACE_ON066999
ON105012_1861,PLACE_ON045002
ON089013_1861,PLACE_ON089013
ON088004_1861,PLACE_ON088004
ON109007_1861,PLACE_ON109007
ON109006_1861,PLACE_ON109006_1861
ON109004_1861,PLACE_ON109004
ON109001_1861,PLACE_ON109001_1861
ON109003_1861,PLACE_ON109003
ON109005_1861,PLACE_ON109005_1861
ON083002_1861,PLACE_ON083002
ON111002_1861,PLACE_ON111002_1861
ON111005_1861,PLACE_ON111005_1861
ON082003_1861,PLACE_ON082003
ON096014_1861,PLACE_ON096014
ON106002_1861,PLACE_ON106002
ON065007_1861,PLACE_ON065007
ON080011_1861,PLACE_ON080011
ON082009_1861,PLACE_ON082009
ON082014_1861,PLACE_ON082014
ON083003_1861,PLACE_ON083003
ON083011_1861,PLACE_ON083011
ON083010_1861,PLACE_ON083010
ON072007_1861,PLACE_ON072007
ON072010_1861,PLACE_ON072010
ON072016_1861,PLACE_ON072016
ON078013_1861,PLACE_ON078013
ON078003_1861,PLACE_ON078003_1861
ON084003_1861,PLACE_ON084003
ON084005_1861,PLACE_ON084005
ON092012_1861,PLACE_ON092012
ON098020_1861,PLACE_ON098020_1861
ON088002_1861,PLACE_ON088002
ON089003_1861,PLACE_ON089003
ON105005_1861,PLACE_ON105005
ON112008_1861,PLACE_ON112008
ON100004_1861,PLACE_ON100004
ON100009_1861,PLACE_ON100009
