from,to
ON114007_1881,PLACE_ON110008_1881_1901
ON114008_1881,PLACE_ON114009
ON114010_1881,PLACE_ON114010
ON114011_1881,PLACE_ON142032
ON114012_1881,PLACE_ON114012
ON114005_1881,PLACE_ON114007
ON113003_1881,PLACE_ON142001
ON113011_1881,PLACE_ON117002_1871
ON113004_1881,PLACE_ON142008_1871
ON113007_1881,PLACE_ON113007
ON113005_1881,PLACE_ON113005
ON113010_1881,PLACE_ON113010
ON113008_1881,PLACE_ON115009_1881
ON113002_1881,PLACE_ON142017
ON113006_1881,PLACE_ON111012
ON113009_1881,PLACE_ON115017
ON113014_1881,PLACE_ON142029
ON113013_1881,PLACE_ON111002_1881
ON113012_1881,PLACE_ON111013
ON104002_1881,PLACE_ON116001
ON104001_1881,PLACE_ON104001
ON104003_1881,PLACE_ON143003
ON104005_1881,PLACE_ON104005_1871_1881
ON104007_1881,PLACE_ON118005
ON104004_1881,PLACE_ON143004
ON139014_1881,PLACE_ON139014
ON139012_1881,PLACE_ON113003
ON139010_1881,PLACE_ON113013
ON139008_1881,PLACE_ON113014
ON139011_1881,PLACE_ON113005_1881
ON139009_1881,PLACE_ON139009
ON139007_1881,PLACE_ON144003
ON139001_1881,PLACE_ON139001_1881
ON139013_1881,PLACE_ON144010
ON139004_1881,PLACE_ON144011
ON139005_1881,PLACE_ON114008_1851
ON139003_1881,PLACE_ON139003
ON139002_1881,PLACE_ON114006_1881
ON141001_1881,PLACE_ON051001
ON138006_1881,PLACE_ON144002
ON138008_1881,PLACE_ON119004_1851
ON138001_1881,PLACE_ON138001
ON138005_1881,PLACE_ON144015
ON138007_1881,PLACE_ON115002
ON139006_1881,PLACE_ON114001_1871
ON138003_1881,PLACE_ON138003
ON100004_1881,PLACE_ON100004_1881
ON101003_1881,PLACE_ON101003_1881
ON101001_1881,PLACE_ON101001_1851
ON101002_1881,PLACE_ON101002_1881
ON100002_1881,PLACE_ON100002
ON134004_1881,PLACE_ON120005
ON134003_1881,PLACE_ON134003
ON136006_1881,PLACE_ON136006
ON130010_1881,PLACE_ON129001_1881
ON130006_1881,PLACE_ON149001
ON130004_1881,PLACE_ON149002
ON125015_1881,PLACE_ON106006
ON130005_1881,PLACE_ON149003
ON130001_1881,PLACE_ON130001
ON129004_1881,PLACE_ON149006
ON130002_1881,PLACE_ON129011
ON125013_1881,PLACE_ON106011
ON130008_1881,PLACE_ON121009
ON130009_1881,PLACE_ON116012
ON129003_1881,PLACE_ON122004_1871
ON125016_1881,PLACE_ON116014
ON125014_1881,PLACE_ON106019
ON129001_1881,PLACE_ON129001
ON125010_1881,PLACE_ON125010
ON125012_1881,PLACE_ON119013
ON130007_1881,PLACE_ON149011
ON129005_1881,PLACE_ON149012
ON129002_1881,PLACE_ON129002
ON129007_1881,PLACE_ON120001_1881
ON130003_1881,PLACE_ON119008_1881
ON129006_1881,PLACE_ON120006
ON162003_1881,PLACE_ON162003
ON162002_1881,PLACE_ON150003
ON162001_1881,PLACE_ON162001
ON162005_1881,PLACE_ON162005
ON161002_1881,PLACE_ON161002
ON161003_1881,PLACE_ON161003
ON161001_1881,PLACE_ON150004_1861
ON161004_1881,PLACE_ON122003
ON161006_1881,PLACE_ON122004
ON161005_1881,PLACE_ON122006
ON161007_1881,PLACE_ON122005
ON142003_1881,PLACE_ON142003
ON142005_1881,PLACE_ON142005
ON142001_1881,PLACE_ON142001_1871
ON144007_1881,PLACE_ON144007
ON142010_1881,PLACE_ON142010
ON142008_1881,PLACE_ON142008
ON144005_1881,PLACE_ON151007
ON142007_1881,PLACE_ON142007_1851
ON142012_1881,PLACE_ON142012
ON142006_1881,PLACE_ON142006
ON142004_1881,PLACE_ON142004
ON153006_1881,PLACE_ON152001_1881
ON152008_1881,PLACE_ON126005
ON153001_1881,PLACE_ON152007
ON153002_1881,PLACE_ON153002
ON152005_1881,PLACE_ON152010
ON153003_1881,PLACE_ON125006
ON153005_1881,PLACE_ON125010_1881
ON172009_1881,PLACE_ON172009
ON153007_1881,PLACE_ON125003_1881
ON153004_1881,PLACE_ON125004
ON152004_1881,PLACE_ON124001
ON151004_1881,PLACE_ON152002
ON151005_1881,PLACE_ON151005
ON151002_1881,PLACE_ON151002
ON152006_1881,PLACE_ON152009_1861
ON152007_1881,PLACE_ON152011
ON151001_1881,PLACE_ON152012
ON151003_1881,PLACE_ON151003
ON152003_1881,PLACE_ON124002
ON152002_1881,PLACE_ON124003
ON147005_1881,PLACE_ON147005
ON147003_1881,PLACE_ON128001_1881
ON148004_1881,PLACE_ON153003
ON147002_1881,PLACE_ON153004
ON148002_1881,PLACE_ON148002
ON148003_1881,PLACE_ON148003
ON147004_1881,PLACE_ON153007
ON147001_1881,PLACE_ON153008
ON136004_1881,PLACE_ON136004
ON135003_1881,PLACE_ON135003
ON135001_1881,PLACE_ON129005
ON136005_1881,PLACE_ON136005_1881
ON135005_1881,PLACE_ON129003
ON136001_1881,PLACE_ON131003_1881
ON137006_1881,PLACE_ON137006_1871
ON137008_1881,PLACE_ON137008_1871
ON137001_1881,PLACE_ON137001
ON137003_1881,PLACE_ON137003
ON137004_1881,PLACE_ON137004
ON137005_1881,PLACE_ON099001_1871
ON137007_1881,PLACE_ON137007
ON137002_1881,PLACE_ON137002
ON182021_1881,PLACE_ON182021
ON107001_1881,PLACE_ON107001_1871
ON136003_1881,PLACE_ON136003
ON182014_1881,PLACE_ON182014
ON135002_1881,PLACE_ON135002
ON149001_1881,PLACE_ON069001_1881
ON149002_1881,PLACE_ON069002_1881
ON149006_1881,PLACE_ON069006
ON149005_1881,PLACE_ON069005
ON149004_1881,PLACE_ON069004
ON170005_1881,PLACE_ON170005
ON170001_1881,PLACE_ON170001
ON170004_1881,PLACE_ON170004
ON116001_1881,PLACE_ON077007
ON116006_1881,PLACE_ON077006
ON116002_1881,PLACE_ON077004
ON116007_1881,PLACE_ON077001
ON116005_1881,PLACE_ON077003
ON116004_1881,PLACE_ON077005
ON105005_1881,PLACE_ON104002
ON182030_1881,PLACE_ON182030
ON109004_1881,PLACE_ON047003
ON109001_1881,PLACE_ON047005
ON109003_1881,PLACE_ON047001_1871
ON109002_1881,PLACE_ON047004
ON118007_1881,PLACE_ON043010_1871
ON180999_1881,PLACE_ON180999
ON178006_1881,PLACE_ON178006
ON111007_1881,PLACE_ON111007
ON131014_1881,PLACE_ON131014
ON133010_1881,PLACE_ON133010
ON114006_1881,PLACE_ON114006_1861
ON138002_1881,PLACE_ON138002
ON113001_1881,PLACE_ON115013
ON134001_1881,PLACE_ON134001
ON182002_1881,PLACE_ON182002
ON182008_1881,PLACE_ON046044
ON182012_1881,PLACE_ON046063
ON134009_1881,PLACE_ON134009
ON134006_1881,PLACE_ON134006
ON134007_1881,PLACE_ON120001_1871
ON134005_1881,PLACE_ON120004_1871
ON134002_1881,PLACE_ON134002
ON100003_1881,PLACE_ON100003_1881
ON100001_1881,PLACE_ON100001_1881
ON181013_1881,PLACE_ON181013
ON179016_1881,PLACE_ON179016
ON177999_1881,PLACE_ON177999
ON175007_1881,PLACE_ON175007
ON167004_1881,PLACE_ON167004
ON156007_1881,PLACE_ON156007
ON153011_1881,PLACE_ON153011
ON162004_1881,PLACE_ON162004
ON142002_1881,PLACE_ON142002
ON157005_1881,PLACE_ON157005
ON158006_1881,PLACE_ON158006
ON160002_1881,PLACE_ON160002
ON136002_1881,PLACE_ON136002_1881
ON137009_1881,PLACE_ON137009
ON135004_1881,PLACE_ON135004
ON126001_1881,PLACE_ON126001
ON125008_1881,PLACE_ON125008
ON122016_1881,PLACE_ON122016
ON122010_1881,PLACE_ON122010
ON131007_1881,PLACE_ON131007
ON131015_1881,PLACE_ON131015
ON131020_1881,PLACE_ON131020
ON110006_1881,PLACE_ON110006_1881
ON110004_1881,PLACE_ON110004_1881_1881
ON110003_1881,PLACE_ON110003_1881_1881
ON110010_1881,PLACE_ON110010_1871
ON110009_1881,PLACE_ON110009
ON110008_1881,PLACE_ON110008
ON104006_1881,PLACE_ON104006_1871
ON120004_1881,PLACE_ON120004
ON125011_1881,PLACE_ON125011
ON182013_1881,PLACE_ON182013
ON182031_1881,PLACE_ON182031
ON182029_1881,PLACE_ON182029
ON182028_1881,PLACE_ON182028
ON182017_1881,PLACE_ON182017
ON182024_1881,PLACE_ON182024
ON182023_1881,PLACE_ON182023
ON182018_1881,PLACE_ON182018
ON182020_1881,PLACE_ON182020
ON182019_1881,PLACE_ON182019
ON182027_1881,PLACE_ON182027
ON182032_1881,PLACE_ON182032
ON113015_1881,PLACE_ON113015
ON114013_1881,PLACE_ON114013_1881
ON134008_1881,PLACE_ON134008
ON170002_1881,PLACE_ON170002
ON170006_1881,PLACE_ON170006
ON170003_1881,PLACE_ON170003
ON170007_1881,PLACE_ON170007
ON167005_1881,PLACE_ON167005
ON182025_1881,PLACE_ON182025
NT193005_1881,PLACE_NT193005
NT193001_1881,PLACE_NT193001
NT193004_1881,PLACE_NT193004
NT193002_1881,PLACE_NT193002
NT193007_1881,PLACE_NT193007
NT193012_1881,PLACE_NT193012
NT193014_1881,PLACE_NT193014
NT193010_1881,PLACE_NT193010
NT193009_1881,PLACE_NT193009
NT193008_1881,PLACE_NT193008
NT193018_1881,PLACE_NT193018
NT193015_1881,PLACE_NT193015
NT193016_1881,PLACE_NT193016
NT193999_1881,PLACE_NT193999
NT193011_1881,PLACE_NT193011
NT193006_1881,PLACE_NT193006
NT193003_1881,PLACE_NT193003
NT193013_1881,PLACE_NT193013
MB187005_1881,PLACE_MB187005
MB186008_1881,PLACE_MB186008
MB186012_1881,PLACE_MB186012
MB186007_1881,PLACE_MB186007
MB186005_1881,PLACE_MB186005
MB187004_1881,PLACE_MB187004
MB187003_1881,PLACE_MB187003
MB186001_1881,PLACE_MB186001
MB186009_1881,PLACE_MB186009
MB187001_1881,PLACE_MB187001
MB183004_1881,PLACE_MB183004
MB184002_1881,PLACE_MB010002
MB184001_1881,PLACE_MB184001
MB185004_1881,PLACE_MB011009
MB183005_1881,PLACE_MB183005
MB183002_1881,PLACE_MB183002
MB185003_1881,PLACE_MB185003
MB185002_1881,PLACE_MB185002
MB185001_1881,PLACE_MB006016
MB187002_1881,PLACE_MB187002
MB186010_1881,PLACE_MB186010
MB183003_1881,PLACE_MB183003
MB184999_1881,PLACE_MB184999
MB184006_1881,PLACE_MB184006
MB186006_1881,PLACE_MB186006
MB186011_1881,PLACE_MB186011
MB186004_1881,PLACE_MB186004
MB184003_1881,PLACE_MB184003
MB186002_1881,PLACE_MB186002
MB184005_1881,PLACE_MB184005
MB186003_1881,PLACE_MB186003
MB183001_1881,PLACE_MB183001
MB184004_1881,PLACE_MB184004
BC190005_1881,PLACE_BC190005
BC192001_1881,PLACE_BC192001
BC190001_1881,PLACE_BC190001
BC191002_1881,PLACE_BC004002
BC189001_1881,PLACE_BC189001
BC192003_1881,PLACE_BC192003
BC191005_1881,PLACE_BC191005
BC191004_1881,PLACE_BC004003_1881
BC192004_1881,PLACE_BC003012
BC192005_1881,PLACE_BC192005
BC192006_1881,PLACE_BC192006
BC190003_1881,PLACE_BC190003
BC190002_1881,PLACE_BC190002
BC190004_1881,PLACE_BC190004
BC191003_1881,PLACE_BC004001
BC191001_1881,PLACE_BC004003
BC189005_1881,PLACE_BC189005
BC189003_1881,PLACE_BC189003
BC189004_1881,PLACE_BC001005
BC189002_1881,PLACE_BC189002
BC192002_1881,PLACE_BC192002
BC188004_1881,PLACE_BC188004
BC188003_1881,PLACE_BC188003
BC189006_1881,PLACE_BC189006
BC188001_1881,PLACE_BC188001
BC188002_1881,PLACE_BC188002
ON110001_1881,PLACE_ON110001_1881
ON142011_1881,PLACE_ON142011
ON142009_1881,PLACE_ON142009
ON148001_1881,PLACE_ON148001
ON168006_1881,PLACE_ON168006
ON173008_1881,PLACE_ON173008
ON174006_1881,PLACE_ON174006
ON160004_1881,PLACE_ON160004
ON171001_1881,PLACE_ON171001
ON139015_1881,PLACE_ON139015
ON112002_1881,PLACE_ON112002_1871
NT193017_1881,PLACE_NT193017
NB031008_1881,PLACE_NB023001
NB031010_1881,PLACE_NB025002
NB031007_1881,PLACE_NB023003
NB031011_1881,PLACE_NB023004
NB031009_1881,PLACE_NB023005
NB031002_1881,PLACE_NB023006
NB031004_1881,PLACE_NB023007
NB031003_1881,PLACE_NB023008
NB031006_1881,PLACE_NB023009
NB031005_1881,PLACE_NB023010
NB031001_1881,PLACE_NB025011
NB031012_1881,PLACE_NB014012
NB026017_1881,PLACE_NB024001
NB026001_1881,PLACE_NB024002
NB026014_1881,PLACE_NB024003
NB026006_1881,PLACE_NB024004
NB026018_1881,PLACE_NB024005
NB026002_1881,PLACE_NB024006
NB026003_1881,PLACE_NB024007
NB026007_1881,PLACE_NB026007
NB026008_1881,PLACE_NB024009
NB026009_1881,PLACE_NB024010
NB026004_1881,PLACE_NB026004_1881
NB026015_1881,PLACE_NB024012
NB026005_1881,PLACE_NB024013
NB026016_1881,PLACE_NB026016_1881
NB026012_1881,PLACE_NB015007
NB026010_1881,PLACE_NB015016
NB036002_1881,PLACE_NB016001
NB036001_1881,PLACE_NB016002
NB036006_1881,PLACE_NB014003
NB036004_1881,PLACE_NB036004
NB036003_1881,PLACE_NB025005_1871
NB036005_1881,PLACE_NB036005_1871
NB036007_1881,PLACE_NB025009_1871_1921
NB034002_1881,PLACE_NB026001
NB034001_1881,PLACE_NB026002
NB034008_1881,PLACE_NB026003
NB034009_1881,PLACE_NB034009
NB034004_1881,PLACE_NB017005
NB034003_1881,PLACE_NB017006
NB034007_1881,PLACE_NB034007
NB034005_1881,PLACE_NB028009
NB034006_1881,PLACE_NB028010
NB027013_1881,PLACE_NB027001
NB027002_1881,PLACE_NB027002
NB027010_1881,PLACE_NB027003
NB027005_1881,PLACE_NB018004
NB027015_1881,PLACE_NB027005
NB027006_1881,PLACE_NB027006
NB027003_1881,PLACE_NB027007
NB027008_1881,PLACE_NB027008
NB027004_1881,PLACE_NB029009
NB027014_1881,PLACE_NB027011
NB027007_1881,PLACE_NB027010
NB027011_1881,PLACE_NB018012
NB027009_1881,PLACE_NB027013
NB027012_1881,PLACE_NB027014
NB027001_1881,PLACE_NB027015
NB023005_1881,PLACE_NB022001
NB023001_1881,PLACE_NB022002
NB023006_1881,PLACE_NB022003
NB023004_1881,PLACE_NB022004
NB023002_1881,PLACE_NB013005
NB023003_1881,PLACE_NB022006
NB035001_1881,PLACE_NB030001_1871
NB035007_1881,PLACE_NB029002
NB035006_1881,PLACE_NB029003
NB035010_1881,PLACE_NB019004
NB035008_1881,PLACE_NB029005
NB035011_1881,PLACE_NB035011
NB035012_1881,PLACE_NB029007
NB035005_1881,PLACE_NB029008
NB035009_1881,PLACE_NB035009
NB035002_1881,PLACE_NB019010
NB035003_1881,PLACE_NB030011
NB035004_1881,PLACE_NB030013
NB037002_1881,PLACE_NB020001_1871
NB037004_1881,PLACE_NB031003
NB037003_1881,PLACE_NB019003
NB037005_1881,PLACE_NB020005
NB037001_1881,PLACE_NB037001
NB025001_1881,PLACE_NB032001
NB025002_1881,PLACE_NB032002
NB025009_1881,PLACE_NB025009_1871
NB025008_1881,PLACE_NB032004
NB024007_1881,PLACE_NB020002
NB024005_1881,PLACE_NB021002
NB025005_1881,PLACE_NB025005_1881
NB024009_1881,PLACE_NB020004
NB024003_1881,PLACE_NB032010
NB025004_1881,PLACE_NB025004
NB025003_1881,PLACE_NB025003
NB024001_1881,PLACE_NB032013
NB024004_1881,PLACE_NB032014
NB025007_1881,PLACE_NB025007_1881
NB024006_1881,PLACE_NB032016
NB025006_1881,PLACE_NB025006_1881
NB024002_1881,PLACE_NB032018
NB029001_1881,PLACE_NB033001
NB029004_1881,PLACE_NB033002
NB029002_1881,PLACE_NB033003
NB029003_1881,PLACE_NB033004
NB029007_1881,PLACE_NB033005
NB029006_1881,PLACE_NB033006
NB029005_1881,PLACE_NB033007
NB028009_1881,PLACE_NB030001
NB028005_1881,PLACE_NB030002
NB028006_1881,PLACE_NB030003
NB028010_1881,PLACE_NB030004
NB028002_1881,PLACE_NB022012
NB028003_1881,PLACE_NB030006
NB028008_1881,PLACE_NB030007
NB028001_1881,PLACE_NB030008
NB028007_1881,PLACE_NB030009
NB028004_1881,PLACE_NB030010
NB032010_1881,PLACE_NB034001
NB032009_1881,PLACE_NB034002
NB032012_1881,PLACE_NB034003
NB032008_1881,PLACE_NB023004_1881
NB032013_1881,PLACE_NB034005
NB032011_1881,PLACE_NB023007_1881
NB032006_1881,PLACE_NB023008_1881
NB032005_1881,PLACE_NB034013
NB032001_1881,PLACE_NB023010_1871
NB032002_1881,PLACE_NB028009_1881
NB032004_1881,PLACE_NB032004_1881
NB032007_1881,PLACE_NB023013
NB033004_1881,PLACE_NB035001
NB033001_1881,PLACE_NB024002_1871
NB033007_1881,PLACE_NB024004_1881
NB033002_1881,PLACE_NB024005_1871
NB033008_1881,PLACE_NB035005
NB033005_1881,PLACE_NB024007_1871
NB033003_1881,PLACE_NB035007
NB030015_1881,PLACE_NB036001
NB030011_1881,PLACE_NB036002
NB030016_1881,PLACE_NB036003
NB030010_1881,PLACE_NB036004_1881
NB030008_1881,PLACE_NB036005
NB030007_1881,PLACE_NB036007
NB030006_1881,PLACE_NB025013
NB030012_1881,PLACE_NB036009
NB030009_1881,PLACE_NB025015
NB030014_1881,PLACE_NB036011
NB030018_1881,PLACE_NB030018
NB030013_1881,PLACE_NB036013
NB030017_1881,PLACE_NB036014
NB033006_1881,PLACE_NB033006_1881
NB024008_1881,PLACE_NB020001
NB030005_1881,PLACE_NB025006
NB030004_1881,PLACE_NB025007
NB030003_1881,PLACE_NB025005
NB030002_1881,PLACE_NB025008
NB030001_1881,PLACE_NB025009
NB026011_1881,PLACE_NB013015
NB026013_1881,PLACE_NB013017
NB032003_1881,PLACE_NB032003
NS016005_1881,PLACE_NS004002
NS016011_1881,PLACE_NS004004
NS016003_1881,PLACE_NS016003
NS016009_1881,PLACE_NS016009
NS016008_1881,PLACE_NS016008
NS016014_1881,PLACE_NS016014
NS016006_1881,PLACE_NS016006
NS016007_1881,PLACE_NS016007
NS016015_1881,PLACE_NS004014
NS016001_1881,PLACE_NS016001
NS016002_1881,PLACE_NS016002
NS016013_1881,PLACE_NS016013
NS016012_1881,PLACE_NS016012
NS016010_1881,PLACE_NS016010
NS016004_1881,PLACE_NS016004
NS021004_1881,PLACE_NS021004
NS021003_1881,PLACE_NS021003
NS021005_1881,PLACE_NS021005_1871
NS021010_1881,PLACE_NS005004
NS021008_1881,PLACE_NS021008
NS021009_1881,PLACE_NS021009
NS021002_1881,PLACE_NS005007
NS021006_1881,PLACE_NS021006
NS021007_1881,PLACE_NS021007
NS021011_1881,PLACE_NS038014
NS021001_1881,PLACE_NS021001
NS005005_1881,PLACE_NS005005
NS005014_1881,PLACE_NS020003
NS006002_1881,PLACE_NS006001
NS006003_1881,PLACE_NS006003
NS005013_1881,PLACE_NS005013
NS005008_1881,PLACE_NS020008_1881
NS006001_1881,PLACE_NS039013
NS005012_1881,PLACE_NS020009_1871
NS005003_1881,PLACE_NS043007
NS005002_1881,PLACE_NS041010
NS005001_1881,PLACE_NS041011
NS005004_1881,PLACE_NS020013
NS005007_1881,PLACE_NS020015_1881
NS005010_1881,PLACE_NS020016
NS005011_1881,PLACE_NS020017_1881
NS005009_1881,PLACE_NS020018
NS006004_1881,PLACE_NS006004
NS006005_1881,PLACE_NS006005
NS006008_1881,PLACE_NS006013
NS006012_1881,PLACE_NS006014
NS006014_1881,PLACE_NS006018
NS006015_1881,PLACE_NS006015
NS006018_1881,PLACE_NS006018_1881
NS006009_1881,PLACE_NS006009
NS006010_1881,PLACE_NS028019
NS006013_1881,PLACE_NS028007
NS006017_1881,PLACE_NS006027
NS006016_1881,PLACE_NS006016
NS006011_1881,PLACE_NS028020
NS019016_1881,PLACE_NS019016
NS019015_1881,PLACE_NS007004
NS019011_1881,PLACE_NS007005
NS019002_1881,PLACE_NS007006
NS019001_1881,PLACE_NS007007
NS019017_1881,PLACE_NS019017
NS019012_1881,PLACE_NS019012
NS019003_1881,PLACE_NS029012
NS019006_1881,PLACE_NS007011
NS019004_1881,PLACE_NS019004
NS019018_1881,PLACE_NS007014
NS019008_1881,PLACE_NS007015
NS019007_1881,PLACE_NS007016
NS019013_1881,PLACE_NS007017
NS019009_1881,PLACE_NS019009
NS019005_1881,PLACE_NS007020
NS019019_1881,PLACE_NS019019
NS019010_1881,PLACE_NS019010
NS019014_1881,PLACE_NS029019
NS022011_1881,PLACE_NS030004
NS022002_1881,PLACE_NS030003
NS022012_1881,PLACE_NS030011
NS022001_1881,PLACE_NS022001
NS022007_1881,PLACE_NS022007_1881
NS022009_1881,PLACE_NS022009
NS022003_1881,PLACE_NS030008
NS022010_1881,PLACE_NS030013
NS022008_1881,PLACE_NS022008
NS022004_1881,PLACE_NS022004
NS022005_1881,PLACE_NS030019
NS022006_1881,PLACE_NS030017
NS015011_1881,PLACE_NS015011
NS015010_1881,PLACE_NS015010
NS015005_1881,PLACE_NS009007_1881
NS015001_1881,PLACE_NS043008
NS015002_1881,PLACE_NS031011
NS015014_1881,PLACE_NS043013
NS015007_1881,PLACE_NS031014
NS015015_1881,PLACE_NS009017
NS015012_1881,PLACE_NS009019
NS015004_1881,PLACE_NS015004
NS015016_1881,PLACE_NS009022
NS015009_1881,PLACE_NS009018
NS015013_1881,PLACE_NS009023
NS015006_1881,PLACE_NS009024
NS015008_1881,PLACE_NS031022
NS015003_1881,PLACE_NS015003
NS008009_1881,PLACE_NS010002_1871
NS008005_1881,PLACE_NS010004_1881
NS008002_1881,PLACE_NS010005
NS008010_1881,PLACE_NS032005
NS008016_1881,PLACE_NS008016
NS008001_1881,PLACE_NS010010_1881
NS008006_1881,PLACE_NS044011
NS008013_1881,PLACE_NS032007
NS008019_1881,PLACE_NS032010
NS008018_1881,PLACE_NS032011
NS008011_1881,PLACE_NS044017
NS008008_1881,PLACE_NS008008
NS008014_1881,PLACE_NS032015
NS008015_1881,PLACE_NS010024_1881
NS008012_1881,PLACE_NS032018_1871
NS008007_1881,PLACE_NS032018
NS008017_1881,PLACE_NS010030_1881
NS008004_1881,PLACE_NS032022
NS008003_1881,PLACE_NS008003
NS010012_1881,PLACE_NS010012_1881
NS010020_1881,PLACE_NS010020
NS010008_1881,PLACE_NS010008
NS010017_1881,PLACE_NS010017
NS010002_1881,PLACE_NS010002
NS010009_1881,PLACE_NS010009
NS010031_1881,PLACE_NS010031_1881
NS010011_1881,PLACE_NS010011
NS010010_1881,PLACE_NS010010
NS010022_1881,PLACE_NS010022
NS010019_1881,PLACE_NS010019
NS010029_1881,PLACE_NS010029
NS010030_1881,PLACE_NS010030
NS010028_1881,PLACE_NS010028
NS010021_1881,PLACE_NS010021
NS010001_1881,PLACE_NS010001
NS010025_1881,PLACE_NS010025
NS010003_1881,PLACE_NS010003
NS010018_1881,PLACE_NS010018
NS010015_1881,PLACE_NS010015
NS010004_1881,PLACE_NS010004
NS010024_1881,PLACE_NS010024
NS010023_1881,PLACE_NS010023
NS010026_1881,PLACE_NS010026_1881
NS010007_1881,PLACE_NS010007_1881
NS010005_1881,PLACE_NS010005_1881
NS010027_1881,PLACE_NS010027
NS010006_1881,PLACE_NS010006_1881
NS010014_1881,PLACE_NS010014
NS009001_1881,PLACE_NS009001
NS009002_1881,PLACE_NS009002
NS009005_1881,PLACE_NS009005
NS009007_1881,PLACE_NS009007
NS018002_1881,PLACE_NS012003_1881
NS018004_1881,PLACE_NS018004_1881
NS018009_1881,PLACE_NS012004
NS018015_1881,PLACE_NS012005
NS018010_1881,PLACE_NS046008
NS018013_1881,PLACE_NS012008
NS018016_1881,PLACE_NS018016
NS018008_1881,PLACE_NS018008
NS018005_1881,PLACE_NS012011
NS018007_1881,PLACE_NS018007
NS018011_1881,PLACE_NS046014
NS018006_1881,PLACE_NS035002
NS018014_1881,PLACE_NS012015
NS018001_1881,PLACE_NS012018
NS018003_1881,PLACE_NS018003
NS004010_1881,PLACE_NS013001_1881
NS004013_1881,PLACE_NS004013
NS004007_1881,PLACE_NS013004
NS004005_1881,PLACE_NS013006
NS004016_1881,PLACE_NS013007
NS004009_1881,PLACE_NS013008
NS004014_1881,PLACE_NS004014_1871
NS004012_1881,PLACE_NS004012_1881
NS004008_1881,PLACE_NS004008
NS004001_1881,PLACE_NS004001
NS004006_1881,PLACE_NS035018
NS004004_1881,PLACE_NS004004_1881
NS004002_1881,PLACE_NS036018
NS004011_1881,PLACE_NS035022_1881
NS004003_1881,PLACE_NS036012
NS004017_1881,PLACE_NS004017
NS017012_1881,PLACE_NS037012
NS017002_1881,PLACE_NS037002
NS017004_1881,PLACE_NS037004
NS017011_1881,PLACE_NS014006
NS017014_1881,PLACE_NS037014
NS017005_1881,PLACE_NS036024
NS017006_1881,PLACE_NS017006
NS011009_1881,PLACE_NS038003
NS011003_1881,PLACE_NS038002
NS011005_1881,PLACE_NS038008
NS011006_1881,PLACE_NS038004
NS011013_1881,PLACE_NS038005
NS011004_1881,PLACE_NS038012
NS011012_1881,PLACE_NS015024
NS011007_1881,PLACE_NS049026
NS011008_1881,PLACE_NS038010
NS011002_1881,PLACE_NS038011
NS011011_1881,PLACE_NS038001
NS011010_1881,PLACE_NS015037
NS011001_1881,PLACE_NS038006
NS020024_1881,PLACE_NS020024
NS020023_1881,PLACE_NS016003_1871
NS020020_1881,PLACE_NS039007
NS020004_1881,PLACE_NS039004
NS020005_1881,PLACE_NS020005
NS020021_1881,PLACE_NS039010
NS020010_1881,PLACE_NS020010
NS020009_1881,PLACE_NS020009
NS020014_1881,PLACE_NS020014
NS020018_1881,PLACE_NS039014
NS020019_1881,PLACE_NS050020
NS020022_1881,PLACE_NS050021
NS020013_1881,PLACE_NS038022
NS020011_1881,PLACE_NS020011
NS020001_1881,PLACE_NS020001
NS020012_1881,PLACE_NS016026
NS020007_1881,PLACE_NS020007
NS020003_1881,PLACE_NS016028
NS020002_1881,PLACE_NS020002
NS020026_1881,PLACE_NS039009
NS020016_1881,PLACE_NS039020
NS020006_1881,PLACE_NS038028
NS007001_1881,PLACE_NS018001
NS007011_1881,PLACE_NS007011_1881
NS007005_1881,PLACE_NS018004
NS007003_1881,PLACE_NS041004
NS007013_1881,PLACE_NS007013_1881
NS007009_1881,PLACE_NS018007_1871
NS007004_1881,PLACE_NS041012
NS007012_1881,PLACE_NS018010
NS007008_1881,PLACE_NS018013
NS007006_1881,PLACE_NS018014
NS007010_1881,PLACE_NS007010
NS007007_1881,PLACE_NS051017
NS013010_1881,PLACE_NS013010
NS012011_1881,PLACE_NS012011_1881
NS012006_1881,PLACE_NS012006
NS012012_1881,PLACE_NS012012
NS013009_1881,PLACE_NS013009
NS013002_1881,PLACE_NS013002
NS012007_1881,PLACE_NS012007
NS012010_1881,PLACE_NS012010
NS012003_1881,PLACE_NS012003
NS013005_1881,PLACE_NS013005
NS012013_1881,PLACE_NS012013
NS012005_1881,PLACE_NS012005_1881
NS013001_1881,PLACE_NS013001
NS013004_1881,PLACE_NS019009_1881
NS013011_1881,PLACE_NS013011
NS012008_1881,PLACE_NS012008_1881
NS012004_1881,PLACE_NS012004_1881
NS013007_1881,PLACE_NS013007_1881
NS013008_1881,PLACE_NS013008_1881
NS012002_1881,PLACE_NS012002
NS013006_1881,PLACE_NS019017_1881
NS013003_1881,PLACE_NS013003
NS012009_1881,PLACE_NS012009
NS014009_1881,PLACE_NS014009
NS014005_1881,PLACE_NS021005
NS014007_1881,PLACE_NS014007
NS014006_1881,PLACE_NS014006_1871
NS014004_1881,PLACE_NS014004
NS014010_1881,PLACE_NS014010
NS014008_1881,PLACE_NS014008
NS014001_1881,PLACE_NS014001
NS016999_1881,PLACE_NS004999
NS005999_1881,PLACE_NS020999
