from,to,overlap_type,iou,year_from,year_to
QC074999_1851,QC047007_1861,CONTAINS,0.0017,1851,1861
QC074999_1851,QC047009_1861,CONTAINS,0.0083,1851,1861
QC054023_1851,QC005009_1861,WITHIN,0.536,1851,1861
QC067012_1851,QC039025_1861,WITHIN,0.865,1851,1861
QC050004_1851,QC008002_1861,CONTAINS,0.0138,1851,1861
QC053999_1851,QC012999_1861,CONTAINS,0.9334,1851,1861
QC073999_1851,QC031999_1861,CONTAINS,0.032,1851,1861
QC074014_1851,QC047003_1861,CONTAINS,0.413,1851,1861
QC074014_1851,QC047004_1861,CONTAINS,0.4441,1851,1861
QC053007_1851,QC012009_1861,CONTAINS,0.2057,1851,1861
QC053007_1851,QC012011_1861,CONTAINS,0.4898,1851,1861
QC073015_1851,QC063001_1861,CONTAINS,0.1418,1851,1861
QC073015_1851,QC052006_1861,CONTAINS,0.8582,1851,1861
QC079005_1851,QC002007_1861,CONTAINS,0.3592,1851,1861
QC055012_1851,QC003002_1861,CONTAINS,0.0767,1851,1861
QC055012_1851,QC003001_1861,CONTAINS,0.8443,1851,1861
QC050012_1851,QC008003_1861,CONTAINS,0.0626,1851,1861
QC050012_1851,QC008009_1861,CONTAINS,0.9374,1851,1861
QC074008_1851,QC013007_1861,CONTAINS,0.4691,1851,1861
QC074008_1851,QC013003_1861,CONTAINS,0.5309,1851,1861
QC056001_1851,QC019011_1861,CONTAINS,0.4777,1851,1861
QC056001_1851,QC019012_1861,CONTAINS,0.5223,1851,1861
QC058011_1851,QC026005_1861,WITHIN,0.8874,1851,1861
QC060013_1851,QC035006_1861,CONTAINS,0.7253,1851,1861
QC060013_1851,QC035005_1861,CONTAINS,0.2747,1851,1861
QC066002_1851,QC038002_1861,CONTAINS,0.1334,1851,1861
QC066002_1851,QC003004_1861,CONTAINS,0.3846,1851,1861
QC066002_1851,QC003009_1861,CONTAINS,0.052,1851,1861
QC057012_1851,QC051001_1861,CONTAINS,0.004,1851,1861
QC076006_1851,QC064005_1861,CONTAINS,0.1198,1851,1861
QC076006_1851,QC064003_1861,CONTAINS,0.2088,1851,1861
QC080012_1851,QC002009_1861,CONTAINS,0.872,1851,1861
QC048002_1851,QC021007_1861,WITHIN,0.2907,1851,1861
QC048004_1851,QC021007_1861,WITHIN,0.7093,1851,1861
QC048006_1851,QC021005_1861,WITHIN,0.0143,1851,1861
QC055017_1851,QC004009_1861,CONTAINS,0.2905,1851,1861
QC055017_1851,QC018005_1861,CONTAINS,0.6368,1851,1861
QC078012_1851,QC004003_1861,CONTAINS,0.5141,1851,1861
QC049008_1851,QC007008_1861,WITHIN,0.3566,1851,1861
QC052008_1851,QC011003_1861,CONTAINS,0.8235,1851,1861
QC052009_1851,QC011004_1861,WITHIN,0.0088,1851,1861
QC052006_1851,QC058004_1861,WITHIN,0.0416,1851,1861
QC052003_1851,QC027002_1861,WITHIN,0.1604,1851,1861
QC057017_1851,QC011009_1861,WITHIN,0.3818,1851,1861
QC057016_1851,QC051005_1861,WITHIN,0.3382,1851,1861
QC057015_1851,QC051006_1861,WITHIN,0.3236,1851,1861
QC052012_1851,QC051007_1861,WITHIN,0.0315,1851,1861
QC052010_1851,QC051005_1861,WITHIN,0.6618,1851,1861
QC054022_1851,QC005009_1861,WITHIN,0.464,1851,1861
QC060010_1851,QC035008_1861,WITHIN,0.4708,1851,1861
QC066003_1851,QC038006_1861,WITHIN,0.1073,1851,1861
QC067013_1851,QC039025_1861,WITHIN,0.135,1851,1861
QC069009_1851,QC042001_1861,WITHIN,0.2239,1851,1861
QC068013_1851,QC042011_1861,WITHIN,0.3036,1851,1861
QC068004_1851,QC041006_1861,WITHIN,0.3455,1851,1861
QC069012_1851,QC042007_1861,WITHIN,0.0098,1851,1861
QC069011_1851,QC042013_1861,WITHIN,0.9179,1851,1861
QC070009_1851,QC050008_1861,WITHIN,0.9356,1851,1861
QC071021_1851,QC045008_1861,WITHIN,0.0666,1851,1861
QC071015_1851,QC045012_1861,CONTAINS,0.7427,1851,1861
QC078007_1851,QC046008_1861,WITHIN,0.658,1851,1861
QC078005_1851,QC046003_1861,CONTAINS,0.881,1851,1861
QC074015_1851,QC047001_1861,WITHIN,0.4611,1851,1861
QC074013_1851,QC047002_1861,WITHIN,0.3934,1851,1861
QC074012_1851,QC047001_1861,WITHIN,0.5389,1851,1861
QC074017_1851,QC015999_1861,WITHIN,0.0026,1851,1861
QC076007_1851,QC064001_1861,WITHIN,0.9194,1851,1861
QC076003_1851,QC016009_1861,WITHIN,0.1881,1851,1861
QC076009_1851,QC016009_1861,WITHIN,0.2675,1851,1861
QC083006_1851,QC060002_1861,WITHIN,0.0417,1851,1861
QC058006_1851,QC026006_1861,CONTAINS,0.8221,1851,1861
QC074028_1851,QC015999_1861,WITHIN,0.0,1851,1861
QC048013_1851,QC006005_1861,CONTAINS,0.238,1851,1861
QC048013_1851,QC006004_1861,CONTAINS,0.592,1851,1861
QC056006_1851,QC019016_1861,CONTAINS,0.5289,1851,1861
QC056006_1851,QC019006_1861,CONTAINS,0.4711,1851,1861
QC056007_1851,QC019005_1861,CONTAINS,0.1506,1851,1861
QC056007_1851,QC019015_1861,CONTAINS,0.1528,1851,1861
QC069010_1851,QC042013_1861,WITHIN,0.0738,1851,1861
QC073014_1851,QC052999_1861,WITHIN,0.0001,1851,1861
QC053009_1851,QC012006_1861,WITHIN,0.0129,1851,1861
ON065002_1861,ON015003_1871,CONTAINS,0.5714,1861,1871
ON065002_1861,ON016002_1871,CONTAINS,0.4286,1861,1871
ON083007_1861,ON068003_1871,CONTAINS,0.003,1861,1871
ON066001_1861,ON028007_1871,CONTAINS,0.8803,1861,1871
ON066001_1861,ON028999_1871,CONTAINS,0.1197,1861,1871
ON103007_1861,ON034007_1871,CONTAINS,0.5323,1861,1871
ON103007_1861,ON034008_1871,CONTAINS,0.4578,1861,1871
ON069003_1861,ON050003_1871,CONTAINS,0.6194,1861,1871
ON072015_1861,ON065003_1871,CONTAINS,0.0022,1861,1871
ON075014_1861,ON036003_1871,WITHIN,0.9448,1861,1871
ON075009_1861,ON037010_1871,CONTAINS,0.1028,1861,1871
ON075009_1861,ON037009_1871,CONTAINS,0.8972,1861,1871
ON076002_1861,ON017005_1871,CONTAINS,0.0164,1861,1871
ON076009_1861,ON017008_1871,CONTAINS,0.0137,1861,1871
ON078999_1861,ON062009_1871,CONTAINS,0.2429,1861,1871
ON078999_1861,ON062008_1871,CONTAINS,0.2111,1861,1871
ON078999_1861,ON062010_1871,CONTAINS,0.546,1861,1871
ON078008_1861,ON062001_1871,WITHIN,0.9419,1861,1871
ON079019_1861,ON026004_1871,CONTAINS,0.502,1861,1871
ON079019_1861,ON026003_1871,CONTAINS,0.498,1861,1871
ON081004_1861,ON004003_1871,CONTAINS,0.0068,1861,1871
ON081004_1861,ON004004_1871,CONTAINS,0.0068,1861,1871
ON081005_1861,ON003008_1871,WITHIN,0.7083,1861,1871
ON082004_1861,ON080007_1871,WITHIN,0.4352,1861,1871
ON082008_1861,ON080005_1871,CONTAINS,0.0095,1861,1871
ON082013_1861,ON080002_1871,CONTAINS,0.0161,1861,1871
ON083001_1861,ON067009_1871,WITHIN,0.8196,1861,1871
ON084008_1861,ON064004_1871,WITHIN,0.5366,1861,1871
ON084004_1861,ON064002_1871,CONTAINS,0.0065,1861,1871
ON084006_1861,ON063008_1871,CONTAINS,0.0089,1861,1871
ON084007_1861,ON063002_1871,CONTAINS,0.4635,1861,1871
ON084007_1861,ON063003_1871,CONTAINS,0.5365,1861,1871
ON085004_1861,ON021003_1871,CONTAINS,0.0259,1861,1871
ON085008_1861,ON020004_1871,CONTAINS,0.5497,1861,1871
ON085008_1861,ON020003_1871,CONTAINS,0.2809,1861,1871
ON085008_1861,ON020002_1871,CONTAINS,0.1694,1861,1871
ON086009_1861,ON007002_1871,CONTAINS,0.012,1861,1871
ON100013_1861,ON085009_1871,CONTAINS,0.3342,1861,1871
ON100999_1861,ON085010_1871,CONTAINS,0.1092,1861,1871
ON100999_1861,ON085011_1871,CONTAINS,0.4274,1861,1871
ON100999_1861,ON085012_1871,CONTAINS,0.3422,1861,1871
ON107000_1861,ON083001_1871,CONTAINS,0.0244,1861,1871
ON107000_1861,ON083003_1871,CONTAINS,0.0216,1861,1871
ON107000_1861,ON083004_1871,CONTAINS,0.0128,1861,1871
ON107000_1861,ON083006_1871,CONTAINS,0.0161,1861,1871
ON107000_1861,ON084001_1871,CONTAINS,0.0093,1861,1871
ON107000_1861,ON082012_1871,CONTAINS,0.0041,1861,1871
ON107000_1861,ON083002_1871,CONTAINS,0.054,1861,1871
ON107000_1861,ON083007_1871,CONTAINS,0.0453,1861,1871
ON107000_1861,ON083005_1871,CONTAINS,0.0066,1861,1871
ON107000_1861,ON084003_1871,CONTAINS,0.0182,1861,1871
ON107000_1861,ON084002_1871,CONTAINS,0.0093,1861,1871
ON107000_1861,ON086002_1871,CONTAINS,0.1015,1861,1871
ON107000_1861,ON086001_1871,CONTAINS,0.0354,1861,1871
ON107000_1861,ON086003_1871,CONTAINS,0.0635,1861,1871
ON107000_1861,ON084009_1871,CONTAINS,0.1203,1861,1871
ON107000_1861,ON084004_1871,CONTAINS,0.0687,1861,1871
ON107000_1861,ON084005_1871,CONTAINS,0.0195,1861,1871
ON107000_1861,ON084006_1871,CONTAINS,0.0322,1861,1871
ON107000_1861,ON084008_1871,CONTAINS,0.0665,1861,1871
ON107000_1861,ON084007_1871,CONTAINS,0.2663,1861,1871
ON088003_1861,ON055003_1871,CONTAINS,0.9388,1861,1871
ON090005_1861,ON013006_1871,WITHIN,0.5204,1861,1871
ON092006_1861,ON030008_1871,CONTAINS,0.0088,1861,1871
ON093005_1861,ON057005_1871,CONTAINS,0.5066,1861,1871
ON095004_1861,ON059002_1871,CONTAINS,0.016,1861,1871
ON095005_1861,ON059008_1871,CONTAINS,0.44,1861,1871
ON095005_1861,ON059009_1871,CONTAINS,0.56,1861,1871
ON096016_1861,ON082011_1871,WITHIN,0.5137,1861,1871
ON096006_1861,ON081003_1871,WITHIN,0.6695,1861,1871
ON096005_1861,ON081004_1871,CONTAINS,0.6485,1861,1871
ON096018_1861,ON081006_1871,CONTAINS,0.4724,1861,1871
ON067002_1861,ON076006_1871,CONTAINS,0.0034,1861,1871
ON098014_1861,ON042012_1871,CONTAINS,0.0066,1861,1871
ON098017_1861,ON042007_1871,CONTAINS,0.6444,1861,1871
ON098017_1861,ON042008_1871,CONTAINS,0.3537,1861,1871
ON081010_1861,ON002999_1871,CONTAINS,0.3189,1861,1871
ON081010_1861,ON003006_1871,CONTAINS,0.5935,1861,1871
ON103002_1861,ON035005_1871,CONTAINS,0.0088,1861,1871
ON102006_1861,ON019002_1871,CONTAINS,0.0183,1861,1871
ON105011_1861,ON044003_1871,CONTAINS,0.5603,1861,1871
ON105011_1861,ON045001_1871,CONTAINS,0.4348,1861,1871
ON100012_1861,ON053007_1871,WITHIN,0.3602,1861,1871
ON100003_1861,ON053003_1871,WITHIN,0.5079,1861,1871
ON100005_1861,ON053006_1871,WITHIN,0.8105,1861,1871
ON100014_1861,ON052001_1871,WITHIN,0.6889,1861,1871
ON093009_1861,ON058005_1871,CONTAINS,0.3398,1861,1871
ON105010_1861,ON043004_1871,CONTAINS,0.0095,1861,1871
ON083008_1861,ON067004_1871,CONTAINS,0.85,1861,1871
ON083012_1861,ON067005_1871,CONTAINS,0.5266,1861,1871
ON083002_1861,ON068001_1871,CONTAINS,0.653,1861,1871
ON083002_1861,ON068002_1871,CONTAINS,0.347,1861,1871
ON096014_1861,ON082010_1871,CONTAINS,0.3177,1861,1871
ON106002_1861,ON087001_1871,CONTAINS,0.0045,1861,1871
ON106002_1861,ON087003_1871,CONTAINS,0.0079,1861,1871
ON106002_1861,ON087002_1871,CONTAINS,0.0189,1861,1871
ON106002_1861,ON088001_1871,CONTAINS,0.0326,1861,1871
ON106002_1861,ON089001_1871,CONTAINS,0.0376,1861,1871
ON106002_1861,ON089002_1871,CONTAINS,0.0187,1861,1871
ON106002_1861,ON088003_1871,CONTAINS,0.0911,1861,1871
ON106002_1861,ON090001_1871,CONTAINS,0.0659,1861,1871
ON106002_1861,ON088002_1871,CONTAINS,0.1651,1861,1871
ON106002_1861,ON090004_1871,CONTAINS,0.0098,1861,1871
ON106002_1861,ON090002_1871,CONTAINS,0.1668,1861,1871
ON106002_1861,ON090006_1871,CONTAINS,0.1328,1861,1871
ON106002_1861,ON090003_1871,CONTAINS,0.0708,1861,1871
ON106002_1861,ON090005_1871,CONTAINS,0.1775,1861,1871
ON080011_1861,ON003005_1871,CONTAINS,0.0235,1861,1871
ON082009_1861,ON080007_1871,WITHIN,0.4164,1861,1871
ON082014_1861,ON080007_1871,WITHIN,0.1484,1861,1871
ON083003_1861,ON067009_1871,WITHIN,0.1804,1861,1871
ON083011_1861,ON067002_1871,CONTAINS,0.0101,1861,1871
ON072010_1861,ON064014_1871,WITHIN,0.485,1861,1871
ON072016_1861,ON065005_1871,WITHIN,0.0098,1861,1871
ON078013_1861,ON062007_1871,CONTAINS,0.866,1861,1871
ON092012_1861,ON029002_1871,WITHIN,0.2103,1861,1871
ON088002_1861,ON055004_1871,WITHIN,0.154,1861,1871
ON089003_1861,ON048005_1871,WITHIN,0.268,1861,1871
ON105005_1861,ON043006_1871,WITHIN,0.2527,1861,1871
ON112008_1861,ON044003_1871,WITHIN,0.0152,1861,1871
ON100004_1861,ON053003_1871,WITHIN,0.4921,1861,1871
ON100009_1861,ON053007_1871,WITHIN,0.3356,1861,1871
ON100001_1861,ON053007_1871,WITHIN,0.3042,1861,1871
ON100010_1861,ON053006_1871,WITHIN,0.1895,1861,1871
ON109008_1861,ON065001_1871,WITHIN,0.0104,1861,1871
ON096999_1861,ON081005_1871,WITHIN,0.4321,1861,1871
ON106001_1861,ON089002_1871,WITHIN,0.0012,1861,1871
ON111006_1861,ON078001_1871,WITHIN,0.0092,1861,1871
ON098011_1861,ON085006_1871,CONTAINS,0.1309,1861,1871
ON098011_1861,ON085001_1871,CONTAINS,0.0962,1861,1871
ON098011_1861,ON085002_1871,CONTAINS,0.1048,1861,1871
ON098011_1861,ON085003_1871,CONTAINS,0.074,1861,1871
ON098011_1861,ON085005_1871,CONTAINS,0.2789,1861,1871
ON098011_1861,ON085004_1871,CONTAINS,0.2036,1861,1871
ON078007_1861,ON062004_1871,WITHIN,0.7039,1861,1871
PE997999_1861,PE001023_1871,CONTAINS,0.0152,1861,1871
PE997999_1861,PE002023_1871,CONTAINS,0.0148,1861,1871
PE997999_1861,PE001022_1871,CONTAINS,0.0149,1861,1871
PE997999_1861,PE002004_1871,CONTAINS,0.0155,1861,1871
PE997999_1861,PE002011_1871,CONTAINS,0.0123,1861,1871
PE997999_1861,PE002022_1871,CONTAINS,0.0145,1861,1871
PE997999_1861,PE001015_1871,CONTAINS,0.0184,1861,1871
PE997999_1861,PE001021_1871,CONTAINS,0.0173,1861,1871
PE997999_1861,PE001024_1871,CONTAINS,0.0153,1861,1871
PE997999_1861,PE001025_1871,CONTAINS,0.0005,1861,1871
PE997999_1861,PE001016_1871,CONTAINS,0.0148,1861,1871
PE997999_1861,PE002005_1871,CONTAINS,0.0149,1861,1871
PE997999_1861,PE002021_1871,CONTAINS,0.0132,1861,1871
PE997999_1861,PE002020_1871,CONTAINS,0.0175,1861,1871
PE997999_1861,PE002009_1871,CONTAINS,0.0183,1861,1871
PE997999_1861,PE002006_1871,CONTAINS,0.0115,1861,1871
PE997999_1861,PE002010_1871,CONTAINS,0.0133,1861,1871
PE997999_1861,PE002019_1871,CONTAINS,0.0147,1861,1871
PE997999_1861,PE002024_1871,CONTAINS,0.0056,1861,1871
PE997999_1861,PE002017_1871,CONTAINS,0.0163,1861,1871
PE997999_1861,PE003018_1871,CONTAINS,0.015,1861,1871
PE997999_1861,PE003020_1871,CONTAINS,0.0161,1861,1871
PE997999_1861,PE003019_1871,CONTAINS,0.0174,1861,1871
PE997999_1861,PE001020_1871,CONTAINS,0.0127,1861,1871
PE997999_1861,PE001014_1871,CONTAINS,0.015,1861,1871
PE997999_1861,PE001019_1871,CONTAINS,0.0131,1861,1871
PE997999_1861,PE001008_1871,CONTAINS,0.0155,1861,1871
PE997999_1861,PE001013_1871,CONTAINS,0.0153,1861,1871
PE997999_1861,PE001009_1871,CONTAINS,0.0135,1861,1871
PE997999_1861,PE002001_1871,CONTAINS,0.0189,1861,1871
PE997999_1861,PE001017_1871,CONTAINS,0.0147,1861,1871
PE997999_1861,PE001010_1871,CONTAINS,0.0125,1861,1871
PE997999_1861,PE001007_1871,CONTAINS,0.0139,1861,1871
PE997999_1861,PE002018_1871,CONTAINS,0.0166,1861,1871
PE997999_1861,PE003017_1871,CONTAINS,0.0139,1861,1871
PE997999_1861,PE002003_1871,CONTAINS,0.0152,1861,1871
PE997999_1861,PE002002_1871,CONTAINS,0.0144,1861,1871
PE997999_1861,PE003021_1871,CONTAINS,0.004,1861,1871
PE997999_1861,PE002007_1871,CONTAINS,0.0155,1861,1871
PE997999_1861,PE002012_1871,CONTAINS,0.0155,1861,1871
PE997999_1861,PE002008_1871,CONTAINS,0.0154,1861,1871
PE997999_1861,PE002013_1871,CONTAINS,0.0166,1861,1871
PE997999_1861,PE003012_1871,CONTAINS,0.0121,1861,1871
PE997999_1861,PE002014_1871,CONTAINS,0.0135,1861,1871
PE997999_1861,PE003022_1871,CONTAINS,0.003,1861,1871
PE997999_1861,PE003013_1871,CONTAINS,0.0142,1861,1871
PE997999_1861,PE002015_1871,CONTAINS,0.0149,1861,1871
PE997999_1861,PE003014_1871,CONTAINS,0.0129,1861,1871
PE997999_1861,PE002016_1871,CONTAINS,0.0164,1861,1871
PE997999_1861,PE003006_1871,CONTAINS,0.0138,1861,1871
PE997999_1861,PE003015_1871,CONTAINS,0.0134,1861,1871
PE997999_1861,PE003007_1871,CONTAINS,0.0146,1861,1871
PE997999_1861,PE003016_1871,CONTAINS,0.0156,1861,1871
PE997999_1861,PE003002_1871,CONTAINS,0.013,1861,1871
PE997999_1861,PE003003_1871,CONTAINS,0.0131,1861,1871
PE997999_1861,PE003004_1871,CONTAINS,0.0142,1861,1871
PE997999_1861,PE003005_1871,CONTAINS,0.0158,1861,1871
PE997999_1861,PE001012_1871,CONTAINS,0.0154,1861,1871
PE997999_1861,PE001018_1871,CONTAINS,0.0032,1861,1871
PE997999_1861,PE001006_1871,CONTAINS,0.0122,1861,1871
PE997999_1861,PE001011_1871,CONTAINS,0.0161,1861,1871
PE997999_1861,PE001005_1871,CONTAINS,0.0141,1861,1871
PE997999_1861,PE001004_1871,CONTAINS,0.0188,1861,1871
PE997999_1861,PE001003_1871,CONTAINS,0.015,1861,1871
PE997999_1861,PE001002_1871,CONTAINS,0.0156,1861,1871
PE997999_1861,PE001001_1871,CONTAINS,0.0195,1861,1871
PE997999_1861,PE003008_1871,CONTAINS,0.014,1861,1871
PE997999_1861,PE003011_1871,CONTAINS,0.0144,1861,1871
PE997999_1861,PE003009_1871,CONTAINS,0.0132,1861,1871
PE997999_1861,PE003010_1871,CONTAINS,0.0161,1861,1871
PE997999_1861,PE003001_1871,CONTAINS,0.0124,1861,1871
NS996999_1861,NS190014_1871,CONTAINS,0.005,1861,1871
NS996999_1861,NS190999_1871,CONTAINS,0.0098,1861,1871
NS996999_1861,NS190005_1871,CONTAINS,0.0014,1861,1871
NS996999_1861,NS190011_1871,CONTAINS,0.0007,1861,1871
NS996999_1861,NS190013_1871,CONTAINS,0.0106,1861,1871
NS996999_1861,NS190004_1871,CONTAINS,0.0018,1861,1871
NS996999_1861,NS190012_1871,CONTAINS,0.0024,1861,1871
NS996999_1861,NS190003_1871,CONTAINS,0.0016,1861,1871
NS996999_1861,NS189014_1871,CONTAINS,0.0109,1861,1871
NS996999_1861,NS190002_1871,CONTAINS,0.0013,1861,1871
NS996999_1861,NS190001_1871,CONTAINS,0.0017,1861,1871
NS996999_1861,NS189013_1871,CONTAINS,0.0034,1861,1871
NS996999_1861,NS193002_1871,CONTAINS,0.0009,1861,1871
NS996999_1861,NS193001_1871,CONTAINS,0.0023,1861,1871
NS996999_1861,NS193003_1871,CONTAINS,0.0019,1861,1871
NS996999_1861,NS192001_1871,CONTAINS,0.0019,1861,1871
NS996999_1861,NS192010_1871,CONTAINS,0.0036,1861,1871
NS996999_1861,NS193004_1871,CONTAINS,0.0057,1861,1871
NS996999_1861,NS192003_1871,CONTAINS,0.0004,1861,1871
NS996999_1861,NS192002_1871,CONTAINS,0.0027,1861,1871
NS996999_1861,NS192009_1871,CONTAINS,0.003,1861,1871
NS996999_1861,NS192008_1871,CONTAINS,0.0035,1861,1871
NS996999_1861,NS192004_1871,CONTAINS,0.0037,1861,1871
NS996999_1861,NS192007_1871,CONTAINS,0.0014,1861,1871
NS996999_1861,NS193005_1871,CONTAINS,0.0103,1861,1871
NS996999_1861,NS191013_1871,CONTAINS,0.0024,1861,1871
NS996999_1861,NS192005_1871,CONTAINS,0.0038,1861,1871
NS996999_1861,NS192999_1871,CONTAINS,0.0166,1861,1871
NS996999_1861,NS191012_1871,CONTAINS,0.0042,1861,1871
NS996999_1861,NS191001_1871,CONTAINS,0.0003,1861,1871
NS996999_1861,NS192006_1871,CONTAINS,0.002,1861,1871
NS996999_1861,NS191002_1871,CONTAINS,0.0001,1861,1871
NS996999_1861,NS193999_1871,CONTAINS,0.0421,1861,1871
NS996999_1861,NS191003_1871,CONTAINS,0.0005,1861,1871
NS996999_1861,NS191010_1871,CONTAINS,0.004,1861,1871
NS996999_1861,NS191014_1871,CONTAINS,0.0054,1861,1871
NS996999_1861,NS191011_1871,CONTAINS,0.0021,1861,1871
NS996999_1861,NS191999_1871,CONTAINS,0.0184,1861,1871
NS996999_1861,NS191009_1871,CONTAINS,0.0012,1861,1871
NS996999_1861,NS191004_1871,CONTAINS,0.0017,1861,1871
NS996999_1861,NS191008_1871,CONTAINS,0.0035,1861,1871
NS996999_1861,NS191007_1871,CONTAINS,0.0016,1861,1871
NS996999_1861,NS193006_1871,CONTAINS,0.0023,1861,1871
NS996999_1861,NS193007_1871,CONTAINS,0.0036,1861,1871
NS996999_1861,NS193008_1871,CONTAINS,0.0032,1861,1871
NS996999_1861,NS194001_1871,CONTAINS,0.003,1861,1871
NS996999_1861,NS194002_1871,CONTAINS,0.0049,1861,1871
NS996999_1861,NS194003_1871,CONTAINS,0.0012,1861,1871
NS996999_1861,NS194005_1871,CONTAINS,0.0033,1861,1871
NS996999_1861,NS194004_1871,CONTAINS,0.0037,1861,1871
NS996999_1861,NS195003_1871,CONTAINS,0.0051,1861,1871
NS996999_1861,NS195002_1871,CONTAINS,0.0072,1861,1871
NS996999_1861,NS191006_1871,CONTAINS,0.0008,1861,1871
NS996999_1861,NS194006_1871,CONTAINS,0.0042,1861,1871
NS996999_1861,NS191005_1871,CONTAINS,0.002,1861,1871
NS996999_1861,NS190015_1871,CONTAINS,0.0161,1861,1871
NS996999_1861,NS190009_1871,CONTAINS,0.0014,1861,1871
NS996999_1861,NS194007_1871,CONTAINS,0.0052,1861,1871
NS996999_1861,NS190008_1871,CONTAINS,0.0012,1861,1871
NS996999_1861,NS190007_1871,CONTAINS,0.0013,1861,1871
NS996999_1861,NS190010_1871,CONTAINS,0.0023,1861,1871
NS996999_1861,NS190006_1871,CONTAINS,0.002,1861,1871
NS996999_1861,NS195004_1871,CONTAINS,0.0012,1861,1871
NS996999_1861,NS195005_1871,CONTAINS,0.0017,1861,1871
NS996999_1861,NS195007_1871,CONTAINS,0.0011,1861,1871
NS996999_1861,NS195006_1871,CONTAINS,0.0015,1861,1871
NS996999_1861,NS195001_1871,CONTAINS,0.0115,1861,1871
NS996999_1861,NS195008_1871,CONTAINS,0.0044,1861,1871
NS996999_1861,NS195009_1871,CONTAINS,0.0002,1861,1871
NS996999_1861,NS195012_1871,CONTAINS,0.0115,1861,1871
NS996999_1861,NS195010_1871,CONTAINS,0.0014,1861,1871
NS996999_1861,NS195011_1871,CONTAINS,0.0014,1861,1871
NS996999_1861,NS196013_1871,CONTAINS,0.0013,1861,1871
NS996999_1861,NS196012_1871,CONTAINS,0.0008,1861,1871
NS996999_1861,NS195013_1871,CONTAINS,0.008,1861,1871
NS996999_1861,NS196015_1871,CONTAINS,0.0022,1861,1871
NS996999_1861,NS196014_1871,CONTAINS,0.0027,1861,1871
NS996999_1861,NS196999_1871,CONTAINS,0.003,1861,1871
NS996999_1861,NS196017_1871,CONTAINS,0.0028,1861,1871
NS996999_1861,NS196016_1871,CONTAINS,0.0035,1861,1871
NS996999_1861,NS196008_1871,CONTAINS,0.0003,1861,1871
NS996999_1861,NS196001_1871,CONTAINS,0.0001,1861,1871
NS996999_1861,NS196006_1871,CONTAINS,0.0,1861,1871
NS996999_1861,NS196002_1871,CONTAINS,0.0,1861,1871
NS996999_1861,NS188014_1871,CONTAINS,0.0041,1861,1871
NS996999_1861,NS189001_1871,CONTAINS,0.0051,1861,1871
NS996999_1861,NS196007_1871,CONTAINS,0.0002,1861,1871
NS996999_1861,NS196003_1871,CONTAINS,0.0,1861,1871
NS996999_1861,NS196004_1871,CONTAINS,0.0,1861,1871
NS996999_1861,NS196005_1871,CONTAINS,0.0,1861,1871
NS996999_1861,NS196019_1871,CONTAINS,0.0011,1861,1871
NS996999_1861,NS188999_1871,CONTAINS,0.0084,1861,1871
NS996999_1861,NS189012_1871,CONTAINS,0.0027,1861,1871
NS996999_1861,NS189009_1871,CONTAINS,0.0019,1861,1871
NS996999_1861,NS189010_1871,CONTAINS,0.0006,1861,1871
NS996999_1861,NS189011_1871,CONTAINS,0.0014,1861,1871
NS996999_1861,NS189008_1871,CONTAINS,0.0021,1861,1871
NS996999_1861,NS189005_1871,CONTAINS,0.001,1861,1871
NS996999_1861,NS189007_1871,CONTAINS,0.0022,1861,1871
NS996999_1861,NS196011_1871,CONTAINS,0.0012,1861,1871
NS996999_1861,NS196010_1871,CONTAINS,0.0003,1861,1871
NS996999_1861,NS196009_1871,CONTAINS,0.0006,1861,1871
NS996999_1861,NS197004_1871,CONTAINS,0.0006,1861,1871
NS996999_1861,NS197006_1871,CONTAINS,0.0016,1861,1871
NS996999_1861,NS197007_1871,CONTAINS,0.0011,1861,1871
NS996999_1861,NS197005_1871,CONTAINS,0.0013,1861,1871
NS996999_1861,NS197008_1871,CONTAINS,0.0045,1861,1871
NS996999_1861,NS197009_1871,CONTAINS,0.0061,1861,1871
NS996999_1861,NS197017_1871,CONTAINS,0.0013,1861,1871
NS996999_1861,NS196018_1871,CONTAINS,0.0017,1861,1871
NS996999_1861,NS189002_1871,CONTAINS,0.003,1861,1871
NS996999_1861,NS197001_1871,CONTAINS,0.0035,1861,1871
NS996999_1861,NS188013_1871,CONTAINS,0.0022,1861,1871
NS996999_1861,NS188012_1871,CONTAINS,0.0015,1861,1871
NS996999_1861,NS188011_1871,CONTAINS,0.0008,1861,1871
NS996999_1861,NS197002_1871,CONTAINS,0.0041,1861,1871
NS996999_1861,NS189004_1871,CONTAINS,0.0007,1861,1871
NS996999_1861,NS189003_1871,CONTAINS,0.0014,1861,1871
NS996999_1861,NS188010_1871,CONTAINS,0.0014,1861,1871
NS996999_1861,NS189006_1871,CONTAINS,0.003,1861,1871
NS996999_1861,NS198010_1871,CONTAINS,0.0045,1861,1871
NS996999_1861,NS198011_1871,CONTAINS,0.0059,1861,1871
NS996999_1861,NS198012_1871,CONTAINS,0.0095,1861,1871
NS996999_1861,NS188009_1871,CONTAINS,0.0066,1861,1871
NS996999_1861,NS197003_1871,CONTAINS,0.0014,1861,1871
