from,to,overlap_type,iou,year_from,year_to
NB995999_1861,NB185006_1871,CONTAINS,0.0058,1861,1871
NB995999_1861,NB185007_1871,CONTAINS,0.003,1861,1871
NB995999_1861,NB181008_1871,CONTAINS,0.0069,1861,1871
NB995999_1861,NB181007_1871,CONTAINS,0.0141,1861,1871
NB995999_1861,NB186004_1871,CONTAINS,0.0058,1861,1871
NB995999_1861,NB185004_1871,CONTAINS,0.0088,1861,1871
NB995999_1861,NB185005_1871,CONTAINS,0.0031,1861,1871
NB995999_1861,NB185002_1871,CONTAINS,0.0058,1861,1871
NB995999_1861,NB185003_1871,CONTAINS,0.0041,1861,1871
NB995999_1861,NB184006_1871,CONTAINS,0.0118,1861,1871
NB995999_1861,NB185009_1871,CONTAINS,0.0051,1861,1871
NB995999_1861,NB181005_1871,CONTAINS,0.058,1861,1871
NB995999_1861,NB184008_1871,CONTAINS,0.0093,1861,1871
NB995999_1861,NB184007_1871,CONTAINS,0.0007,1861,1871
NB995999_1861,NB184003_1871,CONTAINS,0.0816,1861,1871
NB995999_1861,NB185001_1871,CONTAINS,0.0107,1861,1871
NB995999_1861,NB184010_1871,CONTAINS,0.0079,1861,1871
NB995999_1861,NB184009_1871,CONTAINS,0.0013,1861,1871
NB995999_1861,NB184002_1871,CONTAINS,0.0091,1861,1871
NB995999_1861,NB181006_1871,CONTAINS,0.0122,1861,1871
NB995999_1861,NB182001_1871,CONTAINS,0.066,1861,1871
NB995999_1861,NB184011_1871,CONTAINS,0.0036,1861,1871
NB995999_1861,NB182002_1871,CONTAINS,0.0145,1861,1871
NB995999_1861,NB184001_1871,CONTAINS,0.0111,1861,1871
NB995999_1861,NB183002_1871,CONTAINS,0.0291,1861,1871
NB995999_1861,NB182003_1871,CONTAINS,0.0179,1861,1871
NB995999_1861,NB182004_1871,CONTAINS,0.0107,1861,1871
NB995999_1861,NB182005_1871,CONTAINS,0.0102,1861,1871
NB995999_1861,NB183005_1871,CONTAINS,0.0073,1861,1871
NB995999_1861,NB183001_1871,CONTAINS,0.0049,1861,1871
NB995999_1861,NB183004_1871,CONTAINS,0.0077,1861,1871
NB995999_1861,NB183003_1871,CONTAINS,0.0064,1861,1871
NB995999_1861,NB183006_1871,CONTAINS,0.0042,1861,1871
NB995999_1861,NB183007_1871,CONTAINS,0.0031,1861,1871
NT999999_1861,MB999999_1871,CONTAINS,0.0162,1861,1871
NT999999_1861,BC999999_1871,CONTAINS,0.1103,1861,1871
NT999999_1861,NT999999_1871,CONTAINS,0.8736,1861,1871
QC002003_1861,QC096002_1871,WITHIN,0.1971,1861,1871
QC004001_1861,QC122010_1871,CONTAINS,0.5129,1861,1871
QC004001_1861,QC122011_1871,CONTAINS,0.0206,1861,1871
QC004001_1861,QC122009_1871,CONTAINS,0.3657,1861,1871
QC005003_1861,QC157005_1871,WITHIN,0.4335,1861,1871
QC005013_1861,QC158003_1871,WITHIN,0.56,1861,1871
QC005011_1861,QC157004_1871,CONTAINS,0.9302,1861,1871
QC032001_1861,QC157001_1871,CONTAINS,0.8106,1861,1871
QC005005_1861,QC157007_1871,WITHIN,0.6648,1861,1871
QC005018_1861,QC157002_1871,CONTAINS,0.5248,1861,1871
QC005007_1861,QC157006_1871,WITHIN,0.4498,1861,1871
QC006002_1861,QC111006_1871,CONTAINS,0.796,1861,1871
QC006003_1861,QC111003_1871,CONTAINS,0.3548,1861,1871
QC006003_1861,QC111001_1871,CONTAINS,0.6452,1861,1871
QC006005_1861,QC111007_1871,WITHIN,0.7343,1861,1871
QC007005_1861,QC161003_1871,CONTAINS,0.8221,1861,1871
QC007006_1861,QC162001_1871,WITHIN,0.9054,1861,1871
QC009001_1861,QC169012_1871,CONTAINS,0.0155,1861,1871
QC009999_1861,QC169013_1871,CONTAINS,0.0005,1861,1871
QC011005_1861,QC118002_1871,WITHIN,0.912,1861,1871
QC011009_1861,QC118001_1871,CONTAINS,0.6086,1861,1871
QC012003_1861,QC132003_1871,CONTAINS,0.5987,1861,1871
QC012009_1861,QC133002_1871,CONTAINS,0.8352,1861,1871
QC013003_1861,QC149008_1871,WITHIN,0.5309,1861,1871
QC013010_1861,QC149010_1871,CONTAINS,0.746,1861,1871
QC015005_1861,QC150005_1871,CONTAINS,0.0368,1861,1871
QC015003_1861,QC150008_1871,WITHIN,0.2011,1861,1871
QC015021_1861,QC150009_1871,WITHIN,0.228,1861,1871
QC047003_1861,QC151002_1871,WITHIN,0.4734,1861,1871
QC016009_1861,QC142004_1871,CONTAINS,0.1881,1861,1871
QC016009_1861,QC142006_1871,CONTAINS,0.8119,1861,1871
QC016008_1861,QC142010_1871,WITHIN,0.3971,1861,1871
QC016011_1861,QC142011_1871,CONTAINS,0.6323,1861,1871
QC016011_1861,QC142012_1871,CONTAINS,0.3677,1861,1871
QC017006_1861,QC160002_1871,CONTAINS,0.8621,1861,1871
QC017003_1861,QC159005_1871,CONTAINS,0.6754,1861,1871
QC017999_1861,QC159007_1871,CONTAINS,0.6557,1861,1871
QC017010_1861,QC160004_1871,CONTAINS,0.8923,1861,1871
QC017002_1861,QC159006_1871,CONTAINS,0.6571,1861,1871
QC003006_1861,QC137015_1871,CONTAINS,0.6891,1861,1871
QC003006_1861,QC137014_1871,CONTAINS,0.3109,1861,1871
QC003007_1861,QC137016_1871,CONTAINS,0.7239,1861,1871
QC018001_1861,QC136009_1871,CONTAINS,0.2016,1861,1871
QC018002_1861,QC136004_1871,CONTAINS,0.3783,1861,1871
QC018002_1861,QC136003_1871,CONTAINS,0.6217,1861,1871
QC003008_1861,QC137001_1871,WITHIN,0.5784,1861,1871
QC003004_1861,QC137003_1871,WITHIN,0.6189,1861,1871
QC003005_1861,QC137002_1871,CONTAINS,0.7359,1861,1871
QC003010_1861,QC137009_1871,CONTAINS,0.0094,1861,1871
QC003010_1861,QC137008_1871,CONTAINS,0.8886,1861,1871
QC003011_1861,QC137018_1871,CONTAINS,0.4116,1861,1871
QC003011_1861,QC137017_1871,CONTAINS,0.4727,1861,1871
QC018007_1861,QC136007_1871,CONTAINS,0.4025,1861,1871
QC018007_1861,QC136006_1871,CONTAINS,0.5359,1861,1871
QC003002_1861,QC137006_1871,WITHIN,0.5331,1861,1871
QC003012_1861,QC137012_1871,CONTAINS,0.0407,1861,1871
QC003012_1861,QC137010_1871,CONTAINS,0.1974,1861,1871
QC003012_1861,QC137004_1871,CONTAINS,0.3746,1861,1871
QC019002_1861,QC171004_1871,CONTAINS,0.8323,1861,1871
QC019002_1861,QC171003_1871,CONTAINS,0.1677,1861,1871
QC019017_1861,QC173001_1871,CONTAINS,0.3535,1861,1871
QC019017_1861,QC173002_1871,CONTAINS,0.2573,1861,1871
QC019017_1861,QC173003_1871,CONTAINS,0.1153,1861,1871
QC019017_1861,QC173004_1871,CONTAINS,0.2739,1861,1871
QC019004_1861,QC171002_1871,WITHIN,0.5179,1861,1871
QC019015_1861,QC171005_1871,WITHIN,0.5036,1861,1871
QC019012_1861,QC172005_1871,WITHIN,0.5223,1861,1871
QC019013_1861,QC172003_1871,CONTAINS,0.5523,1861,1871
QC019013_1861,QC172002_1871,CONTAINS,0.4477,1861,1871
QC019999_1861,QC172999_1871,CONTAINS,0.223,1861,1871
QC019999_1861,QC170999_1871,CONTAINS,0.554,1861,1871
QC019999_1861,QC171999_1871,CONTAINS,0.223,1861,1871
QC020002_1861,QC107001_1871,CONTAINS,0.6039,1861,1871
QC020002_1861,QC107002_1871,CONTAINS,0.1459,1861,1871
QC020002_1861,QC107005_1871,CONTAINS,0.1268,1861,1871
QC020002_1861,QC107010_1871,CONTAINS,0.1234,1861,1871
QC021005_1861,QC114002_1871,CONTAINS,0.0181,1861,1871
QC021003_1861,QC113002_1871,CONTAINS,0.3597,1861,1871
QC021003_1861,QC113001_1871,CONTAINS,0.6403,1861,1871
QC024003_1861,QC108005_1871,CONTAINS,0.0276,1861,1871
QC025007_1861,QC102003_1871,CONTAINS,0.0876,1861,1871
QC025007_1861,QC102002_1871,CONTAINS,0.8679,1861,1871
QC025999_1861,QC102999_1871,CONTAINS,0.4594,1861,1871
QC025010_1861,QC102009_1871,WITHIN,0.7776,1861,1871
QC025012_1861,QC102010_1871,CONTAINS,0.6613,1861,1871
QC026004_1861,QC165003_1871,CONTAINS,0.9117,1861,1871
QC026011_1861,QC165004_1871,CONTAINS,0.9401,1861,1871
QC039034_1861,QC094007_1871,CONTAINS,0.3829,1861,1871
QC039012_1861,QC094003_1871,CONTAINS,0.2538,1861,1871
QC039012_1861,QC094001_1871,CONTAINS,0.7462,1861,1871
QC039999_1861,QC095010_1871,CONTAINS,0.0426,1861,1871
QC039999_1861,QC093019_1871,CONTAINS,0.0089,1861,1871
QC039999_1861,QC094999_1871,CONTAINS,0.5831,1861,1871
QC039019_1861,QC095008_1871,WITHIN,0.5134,1861,1871
QC039030_1861,QC095006_1871,CONTAINS,0.4017,1861,1871
QC039030_1861,QC095005_1871,CONTAINS,0.5983,1861,1871
QC037004_1861,QC116002_1871,CONTAINS,0.0117,1861,1871
QC001009_1861,QC100004_1871,CONTAINS,0.9152,1861,1871
QC001001_1861,QC100009_1871,WITHIN,0.9442,1861,1871
QC028003_1861,QC098003_1871,CONTAINS,0.0321,1861,1871
QC029002_1861,QC153005_1871,CONTAINS,0.0425,1861,1871
QC023999_1861,QC164007_1871,CONTAINS,0.6319,1861,1871
QC030004_1861,QC155008_1871,CONTAINS,0.8127,1861,1871
QC030007_1861,QC155011_1871,CONTAINS,0.8229,1861,1871
QC030001_1861,QC155004_1871,CONTAINS,0.3858,1861,1871
QC030001_1861,QC155002_1871,CONTAINS,0.4422,1861,1871
QC030001_1861,QC155003_1871,CONTAINS,0.1716,1861,1871
QC031004_1861,QC128006_1871,CONTAINS,0.8224,1861,1871
QC031005_1861,QC128003_1871,WITHIN,0.556,1861,1871
QC032009_1861,QC156010_1871,CONTAINS,0.0269,1861,1871
QC033001_1861,QC125008_1871,CONTAINS,0.0096,1861,1871
QC033006_1861,QC125006_1871,CONTAINS,0.0141,1861,1871
QC034003_1861,QC101007_1871,CONTAINS,0.817,1861,1871
QC034006_1861,QC101004_1871,WITHIN,0.8402,1861,1871
QC036009_1861,QC148010_1871,CONTAINS,0.2593,1861,1871
QC036009_1861,QC148012_1871,CONTAINS,0.7407,1861,1871
QC061006_1861,QC106003_1871,WITHIN,0.9187,1861,1871
QC038001_1861,QC135004_1871,CONTAINS,0.2317,1861,1871
QC038001_1861,QC135005_1871,CONTAINS,0.7683,1861,1871
QC038003_1861,QC135007_1871,WITHIN,0.6575,1861,1871
QC038005_1861,QC135009_1871,CONTAINS,0.888,1861,1871
QC038007_1861,QC135003_1871,CONTAINS,0.0025,1861,1871
QC038008_1861,QC135011_1871,CONTAINS,0.6237,1861,1871
QC040011_1861,QC091001_1871,WITHIN,0.5833,1861,1871
QC040021_1861,QC093008_1871,WITHIN,0.2781,1861,1871
QC040012_1861,QC092001_1871,CONTAINS,0.6138,1861,1871
QC040999_1861,QC092004_1871,CONTAINS,0.0046,1861,1871
QC040999_1861,QC092011_1871,CONTAINS,0.0,1861,1871
QC040999_1861,QC092012_1871,CONTAINS,0.0,1861,1871
QC040999_1861,QC092013_1871,CONTAINS,0.0046,1861,1871
QC040999_1861,QC092010_1871,CONTAINS,0.0,1861,1871
QC040999_1861,QC092999_1871,CONTAINS,0.8228,1861,1871
QC040999_1861,QC092005_1871,CONTAINS,0.0,1861,1871
QC040999_1861,QC092009_1871,CONTAINS,0.0,1861,1871
QC040999_1861,QC093013_1871,CONTAINS,0.0,1861,1871
QC040999_1861,QC092002_1871,CONTAINS,0.0,1861,1871
QC040999_1861,QC092006_1871,CONTAINS,0.0,1861,1871
QC040999_1861,QC092003_1871,CONTAINS,0.0,1861,1871
QC040999_1861,QC092015_1871,CONTAINS,0.0,1861,1871
QC040999_1861,QC093018_1871,CONTAINS,0.0,1861,1871
QC040999_1861,QC092014_1871,CONTAINS,0.0005,1861,1871
QC041001_1861,QC143006_1871,CONTAINS,0.3504,1861,1871
QC041001_1861,QC143005_1871,CONTAINS,0.6159,1861,1871
QC041002_1861,QC143003_1871,CONTAINS,0.947,1861,1871
QC041005_1861,QC143010_1871,CONTAINS,0.5063,1861,1871
QC041007_1861,QC143012_1871,WITHIN,0.8203,1861,1871
QC041008_1861,QC143008_1871,CONTAINS,0.8382,1861,1871
QC041010_1861,QC143013_1871,CONTAINS,0.9039,1861,1871
QC041011_1861,QC143009_1871,WITHIN,0.202,1861,1871
QC062003_1861,QC145003_1871,CONTAINS,0.8017,1861,1871
QC062003_1861,QC146004_1871,CONTAINS,0.1983,1861,1871
QC042006_1861,QC146005_1871,CONTAINS,0.7684,1861,1871
QC042006_1861,QC145004_1871,CONTAINS,0.2316,1861,1871
QC042012_1861,QC144010_1871,CONTAINS,0.1571,1861,1871
QC042012_1861,QC144011_1871,CONTAINS,0.8429,1861,1871
QC043001_1861,QC120008_1871,CONTAINS,0.9419,1861,1871
QC043007_1861,QC120005_1871,CONTAINS,0.9429,1861,1871
QC043005_1861,QC120007_1871,WITHIN,0.8846,1861,1871
QC043009_1861,QC120004_1871,WITHIN,0.8873,1861,1871
QC044002_1861,QC138005_1871,CONTAINS,0.03,1861,1871
QC059006_1861,QC139006_1871,WITHIN,0.5203,1861,1871
QC059004_1861,QC139002_1871,WITHIN,0.8261,1861,1871
QC044004_1861,QC138002_1871,WITHIN,0.7227,1861,1871
QC059009_1861,QC139003_1871,CONTAINS,0.8053,1861,1871
QC044008_1861,QC138008_1871,CONTAINS,0.5575,1861,1871
QC044008_1861,QC138009_1871,CONTAINS,0.4425,1861,1871
QC045011_1861,QC167005_1871,WITHIN,0.4701,1861,1871
QC045011_1861,QC167006_1871,CONTAINS,0.0217,1861,1871
QC045010_1861,QC168001_1871,CONTAINS,0.7912,1861,1871
QC045012_1861,QC167008_1871,CONTAINS,0.3888,1861,1871
QC045006_1861,QC168003_1871,CONTAINS,0.2517,1861,1871
QC045013_1861,QC167002_1871,CONTAINS,0.5822,1861,1871
QC045013_1861,QC167001_1871,CONTAINS,0.4178,1861,1871
QC045999_1861,QC167999_1871,CONTAINS,0.3531,1861,1871
QC045999_1861,QC168999_1871,CONTAINS,0.5777,1861,1871
QC046001_1861,QC123012_1871,CONTAINS,0.0112,1861,1871
QC046006_1861,QC123005_1871,CONTAINS,0.63,1861,1871
QC046006_1861,QC123007_1871,CONTAINS,0.3458,1861,1871
QC046007_1861,QC123002_1871,CONTAINS,0.566,1861,1871
QC046003_1861,QC123009_1871,CONTAINS,0.0099,1861,1871
QC050007_1861,QC121007_1871,CONTAINS,0.7721,1861,1871
QC050002_1861,QC121006_1871,CONTAINS,0.9395,1861,1871
QC022005_1861,QC124001_1871,CONTAINS,0.5214,1861,1871
QC022005_1861,QC124007_1871,CONTAINS,0.4786,1861,1871
QC048001_1861,QC127011_1871,CONTAINS,0.495,1861,1871
QC048001_1861,QC127012_1871,CONTAINS,0.505,1861,1871
QC048002_1861,QC127001_1871,CONTAINS,0.9201,1861,1871
QC048006_1861,QC127006_1871,CONTAINS,0.0229,1861,1871
QC048007_1861,QC127009_1871,CONTAINS,0.4766,1861,1871
QC048007_1861,QC127010_1871,CONTAINS,0.5234,1861,1871
QC049006_1861,QC110002_1871,WITHIN,0.5672,1861,1871
QC053003_1861,QC141006_1871,CONTAINS,0.0409,1861,1871
QC053006_1861,QC141002_1871,CONTAINS,0.0218,1861,1871
QC054009_1861,QC166005_1871,CONTAINS,0.1183,1861,1871
QC054009_1861,QC166004_1871,CONTAINS,0.8817,1861,1871
QC054014_1861,QC166012_1871,WITHIN,0.6062,1861,1871
QC054002_1861,QC166013_1871,WITHIN,0.5469,1861,1871
QC055001_1861,QC099014_1871,WITHIN,0.8245,1861,1871
QC034011_1861,QC099015_1871,WITHIN,0.5571,1861,1871
QC055008_1861,QC099008_1871,CONTAINS,0.0037,1861,1871
QC052002_1861,QC129004_1871,CONTAINS,0.3983,1861,1871
QC052002_1861,QC129007_1871,CONTAINS,0.6017,1861,1871
QC052003_1861,QC129006_1871,CONTAINS,0.722,1861,1871
QC052004_1861,QC129005_1871,WITHIN,0.7793,1861,1871
QC039038_1861,QC093006_1871,WITHIN,0.603,1861,1871
QC039037_1861,QC093012_1871,CONTAINS,0.5029,1861,1871
QC060003_1861,QC134008_1871,CONTAINS,0.6412,1861,1871
QC060003_1861,QC134007_1871,CONTAINS,0.3588,1861,1871
QC018005_1861,QC136002_1871,CONTAINS,0.4546,1861,1871
QC018005_1861,QC136001_1871,CONTAINS,0.5454,1861,1871
QC060006_1861,QC134006_1871,CONTAINS,0.7565,1861,1871
QC060005_1861,QC134002_1871,CONTAINS,0.0202,1861,1871
QC008999_1861,QC103009_1871,WITHIN,0.6248,1861,1871
QC019008_1861,QC170004_1871,CONTAINS,0.171,1861,1871
QC019008_1861,QC171001_1871,CONTAINS,0.2726,1861,1871
QC045008_1861,QC168009_1871,CONTAINS,0.9334,1861,1871
QC054010_1861,QC166010_1871,WITHIN,0.512,1861,1871
QC063006_1861,QC131003_1871,WITHIN,0.8017,1861,1871
QC005999_1861,QC157008_1871,CONTAINS,0.774,1861,1871
QC005999_1861,QC158999_1871,CONTAINS,0.226,1861,1871
QC028002_1861,QC098001_1871,CONTAINS,0.2937,1861,1871
QC028002_1861,QC098004_1871,CONTAINS,0.7063,1861,1871
QC041999_1861,QC143999_1871,CONTAINS,0.6545,1861,1871
QC044001_1861,QC138001_1871,CONTAINS,0.7184,1861,1871
QC048005_1861,QC127007_1871,CONTAINS,0.9038,1861,1871
QC048005_1861,QC127008_1871,CONTAINS,0.0181,1861,1871
QC047999_1861,QC152999_1871,CONTAINS,0.8441,1861,1871
QC047999_1861,QC151999_1871,CONTAINS,0.1549,1861,1871
QC015018_1861,QC150001_1871,CONTAINS,0.3671,1861,1871
QC005009_1861,QC158007_1871,WITHIN,0.5419,1861,1871
QC017001_1861,QC160005_1871,CONTAINS,0.8313,1861,1871
QC018003_1861,QC136011_1871,CONTAINS,0.6223,1861,1871
QC018003_1861,QC136012_1871,CONTAINS,0.3777,1861,1871
QC039025_1861,QC095001_1871,CONTAINS,0.7352,1861,1871
QC039025_1861,QC095002_1871,CONTAINS,0.2648,1861,1871
QC039032_1861,QC095009_1871,WITHIN,0.5218,1861,1871
QC054999_1861,QC166999_1871,CONTAINS,0.7615,1861,1871
QC042013_1861,QC147004_1871,CONTAINS,0.3431,1861,1871
QC042013_1861,QC147003_1871,CONTAINS,0.6529,1861,1871
QC011004_1861,QC118006_1871,CONTAINS,0.2628,1861,1871
QC011004_1861,QC118007_1871,CONTAINS,0.7372,1861,1871
QC012999_1861,QC133999_1871,CONTAINS,0.9271,1861,1871
QC012999_1861,QC133009_1871,CONTAINS,0.0008,1861,1871
QC052999_1861,QC130001_1871,CONTAINS,0.0153,1861,1871
QC052999_1861,QC130003_1871,CONTAINS,0.0001,1861,1871
QC052999_1861,QC130004_1871,CONTAINS,0.0001,1861,1871
QC052999_1861,QC130005_1871,CONTAINS,0.0001,1861,1871
QC052999_1861,QC130006_1871,CONTAINS,0.0009,1861,1871
QC052999_1861,QC130002_1871,CONTAINS,0.0001,1861,1871
QC047004_1861,QC152010_1871,CONTAINS,0.3087,1861,1871
QC012011_1861,QC133003_1871,CONTAINS,0.4844,1861,1871
QC026999_1861,QC165015_1871,CONTAINS,0.1363,1861,1871
QC039015_1861,QC094005_1871,CONTAINS,0.4232,1861,1871
QC039015_1861,QC095003_1871,CONTAINS,0.5768,1861,1871
QC039008_1861,QC094006_1871,WITHIN,0.5982,1861,1871
QC029001_1861,QC153003_1871,CONTAINS,0.0298,1861,1871
QC029001_1861,QC153002_1871,CONTAINS,0.0159,1861,1871
QC029001_1861,QC153004_1871,CONTAINS,0.0234,1861,1871
QC029001_1861,QC153006_1871,CONTAINS,0.8823,1861,1871
QC029001_1861,QC153001_1871,CONTAINS,0.0486,1861,1871
QC033002_1861,QC125012_1871,CONTAINS,0.0308,1861,1871
QC042010_1861,QC144008_1871,CONTAINS,0.2083,1861,1871
QC042010_1861,QC144009_1871,CONTAINS,0.7917,1861,1871
QC039027_1861,QC093017_1871,CONTAINS,0.3808,1861,1871
QC002012_1861,QC096004_1871,WITHIN,0.4221,1861,1871
QC002006_1861,QC096002_1871,WITHIN,0.4003,1861,1871
QC002001_1861,QC096002_1871,WITHIN,0.2102,1861,1871
QC002008_1861,QC096004_1871,WITHIN,0.2295,1861,1871
QC002007_1861,QC096009_1871,WITHIN,0.2841,1861,1871
QC003001_1861,QC137007_1871,CONTAINS,0.4774,1861,1871
QC003009_1861,QC137003_1871,WITHIN,0.0836,1861,1871
QC005006_1861,QC158007_1871,WITHIN,0.2444,1861,1871
QC005008_1861,QC158007_1871,WITHIN,0.2136,1861,1871
QC005010_1861,QC157006_1871,WITHIN,0.3855,1861,1871
QC005001_1861,QC157005_1871,WITHIN,0.359,1861,1871
QC005004_1861,QC157005_1871,WITHIN,0.2,1861,1871
QC008003_1861,QC102009_1871,WITHIN,0.2224,1861,1871
QC013007_1861,QC149008_1871,WITHIN,0.4691,1861,1871
QC015001_1861,QC150003_1871,CONTAINS,0.5164,1861,1871
QC015007_1861,QC150011_1871,WITHIN,0.2181,1861,1871
QC015022_1861,QC150011_1871,WITHIN,0.2396,1861,1871
QC015019_1861,QC150999_1871,WITHIN,0.0002,1861,1871
QC015016_1861,QC150011_1871,WITHIN,0.3005,1861,1871
QC015009_1861,QC150008_1871,WITHIN,0.2216,1861,1871
QC015014_1861,QC150999_1871,WITHIN,0.0019,1861,1871
QC015002_1861,QC150010_1871,WITHIN,0.1024,1861,1871
QC015020_1861,QC150010_1871,WITHIN,0.0865,1861,1871
QC015006_1861,QC150010_1871,WITHIN,0.0928,1861,1871
QC015010_1861,QC150008_1871,WITHIN,0.1702,1861,1871
QC015017_1861,QC150008_1871,WITHIN,0.1337,1861,1871
QC015012_1861,QC150008_1871,WITHIN,0.1282,1861,1871
QC015013_1861,QC150009_1871,WITHIN,0.1623,1861,1871
QC015004_1861,QC150009_1871,WITHIN,0.0937,1861,1871
QC015015_1861,QC150009_1871,WITHIN,0.1403,1861,1871
QC016012_1861,QC142010_1871,WITHIN,0.4163,1861,1871
QC016005_1861,QC142010_1871,WITHIN,0.1866,1861,1871
QC019005_1861,QC171005_1871,WITHIN,0.4964,1861,1871
QC019011_1861,QC172005_1871,WITHIN,0.4777,1861,1871
QC023004_1861,QC164005_1871,WITHIN,0.2177,1861,1871
QC025005_1861,QC102005_1871,WITHIN,0.4258,1861,1871
QC025002_1861,QC102013_1871,WITHIN,0.2487,1861,1871
QC025004_1861,QC102003_1871,WITHIN,0.0185,1861,1871
QC025003_1861,QC102003_1871,WITHIN,0.0132,1861,1871
QC026005_1861,QC165014_1871,WITHIN,0.4098,1861,1871
QC026009_1861,QC165013_1871,WITHIN,0.1439,1861,1871
QC026013_1861,QC165011_1871,WITHIN,0.3697,1861,1871
QC026001_1861,QC165002_1871,WITHIN,0.173,1861,1871
QC028006_1861,QC098005_1871,WITHIN,0.0011,1861,1871
QC028005_1861,QC098005_1871,WITHIN,0.0009,1861,1871
QC025009_1861,QC102008_1871,WITHIN,0.0002,1861,1871
QC001003_1861,QC100009_1871,WITHIN,0.0558,1861,1871
QC034002_1861,QC101001_1871,WITHIN,0.0015,1861,1871
QC035002_1861,QC163008_1871,WITHIN,0.0631,1861,1871
QC035006_1861,QC163008_1871,WITHIN,0.0461,1861,1871
QC035005_1861,QC163008_1871,WITHIN,0.0175,1861,1871
QC035004_1861,QC163008_1871,WITHIN,0.587,1861,1871
QC035003_1861,QC163008_1871,WITHIN,0.2864,1861,1871
QC035008_1861,QC163007_1871,WITHIN,0.4737,1861,1871
QC035010_1861,QC163004_1871,WITHIN,0.4174,1861,1871
QC038002_1861,QC135007_1871,WITHIN,0.3292,1861,1871
QC039001_1861,QC095009_1871,WITHIN,0.4782,1861,1871
QC039006_1861,QC094006_1871,WITHIN,0.4018,1861,1871
QC039005_1861,QC095999_1871,WITHIN,0.0892,1861,1871
QC039014_1861,QC093006_1871,WITHIN,0.397,1861,1871
QC039024_1861,QC093016_1871,WITHIN,0.2092,1861,1871
QC039002_1861,QC093016_1871,WITHIN,0.1794,1861,1871
QC039018_1861,QC093016_1871,WITHIN,0.2457,1861,1871
QC039010_1861,QC094008_1871,WITHIN,0.3703,1861,1871
QC039007_1861,QC094008_1871,WITHIN,0.3775,1861,1871
QC039016_1861,QC094009_1871,WITHIN,0.1836,1861,1871
QC039023_1861,QC094009_1871,WITHIN,0.1653,1861,1871
QC040001_1861,QC092007_1871,WITHIN,0.3997,1861,1871
QC040018_1861,QC092008_1871,CONTAINS,0.0085,1861,1871
QC040018_1861,QC092999_1871,WITHIN,0.0069,1861,1871
QC040010_1861,QC091009_1871,WITHIN,0.4885,1861,1871
QC040019_1861,QC093008_1871,WITHIN,0.2167,1861,1871
QC040017_1861,QC093008_1871,WITHIN,0.2727,1861,1871
QC040020_1861,QC093008_1871,WITHIN,0.2324,1861,1871
QC042004_1861,QC147003_1871,WITHIN,0.0026,1861,1871
QC045003_1861,QC167005_1871,WITHIN,0.5216,1861,1871
QC049007_1861,QC110002_1871,WITHIN,0.4328,1861,1871
QC051001_1861,QC117002_1871,WITHIN,0.0038,1861,1871
QC054001_1861,QC166014_1871,WITHIN,0.4973,1861,1871
QC063001_1861,QC131005_1871,WITHIN,0.2853,1861,1871
QC056010_1861,QC099009_1871,WITHIN,0.0645,1861,1871
QC059002_1861,QC139006_1871,WITHIN,0.4797,1861,1871
QC064005_1861,QC140001_1871,WITHIN,0.2744,1861,1871
QC064003_1861,QC140001_1871,WITHIN,0.4783,1861,1871
QC064004_1861,QC140001_1871,WITHIN,0.2417,1861,1871
QC047005_1861,QC152001_1871,CONTAINS,0.1829,1861,1871
QC047005_1861,QC152002_1871,CONTAINS,0.5315,1861,1871
QC047005_1861,QC152009_1871,CONTAINS,0.0014,1861,1871
QC047008_1861,QC152011_1871,CONTAINS,0.0241,1861,1871
QC047009_1861,QC152007_1871,CONTAINS,0.3114,1861,1871
QC047009_1861,QC152008_1871,CONTAINS,0.6337,1861,1871
QC019010_1861,QC170003_1871,WITHIN,0.4228,1861,1871
QC040002_1861,QC091001_1871,WITHIN,0.4167,1861,1871
QC047001_1861,QC151001_1871,WITHIN,0.5158,1861,1871
QC012012_1861,QC133004_1871,CONTAINS,0.4946,1861,1871
QC012012_1861,QC133008_1871,CONTAINS,0.0213,1861,1871
NT999999_1871,NT193017_1881,CONTAINS,0.0076,1871,1881
NT999999_1871,MB187001_1881,CONTAINS,0.0014,1871,1881
NT999999_1871,QC084009_1881,CONTAINS,0.0001,1871,1881
NT999999_1871,NT193016_1881,CONTAINS,0.1966,1871,1881
NT999999_1871,NT193002_1881,CONTAINS,0.0082,1871,1881
NT999999_1871,NT193003_1881,CONTAINS,0.0232,1871,1881
NT999999_1871,NT193007_1881,CONTAINS,0.0126,1871,1881
NT999999_1871,NT193001_1881,CONTAINS,0.0054,1871,1881
NT999999_1871,NT193004_1881,CONTAINS,0.0075,1871,1881
NT999999_1871,NT193011_1881,CONTAINS,0.0034,1871,1881
NT999999_1871,NT193010_1881,CONTAINS,0.0,1871,1881
NT999999_1871,NT193005_1881,CONTAINS,0.0081,1871,1881
NT999999_1871,NT193009_1881,CONTAINS,0.0,1871,1881
NT999999_1871,NT193006_1881,CONTAINS,0.0,1871,1881
NT999999_1871,NT193012_1881,CONTAINS,0.0141,1871,1881
NT999999_1871,NT193008_1881,CONTAINS,0.0,1871,1881
NT999999_1871,NT193013_1881,CONTAINS,0.0,1871,1881
NT999999_1871,NT193014_1881,CONTAINS,0.0446,1871,1881
NT999999_1871,NT193999_1881,CONTAINS,0.139,1871,1881
