from,to,iou
NS038009_1911,NS005008_1921,1.0
NS038010_1911,NS005009_1921,1.0
NS038011_1911,NS005010_1921,1.0
NS038012_1911,NS005011_1921,1.0
NS038013_1911,NS005012_1921,1.0
NS038015_1911,NS005017_1921,1.0
NS038017_1911,NS005019_1921,1.0
NS039001_1911,NS020001_1921,1.0
NS039002_1911,NS020002_1921,1.0
NS039003_1911,NS020003_1921,1.0
NS039004_1911,NS020004_1921,1.0
NS039005_1911,NS020005_1921,1.0
NS039006_1911,NS006001_1921,1.0
NS039010_1911,NS020008_1921,1.0
NS039011_1911,NS006004_1921,1.0
NS039012_1911,NS006005_1921,1.0
NS039014_1911,NS020009_1921,1.0
NS039015_1911,NS020010_1921,1.0
NS039016_1911,NS006007_1921,1.0
NS039018_1911,NS020012_1921,1.0
NS039019_1911,NS020013_1921,1.0
NS039020_1911,NS020014_1921,1.0
NS039021_1911,NS020015_1921,1.0
NS039022_1911,NS020016_1921,1.0
NS039023_1911,NS020017_1921,1.0
NS039024_1911,NS020018_1921,1.0
NS039025_1911,NS020019_1921,1.0
NS039026_1911,NS006009_1921,1.0
NS039027_1911,NS006010_1921,1.0
NS039999_1911,NS020999_1921,1.0
NS040001_1911,NS006012_1921,1.0
NS040002_1911,NS006011_1921,1.0
NS040003_1911,NS006013_1921,1.0
NS040005_1911,NS006014_1921,1.0
NS040006_1911,NS006015_1921,1.0
NS040007_1911,NS006016_1921,1.0
NS040008_1911,NS006017_1921,1.0
NS040009_1911,NS006018_1921,1.0
NS040010_1911,NS006019_1921,1.0
NS040011_1911,NS006020_1921,1.0
NS040014_1911,NS006023_1921,1.0
NS040015_1911,NS006024_1921,1.0
NS040016_1911,NS006025_1921,1.0
NS040018_1911,NS006026_1921,1.0
NS040019_1911,NS006027_1921,1.0
NS040020_1911,NS006022_1921,1.0
NS041001_1911,NS007001_1921,1.0
NS041002_1911,NS007002_1921,0.9813
NS041003_1911,NS007003_1921,1.0
NS041004_1911,NS007004_1921,1.0
NS041005_1911,NS007005_1921,1.0
NS041006_1911,NS007006_1921,1.0
NS041007_1911,NS007007_1921,1.0
NS041008_1911,NS007008_1921,1.0
NS041009_1911,NS007009_1921,1.0
NS041010_1911,NS007010_1921,1.0
NS041011_1911,NS007011_1921,1.0
NS041012_1911,NS007012_1921,1.0
NS041013_1911,NS007013_1921,1.0
NS041014_1911,NS007014_1921,1.0
NS041015_1911,NS007015_1921,1.0
NS041016_1911,NS007016_1921,1.0
NS041017_1911,NS007017_1921,1.0
NS041018_1911,NS007018_1921,1.0
NS041019_1911,NS007019_1921,1.0
NS041020_1911,NS007020_1921,1.0
NS041021_1911,NS007021_1921,1.0
NS041022_1911,NS007022_1921,1.0
NS041023_1911,NS007023_1921,1.0
NS041024_1911,NS007025_1921,1.0
NS041025_1911,NS007026_1921,1.0
NS042001_1911,NS008001_1921,1.0
NS042002_1911,NS008002_1921,1.0
NS042003_1911,NS008003_1921,1.0
NS042004_1911,NS008004_1921,1.0
NS042005_1911,NS008005_1921,1.0
NS042006_1911,NS008006_1921,1.0
NS042007_1911,NS008007_1921,1.0
NS042008_1911,NS008008_1921,1.0
NS042009_1911,NS008031_1921,1.0
NS042010_1911,NS008009_1921,1.0
NS042011_1911,NS008010_1921,1.0
NS042012_1911,NS008011_1921,1.0
NS042013_1911,NS008012_1921,1.0
NS042014_1911,NS008013_1921,1.0
NS042015_1911,NS008014_1921,1.0
NS042016_1911,NS008016_1921,1.0
NS042017_1911,NS008017_1921,1.0
NS042018_1911,NS008015_1921,1.0
NS042019_1911,NS008018_1921,0.9905
NS042020_1911,NS008019_1921,1.0
NS042021_1911,NS008020_1921,1.0
NS042022_1911,NS008021_1921,1.0
NS042023_1911,NS008022_1921,1.0
NS042024_1911,NS008023_1921,1.0
NS042025_1911,NS008024_1921,1.0
NS042026_1911,NS008025_1921,1.0
NS042027_1911,NS008026_1921,1.0
NS042028_1911,NS008028_1921,1.0
NS042029_1911,NS008027_1921,1.0
NS042030_1911,NS008030_1921,1.0
NS042031_1911,NS008032_1921,1.0
NS042032_1911,NS008033_1921,1.0
NS042033_1911,NS008034_1921,1.0
NS043001_1911,NS009001_1921,1.0
NS043002_1911,NS009002_1921,1.0
NS043005_1911,NS009006_1921,1.0
NS043006_1911,NS009007_1921,1.0
NS043007_1911,NS009008_1921,1.0
NS043009_1911,NS009010_1921,1.0
NS043010_1911,NS009011_1921,1.0
NS043014_1911,NS009016_1921,1.0
NS043015_1911,NS009017_1921,1.0
NS043016_1911,NS009019_1921,1.0
NS043018_1911,NS009022_1921,1.0
NS043019_1911,NS009018_1921,1.0
NS043020_1911,NS009023_1921,1.0
NS043021_1911,NS009024_1921,1.0
NS043022_1911,NS009025_1921,1.0
NS043023_1911,NS009026_1921,1.0
NS043024_1911,NS009028_1921,1.0
NS043999_1911,NS009999_1921,1.0
NS044001_1911,NS010001_1921,1.0
NS044002_1911,NS010002_1921,1.0
NS044003_1911,NS010003_1921,1.0
NS044004_1911,NS010004_1921,1.0
NS044005_1911,NS010005_1921,1.0
NS044007_1911,NS010007_1921,1.0
NS044009_1911,NS010010_1921,1.0
NS044010_1911,NS010011_1921,1.0
NS044013_1911,NS010015_1921,1.0
NS044014_1911,NS010016_1921,1.0
NS044015_1911,NS010017_1921,1.0
NS044016_1911,NS010018_1921,1.0
NS044018_1911,NS010021_1921,1.0
NS044019_1911,NS010022_1921,1.0
NS044020_1911,NS010023_1921,1.0
NS044021_1911,NS010024_1921,1.0
NS044022_1911,NS010025_1921,1.0
NS044023_1911,NS010027_1921,1.0
NS044024_1911,NS010028_1921,1.0
NS044025_1911,NS010029_1921,1.0
NS044026_1911,NS010030_1921,1.0
NS044027_1911,NS010031_1921,1.0
NS044028_1911,NS010033_1921,1.0
NS044999_1911,NS010999_1921,1.0
NS045001_1911,NS011001_1921,1.0
NS045002_1911,NS011002_1921,1.0
NS045003_1911,NS011003_1921,1.0
NS045005_1911,NS011005_1921,1.0
NS045006_1911,NS011006_1921,1.0
NS045008_1911,NS011008_1921,1.0
NS045009_1911,NS011009_1921,1.0
NS045010_1911,NS011010_1921,1.0
NS045012_1911,NS011012_1921,1.0
NS045013_1911,NS011013_1921,1.0
NS045015_1911,NS011015_1921,1.0
NS045016_1911,NS011016_1921,1.0
NS045017_1911,NS011017_1921,1.0
NS045018_1911,NS011018_1921,1.0
NS045019_1911,NS011019_1921,1.0
NS045021_1911,NS011022_1921,1.0
NS045022_1911,NS011024_1921,1.0
NS045023_1911,NS011025_1921,1.0
NS045024_1911,NS011026_1921,1.0
NS045025_1911,NS011027_1921,1.0
NS045026_1911,NS011028_1921,1.0
NS045027_1911,NS011029_1921,1.0
NS045029_1911,NS011031_1921,1.0
NS045030_1911,NS011032_1921,1.0
NS045032_1911,NS011035_1921,1.0
NS045033_1911,NS011036_1921,1.0
NS045034_1911,NS011037_1921,1.0
NS045035_1911,NS011038_1921,1.0
NS045037_1911,NS011040_1921,1.0
NS045039_1911,NS011041_1921,1.0
NS045041_1911,NS011044_1921,1.0
NS045999_1911,NS011999_1921,1.0
NS046002_1911,NS012002_1921,1.0
NS046003_1911,NS012003_1921,1.0
NS046005_1911,NS012004_1921,1.0
NS046006_1911,NS012005_1921,1.0
NS046007_1911,NS012006_1921,1.0
NS046008_1911,NS012007_1921,0.9975
NS046009_1911,NS012008_1921,1.0
NS046010_1911,NS012009_1921,1.0
NS046011_1911,NS012010_1921,1.0
NS046012_1911,NS012011_1921,1.0
NS046013_1911,NS012012_1921,1.0
NS046016_1911,NS012015_1921,1.0
NS046017_1911,NS012016_1921,1.0
NS046018_1911,NS012018_1921,1.0
NS046019_1911,NS012019_1921,1.0
NS047001_1911,NS013001_1921,1.0
NS047002_1911,NS013002_1921,1.0
NS047003_1911,NS013003_1921,1.0
NS047004_1911,NS013004_1921,1.0
NS047005_1911,NS013005_1921,1.0
NS047006_1911,NS013006_1921,1.0
NS047007_1911,NS013007_1921,1.0
NS047008_1911,NS013008_1921,1.0
NS047010_1911,NS013009_1921,1.0
NS047011_1911,NS013010_1921,1.0
NS047012_1911,NS013011_1921,1.0
NS047013_1911,NS013012_1921,1.0
NS047014_1911,NS013013_1921,1.0
NS047015_1911,NS013014_1921,1.0
NS047016_1911,NS013015_1921,1.0
NS047017_1911,NS013016_1921,1.0
NS047018_1911,NS013017_1921,1.0
NS047019_1911,NS013018_1921,1.0
NS047020_1911,NS013019_1921,1.0
NS047021_1911,NS013020_1921,1.0
NS047022_1911,NS013021_1921,1.0
NS047026_1911,NS013025_1921,1.0
NS047027_1911,NS013026_1921,1.0
NS047999_1911,NS013999_1921,1.0
NS048001_1911,NS014001_1921,1.0
NS048002_1911,NS014002_1921,0.9973
NS048003_1911,NS014003_1921,1.0
NS048004_1911,NS014004_1921,1.0
NS048005_1911,NS014005_1921,1.0
NS048006_1911,NS014006_1921,1.0
NS048007_1911,NS014007_1921,1.0
NS048008_1911,NS014008_1921,0.9949
NS048009_1911,NS014009_1921,1.0
NS048011_1911,NS014010_1921,1.0
NS048012_1911,NS014011_1921,1.0
NS048013_1911,NS014012_1921,1.0
NS048014_1911,NS014013_1921,1.0
NS048015_1911,NS014014_1921,1.0
NS048016_1911,NS014016_1921,1.0
NS048017_1911,NS014017_1921,1.0
NS049001_1911,NS015001_1921,1.0
NS049002_1911,NS015002_1921,1.0
NS049003_1911,NS015003_1921,1.0
NS049004_1911,NS015004_1921,1.0
NS049005_1911,NS015005_1921,1.0
NS049008_1911,NS015006_1921,1.0
NS049009_1911,NS015007_1921,1.0
NS049010_1911,NS015008_1921,0.9855
NS049011_1911,NS015009_1921,1.0
NS049014_1911,NS015013_1921,1.0
NS049015_1911,NS015014_1921,1.0
NS049016_1911,NS015015_1921,1.0
NS049017_1911,NS015016_1921,1.0
NS049018_1911,NS015017_1921,1.0
NS049019_1911,NS015018_1921,1.0
NS049020_1911,NS015019_1921,1.0
NS049021_1911,NS015020_1921,1.0
NS049022_1911,NS015021_1921,1.0
NS049023_1911,NS015045_1921,1.0
NS049024_1911,NS015022_1921,1.0
NS049025_1911,NS015023_1921,1.0
NS049026_1911,NS015024_1921,1.0
NS049027_1911,NS015025_1921,1.0
NS049029_1911,NS015030_1921,1.0
NS049030_1911,NS015031_1921,1.0
NS049032_1911,NS015034_1921,1.0
NS049033_1911,NS015032_1921,1.0
NS049035_1911,NS015035_1921,1.0
NS049038_1911,NS015037_1921,1.0
NS049039_1911,NS015038_1921,1.0
NS049040_1911,NS015039_1921,1.0
NS050002_1911,NS016002_1921,1.0
NS050003_1911,NS016003_1921,1.0
NS050004_1911,NS016004_1921,1.0
NS050005_1911,NS016005_1921,1.0
NS050006_1911,NS016006_1921,1.0
NS050007_1911,NS016007_1921,1.0
NS050008_1911,NS016008_1921,1.0
NS050009_1911,NS016009_1921,1.0
NS050010_1911,NS016010_1921,1.0
NS050011_1911,NS016011_1921,1.0
NS050012_1911,NS016012_1921,1.0
NS050014_1911,NS016015_1921,1.0
NS050015_1911,NS016016_1921,1.0
NS050016_1911,NS016017_1921,1.0
NS050017_1911,NS016018_1921,1.0
NS050018_1911,NS016019_1921,1.0
NS050019_1911,NS016020_1921,1.0
NS050021_1911,NS016022_1921,0.9969
NS050022_1911,NS016023_1921,1.0
NS050023_1911,NS016024_1921,1.0
NS050024_1911,NS016025_1921,1.0
NS050025_1911,NS016026_1921,1.0
NS050026_1911,NS016027_1921,1.0
NS050027_1911,NS016028_1921,1.0
NS050028_1911,NS016029_1921,1.0
NS050029_1911,NS016030_1921,1.0
NS050030_1911,NS016031_1921,1.0
NS050031_1911,NS016033_1921,1.0
NS050032_1911,NS016034_1921,1.0
NS050033_1911,NS016036_1921,1.0
NS050034_1911,NS016037_1921,1.0
NS050035_1911,NS016038_1921,1.0
NS050037_1911,NS016040_1921,1.0
NS050999_1911,NS016999_1921,1.0
NS051001_1911,NS018001_1921,1.0
NS051003_1911,NS018003_1921,1.0
NS051004_1911,NS018004_1921,1.0
NS051005_1911,NS018005_1921,1.0
NS051006_1911,NS018006_1921,1.0
NS051007_1911,NS018007_1921,1.0
NS051008_1911,NS018008_1921,1.0
NS051009_1911,NS018009_1921,1.0
NS051010_1911,NS018010_1921,1.0
NS051012_1911,NS018011_1921,1.0
NS051013_1911,NS018012_1921,1.0
NS051014_1911,NS018013_1921,1.0
NS051015_1911,NS018014_1921,1.0
NS051016_1911,NS018015_1921,1.0
NS052003_1911,NS017002_1921,1.0
NS052010_1911,NS017004_1921,1.0
NS052011_1911,NS017005_1921,1.0
NS052012_1911,NS019004_1921,1.0
NS052014_1911,NS019005_1921,1.0
NS052015_1911,NS019006_1921,1.0
NS052016_1911,NS017007_1921,1.0
NS052018_1911,NS017008_1921,1.0
NS052019_1911,NS019008_1921,1.0
NS052020_1911,NS019009_1921,1.0
NS052021_1911,NS019010_1921,1.0
NS052022_1911,NS017009_1921,1.0
NS052023_1911,NS017010_1921,1.0
NS052026_1911,NS019012_1921,1.0
NS052027_1911,NS019013_1921,1.0
NS052029_1911,NS019014_1921,1.0
NS052030_1911,NS017013_1921,1.0
NS052031_1911,NS019017_1921,1.0
NS052032_1911,NS019018_1921,1.0
NS052033_1911,NS017014_1921,1.0
NS052999_1911,NS019999_1921,0.9989
NS053001_1911,NS021001_1921,1.0
NS053003_1911,NS021004_1921,1.0
NS053004_1911,NS021005_1921,1.0
NS053005_1911,NS021006_1921,1.0
NS053006_1911,NS021007_1921,1.0
NS053008_1911,NS021008_1921,1.0
NS053009_1911,NS021009_1921,1.0
NS053010_1911,NS021010_1921,1.0
NS053012_1911,NS021011_1921,1.0
NS053013_1911,NS021012_1921,1.0
NS053014_1911,NS021013_1921,1.0
NS053015_1911,NS021014_1921,1.0
NS053016_1911,NS021015_1921,1.0
NS053017_1911,NS021016_1921,1.0
NS053020_1911,NS021021_1921,1.0
ON054001_1911,ON102002_1921,1.0
ON054010_1911,ON102006_1921,1.0
ON054018_1911,ON102009_1921,1.0
ON054024_1911,ON102012_1921,1.0
ON054033_1911,ON102017_1921,1.0
ON054036_1911,ON102023_1921,1.0
ON054037_1911,ON102026_1921,1.0
ON054040_1911,ON102027_1921,1.0
ON054042_1911,ON102028_1921,1.0
ON054050_1911,ON102045_1921,1.0
ON054051_1911,ON102048_1921,1.0
ON054052_1911,ON102051_1921,1.0
ON054053_1911,ON102052_1921,1.0
ON055001_1911,ON102004_1921,1.0
ON055003_1911,ON102013_1921,1.0
ON055005_1911,ON102019_1921,1.0
ON055006_1911,ON102020_1921,1.0
ON055008_1911,ON102031_1921,1.0
ON055009_1911,ON102035_1921,1.0
ON055010_1911,ON102040_1921,1.0
ON055011_1911,ON102039_1921,1.0
ON055014_1911,ON102047_1921,1.0
ON055016_1911,ON102055_1921,1.0
ON055018_1911,ON102062_1921,1.0
ON055019_1911,ON102070_1921,1.0
ON055021_1911,ON102073_1921,1.0
ON055022_1911,ON102077_1921,1.0
ON055023_1911,ON102087_1921,1.0
ON055027_1911,ON102095_1921,1.0
ON055034_1911,ON102110_1921,1.0
ON055035_1911,ON102108_1921,1.0
ON056002_1911,ON103002_1921,1.0
ON056003_1911,ON103003_1921,1.0
ON056006_1911,ON103008_1921,1.0
ON057001_1911,ON103004_1921,1.0
ON057003_1911,ON103007_1921,1.0
ON059003_1911,ON104003_1921,1.0
ON059004_1911,ON104005_1921,1.0
ON059005_1911,ON104008_1921,0.9893
ON059006_1911,ON104012_1921,1.0
ON059007_1911,ON104014_1921,1.0
ON059008_1911,ON104015_1921,1.0
ON059009_1911,ON104016_1921,1.0
ON059010_1911,ON104019_1921,1.0
ON059011_1911,ON104022_1921,1.0
ON059012_1911,ON104023_1921,1.0
ON059013_1911,ON104028_1921,1.0
ON059014_1911,ON104020_1921,1.0
ON059015_1911,ON104029_1921,1.0
ON059016_1911,ON104031_1921,1.0
ON060001_1911,ON104004_1921,1.0
ON060002_1911,ON104006_1921,0.9901
ON060003_1911,ON104007_1921,1.0
ON060004_1911,ON104009_1921,1.0
ON060005_1911,ON104010_1921,1.0
ON060006_1911,ON104011_1921,1.0
ON060007_1911,ON104013_1921,1.0
ON060008_1911,ON104018_1921,1.0
ON060009_1911,ON104021_1921,1.0
ON060010_1911,ON104025_1921,1.0
ON060011_1911,ON104027_1921,1.0
ON060012_1911,ON104030_1921,1.0
ON061001_1911,ON105001_1921,1.0
ON061002_1911,ON105003_1921,1.0
ON061003_1911,ON105004_1921,1.0
ON061004_1911,ON105005_1921,1.0
ON061005_1911,ON105006_1921,1.0
ON061006_1911,ON105007_1921,1.0
ON061007_1911,ON105008_1921,0.9987
ON061008_1911,ON105010_1921,1.0
ON061014_1911,ON105013_1921,1.0
ON062001_1911,ON106001_1921,1.0
ON062002_1911,ON106002_1921,1.0
ON062003_1911,ON106003_1921,1.0
ON062004_1911,ON106004_1921,1.0
ON062005_1911,ON106005_1921,1.0
ON062006_1911,ON106006_1921,1.0
ON062007_1911,ON106007_1921,1.0
ON062008_1911,ON106008_1921,1.0
ON062009_1911,ON106009_1921,1.0
ON063001_1911,ON107001_1921,1.0
ON063002_1911,ON107002_1921,1.0
ON063003_1911,ON107003_1921,1.0
ON063004_1911,ON107004_1921,1.0
ON063005_1911,ON107005_1921,1.0
ON063006_1911,ON107006_1921,1.0
ON063007_1911,ON107007_1921,1.0
ON063008_1911,ON107008_1921,1.0
ON064001_1911,ON108001_1921,1.0
ON064002_1911,ON108002_1921,1.0
ON064003_1911,ON108003_1921,1.0
ON064004_1911,ON108004_1921,1.0
ON064005_1911,ON108005_1921,1.0
ON064006_1911,ON108006_1921,1.0
ON064007_1911,ON108007_1921,1.0
ON064008_1911,ON108008_1921,1.0
ON064009_1911,ON108009_1921,1.0
ON064010_1911,ON108010_1921,1.0
ON065001_1911,ON109002_1921,1.0
ON065002_1911,ON109003_1921,1.0
ON065003_1911,ON109005_1921,1.0
ON065004_1911,ON109007_1921,1.0
ON065005_1911,ON109009_1921,1.0
ON065006_1911,ON109011_1921,1.0
ON065007_1911,ON109013_1921,1.0
ON065008_1911,ON109014_1921,1.0
ON066001_1911,ON109001_1921,1.0
ON066002_1911,ON109004_1921,1.0
ON066003_1911,ON109006_1921,1.0
ON066004_1911,ON109008_1921,1.0
ON066005_1911,ON109010_1921,1.0
ON066006_1911,ON109012_1921,1.0
ON066007_1911,ON109015_1921,1.0
ON067001_1911,ON110006_1921,1.0
ON067002_1911,ON110010_1921,1.0
ON067004_1911,ON110012_1921,1.0
ON067006_1911,ON110016_1921,1.0
ON067007_1911,ON110024_1921,1.0
ON067008_1911,ON110027_1921,1.0
ON067009_1911,ON110028_1921,1.0
ON068001_1911,ON110001_1921,1.0
ON068002_1911,ON110002_1921,1.0
ON068003_1911,ON110003_1921,1.0
ON068004_1911,ON110004_1921,1.0
ON068005_1911,ON110005_1921,1.0
ON068006_1911,ON110007_1921,1.0
ON068007_1911,ON110008_1921,1.0
ON068008_1911,ON110009_1921,1.0
ON068009_1911,ON110014_1921,1.0
ON068010_1911,ON110015_1921,1.0
ON068011_1911,ON110017_1921,1.0
ON068012_1911,ON110018_1921,1.0
ON068013_1911,ON110020_1921,1.0
ON068014_1911,ON110021_1921,1.0
ON069001_1911,ON111001_1921,1.0
ON069002_1911,ON111002_1921,1.0
ON069005_1911,ON111004_1921,1.0
ON069007_1911,ON111005_1921,1.0
ON069008_1911,ON111006_1921,1.0
ON069009_1911,ON111007_1921,1.0
ON069010_1911,ON111008_1921,1.0
ON069011_1911,ON111009_1921,1.0
ON069012_1911,ON111010_1921,1.0
ON069013_1911,ON111011_1921,1.0
ON069014_1911,ON111012_1921,1.0
ON069015_1911,ON111013_1921,0.9899
ON069016_1911,ON111014_1921,1.0
ON069017_1911,ON111015_1921,0.9924
ON070001_1911,ON112001_1921,1.0
ON070002_1911,ON112002_1921,1.0
ON070003_1911,ON112003_1921,1.0
ON070004_1911,ON112004_1921,1.0
ON070005_1911,ON112005_1921,1.0
ON070006_1911,ON112006_1921,1.0
ON070007_1911,ON112007_1921,1.0
ON071001_1911,ON113001_1921,1.0
ON071002_1911,ON113002_1921,1.0
ON071003_1911,ON113003_1921,1.0
ON071004_1911,ON113004_1921,1.0
ON071006_1911,ON113006_1921,1.0
ON071007_1911,ON113007_1921,1.0
ON071008_1911,ON113008_1921,1.0
ON071009_1911,ON113009_1921,1.0
ON072001_1911,ON114001_1921,0.9914
ON072002_1911,ON114003_1921,1.0
ON072003_1911,ON114006_1921,1.0
ON072004_1911,ON114008_1921,1.0
ON072005_1911,ON114011_1921,1.0
ON072006_1911,ON114012_1921,1.0
ON072007_1911,ON114021_1921,1.0
ON072008_1911,ON114023_1921,1.0
ON072009_1911,ON114025_1921,1.0
ON073001_1911,ON114004_1921,1.0
ON073002_1911,ON114009_1921,1.0
ON073003_1911,ON114013_1921,1.0
ON073004_1911,ON114014_1921,1.0
ON073005_1911,ON114016_1921,1.0
ON073006_1911,ON114020_1921,1.0
ON073007_1911,ON114017_1921,1.0
ON073008_1911,ON114027_1921,1.0
ON074001_1911,ON114002_1921,1.0
ON074002_1911,ON114005_1921,1.0
ON074003_1911,ON114007_1921,1.0
ON074004_1911,ON114010_1921,1.0
ON074005_1911,ON114015_1921,1.0
ON074006_1911,ON114018_1921,1.0
ON074007_1911,ON114019_1921,1.0
ON074008_1911,ON114022_1921,1.0
ON074009_1911,ON114026_1921,1.0
ON075001_1911,ON115001_1921,1.0
ON075002_1911,ON115002_1921,1.0
ON075003_1911,ON115003_1921,1.0
ON075004_1911,ON115004_1921,1.0
ON075005_1911,ON115005_1921,1.0
ON075007_1911,ON115007_1921,1.0
ON075008_1911,ON115008_1921,1.0
ON075009_1911,ON115009_1921,1.0
ON075010_1911,ON115010_1921,1.0
ON075011_1911,ON115012_1921,1.0
ON075012_1911,ON115013_1921,1.0
ON075013_1911,ON115014_1921,1.0
ON075014_1911,ON115015_1921,1.0
ON075015_1911,ON115016_1921,1.0
ON076001_1911,ON117001_1921,1.0
ON076002_1911,ON117002_1921,1.0
ON076003_1911,ON117003_1921,1.0
ON076004_1911,ON117004_1921,1.0
ON076005_1911,ON117007_1921,1.0
ON076006_1911,ON117008_1921,1.0
ON076007_1911,ON117009_1921,1.0
ON076008_1911,ON117005_1921,1.0
ON076009_1911,ON117006_1921,1.0
ON079001_1911,ON118002_1921,1.0
ON079002_1911,ON118003_1921,1.0
ON079003_1911,ON118004_1921,1.0
ON079004_1911,ON118005_1921,1.0
ON079005_1911,ON118007_1921,1.0
ON079006_1911,ON118009_1921,1.0
ON079007_1911,ON118011_1921,1.0
ON079008_1911,ON118012_1921,1.0
ON079009_1911,ON118014_1921,1.0
ON079010_1911,ON118016_1921,1.0
ON079012_1911,ON118020_1921,1.0
ON079014_1911,ON118026_1921,1.0
ON079015_1911,ON118031_1921,1.0
ON079016_1911,ON118034_1921,1.0
ON080001_1911,ON118001_1921,1.0
ON080002_1911,ON118006_1921,1.0
ON080003_1911,ON118008_1921,1.0
ON080004_1911,ON118010_1921,1.0
ON080006_1911,ON118015_1921,1.0
ON080008_1911,ON118017_1921,1.0
ON080010_1911,ON118022_1921,1.0
ON080011_1911,ON118023_1921,1.0
ON080013_1911,ON118027_1921,1.0
ON081001_1911,ON119004_1921,1.0
ON081002_1911,ON119006_1921,1.0
ON081003_1911,ON119009_1921,1.0
ON081004_1911,ON119013_1921,1.0
ON081005_1911,ON119015_1921,1.0
ON081006_1911,ON119020_1921,1.0
ON081007_1911,ON119022_1921,1.0
ON081008_1911,ON119023_1921,1.0
ON081009_1911,ON119026_1921,1.0
ON082001_1911,ON119005_1921,1.0
ON082002_1911,ON119008_1921,1.0
ON082003_1911,ON119010_1921,1.0
ON082004_1911,ON119011_1921,1.0
ON082005_1911,ON119012_1921,1.0
ON082006_1911,ON119014_1921,1.0
ON082007_1911,ON119019_1921,1.0
ON082008_1911,ON119021_1921,1.0
ON082009_1911,ON119024_1921,1.0
ON082010_1911,ON119025_1921,1.0
ON083001_1911,ON119001_1921,1.0
ON083002_1911,ON119002_1921,1.0
ON083003_1911,ON119003_1921,1.0
ON083004_1911,ON119007_1921,1.0
ON083005_1911,ON119016_1921,1.0
ON083006_1911,ON119017_1921,1.0
ON083007_1911,ON119018_1921,1.0
ON084001_1911,ON121001_1921,1.0
ON084002_1911,ON121002_1921,1.0
ON084003_1911,ON121005_1921,1.0
ON084005_1911,ON121010_1921,1.0
ON084006_1911,ON121014_1921,1.0
ON084007_1911,ON121015_1921,1.0
ON084008_1911,ON121016_1921,1.0
ON084009_1911,ON121018_1921,1.0
ON084010_1911,ON121022_1921,1.0
ON085003_1911,ON121004_1921,0.9876
ON085004_1911,ON121007_1921,1.0
ON085006_1911,ON121009_1921,1.0
ON085007_1911,ON121012_1921,1.0
ON085008_1911,ON121013_1921,1.0
ON087002_1911,ON122002_1921,1.0
ON087003_1911,ON122004_1921,0.9838
ON087004_1911,ON122005_1921,1.0
ON087005_1911,ON122010_1921,1.0
ON087006_1911,ON122015_1921,1.0
ON087007_1911,ON122013_1921,1.0
ON087008_1911,ON122014_1921,1.0
ON087009_1911,ON122016_1921,1.0
ON087011_1911,ON122020_1921,1.0
ON087012_1911,ON122021_1921,1.0
ON088001_1911,ON122003_1921,1.0
ON088002_1911,ON122006_1921,1.0
ON088003_1911,ON122007_1921,1.0
ON088007_1911,ON122017_1921,1.0
ON088008_1911,ON122019_1921,1.0
ON088009_1911,ON122022_1921,1.0
ON089001_1911,ON123004_1921,1.0
ON089002_1911,ON123005_1921,1.0
ON089003_1911,ON123008_1921,1.0
ON089004_1911,ON123009_1921,1.0
ON089005_1911,ON123011_1921,1.0
ON089006_1911,ON123012_1921,1.0
ON089007_1911,ON123013_1921,1.0
ON089008_1911,ON123015_1921,1.0
ON089009_1911,ON123016_1921,1.0
ON089010_1911,ON123019_1921,1.0
ON090001_1911,ON123001_1921,1.0
ON090002_1911,ON123002_1921,1.0
ON090003_1911,ON123003_1921,1.0
ON090004_1911,ON123006_1921,1.0
ON090005_1911,ON123007_1921,0.9985
ON090006_1911,ON123010_1921,0.9829
ON090007_1911,ON123014_1921,1.0
ON090008_1911,ON123017_1921,1.0
ON091001_1911,ON124001_1921,1.0
ON091002_1911,ON124002_1921,1.0
ON091003_1911,ON124003_1921,1.0
ON091004_1911,ON124005_1921,1.0
ON091005_1911,ON124006_1921,1.0
ON091006_1911,ON124007_1921,1.0
ON091007_1911,ON124008_1921,1.0
ON091008_1911,ON124012_1921,1.0
ON091009_1911,ON124014_1921,1.0
ON091010_1911,ON124015_1921,1.0
ON092005_1911,ON125002_1921,1.0
ON092009_1911,ON101004_1921,1.0
ON092010_1911,ON125003_1921,1.0
ON092013_1911,ON125006_1921,0.9933
ON092014_1911,ON101008_1921,1.0
ON092015_1911,ON125007_1921,1.0
ON092016_1911,ON125008_1921,1.0
ON092017_1911,ON101009_1921,1.0
ON093001_1911,ON126001_1921,1.0
ON093002_1911,ON126002_1921,1.0
ON093003_1911,ON126003_1921,1.0
ON093005_1911,ON126005_1921,1.0
ON093006_1911,ON126006_1921,1.0
ON093007_1911,ON126007_1921,1.0
ON093008_1911,ON126008_1921,1.0
ON093010_1911,ON126011_1921,1.0
ON093011_1911,ON126012_1921,1.0
ON093012_1911,ON126013_1921,1.0
ON093013_1911,ON126010_1921,1.0
ON093014_1911,ON126014_1921,1.0
ON095001_1911,ON128005_1921,1.0
ON095002_1911,ON128008_1921,0.9811
ON095003_1911,ON128011_1921,1.0
ON095004_1911,ON128013_1921,0.9951
ON096001_1911,ON128001_1921,1.0
ON096002_1911,ON128002_1921,1.0
ON096003_1911,ON128007_1921,1.0
ON096004_1911,ON128009_1921,1.0
ON096005_1911,ON128014_1921,1.0
ON096006_1911,ON128015_1921,1.0
ON096007_1911,ON128017_1921,1.0
