raw_cd_id,year,chain_place_id
CD_QC_Rouville,1901,CD_QC_Rouville
CD_QC_Rouville,1911,CD_QC_Rouville
CD_QC_Rouville,1921,CD_QC_Rouville
CD_QC_Saguenay,1851,CD_QC_Saguenay
CD_QC_Saguenay,1861,CD_QC_Saguenay
CD_QC_Saguenay,1871,CD_QC_Saguenay
CD_QC_Saguenay,1921,CD_QC_Saguenay_1921
CD_QC_Saguenay_1921,1921,CD_QC_Saguenay_1921_1921
CD_QC_Saint_Maurice_Nord,1871,CD_QC_Saint_Maurice_North
CD_QC_Saint_Maurice_North,1871,CD_QC_Saint_Maurice_North_1871
CD_QC_Saint_Maurice_South,1871,CD_QC_Saint_Maurice_South_1871
CD_QC_Saint_Maurice_Sud,1871,CD_QC_Saint_Maurice_South
CD_QC_Shefford,1851,CD_QC_Shefford
CD_QC_Shefford,1861,CD_QC_Shefford
CD_QC_Shefford,1871,CD_QC_Shefford
CD_QC_Shefford,1881,CD_QC_Shefford
CD_QC_Shefford,1891,CD_QC_Shefford
CD_QC_Shefford,1901,CD_QC_Shefford
CD_QC_Shefford,1911,CD_QC_Shefford
CD_QC_Shefford,1921,CD_QC_Shefford
CD_QC_Sherbrooke,1851,CD_QC_Sherbrooke
CD_QC_Sherbrooke,1871,CD_QC_Sherbrooke_1861
CD_QC_Sherbrooke,1881,CD_QC_Sherbrooke_1861
CD_QC_Sherbrooke,1891,CD_QC_Sherbrooke_1861
CD_QC_Sherbrooke,1901,CD_QC_Sherbrooke_1861
CD_QC_Sherbrooke,1911,CD_QC_Sherbrooke_1861
CD_QC_Sherbrooke,1921,CD_QC_Sherbrooke_1861
CD_QC_Sherbrooke_1861,1861,CD_QC_Sherbrooke
CD_QC_Sherbrooke_1861,1871,CD_QC_Sherbrooke_1871
CD_QC_Sherbrooke_1861,1881,CD_QC_Sherbrooke_1881
CD_QC_Sherbrooke_1861,1891,CD_QC_Sherbrooke_1891
CD_QC_Sherbrooke_1861,1901,CD_QC_Sherbrooke_1901
CD_QC_Sherbrooke_1861,1911,CD_QC_Sherbrooke_1911
CD_QC_Sherbrooke_1861,1921,CD_QC_Sherbrooke_1921
CD_QC_Soulanges,1861,CD_QC_Soulanges
CD_QC_Soulanges,1871,CD_QC_Soulanges
CD_QC_Soulanges,1881,CD_QC_Soulanges
CD_QC_Soulanges,1891,CD_QC_Soulanges
CD_QC_Soulanges,1901,CD_QC_Soulanges
CD_QC_Soulanges,1911,CD_QC_Soulanges
CD_QC_Soulanges,1921,CD_QC_Soulanges
CD_QC_St._Hyacinthe,1851,CD_QC_St._Hyacinthe
CD_QC_St._Hyacinthe,1861,CD_QC_St._Hyacinthe
CD_QC_St._Hyacinthe,1871,CD_QC_St._Hyacinthe
CD_QC_St._Hyacinthe,1881,CD_QC_St._Hyacinthe
CD_QC_St._Hyacinthe,1891,CD_QC_St._Hyacinthe
CD_QC_St._Hyacinthe,1901,CD_QC_St._Hyacinthe
CD_QC_St._Hyacinthe,1911,CD_QC_St._Hyacinthe
CD_QC_St._Hyacinthe,1921,CD_QC_St._Hyacinthe
CD_QC_St._Jean,1861,CD_QC_St._Jean
CD_QC_St._Jean,1871,CD_QC_St._Jean
CD_QC_St._Jean,1881,CD_QC_St._Jean
CD_QC_St._Jean,1891,CD_QC_St._Jean
CD_QC_St._Jean,1921,CD_QC_St._Jean_1921
CD_QC_St._Jean_&_Iberville,1901,CD_QC_St._Jean_&_Iberville
CD_QC_St._Jean_&_Iberville,1911,CD_QC_St._Jean_&_Iberville
CD_QC_St._Jean_1921,1921,CD_QC_St._Jean_1921_1921
CD_QC_St._Johns,1861,CD_QC_St._Jean
CD_QC_St._Maurice,1851,CD_QC_St._Maurice
CD_QC_St._Maurice,1861,CD_QC_St._Maurice
CD_QC_St._Maurice,1881,CD_QC_Trois-Rivières_&_St._Maurice
CD_QC_St._Maurice,1891,CD_QC_Trois-Rivières_&_St._Maurice
CD_QC_St._Maurice,1921,CD_QC_St._Maurice_1921
CD_QC_St._Maurice_1921,1921,CD_QC_St._Maurice_1921_1921
CD_QC_Stanstead,1851,CD_QC_Stanstead
CD_QC_Stanstead,1861,CD_QC_Stanstead
CD_QC_Stanstead,1871,CD_QC_Stanstead
CD_QC_Stanstead,1881,CD_QC_Stanstead
CD_QC_Stanstead,1891,CD_QC_Stanstead
CD_QC_Stanstead,1901,CD_QC_Stanstead
CD_QC_Stanstead,1911,CD_QC_Stanstead
CD_QC_Stanstead,1921,CD_QC_Stanstead
CD_QC_Temiscouata,1861,CD_QC_Temiscouata
CD_QC_Temiscouata,1871,CD_QC_Temiscouata
CD_QC_Temiscouata,1881,CD_QC_Temiscouata
CD_QC_Temiscouata,1891,CD_QC_Temiscouata_1891
CD_QC_Temiscouata,1901,CD_QC_Temiscouata
CD_QC_Temiscouata,1911,CD_QC_Temiscouata_1911
CD_QC_Temiscouata,1921,CD_QC_Temiscouata_1921
CD_QC_Terrebonne,1851,CD_QC_Terrebonne
CD_QC_Terrebonne,1861,CD_QC_Terrebonne
CD_QC_Terrebonne,1871,CD_QC_Terrebonne
CD_QC_Terrebonne,1881,CD_QC_Terrebonne
CD_QC_Terrebonne,1891,CD_QC_Terrebonne
CD_QC_Terrebonne,1901,CD_QC_Terrebonne
CD_QC_Terrebonne,1911,CD_QC_Terrebonne
CD_QC_Terrebonne,1921,CD_QC_Terrebonne
CD_QC_Town_of_Sherbrooke,1861,CD_QC_Sherbrooke_1861
CD_QC_Trois-Rivières,1871,CD_QC_Trois-Rivières_1871
CD_QC_Trois-Rivières,1881,CD_QC_Trois-Rivières
CD_QC_Trois-Rivières,1891,CD_QC_Trois-Rivières
CD_QC_Trois-Rivières_&_St._Maurice,1881,CD_QC_Trois-Rivières_&_St._Maurice
CD_QC_Trois-Rivières_&_St._Maurice,1891,CD_QC_Trois-Rivières_&_St._Maurice
CD_QC_Trois-Rivières_&_St._Maurice,1901,CD_QC_Trois-Rivières_&_St._Maurice
CD_QC_Trois-Rivières_&_St._Maurice,1911,CD_QC_Trois-Rivières_&_St._Maurice
CD_QC_Trois_Rivieres,1871,CD_QC_Trois-Rivières
CD_QC_Two_Mountains,1851,CD_QC_Deux-Montagnes
CD_QC_Two_Mountains,1861,CD_QC_Deux-Montagnes
CD_QC_Témiscamingue,1921,CD_QC_Témiscamingue
CD_QC_Témiscouata,1891,CD_QC_Temiscouata
CD_QC_Témiscouata,1911,CD_QC_Temiscouata
CD_QC_Témiscouata,1921,CD_QC_Temiscouata
"CD_QC_Unorganized_Districts_-_Abitibi,_Ashuanipi,_Mistassini",1901,"CD_QC_Unorganized_Districts_-_Abitibi,_Ashuanipi,_Mistassini"
CD_QC_Unorganized_parts_-_Parties_non_organisées,1911,CD_QC_Unorganized_parts_-_Parties_non_organisées
CD_QC_Vaudreuil,1851,CD_QC_Vaudreuil
CD_QC_Vaudreuil,1861,CD_QC_Vaudreuil
CD_QC_Vaudreuil,1871,CD_QC_Vaudreuil
CD_QC_Vaudreuil,1881,CD_QC_Vaudreuil
CD_QC_Vaudreuil,1891,CD_QC_Vaudreuil
CD_QC_Vaudreuil,1901,CD_QC_Vaudreuil
CD_QC_Vaudreuil,1911,CD_QC_Vaudreuil
CD_QC_Vaudreuil,1921,CD_QC_Vaudreuil
CD_QC_Vercheres,1861,CD_QC_Verchères
CD_QC_Vercheres,1871,CD_QC_Verchères
CD_QC_Verchères,1851,CD_QC_Verchères
CD_QC_Verchères,1861,CD_QC_Verchères_1861
CD_QC_Verchères,1871,CD_QC_Verchères_1871
CD_QC_Verchères,1881,CD_QC_Verchères
CD_QC_Verchères,1891,CD_QC_Verchères
CD_QC_Verchères,1921,CD_QC_Verchères_1921
CD_QC_Verchères_1921,1921,CD_QC_Verchères_1921_1921
CD_QC_Wolfe,1861,CD_QC_Wolfe
CD_QC_Wolfe,1871,CD_QC_Wolfe
CD_QC_Wolfe,1921,CD_QC_Wolfe_1921
CD_QC_Wolfe_1921,1921,CD_QC_Wolfe_1921_1921
CD_QC_Wright,1901,CD_QC_Wright
CD_QC_Wright,1911,CD_QC_Wright
CD_QC_Yamaska,1851,CD_QC_Yamaska
CD_QC_Yamaska,1861,CD_QC_Yamaska
CD_QC_Yamaska,1871,CD_QC_Yamaska
CD_QC_Yamaska,1881,CD_QC_Yamaska
CD_QC_Yamaska,1891,CD_QC_Yamaska_1891
CD_QC_Yamaska,1901,CD_QC_Yamaska
CD_QC_Yamaska,1911,CD_QC_Yamaska
CD_QC_Yamaska,1921,CD_QC_Yamaska
CD_QC_Yamaska_,1891,CD_QC_Yamaska
CD_SK_Assiniboia,1911,CD_SK_Assiniboia
CD_SK_Battleford,1911,CD_SK_Battleford
CD_SK_Division_No._1,1921,CD_SK_Division_No._1
CD_SK_Division_No._10,1921,CD_SK_Division_No._10
CD_SK_Division_No._11,1921,CD_SK_Division_No._11
CD_SK_Division_No._12,1921,CD_SK_Division_No._12
CD_SK_Division_No._13,1921,CD_SK_Division_No._13
CD_SK_Division_No._14,1921,CD_SK_Division_No._14
CD_SK_Division_No._15,1921,CD_SK_Division_No._15
CD_SK_Division_No._16,1921,CD_SK_Division_No._16
CD_SK_Division_No._17,1921,CD_SK_Division_No._17
CD_SK_Division_No._18,1921,CD_SK_Division_No._18
CD_SK_Division_No._2,1921,CD_SK_Division_No._2
CD_SK_Division_No._3,1921,CD_SK_Division_No._3
CD_SK_Division_No._4,1921,CD_SK_Division_No._4
CD_SK_Division_No._5,1921,CD_SK_Division_No._5
CD_SK_Division_No._6,1921,CD_SK_Division_No._6
CD_SK_Division_No._7,1921,CD_SK_Division_No._7
CD_SK_Division_No._8,1921,CD_SK_Division_No._8
CD_SK_Division_No._9,1921,CD_SK_Division_No._9
CD_SK_Humboldt,1911,CD_SK_Humboldt
CD_SK_Mackenzie,1911,CD_SK_Mackenzie
CD_SK_Moosejaw,1911,CD_SK_Moosejaw
CD_SK_Prince_Albert,1911,CD_SK_Prince_Albert
CD_SK_Qu'Appelle,1911,CD_SK_Qu'Appelle
CD_SK_Regina,1911,CD_SK_Regina
CD_SK_Saltcoats,1911,CD_SK_Saltcoats
CD_SK_Saskatoon,1911,CD_SK_Saskatoon
CD_YT_Yukon,1911,CD_YT_Yukon
CD_YT_Yukon,1921,CD_YT_Yukon
