place_id,canonical_name,province,anchor_cd_id,anchor_year,years_active,num_years
CD_ON_Simcoe_North,Simcoe North,ON,CD_ON_Simcoe_N,1911,1871;1881;1891;1901;1911,5
CD_ON_Simcoe_South,Simcoe South,ON,CD_ON_Simcoe_S,1911,1871;1881;1891;1901;1911,5
CD_ON_Stormont,Stormont,ON,CD_ON_Stormont,1881,1851;1861;1871;1881,4
CD_ON_Stormont_1891,Stormont,ON,CD_ON_Stormont,1921,1891;1901;1911;1921,4
CD_ON_Sudbury,Sudbury,ON,CD_ON_Sudbury,1921,1921,1
CD_ON_Thunder_Bay,Thunder Bay,ON,CD_ON_Thunder_Bay,1921,1921,1
CD_ON_Thunder_Bay_&_Rainy_River,Thunder Bay & Rainy River,ON,CD_ON_Thunder_Bay_&_Rainy_River,1911,1911,1
CD_ON_Timiskaming,Timiskaming,ON,CD_ON_Timiskaming,1921,1921,1
CD_ON_Toronto,Toronto,ON,CD_ON_Toronto,1861,1861,1
CD_ON_Toronto_Centre,Toronto Centre,ON,CD_ON_Toronto_Centre,1911,1911,1
CD_ON_Toronto_Centre_City,Toronto Centre City,ON,"CD_ON_Toronto,_Centre,_City—Cité",1901,1901,1
CD_ON_Toronto_City,Toronto City,ON,"CD_ON_Toronto,_City",1851,1851,1
CD_ON_Toronto_City_1881,Toronto City,ON,"CD_ON_Toronto,_City—Cité",1891,1881;1891,2
CD_ON_Toronto_East,Toronto East,ON,"CD_ON_Toronto,_East—Est",1871,1871,1
CD_ON_Toronto_East_1911,Toronto East,ON,CD_ON_Toronto_E,1911,1911,1
CD_ON_Toronto_East_City,Toronto East City,ON,"CD_ON_Toronto,_East—Est,_City—Cité",1901,1901,1
CD_ON_Toronto_North,Toronto North,ON,CD_ON_Toronto_N,1911,1911,1
CD_ON_Toronto_South,Toronto South,ON,CD_ON_Toronto_S,1911,1911,1
CD_ON_Toronto_West,Toronto West,ON,"CD_ON_Toronto,_West—Ouest",1871,1871,1
CD_ON_Toronto_West_1911,Toronto West,ON,CD_ON_Toronto_W-O,1911,1911,1
CD_ON_Toronto_West_City,Toronto West City,ON,"CD_ON_Toronto,_West—Ouest,_City—Cité",1901,1901,1
CD_ON_Victoria,Victoria,ON,CD_ON_Victoria,1861,1851;1861;1911;1921,4
CD_ON_Victoria_North,Victoria North,ON,"CD_ON_Victoria,_North—Nord",1901,1871;1881;1891;1901,4
CD_ON_Victoria_South,Victoria South,ON,"CD_ON_Victoria,_South—Sud",1901,1871;1881;1891;1901,4
CD_ON_Waterloo,Waterloo,ON,CD_ON_Waterloo,1861,1851;1861;1921,3
CD_ON_Waterloo_North,Waterloo North,ON,CD_ON_Waterloo_N,1911,1871;1881;1891;1901;1911,5
CD_ON_Waterloo_South,Waterloo South,ON,CD_ON_Waterloo_S,1911,1871;1881;1891;1901;1911,5
CD_ON_Welland,Welland,ON,CD_ON_Welland,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_ON_Wellington,Wellington,ON,CD_ON_Wellington,1861,1851;1861,2
CD_ON_Wellington_1921,Wellington,ON,CD_ON_Wellington,1921,1921,1
CD_ON_Wellington_Centre,Wellington Centre,ON,"CD_ON_Wellington,_Centre",1901,1871;1881;1891;1901,4
CD_ON_Wellington_North,Wellington North,ON,CD_ON_Wellington_N,1911,1871;1881;1891;1901;1911,5
CD_ON_Wellington_South,Wellington South,ON,CD_ON_Wellington_S,1911,1871;1881;1891;1901;1911,5
CD_ON_Wentworth,Wentworth,ON,CD_ON_Wentworth,1861,1851;1861,2
CD_ON_Wentworth_&_Brant_North,Wentworth & Brant North,ON,"CD_ON_Wentworth_&_Brant,_North—Nord",1901,1901,1
CD_ON_Wentworth_1911,Wentworth,ON,CD_ON_Wentworth,1921,1911;1921,2
CD_ON_Wentworth_North,Wentworth North,ON,"CD_ON_Wentworth,_North—Nord",1891,1871;1881;1891,3
CD_ON_Wentworth_South,Wentworth South,ON,"CD_ON_Wentworth,_South—Sud",1901,1871;1881;1891;1901,4
CD_ON_York,York,ON,CD_ON_York,1861,1851;1861,2
CD_ON_York_1921,York,ON,CD_ON_York,1921,1921,1
CD_ON_York_Centre,York Centre,ON,CD_ON_York_Centre,1911,1911,1
CD_ON_York_East,York East,ON,"CD_ON_York,_East—Est",1901,1871;1881;1891;1901,4
CD_ON_York_North,York North,ON,CD_ON_York_N,1911,1871;1881;1891;1901;1911,5
CD_ON_York_South,York South,ON,CD_ON_York_S,1911,1911,1
CD_ON_York_West,York West,ON,"CD_ON_York,_West—Ouest",1901,1871;1881;1891;1901,4
CD_PE_King's,King's,PE,CD_PE_King’s,1891,1871;1881;1891,3
CD_PE_Kings,Kings,PE,CD_PE_Kings,1921,1901;1911;1921,3
CD_PE_Prince,Prince,PE,CD_PE_Prince,1891,1871;1881;1891;1911;1921,5
CD_PE_Prince_East,Prince East,PE,"CD_PE_Prince,_East-Est",1901,1901,1
CD_PE_Prince_Edward_Island,Prince Edward Island,PE,CD_PE_Prince_Edward_Island,1861,1851;1861,2
CD_PE_Prince_West,Prince West,PE,"CD_PE_Prince,_West-Ouest",1901,1901,1
CD_PE_Queen's,Queen's,PE,CD_PE_Queen’s,1891,1871;1881;1891,3
CD_PE_Queens,Queens,PE,CD_PE_Queens,1921,1911;1921,2
CD_PE_Queens_East,Queens East,PE,"CD_PE_Queens,_East-Est",1901,1901,1
CD_PE_Queens_West,Queens West,PE,"CD_PE_Queens,_West—Ouest",1901,1901,1
CD_QC_Argenteuil,Argenteuil,QC,CD_QC_Argenteuil,1921,1861;1871;1881;1891;1901;1911;1921,7
CD_QC_Arthabaska,Arthabaska,QC,CD_QC_Arthabaska,1871,1861;1871,2
CD_QC_Arthabaska_1921,Arthabaska,QC,CD_QC_Arthabaska,1921,1921,1
CD_QC_Bagot,Bagot,QC,CD_QC_Bagot,1921,1861;1871;1881;1891;1901;1911;1921,7
CD_QC_Beauce,Beauce,QC,CD_QC_Beauce,1861,1861;1881;1891;1901;1911;1921,6
CD_QC_Beauce_East,Beauce East,QC,CD_QC_Beauce_Est,1871,1871,1
CD_QC_Beauce_West,Beauce West,QC,CD_QC_Beauce_Ouest,1871,1871,1
CD_QC_Beauharnois,Beauharnois,QC,CD_QC_Beauharnois,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Bellechasse,Bellechasse,QC,CD_QC_Bellechasse,1861,1851;1861;1881;1891;1901;1911;1921,7
CD_QC_Bellechasse_North,Bellechasse North,QC,CD_QC_Bellechasse_Nord,1871,1871,1
CD_QC_Bellechasse_South,Bellechasse South,QC,CD_QC_Bellechasse_Sud,1871,1871,1
CD_QC_Berthier,Berthier,QC,CD_QC_Berthier,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Bonaventure,Bonaventure,QC,CD_QC_Bonaventure,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Brome,Brome,QC,CD_QC_Brome,1921,1861;1871;1881;1891;1901;1911;1921,7
CD_QC_Chambly,Chambly,QC,CD_QC_Chambly,1891,1851;1861;1871;1881;1891,5
CD_QC_Chambly_&_Verchères,Chambly & Verchères,QC,CD_QC_Chambly_&_Verchères,1911,1901;1911,2
CD_QC_Chambly_1921,Chambly,QC,CD_QC_Chambly,1921,1921,1
CD_QC_Champlain,Champlain,QC,CD_QC_Champlain,1861,1851;1861;1881;1891;1901;1911;1921,7
CD_QC_Champlain_North,Champlain North,QC,CD_QC_Champlain_Nord,1871,1871,1
CD_QC_Champlain_South,Champlain South,QC,CD_QC_Champlain_Sud,1871,1871,1
CD_QC_Charlevoix,Charlevoix,QC,CD_QC_Charlevoix,1921,1861;1871;1881;1891;1901;1911;1921,7
CD_QC_Chateauguay,Chateauguay,QC,CD_QC_Châteauguay,1921,1861;1871;1881;1891;1901;1911;1921,7
CD_QC_Chicoutimi,Chicoutimi,QC,CD_QC_Chicoutimi,1871,1861;1871,2
CD_QC_Chicoutimi_&_Saguenay,Chicoutimi & Saguenay,QC,CD_QC_Chicoutimi_&_Saguenay,1911,1881;1891;1901;1911,4
CD_QC_Chicoutimi_1921,Chicoutimi,QC,CD_QC_Chicoutimi,1921,1921,1
CD_QC_City_of_Montreal,City of Montreal,QC,CD_QC_City_of_Montreal,1861,1851;1861,2
CD_QC_City_of_Quebec,City of Quebec,QC,CD_QC_City_of_Quebec,1861,1851;1861,2
CD_QC_City_of_Three_Rivers,City of Three Rivers,QC,CD_QC_City_of_Three_Rivers,1861,1861,1
CD_QC_Compton,Compton,QC,CD_QC_Compton,1921,1861;1871;1881;1891;1901;1911;1921,7
CD_QC_Deux-Montagnes,Deux-Montagnes,QC,CD_QC_Deux_Montagnes,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Dorchester,Dorchester,QC,CD_QC_Dorchester,1861,1851;1861;1881;1891;1901;1911;1921,7
CD_QC_Dorchester_East,Dorchester East,QC,CD_QC_Dorchester_Est,1871,1871,1
CD_QC_Dorchester_West,Dorchester West,QC,CD_QC_Dorchester_Ouest,1871,1871,1
CD_QC_Drummond,Drummond,QC,CD_QC_Drummond,1871,1851;1861;1871,3
CD_QC_Drummond_&_Arthabaska,Drummond & Arthabaska,QC,CD_QC_Drummond_&_Arthabaska,1911,1881;1891;1901;1911,4
CD_QC_Drummond_1921,Drummond,QC,CD_QC_Drummond,1921,1921,1
CD_QC_Frontenac,Frontenac,QC,CD_QC_Frontenac,1921,1921,1
CD_QC_Gaspé,Gaspé,QC,CD_QC_Gaspé,1861,1851;1861;1881;1891;1901;1911;1921,7
CD_QC_Gaspé_Centre,Gaspé Centre,QC,CD_QC_Gaspé_Centre,1871,1871,1
CD_QC_Gaspé_South,Gaspé South,QC,CD_QC_Gaspé_Sud,1871,1871,1
CD_QC_Gaspé_West,Gaspé West,QC,CD_QC_Gaspé_Ouest,1871,1871,1
CD_QC_Hochelaga,Hochelaga,QC,CD_QC_Hochelaga,1911,1861;1871;1881;1891;1901;1911,6
CD_QC_Hull,Hull,QC,CD_QC_Hull,1921,1921,1
CD_QC_Huntingdon,Huntingdon,QC,CD_QC_Huntingdon,1861,1851;1861;1881;1891;1901;1911;1921,7
CD_QC_Huntingdon_East,Huntingdon East,QC,CD_QC_Huntingdon_Est,1871,1871,1
CD_QC_Huntingdon_West,Huntingdon West,QC,CD_QC_Huntingdon_Ouest,1871,1871,1
CD_QC_Iberville,Iberville,QC,CD_QC_Iberville,1891,1861;1871;1881;1891,4
CD_QC_Iberville_1921,Iberville,QC,CD_QC_Iberville,1921,1921,1
CD_QC_Isles_de_la_Magdeleine,Isles de la Magdeleine,QC,CD_QC_Isles_de_la_Magdeleine,1871,1871,1
CD_QC_Jacques-Cartier,Jacques-Cartier,QC,CD_QC_Jacques-Cartier,1911,1861;1871;1881;1891;1901;1911,6
CD_QC_Joliette,Joliette,QC,CD_QC_Joliette,1921,1861;1871;1881;1891;1901;1911;1921,7
CD_QC_Kamouraska,Kamouraska,QC,CD_QC_Kamouraska,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_L'Assomption,L'Assomption,QC,CD_QC_L'Assomption,1921,1861;1871;1881;1891;1901;1911;1921,7
CD_QC_L'Islet,L'Islet,QC,CD_QC_L'IsIet,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Labelle,Labelle,QC,CD_QC_Labelle,1921,1901;1911;1921,3
CD_QC_Labrador,Labrador,QC,CD_QC_Labrador,1871,1871,1
CD_QC_Lac_St._Jean,Lac St. Jean,QC,CD_QC_Lac_St._Jean,1921,1921,1
CD_QC_Laprairie,Laprairie,QC,CD_QC_Laprairie,1891,1861;1871;1881;1891,4
CD_QC_Laprairie_&_Napierville,Laprairie & Napierville,QC,CD_QC_Laprairie_&_Napierville,1911,1901;1911,2
CD_QC_Laprairie_1921,Laprairie,QC,CD_QC_Laprairie,1921,1921,1
CD_QC_Laval,Laval,QC,CD_QC_Laval,1911,1861;1871;1881;1891;1901;1911,6
CD_QC_Leinster,Leinster,QC,CD_QC_Leinster,1851,1851,1
CD_QC_Lotbinière,Lotbinière,QC,CD_QC_Lotbinière,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Lévis,Lévis,QC,CD_QC_Lévis,1861,1861;1881;1891;1901;1911;1921,6
CD_QC_Lévis_(Comté),Lévis (Comté),QC,CD_QC_Lévis_(Comté),1871,1871,1
CD_QC_Lévis_(Ville),Lévis (Ville),QC,CD_QC_Lévis_(Ville),1871,1871,1
CD_QC_Maisonneuve,Maisonneuve,QC,CD_QC_Maisonneuve,1911,1901;1911,2
CD_QC_Maskinongé,Maskinongé,QC,CD_QC_Maskinongé,1921,1861;1871;1881;1891;1901;1911;1921,7
CD_QC_Matane,Matane,QC,CD_QC_Matane,1921,1921,1
CD_QC_Megantic,Megantic,QC,CD_QC_Megantic,1851,1851,1
CD_QC_Missisquoi,Missisquoi,QC,CD_QC_Missisquoi,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Montcalm,Montcalm,QC,CD_QC_Montcalm,1921,1861;1871;1881;1891;1901;1911;1921,7
CD_QC_Montmagny,Montmagny,QC,CD_QC_Montmagny,1921,1861;1871;1881;1891;1901;1911;1921,7
CD_QC_Montmorency,Montmorency,QC,CD_QC_Montmorency,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Montreal_Centre,Montreal Centre,QC,CD_QC_Montreal_Centre,1871,1871,1
CD_QC_Montreal_East,Montreal East,QC,CD_QC_Montreal_Est,1871,1871,1
CD_QC_Montreal_West,Montreal West,QC,CD_QC_Montreal_Ouest,1871,1871,1
CD_QC_Montréal,Montréal,QC,CD_QC_Montréal,1851,1851,1
"CD_QC_Montréal,_St._Antoine","Montréal, St. Antoine",QC,"CD_QC_Montréal,_St._Antoine",1911,1901;1911,2
"CD_QC_Montréal,_St._Jacques","Montréal, St. Jacques",QC,"CD_QC_Montréal,_St._Jacques",1911,1901;1911,2
"CD_QC_Montréal,_St._Laurent","Montréal, St. Laurent",QC,"CD_QC_Montréal,_St._Laurent",1911,1901;1911,2
"CD_QC_Montréal,_Ste._Anne","Montréal, Ste. Anne",QC,"CD_QC_Montréal,_Ste._Anne",1911,1901;1911,2
"CD_QC_Montréal,_Ste._Marie","Montréal, Ste. Marie",QC,"CD_QC_Montréal,_Ste._Marie",1911,1901;1911,2
CD_QC_Montréal_&_Jésus_Islands—Iles,Montréal & Jésus Islands—Iles,QC,CD_QC_Montréal_&_Jésus_Islands—Iles,1921,1921,1
CD_QC_Montréal_1881,Montréal,QC,CD_QC_Montréal,1901,1881;1891;1901,3
CD_QC_Mégantic,Mégantic,QC,CD_QC_Mégantic,1921,1861;1871;1881;1891;1901;1911;1921,7
CD_QC_Mégantic_1861,Mégantic,QC,CD_QC_Mégantic,1861,1861,1
CD_QC_Napierville,Napierville,QC,CD_QC_Napierville,1891,1861;1871;1881;1891,4
CD_QC_Napierville_1921,Napierville,QC,CD_QC_Napierville,1921,1921,1
CD_QC_Nicolet,Nicolet,QC,CD_QC_Nicolet,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Ottaoua_Centre,Ottaoua Centre,QC,CD_QC_Ottaoua_Centre,1871,1871,1
CD_QC_Ottaoua_East,Ottaoua East,QC,CD_QC_Ottaoua_Est,1871,1871,1
CD_QC_Ottawa_County,Ottawa County,QC,"CD_QC_Ottawa,_County—Comté",1891,1881;1891,2
CD_QC_Ottawa_West,Ottawa West,QC,CD_QC_Ottawa_Ouest,1871,1871,1
CD_QC_Outaouais,Outaouais,QC,CD_QC_Outaouais,1861,1851;1861,2
CD_QC_Pontiac,Pontiac,QC,CD_QC_Pontiac,1861,1861;1881;1891;1901;1911;1921,6
CD_QC_Pontiac_North,Pontiac North,QC,CD_QC_Pontiac_Nord,1871,1871,1
CD_QC_Pontiac_South,Pontiac South,QC,CD_QC_Pontiac_Sud,1871,1871,1
CD_QC_Portneuf,Portneuf,QC,CD_QC_Portneuf,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Quebec_Centre,Quebec Centre,QC,CD_QC_Quebec_Centre,1871,1871,1
CD_QC_Quebec_City,Quebec City,QC,"CD_QC_Quebec,_City—Cité",1891,1881;1891,2
CD_QC_Quebec_County,Quebec County,QC,CD_QC_Québec,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Quebec_East,Quebec East,QC,CD_QC_Quebec_Est,1871,1871,1
CD_QC_Quebec_West,Quebec West,QC,CD_QC_Quebec_Ouest,1871,1871,1
CD_QC_Québec_Centre,Québec Centre,QC,CD_QC_Québec_Centre,1911,1901;1911,2
CD_QC_Québec_East,Québec East,QC,CD_QC_Québec_Est,1911,1901;1911,2
CD_QC_Québec_West,Québec West,QC,CD_QC_Québec_W-O,1911,1901;1911,2
CD_QC_Richelieu,Richelieu,QC,CD_QC_Richelieu,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Richmond,Richmond,QC,CD_QC_Richmond,1871,1861;1871,2
CD_QC_Richmond_&_Wolfe,Richmond & Wolfe,QC,CD_QC_Richmond_&_Wolfe,1911,1881;1891;1901;1911,4
CD_QC_Richmond_1921,Richmond,QC,CD_QC_Richmond,1921,1921,1
CD_QC_Rimouski,Rimouski,QC,CD_QC_Rimouski,1861,1851;1861;1881;1891;1901;1911;1921,7
CD_QC_Rimouski_East,Rimouski East,QC,CD_QC_Rimouski_Est,1871,1871,1
CD_QC_Rimouski_West,Rimouski West,QC,CD_QC_Rimouski_Ouest,1871,1871,1
CD_QC_Rouville,Rouville,QC,CD_QC_Rouville,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Saguenay,Saguenay,QC,CD_QC_Saguenay,1871,1851;1861;1871,3
CD_QC_Saguenay_1921,Saguenay,QC,CD_QC_Saguenay,1921,1921,1
CD_QC_Saint_Maurice_North,Saint Maurice North,QC,CD_QC_Saint_Maurice_Nord,1871,1871,1
CD_QC_Saint_Maurice_South,Saint Maurice South,QC,CD_QC_Saint_Maurice_Sud,1871,1871,1
CD_QC_Shefford,Shefford,QC,CD_QC_Shefford,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Sherbrooke,Sherbrooke,QC,CD_QC_Sherbrooke,1851,1851,1
CD_QC_Sherbrooke_1861,Sherbrooke,QC,CD_QC_Sherbrooke,1921,1861;1871;1881;1891;1901;1911;1921,7
CD_QC_Soulanges,Soulanges,QC,CD_QC_Soulanges,1921,1861;1871;1881;1891;1901;1911;1921,7
CD_QC_St._Hyacinthe,St. Hyacinthe,QC,CD_QC_St._Hyacinthe,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_St._Jean,St. Jean,QC,CD_QC_St._Jean,1891,1861;1871;1881;1891,4
CD_QC_St._Jean_&_Iberville,St. Jean & Iberville,QC,CD_QC_St._Jean_&_Iberville,1911,1901;1911,2
CD_QC_St._Jean_1921,St. Jean,QC,CD_QC_St._Jean,1921,1921,1
CD_QC_St._Maurice,St. Maurice,QC,CD_QC_St._Maurice,1861,1851;1861,2
CD_QC_St._Maurice_1921,St. Maurice,QC,CD_QC_St._Maurice,1921,1921,1
CD_QC_Stanstead,Stanstead,QC,CD_QC_Stanstead,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Temiscouata,Temiscouata,QC,CD_QC_Témiscouata,1921,1861;1871;1881;1891;1901;1911;1921,7
CD_QC_Terrebonne,Terrebonne,QC,CD_QC_Terrebonne,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Trois-Rivières,Trois-Rivières,QC,CD_QC_Trois-Rivières,1891,1871;1881;1891,3
CD_QC_Trois-Rivières_&_St._Maurice,Trois-Rivières & St. Maurice,QC,CD_QC_Trois-Rivières_&_St._Maurice,1911,1881;1891;1901;1911,4
CD_QC_Témiscamingue,Témiscamingue,QC,CD_QC_Témiscamingue,1921,1921,1
"CD_QC_Unorganized_Districts_-_Abitibi,_Ashuanipi,_Mistassini","Unorganized Districts - Abitibi, Ashuanipi, Mistassini",QC,"CD_QC_Unorganized_Districts_-_Abitibi,_Ashuanipi,_Mistassini",1901,1901,1
CD_QC_Unorganized_parts_-_Parties_non_organisées,Unorganized parts - Parties non organisées,QC,CD_QC_Unorganized_parts_-_Parties_non_organisées,1911,1911,1
CD_QC_Vaudreuil,Vaudreuil,QC,CD_QC_Vaudreuil,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_QC_Verchères,Verchères,QC,CD_QC_Verchères,1891,1851;1861;1871;1881;1891,5
CD_QC_Verchères_1921,Verchères,QC,CD_QC_Verchères,1921,1921,1
CD_QC_Wolfe,Wolfe,QC,CD_QC_Wolfe,1871,1861;1871,2
CD_QC_Wolfe_1921,Wolfe,QC,CD_QC_Wolfe,1921,1921,1
CD_QC_Wright,Wright,QC,CD_QC_Wright,1911,1901;1911,2
CD_QC_Yamaska,Yamaska,QC,CD_QC_Yamaska,1921,1851;1861;1871;1881;1891;1901;1911;1921,8
CD_SK_Assiniboia,Assiniboia,SK,CD_SK_Assiniboia,1911,1911,1
CD_SK_Battleford,Battleford,SK,CD_SK_Battleford,1911,1911,1
CD_SK_Division_No._1,Division No. 1,SK,CD_SK_Division_No._1,1921,1921,1
CD_SK_Division_No._10,Division No. 10,SK,CD_SK_Division_No._10,1921,1921,1
CD_SK_Division_No._11,Division No. 11,SK,CD_SK_Division_No._11,1921,1921,1
CD_SK_Division_No._12,Division No. 12,SK,CD_SK_Division_No._12,1921,1921,1
CD_SK_Division_No._13,Division No. 13,SK,CD_SK_Division_No._13,1921,1921,1
CD_SK_Division_No._14,Division No. 14,SK,CD_SK_Division_No._14,1921,1921,1
CD_SK_Division_No._15,Division No. 15,SK,CD_SK_Division_No._15,1921,1921,1
CD_SK_Division_No._16,Division No. 16,SK,CD_SK_Division_No._16,1921,1921,1
CD_SK_Division_No._17,Division No. 17,SK,CD_SK_Division_No._17,1921,1921,1
CD_SK_Division_No._18,Division No. 18,SK,CD_SK_Division_No._18,1921,1921,1
CD_SK_Division_No._2,Division No. 2,SK,CD_SK_Division_No._2,1921,1921,1
CD_SK_Division_No._3,Division No. 3,SK,CD_SK_Division_No._3,1921,1921,1
CD_SK_Division_No._4,Division No. 4,SK,CD_SK_Division_No._4,1921,1921,1
CD_SK_Division_No._5,Division No. 5,SK,CD_SK_Division_No._5,1921,1921,1
CD_SK_Division_No._6,Division No. 6,SK,CD_SK_Division_No._6,1921,1921,1
CD_SK_Division_No._7,Division No. 7,SK,CD_SK_Division_No._7,1921,1921,1
CD_SK_Division_No._8,Division No. 8,SK,CD_SK_Division_No._8,1921,1921,1
CD_SK_Division_No._9,Division No. 9,SK,CD_SK_Division_No._9,1921,1921,1
CD_SK_Humboldt,Humboldt,SK,CD_SK_Humboldt,1911,1911,1
CD_SK_Mackenzie,Mackenzie,SK,CD_SK_Mackenzie,1911,1911,1
CD_SK_Moosejaw,Moosejaw,SK,CD_SK_Moosejaw,1911,1911,1
CD_SK_Prince_Albert,Prince Albert,SK,CD_SK_Prince_Albert,1911,1911,1
CD_SK_Qu'Appelle,Qu'Appelle,SK,CD_SK_Qu'Appelle,1911,1911,1
CD_SK_Regina,Regina,SK,CD_SK_Regina,1911,1911,1
CD_SK_Saltcoats,Saltcoats,SK,CD_SK_Saltcoats,1911,1911,1
CD_SK_Saskatoon,Saskatoon,SK,CD_SK_Saskatoon,1911,1911,1
CD_YT_Yukon,Yukon,YT,CD_YT_Yukon,1921,1911;1921,2
