uid_from,year_from,name_from,canon_from,uid_to,year_to,name_to,canon_to,rel,iou,frac_from,frac_to,source,accept_rule,chain_place_id
CD_NB_Restigouche,1871,Restigouche,Restigouche,CD_NB_Restigouche,1881,Restigouche,Restigouche,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Restigouche
CD_NB_St._John,1871,St. John,St. John,"CD_NB_St._John,_(County-Comté)",1881,"St. John, (County-Comté)",St. John County,SAME_AS,0.9972,0.9972,1.0,high_confidence,1,CD_NB_St._John
CD_NB_Sunbury,1871,Sunbury,Sunbury,CD_NB_Sunbury,1881,Sunbury,Sunbury,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Sunbury
CD_NB_Victoria,1871,Victoria,Victoria,CD_NB_Victoria,1881,Victoria,Victoria,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Victoria
CD_NB_Westmorland,1871,Westmorland,Westmorland,CD_NB_Westmoreland,1881,Westmoreland,Westmoreland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Westmorland
CD_NB_York,1871,York,York,CD_NB_York,1881,York,York,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_York
CD_NL_Newfoundland,1871,Newfoundland,Newfoundland,CD_NL_Newfoundland,1881,Newfoundland,Newfoundland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NL_Newfoundland
CD_NS_Annapolis,1871,Annapolis,Annapolis,CD_NS_Annapolis,1881,Annapolis,Annapolis,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Annapolis
CD_NS_Antigonish,1871,Antigonish,Antigonish,CD_NS_Antigonish,1881,Antigonish,Antigonish,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Antigonish
CD_NS_Cape_Breton,1871,Cape Breton,Cape Breton,CD_NS_Cape_Breton,1881,Cape Breton,Cape Breton,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Cape_Breton
CD_NS_Colchester,1871,Colchester,Colchester,CD_NS_Colchester,1881,Colchester,Colchester,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Colchester
CD_NS_Cumberland,1871,Cumberland,Cumberland,CD_NS_Cumberland,1881,Cumberland,Cumberland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Cumberland
CD_NS_Digby,1871,Digby,Digby,CD_NS_Digby,1881,Digby,Digby,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Digby
CD_NS_Guysborough,1871,Guysborough,Guysborough,CD_NS_Guysborough,1881,Guysborough,Guysborough,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Guysborough
CD_NS_Hants,1871,Hants,Hants,CD_NS_Hants,1881,Hants,Hants,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Hants
CD_NS_Inverness,1871,Inverness,Inverness,CD_NS_Inverness,1881,Inverness,Inverness,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Inverness
CD_NS_King's,1871,King's,King's,CD_NS_King's,1881,King's,King's,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Kings
CD_NS_Lunenburg,1871,Lunenburg,Lunenburg,CD_NS_Lunenburg,1881,Lunenburg,Lunenburg,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Lunenburg
CD_NS_Pictou,1871,Pictou,Pictou,CD_NS_Pictou,1881,Pictou,Pictou,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Pictou
CD_NS_Queens,1871,Queens,Queens,CD_NS_Queens,1881,Queens,Queens,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Queens
CD_NS_Richmond,1871,Richmond,Richmond,CD_NS_Richmond,1881,Richmond,Richmond,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Richmond
CD_NS_Shelburne,1871,Shelburne,Shelburne,CD_NS_Shelburne,1881,Shelburne,Shelburne,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Shelburne
CD_NS_Victoria,1871,Victoria,Victoria,CD_NS_Victoria,1881,Victoria,Victoria,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Victoria
CD_NS_Yarmouth,1871,Yarmouth,Yarmouth,CD_NS_Yarmouth,1881,Yarmouth,Yarmouth,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Yarmouth
CD_NT_The_Territories,1871,The Territories,The Territories,CD_NT_The_Territories,1881,The Territories,The Territories,WITHIN,0.9641,0.9643,0.9998,high_confidence,3,CD_NT_The_Territories
CD_ON_Addington,1871,Addington,Addington,CD_ON_Addington,1881,Addington,Addington,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Addington_1871
CD_ON_Bothwell,1871,Bothwell,Bothwell,CD_ON_Bothwell,1881,Bothwell,Bothwell,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Bothwell
CD_ON_Brockville,1871,Brockville,Brockville,CD_ON_Brockville,1881,Brockville,Brockville,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Brockville
"CD_ON_Bruce,_North—Nord",1871,"Bruce, North—Nord",Bruce North,"CD_ON_Bruce,_North—Nord",1881,"Bruce, North—Nord",Bruce North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Bruce_North
"CD_ON_Bruce,_South—Sud",1871,"Bruce, South—Sud",Bruce South,"CD_ON_Bruce,_South—Sud",1881,"Bruce, South—Sud",Bruce South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Bruce_South
CD_ON_Cardwell,1871,Cardwell,Cardwell,CD_ON_Cardwell,1881,Cardwell,Cardwell,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Cardwell
CD_ON_Carleton,1871,Carleton,Carleton,CD_ON_Carleton,1881,Carleton,Carleton,SAME_AS,0.9975,0.9975,1.0,high_confidence,1,CD_ON_Carleton
CD_ON_Cornwall,1871,Cornwall,Cornwall,CD_ON_Cornwall,1881,Cornwall,Cornwall,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Cornwall
CD_ON_Dover,1871,Dover,Dover,CD_ON_Kent,1881,Kent,Kent,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Kent_1871
CD_ON_Dundas,1871,Dundas,Dundas,CD_ON_Dundas,1881,Dundas,Dundas,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Dundas
"CD_ON_Durham,_East—Est",1871,"Durham, East—Est",Durham East,"CD_ON_Durham,_East—Est",1881,"Durham, East—Est",Durham East,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Durham_East
"CD_ON_Durham,_West—Ouest",1871,"Durham, West—Ouest",Durham West,"CD_ON_Durham,_West—Ouest",1881,"Durham, West—Ouest",Durham West,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Durham_West
"CD_ON_Elgin,_East—Est",1871,"Elgin, East—Est",Elgin East,"CD_ON_Elgin,_East—Est",1881,"Elgin, East—Est",Elgin East,SAME_AS,0.9997,1.0,0.9997,high_confidence,1,CD_ON_Elgin_East
"CD_ON_Elgin,_West—Ouest",1871,"Elgin, West—Ouest",Elgin West,"CD_ON_Elgin,_West—Ouest",1881,"Elgin, West—Ouest",Elgin West,SAME_AS,0.9997,0.9997,1.0,high_confidence,1,CD_ON_Elgin_West
CD_ON_Essex,1871,Essex,Essex,CD_ON_Essex,1881,Essex,Essex,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Essex
CD_ON_Frontenac,1871,Frontenac,Frontenac,CD_ON_Frontenac,1881,Frontenac,Frontenac,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Frontenac
CD_ON_Glengarry,1871,Glengarry,Glengarry,CD_ON_Glengarry,1881,Glengarry,Glengarry,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Glengarry
"CD_ON_Grenville,_South—Sud",1871,"Grenville, South—Sud",Grenville South,"CD_ON_Grenville,_South—Sud",1881,"Grenville, South—Sud",Grenville South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Grenville_South
"CD_ON_Grey,_North—Nord",1871,"Grey, North—Nord",Grey North,"CD_ON_Grey,_North—Nord",1881,"Grey, North—Nord",Grey North,CONTAINS,0.6401,0.6401,1.0,high_confidence,3,CD_ON_Grey_North
"CD_ON_Grey,_South—Sud",1871,"Grey, South—Sud",Grey South,"CD_ON_Grey,_South—Sud",1881,"Grey, South—Sud",Grey South,CONTAINS,0.4912,0.4912,1.0,high_confidence,3,CD_ON_Grey_South
CD_ON_Haldimand,1871,Haldimand,Haldimand,CD_ON_Haldimand,1881,Haldimand,Haldimand,CONTAINS,0.9315,0.9315,1.0,high_confidence,3,CD_ON_Haldimand
CD_ON_Halton,1871,Halton,Halton,CD_ON_Halton,1881,Halton,Halton,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Halton
"CD_ON_Hastings,_East—Est",1871,"Hastings, East—Est",Hastings East,"CD_ON_Hastings,_East—Est",1881,"Hastings, East—Est",Hastings East,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Hastings_East
"CD_ON_Hastings,_North—Nord",1871,"Hastings, North—Nord",Hastings North,"CD_ON_Hastings,_North—Nord",1881,"Hastings, North—Nord",Hastings North,WITHIN,0.8304,1.0,0.8304,high_confidence,3,CD_ON_Hastings_North
"CD_ON_Hastings,_West—Ouest",1871,"Hastings, West—Ouest",Hastings West,"CD_ON_Hastings,_West—Ouest",1881,"Hastings, West—Ouest",Hastings West,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Hastings_West
"CD_ON_Huron,_North—Nord",1871,"Huron, North—Nord",Huron North,"CD_ON_Huron,_North—Nord",1881,"Huron, North—Nord",Huron North,CONTAINS,0.5974,0.5974,1.0,high_confidence,3,CD_ON_Huron_North
"CD_ON_Huron,_South—Sud",1871,"Huron, South—Sud",Huron South,"CD_ON_Huron,_South—Sud",1881,"Huron, South—Sud",Huron South,CONTAINS,0.857,0.857,1.0,high_confidence,3,CD_ON_Huron_South
CD_ON_Lambton,1871,Lambton,Lambton,CD_ON_Lambton,1881,Lambton,Lambton,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Lambton
"CD_ON_Lanark,_North—Nord",1871,"Lanark, North—Nord",Lanark North,"CD_ON_Lanark,_North—Nord",1881,"Lanark, North—Nord",Lanark North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Lanark_North
"CD_ON_Lanark,_South—Sud",1871,"Lanark, South—Sud",Lanark South,"CD_ON_Lanark,_South—Sud",1881,"Lanark, South—Sud",Lanark South,WITHIN,0.8886,1.0,0.8886,high_confidence,3,CD_ON_Lanark_South
"CD_ON_Leeds_&_Grenville,_North—Nord",1871,"Leeds & Grenville, North—Nord",Leeds & Grenville North,"CD_ON_Leeds_&_Grenville,_North—Nord",1881,"Leeds & Grenville, North—Nord",Leeds & Grenville North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Leeds_&_Grenville_North
"CD_ON_Leeds,_South—Sud",1871,"Leeds, South—Sud",Leeds South,"CD_ON_Leeds,_South—Sud",1881,"Leeds, South—Sud",Leeds South,CONTAINS,0.9067,0.9067,1.0,high_confidence,3,CD_ON_Leeds_South
CD_ON_Lennox,1871,Lennox,Lennox,CD_ON_Lennox,1881,Lennox,Lennox,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Lennox_1871
CD_ON_Lincoln,1871,Lincoln,Lincoln,CD_ON_Lincoln,1881,Lincoln,Lincoln,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Lincoln
CD_ON_London,1871,London,London,"CD_ON_London,_City—Cité",1881,"London, City—Cité",London City,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_London_City
"CD_ON_Middlesex,_East—Est",1871,"Middlesex, East—Est",Middlesex East,"CD_ON_Middlesex,_East—Est",1881,"Middlesex, East—Est",Middlesex East,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Middlesex_East
"CD_ON_Middlesex,_North—Nord",1871,"Middlesex, North—Nord",Middlesex North,"CD_ON_Middlesex,_North—Nord",1881,"Middlesex, North—Nord",Middlesex North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Middlesex_North
"CD_ON_Middlesex,_West—Ouest",1871,"Middlesex, West—Ouest",Middlesex West,"CD_ON_Middlesex,_West—Ouest",1881,"Middlesex, West—Ouest",Middlesex West,SAME_AS,0.9999,0.9999,1.0,high_confidence,1,CD_ON_Middlesex_West
CD_ON_Monck,1871,Monck,Monck,CD_ON_Monck,1881,Monck,Monck,WITHIN,0.927,1.0,0.927,high_confidence,3,CD_ON_Monck
CD_ON_Muskoka,1871,Muskoka,Muskoka,CD_ON_Muskoka,1881,Muskoka,Muskoka,WITHIN,0.321,1.0,0.321,high_confidence,3,CD_ON_Muskoka
CD_ON_Niagara,1871,Niagara,Niagara,CD_ON_Niagara,1881,Niagara,Niagara,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Niagara
"CD_ON_Norfolk,_North—Nord",1871,"Norfolk, North—Nord",Norfolk North,"CD_ON_Norfolk,_North—Nord",1881,"Norfolk, North—Nord",Norfolk North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Norfolk_North
"CD_ON_Norfolk,_South—Sud",1871,"Norfolk, South—Sud",Norfolk South,"CD_ON_Norfolk,_South—Sud",1881,"Norfolk, South—Sud",Norfolk South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Norfolk_South
"CD_ON_Northumberland,_East—Est",1871,"Northumberland, East—Est",Northumberland East,"CD_ON_Northumberland,_East—Est",1881,"Northumberland, East—Est",Northumberland East,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Northumberland_East
"CD_ON_Northumberland,_West—Ouest",1871,"Northumberland, West—Ouest",Northumberland West,"CD_ON_Northumberland,_West—Ouest",1881,"Northumberland, West—Ouest",Northumberland West,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Northumberland_West
"CD_ON_Ontario,_North—Nord",1871,"Ontario, North—Nord",Ontario North,"CD_ON_Ontario,_North—Nord",1881,"Ontario, North—Nord",Ontario North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Ontario_North
"CD_ON_Ontario,_South—Sud",1871,"Ontario, South—Sud",Ontario South,"CD_ON_Ontario,_South—Sud",1881,"Ontario, South—Sud",Ontario South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Ontario_South
"CD_ON_Ottawa,_City—Cité",1871,"Ottawa, City—Cité",Ottawa City,"CD_ON_Ottawa,_City—Cité",1881,"Ottawa, City—Cité",Ottawa City,WITHIN,0.6777,1.0,0.6777,high_confidence,3,CD_ON_Ottawa_City
"CD_ON_Oxford,_North—Nord",1871,"Oxford, North—Nord",Oxford North,"CD_ON_Oxford,_North—Nord",1881,"Oxford, North—Nord",Oxford North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Oxford_North
"CD_ON_Oxford,_South—Sud",1871,"Oxford, South—Sud",Oxford South,"CD_ON_Oxford,_South—Sud",1881,"Oxford, South—Sud",Oxford South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Oxford_South
CD_ON_Peel,1871,Peel,Peel,CD_ON_Peel,1881,Peel,Peel,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Peel
"CD_ON_Perth,_North—Nord",1871,"Perth, North—Nord",Perth North,"CD_ON_Perth,_North—Nord",1881,"Perth, North—Nord",Perth North,SAME_AS,0.9993,0.9993,1.0,high_confidence,1,CD_ON_Perth_North
"CD_ON_Perth,_South—Sud",1871,"Perth, South—Sud",Perth South,"CD_ON_Perth,_South—Sud",1881,"Perth, South—Sud",Perth South,SAME_AS,0.9989,1.0,0.9989,high_confidence,1,CD_ON_Perth_South
"CD_ON_Peterborough,_East—Est",1871,"Peterborough, East—Est",Peterborough East,"CD_ON_Peterborough,_East—Est",1881,"Peterborough, East—Est",Peterborough East,WITHIN,0.9644,0.9938,0.9703,high_confidence,3,CD_ON_Peterborough_East
"CD_ON_Peterborough,_West—Ouest",1871,"Peterborough, West—Ouest",Peterborough West,"CD_ON_Peterborough,_West—Ouest",1881,"Peterborough, West—Ouest",Peterborough West,WITHIN,0.9365,1.0,0.9365,high_confidence,3,CD_ON_Peterborough_West
CD_ON_Prescott,1871,Prescott,Prescott,CD_ON_Prescott,1881,Prescott,Prescott,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Prescott
CD_ON_Prince_Edward,1871,Prince Edward,Prince Edward,CD_ON_Prince_Edward,1881,Prince Edward,Prince Edward,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Prince_Edward
"CD_ON_Renfrew,_North—Nord",1871,"Renfrew, North—Nord",Renfrew North,"CD_ON_Renfrew,_North—Nord",1881,"Renfrew, North—Nord",Renfrew North,WITHIN,0.7387,1.0,0.7387,high_confidence,3,CD_ON_Renfrew_North
"CD_ON_Renfrew,_South—Sud",1871,"Renfrew, South—Sud",Renfrew South,"CD_ON_Renfrew,_South—Sud",1881,"Renfrew, South—Sud",Renfrew South,WITHIN,0.6441,1.0,0.6441,high_confidence,3,CD_ON_Renfrew_South
CD_ON_Russell,1871,Russell,Russell,CD_ON_Russell,1881,Russell,Russell,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Russell
"CD_ON_Simcoe,_North—Nord",1871,"Simcoe, North—Nord",Simcoe North,"CD_ON_Simcoe,_North—Nord",1881,"Simcoe, North—Nord",Simcoe North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Simcoe_North
"CD_ON_Simcoe,_South—Sud",1871,"Simcoe, South—Sud",Simcoe South,"CD_ON_Simcoe,_South—Sud",1881,"Simcoe, South—Sud",Simcoe South,WITHIN,0.972,1.0,0.972,high_confidence,3,CD_ON_Simcoe_South
CD_ON_Stormont,1871,Stormont,Stormont,CD_ON_Stormont,1881,Stormont,Stormont,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Stormont
"CD_ON_Victoria,_North—Nord",1871,"Victoria, North—Nord",Victoria North,"CD_ON_Victoria,_North—Nord",1881,"Victoria, North—Nord",Victoria North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Victoria_North
"CD_ON_Victoria,_South—Sud",1871,"Victoria, South—Sud",Victoria South,"CD_ON_Victoria,_South—Sud",1881,"Victoria, South—Sud",Victoria South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Victoria_South
"CD_ON_Waterloo,_North—Nord",1871,"Waterloo, North—Nord",Waterloo North,"CD_ON_Waterloo,_North—Nord",1881,"Waterloo, North—Nord",Waterloo North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Waterloo_North
"CD_ON_Waterloo,_South—Sud",1871,"Waterloo, South—Sud",Waterloo South,"CD_ON_Waterloo,_South—Sud",1881,"Waterloo, South—Sud",Waterloo South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Waterloo_South
CD_ON_Welland,1871,Welland,Welland,CD_ON_Welland,1881,Welland,Welland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Welland
"CD_ON_Wellington,_North—Nord",1871,"Wellington, North—Nord",Wellington North,"CD_ON_Wellington,_North—Nord",1881,"Wellington, North—Nord",Wellington North,CONTAINS,0.8226,0.8226,1.0,high_confidence,3,CD_ON_Wellington_North
"CD_ON_Wellington,_South—Sud",1871,"Wellington, South—Sud",Wellington South,"CD_ON_Wellington,_South—Sud",1881,"Wellington, South—Sud",Wellington South,WITHIN,0.4659,1.0,0.4659,high_confidence,3,CD_ON_Wellington_South
"CD_ON_Wentworth,_North—Nord",1871,"Wentworth, North—Nord",Wentworth North,"CD_ON_Wentworth,_North—Nord",1881,"Wentworth, North—Nord",Wentworth North,SAME_AS,0.9991,0.9991,1.0,high_confidence,1,CD_ON_Wentworth_North
"CD_ON_Wentworth,_South—Sud",1871,"Wentworth, South—Sud",Wentworth South,"CD_ON_Wentworth,_South—Sud",1881,"Wentworth, South—Sud",Wentworth South,SAME_AS,0.9935,0.9935,1.0,high_confidence,1,CD_ON_Wentworth_South
"CD_ON_York,_East—Est",1871,"York, East—Est",York East,"CD_ON_York,_East—Est",1881,"York, East—Est",York East,SAME_AS,0.9976,0.9984,0.9992,high_confidence,1,CD_ON_York_East
"CD_ON_York,_North—Nord",1871,"York, North—Nord",York North,"CD_ON_York,_North—Nord",1881,"York, North—Nord",York North,WITHIN,0.9693,0.9693,1.0,high_confidence,3,CD_ON_York_North
"CD_ON_York,_West—Ouest",1871,"York, West—Ouest",York West,"CD_ON_York,_West—Ouest",1881,"York, West—Ouest",York West,SAME_AS,0.9992,0.9992,1.0,high_confidence,1,CD_ON_York_West
CD_PE_King's,1871,King's,King's,CD_PE_King's,1881,King's,King's,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_PE_King's
CD_PE_Prince,1871,Prince,Prince,CD_PE_Prince,1881,Prince,Prince,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_PE_Prince
CD_PE_Queen's,1871,Queen's,Queen's,CD_PE_Queen's,1881,Queen's,Queen's,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_PE_Queen's
CD_QC_Argenteuil,1871,Argenteuil,Argenteuil,CD_QC_Argenteuil,1881,Argenteuil,Argenteuil,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Argenteuil
CD_QC_Bagot,1871,Bagot,Bagot,CD_QC_Bagot,1881,Bagot,Bagot,WITHIN,0.9772,0.9772,1.0,high_confidence,3,CD_QC_Bagot
CD_QC_Beauharnois,1871,Beauharnois,Beauharnois,CD_QC_Beauharnois,1881,Beauharnois,Beauharnois,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Beauharnois
CD_QC_Berthier,1871,Berthier,Berthier,CD_QC_Berthier,1881,Berthier,Berthier,WITHIN,0.2337,0.9608,0.2359,high_confidence,3,CD_QC_Berthier
CD_QC_Bonaventure,1871,Bonaventure,Bonaventure,CD_QC_Bonaventure,1881,Bonaventure,Bonaventure,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Bonaventure
CD_QC_Brome,1871,Brome,Brome,CD_QC_Brome,1881,Brome,Brome,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Brome
CD_QC_Chambly,1871,Chambly,Chambly,CD_QC_Chambly,1881,Chambly,Chambly,SAME_AS,0.9955,0.9955,1.0,high_confidence,1,CD_QC_Chambly
CD_QC_Charlevoix,1871,Charlevoix,Charlevoix,CD_QC_Charlevoix,1881,Charlevoix,Charlevoix,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Charlevoix
CD_QC_Chateauguay,1871,Chateauguay,Chateauguay,CD_QC_Chateauguay,1881,Chateauguay,Chateauguay,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Chateauguay
CD_QC_Compton,1871,Compton,Compton,CD_QC_Compton,1881,Compton,Compton,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Compton
CD_QC_Deux-Montagnes,1871,Deux-Montagnes,Deux-Montagnes,CD_QC_Deux-Montagnes,1881,Deux-Montagnes,Deux-Montagnes,SAME_AS,0.9865,1.0,0.9865,high_confidence,1,CD_QC_Deux-Montagnes
CD_QC_Hochelaga,1871,Hochelaga,Hochelaga,CD_QC_Hochelaga,1881,Hochelaga,Hochelaga,SAME_AS,0.9979,0.9999,0.998,high_confidence,1,CD_QC_Hochelaga
CD_QC_Iberville,1871,Iberville,Iberville,CD_QC_Iberville,1881,Iberville,Iberville,SAME_AS,0.998,0.998,1.0,high_confidence,1,CD_QC_Iberville
CD_QC_Jacques_Cartier,1871,Jacques Cartier,Jacques Cartier,CD_QC_Jacques-Cartier,1881,Jacques-Cartier,Jacques-Cartier,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Jacques_Cartier
CD_QC_Joliette,1871,Joliette,Joliette,CD_QC_Joliette,1881,Joliette,Joliette,WITHIN,0.2357,1.0,0.2357,high_confidence,3,CD_QC_Joliette
CD_QC_Kamouraska,1871,Kamouraska,Kamouraska,CD_QC_Kamouraska,1881,Kamouraska,Kamouraska,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Kamouraska
CD_QC_L'Assomption,1871,L'Assomption,L'Assomption,CD_QC_L'Assomption,1881,L'Assomption,L'Assomption,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_L'Assomption
CD_QC_L'Islet,1871,L'Islet,L'Islet,CD_QC_L'Islet,1881,L'Islet,L'Islet,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_L'Islet
CD_QC_Laprairie,1871,Laprairie,Laprairie,CD_QC_Laprairie,1881,Laprairie,Laprairie,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Laprairie
CD_QC_Laval,1871,Laval,Laval,CD_QC_Laval,1881,Laval,Laval,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Laval
CD_QC_Megantic,1871,Megantic,Megantic,CD_QC_Megantic,1881,Megantic,Megantic,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Mégantic
CD_QC_Missisquoi,1871,Missisquoi,Missisquoi,CD_QC_Missisquoi,1881,Missisquoi,Missisquoi,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Missisquoi
CD_QC_Montcalm,1871,Montcalm,Montcalm,CD_QC_Montcalm,1881,Montcalm,Montcalm,WITHIN,0.2292,1.0,0.2292,high_confidence,3,CD_QC_Montcalm
CD_QC_Montmagny,1871,Montmagny,Montmagny,CD_QC_Montmagny,1881,Montmagny,Montmagny,WITHIN,0.9606,1.0,0.9606,high_confidence,3,CD_QC_Montmagny
CD_QC_Montmorency,1871,Montmorency,Montmorency,CD_QC_Montmorency,1881,Montmorency,Montmorency,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Montmorency
CD_QC_Napierville,1871,Napierville,Napierville,CD_QC_Napierville,1881,Napierville,Napierville,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Napierville
CD_QC_Nicolet,1871,Nicolet,Nicolet,CD_QC_Nicolet,1881,Nicolet,Nicolet,SAME_AS,0.9884,0.9884,1.0,high_confidence,1,CD_QC_Nicolet
CD_QC_Portneuf,1871,Portneuf,Portneuf,CD_QC_Portneuf,1881,Portneuf,Portneuf,SAME_AS,0.9993,0.9993,1.0,high_confidence,1,CD_QC_Portneuf
CD_QC_Quebec_(Comté),1871,Quebec (Comté),Quebec (Comté),"CD_QC_Quebec,_(County-Comté)",1881,"Quebec, (County-Comté)",Quebec County,SAME_AS,0.9996,1.0,0.9996,high_confidence,1,CD_QC_Quebec_County
CD_QC_Richelieu,1871,Richelieu,Richelieu,CD_QC_Richelieu,1881,Richelieu,Richelieu,WITHIN,0.9715,0.9715,1.0,high_confidence,3,CD_QC_Richelieu
CD_QC_Rouville,1871,Rouville,Rouville,CD_QC_Rouville,1881,Rouville,Rouville,SAME_AS,0.9846,0.9863,0.9983,high_confidence,1,CD_QC_Rouville
CD_QC_Shefford,1871,Shefford,Shefford,CD_QC_Shefford,1881,Shefford,Shefford,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Shefford
CD_QC_Sherbrooke,1871,Sherbrooke,Sherbrooke,CD_QC_Sherbrooke,1881,Sherbrooke,Sherbrooke,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Sherbrooke_1861
