uid_from,year_from,name_from,canon_from,uid_to,year_to,name_to,canon_to,rel,iou,frac_from,frac_to,source,accept_rule,chain_place_id
"CD_ON_Peterborough,_East—Est",1891,"Peterborough, East—Est",Peterborough East,"CD_ON_Peterborough,_East—Est",1901,"Peterborough, East—Est",Peterborough East,SAME_AS,0.9995,0.9996,0.9999,high_confidence,1,CD_ON_Peterborough_East
"CD_ON_Peterborough,_West—Ouest",1891,"Peterborough, West—Ouest",Peterborough West,"CD_ON_Peterborough,_West—Ouest",1901,"Peterborough, West—Ouest",Peterborough West,SAME_AS,0.9943,0.9988,0.9955,high_confidence,1,CD_ON_Peterborough_West
CD_ON_Prescott,1891,Prescott,Prescott,CD_ON_Prescott,1901,Prescott,Prescott,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Prescott
CD_ON_Prince_Edward,1891,Prince Edward,Prince Edward,CD_ON_Prince_Edward,1901,Prince Edward,Prince Edward,CONTAINS,0.9206,0.9206,1.0,high_confidence,3,CD_ON_Prince_Edward
"CD_ON_Renfrew,_North—Nord",1891,"Renfrew, North—Nord",Renfrew North,"CD_ON_Renfrew,_North—Nord",1901,"Renfrew, North—Nord",Renfrew North,CONTAINS,0.7899,0.7899,1.0,high_confidence,3,CD_ON_Renfrew_North
"CD_ON_Renfrew,_South—Sud",1891,"Renfrew, South—Sud",Renfrew South,"CD_ON_Renfrew,_South—Sud",1901,"Renfrew, South—Sud",Renfrew South,SAME_AS,0.9994,0.9994,1.0,high_confidence,1,CD_ON_Renfrew_South
CD_ON_Russell,1891,Russell,Russell,CD_ON_Russell,1901,Russell,Russell,SAME_AS,0.9998,0.9998,1.0,high_confidence,1,CD_ON_Russell
"CD_ON_Simcoe,_East—Est",1891,"Simcoe, East—Est",Simcoe East,"CD_ON_Simcoe,_East—Est",1901,"Simcoe, East—Est",Simcoe East,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Simcoe_East
"CD_ON_Simcoe,_North—Nord",1891,"Simcoe, North—Nord",Simcoe North,"CD_ON_Simcoe,_North—Nord",1901,"Simcoe, North—Nord",Simcoe North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Simcoe_North
"CD_ON_Simcoe,_South—Sud",1891,"Simcoe, South—Sud",Simcoe South,"CD_ON_Simcoe,_South—Sud",1901,"Simcoe, South—Sud",Simcoe South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Simcoe_South
"CD_ON_Victoria,_North—Nord",1891,"Victoria, North—Nord",Victoria North,"CD_ON_Victoria,_North—Nord",1901,"Victoria, North—Nord",Victoria North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Victoria_North
"CD_ON_Victoria,_South—Sud",1891,"Victoria, South—Sud",Victoria South,"CD_ON_Victoria,_South—Sud",1901,"Victoria, South—Sud",Victoria South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Victoria_South
"CD_ON_Waterloo,_North—Nord",1891,"Waterloo, North—Nord",Waterloo North,"CD_ON_Waterloo,_North—Nord",1901,"Waterloo, North—Nord",Waterloo North,CONTAINS,0.7603,0.7603,1.0,high_confidence,3,CD_ON_Waterloo_North
"CD_ON_Waterloo,_South—Sud",1891,"Waterloo, South—Sud",Waterloo South,"CD_ON_Waterloo,_South—Sud",1901,"Waterloo, South—Sud",Waterloo South,WITHIN,0.7989,1.0,0.7989,high_confidence,3,CD_ON_Waterloo_South
CD_ON_Welland,1891,Welland,Welland,CD_ON_Welland,1901,Welland,Welland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Welland
"CD_ON_Wellington,_Centre",1891,"Wellington, Centre",Wellington Centre,"CD_ON_Wellington,_Centre",1901,"Wellington, Centre",Wellington Centre,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Wellington_Centre
"CD_ON_Wellington,_North—Nord",1891,"Wellington, North—Nord",Wellington North,"CD_ON_Wellington,_North—Nord",1901,"Wellington, North—Nord",Wellington North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Wellington_North
"CD_ON_Wellington,_South—Sud",1891,"Wellington, South—Sud",Wellington South,"CD_ON_Wellington,_South—Sud",1901,"Wellington, South—Sud",Wellington South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Wellington_South
"CD_ON_Wentworth,_South—Sud",1891,"Wentworth, South—Sud",Wentworth South,"CD_ON_Wentworth,_South—Sud",1901,"Wentworth, South—Sud",Wentworth South,WITHIN,0.7126,1.0,0.7126,high_confidence,3,CD_ON_Wentworth_South
"CD_ON_York,_East—Est",1891,"York, East—Est",York East,"CD_ON_York,_East—Est",1901,"York, East—Est",York East,SAME_AS,0.9908,0.9986,0.9922,high_confidence,1,CD_ON_York_East
"CD_ON_York,_North—Nord",1891,"York, North—Nord",York North,"CD_ON_York,_North—Nord",1901,"York, North—Nord",York North,SAME_AS,0.9983,1.0,0.9983,high_confidence,1,CD_ON_York_North
"CD_ON_York,_West—Ouest",1891,"York, West—Ouest",York West,"CD_ON_York,_West—Ouest",1901,"York, West—Ouest",York West,SAME_AS,0.9927,0.9959,0.9967,high_confidence,1,CD_ON_York_West
CD_QC_Argenteuil,1891,Argenteuil,Argenteuil,CD_QC_Argenteuil,1901,Argenteuil,Argenteuil,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Argenteuil
CD_QC_Beauce,1891,Beauce,Beauce,CD_QC_Beauce,1901,Beauce,Beauce,SAME_AS,0.9914,0.9944,0.9969,high_confidence,1,CD_QC_Beauce
CD_QC_Beauharnois,1891,Beauharnois,Beauharnois,CD_QC_Beauharnois,1901,Beauharnois,Beauharnois,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Beauharnois
CD_QC_Bellechasse,1891,Bellechasse,Bellechasse,CD_QC_Bellechasse,1901,Bellechasse,Bellechasse,WITHIN,0.9711,0.9717,0.9994,high_confidence,3,CD_QC_Bellechasse
CD_QC_Berthier,1891,Berthier,Berthier,CD_QC_Berthier,1901,Berthier,Berthier,SAME_AS,0.9876,0.9876,1.0,high_confidence,1,CD_QC_Berthier
CD_QC_Bonaventure,1891,Bonaventure,Bonaventure,CD_QC_Bonaventure,1901,Bonaventure,Bonaventure,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Bonaventure
CD_QC_Brome,1891,Brome,Brome,CD_QC_Brome,1901,Brome,Brome,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Brome
CD_QC_Charlevoix,1891,Charlevoix,Charlevoix,CD_QC_Charlevoix,1901,Charlevoix,Charlevoix,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Charlevoix
CD_QC_Chateauguay,1891,Chateauguay,Chateauguay,CD_QC_Chateauguay,1901,Chateauguay,Chateauguay,WITHIN,0.9296,1.0,0.9296,high_confidence,3,CD_QC_Chateauguay
CD_QC_Chicoutimi_and_Saguenay,1891,Chicoutimi and Saguenay,Chicoutimi and Saguenay,CD_QC_Chicoutimi_&_Saguenay,1901,Chicoutimi & Saguenay,Chicoutimi & Saguenay,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Chicoutimi_&_Saguenay
CD_QC_Compton,1891,Compton,Compton,CD_QC_Compton,1901,Compton,Compton,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Compton
CD_QC_Deux-Montagnes,1891,Deux-Montagnes,Deux-Montagnes,CD_QC_Deux-Montagnes,1901,Deux-Montagnes,Deux-Montagnes,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Deux-Montagnes
CD_QC_Dorchester,1891,Dorchester,Dorchester,CD_QC_Dorchester,1901,Dorchester,Dorchester,SAME_AS,0.9818,0.9933,0.9884,high_confidence,1,CD_QC_Dorchester
CD_QC_Drummond_&_Arthabaska_,1891,Drummond & Arthabaska ,Drummond & Arthabaska,CD_QC_Drummond_&_Arthabaska,1901,Drummond & Arthabaska,Drummond & Arthabaska,WITHIN,0.9551,0.9792,0.9748,high_confidence,3,CD_QC_Drummond_&_Arthabaska
CD_QC_Gaspé,1891,Gaspé,Gaspé,CD_QC_Gaspé,1901,Gaspé,Gaspé,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Gaspé
CD_QC_Hochelaga,1891,Hochelaga,Hochelaga,CD_QC_Hochelaga,1901,Hochelaga,Hochelaga,CONTAINS,0.0379,0.0379,1.0,high_confidence,3,CD_QC_Hochelaga
CD_QC_Huntingdon,1891,Huntingdon,Huntingdon,CD_QC_Huntingdon,1901,Huntingdon,Huntingdon,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Huntingdon
CD_QC_Joliette,1891,Joliette,Joliette,CD_QC_Joliette,1901,Joliette,Joliette,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Joliette
CD_QC_Kamouraska,1891,Kamouraska,Kamouraska,CD_QC_Kamouraska,1901,Kamouraska,Kamouraska,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Kamouraska
CD_QC_Laval,1891,Laval,Laval,CD_QC_Laval,1901,Laval,Laval,WITHIN,0.6369,1.0,0.6369,high_confidence,3,CD_QC_Laval
CD_QC_Lotbinière,1891,Lotbinière,Lotbinière,CD_QC_Lotbinière,1901,Lotbinière,Lotbinière,SAME_AS,0.9852,0.9852,1.0,high_confidence,1,CD_QC_Lotbinière
CD_QC_Lévis,1891,Lévis,Lévis,CD_QC_Lévis,1901,Lévis,Lévis,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Lévis
CD_QC_L’Assomption,1891,L’Assomption,L’Assomption,CD_QC_L’Assomption,1901,L’Assomption,L’Assomption,WITHIN,0.9057,1.0,0.9057,high_confidence,3,CD_QC_L'Assomption
CD_QC_L’Islet,1891,L’Islet,L’Islet,CD_QC_L’Islet,1901,L’Islet,L’Islet,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_L'Islet
CD_QC_Maskinongé,1891,Maskinongé,Maskinongé,CD_QC_Maskinongé,1901,Maskinongé,Maskinongé,SAME_AS,0.9995,1.0,0.9995,high_confidence,1,CD_QC_Maskinongé
CD_QC_Montcalm,1891,Montcalm,Montcalm,CD_QC_Montcalm,1901,Montcalm,Montcalm,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Montcalm
CD_QC_Montmagny,1891,Montmagny,Montmagny,CD_QC_Montmagny,1901,Montmagny,Montmagny,WITHIN,0.9721,1.0,0.9721,high_confidence,3,CD_QC_Montmagny
CD_QC_Montmorency,1891,Montmorency,Montmorency,CD_QC_Montmorency,1901,Montmorency,Montmorency,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Montmorency
CD_QC_Montréal,1891,Montréal,Montréal,CD_QC_Montréal,1901,Montréal,Montréal,CONTAINS,0.0722,0.0722,1.0,high_confidence,3,CD_QC_Montréal_1881
CD_QC_Mégantic,1891,Mégantic,Mégantic,CD_QC_Mégantic,1901,Mégantic,Mégantic,WITHIN,0.9699,0.9949,0.9748,high_confidence,3,CD_QC_Mégantic
CD_QC_Nicolet,1891,Nicolet,Nicolet,CD_QC_Nicolet,1901,Nicolet,Nicolet,CONTAINS,0.9338,0.9486,0.9836,high_confidence,3,CD_QC_Nicolet
CD_QC_Pontiac,1891,Pontiac,Pontiac,CD_QC_Pontiac,1901,Pontiac,Pontiac,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Pontiac
CD_QC_Portneuf,1891,Portneuf,Portneuf,CD_QC_Portneuf,1901,Portneuf,Portneuf,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Portneuf
"CD_QC_Quebec,_County—Comté",1891,"Quebec, County—Comté",Quebec County,"CD_QC_Quebec,_County—Comté",1901,"Quebec, County—Comté",Quebec County,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Quebec_County
CD_QC_Richelieu,1891,Richelieu,Richelieu,CD_QC_Richelieu,1901,Richelieu,Richelieu,CONTAINS,0.8814,0.8966,0.9812,high_confidence,3,CD_QC_Richelieu
CD_QC_Richmond_&_Wolfe,1891,Richmond & Wolfe,Richmond & Wolfe,CD_QC_Richmond_&_Wolfe,1901,Richmond & Wolfe,Richmond & Wolfe,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Richmond_&_Wolfe
CD_QC_Rimouski,1891,Rimouski,Rimouski,CD_QC_Rimouski,1901,Rimouski,Rimouski,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Rimouski
CD_QC_Rouville,1891,Rouville,Rouville,CD_QC_Rouville,1901,Rouville,Rouville,WITHIN,0.8455,1.0,0.8455,high_confidence,3,CD_QC_Rouville
CD_QC_Shefford,1891,Shefford,Shefford,CD_QC_Shefford,1901,Shefford,Shefford,SAME_AS,0.9859,0.9859,1.0,high_confidence,1,CD_QC_Shefford
CD_QC_Sherbrooke,1891,Sherbrooke,Sherbrooke,CD_QC_Sherbrooke,1901,Sherbrooke,Sherbrooke,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Sherbrooke_1861
CD_QC_Soulanges,1891,Soulanges,Soulanges,CD_QC_Soulanges,1901,Soulanges,Soulanges,SAME_AS,0.9997,1.0,0.9997,high_confidence,1,CD_QC_Soulanges
CD_QC_St._Hyacinthe,1891,St. Hyacinthe,St. Hyacinthe,CD_QC_St._Hyacinthe,1901,St. Hyacinthe,St. Hyacinthe,SAME_AS,0.9881,0.9881,1.0,high_confidence,1,CD_QC_St._Hyacinthe
CD_QC_St._Maurice,1891,St. Maurice,St. Maurice,CD_QC_Trois-Rivières_&_St._Maurice,1901,Trois-Rivières & St. Maurice,Trois-Rivières & St. Maurice,SAME_AS,0.9914,0.9994,0.992,high_confidence,1,CD_QC_Trois-Rivières_&_St._Maurice
CD_QC_Stanstead,1891,Stanstead,Stanstead,CD_QC_Stanstead,1901,Stanstead,Stanstead,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Stanstead
CD_QC_Terrebonne,1891,Terrebonne,Terrebonne,CD_QC_Terrebonne,1901,Terrebonne,Terrebonne,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Terrebonne
CD_QC_Témiscouata,1891,Témiscouata,Témiscouata,CD_QC_Temiscouata,1901,Temiscouata,Temiscouata,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Temiscouata
CD_QC_Vaudreuil,1891,Vaudreuil,Vaudreuil,CD_QC_Vaudreuil,1901,Vaudreuil,Vaudreuil,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Vaudreuil
CD_QC_Yamaska_,1891,Yamaska ,Yamaska,CD_QC_Yamaska,1901,Yamaska,Yamaska,SAME_AS,0.9852,0.9942,0.9909,high_confidence,1,CD_QC_Yamaska
CD_BC_New_Westminster,1901,New Westminster,New Westminster,CD_BC_New_Westminster,1911,New Westminster,New Westminster,WITHIN,0.7794,0.9931,0.7837,high_confidence,3,CD_BC_New_Westminster
CD_BC_Victoria_,1901,Victoria ,Victoria,CD_BC_Victoria_City,1911,Victoria City,Victoria City,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_BC_Victoria_City
CD_MB_Brandon,1901,Brandon,Brandon,CD_MB_Brandon,1911,Brandon,Brandon,CONTAINS,0.5402,0.5402,1.0,high_confidence,3,CD_MB_Brandon
CD_MB_Lisgar,1901,Lisgar,Lisgar,CD_MB_Lisgar,1911,Lisgar,Lisgar,CONTAINS,0.3882,0.3882,1.0,high_confidence,3,CD_MB_Lisgar
CD_MB_Marquette,1901,Marquette,Marquette,CD_MB_Marquette,1911,Marquette,Marquette,CONTAINS,0.3449,0.3449,1.0,high_confidence,3,CD_MB_Marquette
CD_MB_Provencher,1901,Provencher,Provencher,CD_MB_Provencher,1911,Provencher,Provencher,SAME_AS,0.9944,0.9972,0.9972,high_confidence,1,CD_MB_Provencher
CD_MB_Selkirk,1901,Selkirk,Selkirk,CD_MB_Selkirk,1911,Selkirk,Selkirk,CONTAINS,0.6109,0.6111,0.9995,high_confidence,3,CD_MB_Selkirk
"CD_MB_Winnipeg,_City—Cité",1901,"Winnipeg, City—Cité",Winnipeg City,CD_MB_Winnipeg_City,1911,Winnipeg City,Winnipeg City,CONTAINS,0.369,0.3691,0.9993,high_confidence,3,CD_MB_Winnipeg_City
CD_NB_Carleton,1901,Carleton,Carleton,CD_NB_Carleton,1911,Carleton,Carleton,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Carleton
CD_NB_Charlotte,1901,Charlotte,Charlotte,CD_NB_Charlotte,1911,Charlotte,Charlotte,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Charlotte
CD_NB_Gloucester,1901,Gloucester,Gloucester,CD_NB_Gloucester,1911,Gloucester,Gloucester,WITHIN,0.96,1.0,0.96,high_confidence,3,CD_NB_Gloucester
CD_NB_Kent,1901,Kent,Kent,CD_NB_Kent,1911,Kent,Kent,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Kent
CD_NB_Northumberland,1901,Northumberland,Northumberland,CD_NB_Northumberland,1911,Northumberland,Northumberland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Northumberland
CD_NB_Restigouche,1901,Restigouche,Restigouche,CD_NB_Restigouche,1911,Restigouche,Restigouche,WITHIN,0.9781,0.9781,1.0,high_confidence,3,CD_NB_Restigouche
"CD_NB_St._John,_City_&_Co—Cité_et_comté",1901,"St. John, City & Co—Cité et comté","St. John, City & Co—Cité et County",CD_NB_St._John_City_&_County,1911,St. John City & County,St. John City & County,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_St._John
CD_NB_Sunbury_&_Queens,1901,Sunbury & Queens,Sunbury & Queens,CD_NB_Sunbury_&_Queens,1911,Sunbury & Queens,Sunbury & Queens,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Sunbury_&_Queens
CD_NB_Victoria_&_Madawaska,1901,Victoria & Madawaska,Victoria & Madawaska,CD_NB_Victoria_&_Madawaska,1911,Victoria & Madawaska,Victoria & Madawaska,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Victoria
CD_NB_Westmorland,1901,Westmorland,Westmorland,CD_NB_Westmorland,1911,Westmorland,Westmorland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Westmorland
CD_NB_York,1901,York,York,CD_NB_York,1911,York,York,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_York
CD_NL_Labrador,1901,Labrador,Labrador,CD_NL_Labrador,1911,Labrador,Labrador,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NL_Labrador
CD_NL_Newfoundland,1901,Newfoundland,Newfoundland,CD_NL_Newfoundland,1911,Newfoundland,Newfoundland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NL_Newfoundland
CD_NS_Annapolis,1901,Annapolis,Annapolis,CD_NS_Annapolis,1911,Annapolis,Annapolis,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Annapolis
CD_NS_Antigonish,1901,Antigonish,Antigonish,CD_NS_Antigonish,1911,Antigonish,Antigonish,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Antigonish
CD_NS_Colchester,1901,Colchester,Colchester,CD_NS_Colchester,1911,Colchester,Colchester,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Colchester
CD_NS_Cumberland,1901,Cumberland,Cumberland,CD_NS_Cumberland,1911,Cumberland,Cumberland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Cumberland
CD_NS_Digby,1901,Digby,Digby,CD_NS_Digby,1911,Digby,Digby,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Digby
CD_NS_Guysborough,1901,Guysborough,Guysborough,CD_NS_Guysborough,1911,Guysborough,Guysborough,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Guysborough
"CD_NS_Halifax,_City_&_Co—Cité_et_comté",1901,"Halifax, City & Co—Cité et comté","Halifax, City & Co—Cité et County",CD_NS_Halifax_City_&_County,1911,Halifax City & County,Halifax City & County,SAME_AS,0.9996,1.0,0.9996,high_confidence,1,CD_NS_Halifax_City
CD_NS_Hants,1901,Hants,Hants,CD_NS_Hants,1911,Hants,Hants,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Hants
CD_NS_Inverness,1901,Inverness,Inverness,CD_NS_Inverness,1911,Inverness,Inverness,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Inverness
CD_NS_Kings,1901,Kings,Kings,CD_NS_Kings,1911,Kings,Kings,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Kings
CD_NS_Lunenburg,1901,Lunenburg,Lunenburg,CD_NS_Lunenburg,1911,Lunenburg,Lunenburg,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Lunenburg
CD_NS_Pictou,1901,Pictou,Pictou,CD_NS_Pictou,1911,Pictou,Pictou,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Pictou
CD_NS_Richmond,1901,Richmond,Richmond,CD_NS_Richmond,1911,Richmond,Richmond,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Richmond
CD_NS_Shelburne_&_Queens,1901,Shelburne & Queens,Shelburne & Queens,CD_NS_Shelburne_&_Queens,1911,Shelburne & Queens,Shelburne & Queens,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Shelburne_&_Queens
CD_NS_Yarmouth,1901,Yarmouth,Yarmouth,CD_NS_Yarmouth,1911,Yarmouth,Yarmouth,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Yarmouth
CD_ON_Carleton,1901,Carleton,Carleton,CD_ON_Carleton,1911,Carleton,Carleton,WITHIN,0.6971,1.0,0.6971,high_confidence,3,CD_ON_Carleton
CD_ON_Cornwall_&_Stormont,1901,Cornwall & Stormont,Cornwall & Stormont,CD_ON_Stormont,1911,Stormont,Stormont,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Stormont_1891
CD_ON_Dundas,1901,Dundas,Dundas,CD_ON_Dundas,1911,Dundas,Dundas,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Dundas
"CD_ON_Elgin,_East—Est",1901,"Elgin, East—Est",Elgin East,CD_ON_Elgin_E,1911,Elgin E,Elgin East,WITHIN,0.8541,0.997,0.8563,high_confidence,3,CD_ON_Elgin_East
"CD_ON_Elgin,_West—Ouest",1901,"Elgin, West—Ouest",Elgin West,CD_ON_Elgin_W-O,1911,Elgin W-O,Elgin West,CONTAINS,0.6592,0.6603,0.9974,high_confidence,3,CD_ON_Elgin_West
"CD_ON_Essex,_North—Nord",1901,"Essex, North—Nord",Essex North,CD_ON_Essex_N,1911,Essex N,Essex North,CONTAINS,0.7515,0.7515,1.0,high_confidence,3,CD_ON_Essex_North
"CD_ON_Essex,_South—Sud",1901,"Essex, South—Sud",Essex South,CD_ON_Essex_S,1911,Essex S,Essex South,WITHIN,0.8312,1.0,0.8312,high_confidence,3,CD_ON_Essex_South
CD_ON_Frontenac,1901,Frontenac,Frontenac,CD_ON_Frontenac,1911,Frontenac,Frontenac,WITHIN,0.22,0.998,0.2201,high_confidence,3,CD_ON_Frontenac
CD_ON_Glengarry,1901,Glengarry,Glengarry,CD_ON_Glengarry,1911,Glengarry,Glengarry,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Glengarry
CD_ON_Halton,1901,Halton,Halton,CD_ON_Halton,1911,Halton,Halton,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Halton
"CD_ON_Hastings,_East—Est",1901,"Hastings, East—Est",Hastings East,CD_ON_Hastings_E,1911,Hastings E,Hastings East,WITHIN,0.301,1.0,0.301,high_confidence,3,CD_ON_Hastings_East
"CD_ON_Hastings,_West—Ouest",1901,"Hastings, West—Ouest",Hastings West,CD_ON_Hastings_W-O,1911,Hastings W-O,Hastings West,WITHIN,0.1138,1.0,0.1138,high_confidence,3,CD_ON_Hastings_West
"CD_ON_Huron,_East—Est",1901,"Huron, East—Est",Huron East,CD_ON_Huron_E,1911,Huron E,Huron East,WITHIN,0.8431,1.0,0.8431,high_confidence,3,CD_ON_Huron_East
CD_ON_Kent,1901,Kent,Kent,CD_ON_Kent_W-O,1911,Kent W-O,Kent West,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Kent_1871
"CD_ON_Lambton,_East—Est",1901,"Lambton, East—Est",Lambton East,CD_ON_Lambton_East,1911,Lambton East,Lambton East,WITHIN,0.8854,1.0,0.8854,high_confidence,3,CD_ON_Lambton_East
"CD_ON_Lambton,_West—Ouest",1901,"Lambton, West—Ouest",Lambton West,CD_ON_Lambton_W-O,1911,Lambton W-O,Lambton West,WITHIN,0.5237,0.997,0.5245,high_confidence,3,CD_ON_Lambton_West
"CD_ON_Lanark,_North—Nord",1901,"Lanark, North—Nord",Lanark North,CD_ON_Lanark_N,1911,Lanark N,Lanark North,CONTAINS,0.7551,0.7574,0.9961,high_confidence,3,CD_ON_Lanark_North
"CD_ON_Lanark,_South—Sud",1901,"Lanark, South—Sud",Lanark South,CD_ON_Lanark_S,1911,Lanark S,Lanark South,SAME_AS,0.9954,0.9959,0.9995,high_confidence,1,CD_ON_Lanark_South
CD_ON_Nipissing,1901,Nipissing,Nipissing,CD_ON_Nipissing,1911,Nipissing,Nipissing,CONTAINS,0.2784,0.2784,0.999,high_confidence,3,CD_ON_Nipissing_1891
"CD_ON_Northumberland,_East—Est",1901,"Northumberland, East—Est",Northumberland East,CD_ON_Northumber_Land_E,1911,Northumber Land E,Northumber Land East,SAME_AS,0.9955,1.0,0.9955,high_confidence,1,CD_ON_Northumberland_East
"CD_ON_Northumberland,_West—Ouest",1901,"Northumberland, West—Ouest",Northumberland West,CD_ON_Northumber_Land_W-O,1911,Northumber Land W-O,Northumber Land West,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Northumberland_West
"CD_ON_Ontario,_South—Sud",1901,"Ontario, South—Sud",Ontario South,CD_ON_Ontario_S,1911,Ontario S,Ontario South,WITHIN,0.6763,1.0,0.6763,high_confidence,3,CD_ON_Ontario_South
"CD_ON_Ottawa,_City—Cité",1901,"Ottawa, City—Cité",Ottawa City,CD_ON_Ottawa_City-Cité_Pt,1911,Ottawa City-Cité Pt,Ottawa City-Cité Pt,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Ottawa_City
CD_ON_Peel,1901,Peel,Peel,CD_ON_Peel,1911,Peel,Peel,WITHIN,0.5724,1.0,0.5724,high_confidence,3,CD_ON_Peel
"CD_ON_Peterborough,_East—Est",1901,"Peterborough, East—Est",Peterborough East,CD_ON_Peterborough_E,1911,Peterborough E,Peterborough East,CONTAINS,0.3961,0.3961,1.0,high_confidence,3,CD_ON_Peterborough_East
"CD_ON_Peterborough,_West—Ouest",1901,"Peterborough, West—Ouest",Peterborough West,CD_ON_Peterborough_W-O,1911,Peterborough W-O,Peterborough West,WITHIN,0.3591,1.0,0.3591,high_confidence,3,CD_ON_Peterborough_West
CD_ON_Prescott,1901,Prescott,Prescott,CD_ON_Prescott,1911,Prescott,Prescott,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Prescott
CD_ON_Prince_Edward,1901,Prince Edward,Prince Edward,CD_ON_Prince_Edward,1911,Prince Edward,Prince Edward,WITHIN,0.9206,1.0,0.9206,high_confidence,3,CD_ON_Prince_Edward
"CD_ON_Renfrew,_North—Nord",1901,"Renfrew, North—Nord",Renfrew North,CD_ON_Renfrew_N,1911,Renfrew N,Renfrew North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Renfrew_North
